"Per Pupil Expenditures by Function (District), 2024-25"
"All Districts"
"Notes:"
"Expenditures exclude food services not funded by local funds, debt, capital (other than equipment), adult education, community services, and state contributions to Teachers' Retirement."
"All amounts include regular and special education."
"This report is based upon data reported by school districts; questions concerning report data should be addressed to the school district."

"Pupil Basis: 1 = Enrollment plus outplaced pupils, 2 = Enrollment in district schools, 3 = Total pupils transported"

"District","District Code","Function","Expenditures","Pupils","Pupil Basis","PPE"
"Bloomfield School District","=""0110011""","Support services - students","$4,577,625",1871,2,"$2,447"
"Bloomfield School District","=""0110011""","Support services - instruction","$1,368,634",1871,2,"$731"
"Bloomfield School District","=""0110011""","Support services - general administration","$1,880,074",1871,2,"$1,005"
"Bloomfield School District","=""0110011""","Support services - school based administration","$3,572,620",1871,2,"$1,909"
"Bloomfield School District","=""0110011""","Central and other support services","$2,806,453",1871,2,"$1,500"
"Bloomfield School District","=""0110011""","Operation and maintenance of plant","$5,643,764",1871,2,"$3,016"
"Bloomfield School District","=""0110011""","Student transportation services","$4,441,356",1568,3,"$2,832"
"Bloomfield School District","=""0110011""","Food services","$0",1871,2,"$0"
"Bloomfield School District","=""0110011""","Enterprise operations","$921,225",1871,2,"$492"
"Bloomfield School District","=""0110011""","Minor school construction","N/A","N/A","N/A","N/A"
"Bloomfield School District","=""0110011""","Total","$66,246,320",2655,1,"$24,952"
"Bolton School District","=""0120011""","Instruction","$9,469,088",724,1,"$13,079"
"Bolton School District","=""0120011""","Support services - students","$1,232,952",687,2,"$1,795"
"Bolton School District","=""0120011""","Support services - instruction","$683,977",687,2,"$996"
"Bolton School District","=""0120011""","Support services - general administration","$683,624",687,2,"$995"
"Bolton School District","=""0120011""","Support services - school based administration","$1,173,628",687,2,"$1,708"
"Bolton School District","=""0120011""","Central and other support services","$919,494",687,2,"$1,338"
"Bolton School District","=""0120011""","Operation and maintenance of plant","$1,681,447",687,2,"$2,448"
"Bolton School District","=""0120011""","Student transportation services","$792,912",639,3,"$1,241"
"Bolton School District","=""0120011""","Food services","$31,004",687,2,"$45"
"Bolton School District","=""0120011""","Enterprise operations","$214,794",687,2,"$313"
"Bolton School District","=""0120011""","Minor school construction","N/A","N/A","N/A","N/A"
"Bolton School District","=""0120011""","Total","$16,882,921",724,1,"$23,319"
"Booker T. Washington Academy District","=""2950013""","Instruction","$3,626,667",404,1,"$8,977"
"Booker T. Washington Academy District","=""2950013""","Support services - students","$860,114",404,2,"$2,129"
"Booker T. Washington Academy District","=""2950013""","Support services - instruction","$488,595",404,2,"$1,209"
"Booker T. Washington Academy District","=""2950013""","Support services - general administration","$0",404,2,"$0"
"Booker T. Washington Academy District","=""2950013""","Support services - school based administration","$876,828",404,2,"$2,170"
"Booker T. Washington Academy District","=""2950013""","Central and other support services","$0",404,2,"$0"
"Booker T. Washington Academy District","=""2950013""","Operation and maintenance of plant","$1,214,731",404,2,"$3,007"
"Booker T. Washington Academy District","=""2950013""","Student transportation services","$24,601",150,3,"$164"
"Booker T. Washington Academy District","=""2950013""","Food services","$0",404,2,"$0"
"Booker T. Washington Academy District","=""2950013""","Enterprise operations","$0",404,2,"$0"
"Booker T. Washington Academy District","=""2950013""","Minor school construction","N/A","N/A","N/A","N/A"
"Booker T. Washington Academy District","=""2950013""","Total","$7,091,536",404,1,"$17,553"
"Bozrah School District","=""0130011""","Instruction","$3,959,453",256,1,"$15,467"
"Bozrah School District","=""0130011""","Support services - students","$928,962",180,2,"$5,161"
"Bozrah School District","=""0130011""","Support services - instruction","$51,259",180,2,"$285"
"Bozrah School District","=""0130011""","Support services - general administration","$204,441",180,2,"$1,136"
"Bozrah School District","=""0130011""","Support services - school based administration","$268,558",180,2,"$1,492"
"Bozrah School District","=""0130011""","Central and other support services","$178,041",180,2,"$989"
"Bozrah School District","=""0130011""","Operation and maintenance of plant","$547,349",180,2,"$3,041"
"Bozrah School District","=""0130011""","Student transportation services","$360,661",178,3,"$2,026"
"Bozrah School District","=""0130011""","Food services","$64,694",180,2,"$359"
"Bozrah School District","=""0130011""","Enterprise operations","$15,408",180,2,"$86"
"Bozrah School District","=""0130011""","Minor school construction","N/A","N/A","N/A","N/A"
"Bozrah School District","=""0130011""","Total","$6,578,826",256,1,"$25,699"
"Branford School District","=""0140011""","Instruction","$33,548,294",2630,1,"$12,756"
"Branford School District","=""0140011""","Support services - students","$5,235,121",2550,2,"$2,053"
"Branford School District","=""0140011""","Support services - instruction","$11,357,928",2550,2,"$4,454"
"Branford School District","=""0140011""","Support services - general administration","$1,446,619",2550,2,"$567"
"Branford School District","=""0140011""","Support services - school based administration","$3,441,212",2550,2,"$1,349"
"Branford School District","=""0140011""","Central and other support services","$2,219,945",2550,2,"$871"
"Branford School District","=""0140011""","Operation and maintenance of plant","$15,083,884",2550,2,"$5,915"
"Branford School District","=""0140011""","Student transportation services","$4,305,175",2820,3,"$1,527"
"Branford School District","=""0140011""","Food services","$0",2550,2,"$0"
"Branford School District","=""0140011""","Enterprise operations","$672,015",2550,2,"$264"
"Branford School District","=""0140011""","Minor school construction","N/A","N/A","N/A","N/A"
"Branford School District","=""0140011""","Total","$77,310,194",2630,1,"$29,396"
"Brass City Charter School District","=""2900013""","Instruction","$3,326,142",401,1,"$8,295"
"Brass City Charter School District","=""2900013""","Support services - students","$1,175,607",401,2,"$2,932"
"Brass City Charter School District","=""2900013""","Support services - instruction","$93,244",401,2,"$233"
"Brass City Charter School District","=""2900013""","Support services - general administration","$246,800",401,2,"$615"
"Brass City Charter School District","=""2900013""","Support services - school based administration","$396,669",401,2,"$989"
"Brass City Charter School District","=""2900013""","Central and other support services","$273,792",401,2,"$683"
"Brass City Charter School District","=""2900013""","Operation and maintenance of plant","$505,355",401,2,"$1,260"
"Brass City Charter School District","=""2900013""","Student transportation services","$480,544",350,3,"$1,373"
"Brass City Charter School District","=""2900013""","Food services","$0",401,2,"$0"
"Brass City Charter School District","=""2900013""","Enterprise operations","$0",401,2,"$0"
"Brass City Charter School District","=""2900013""","Minor school construction","N/A","N/A","N/A","N/A"
"Brass City Charter School District","=""2900013""","Total","$6,498,153",401,1,"$16,205"
"Bridgeport School District","=""0150011""","Instruction","$247,878,660",20783,1,"$11,927"
"Bridgeport School District","=""0150011""","Support services - students","$20,647,105",20124,2,"$1,026"
"Bridgeport School District","=""0150011""","Support services - instruction","$6,007,440",20124,2,"$299"
"Bridgeport School District","=""0150011""","Support services - general administration","$3,458,725",20124,2,"$172"
"Bridgeport School District","=""0150011""","Support services - school based administration","$21,072,936",20124,2,"$1,047"
"Bridgeport School District","=""0150011""","Central and other support services","$18,059,554",20124,2,"$897"
"Bridgeport School District","=""0150011""","Operation and maintenance of plant","$34,359,349",20124,2,"$1,707"
"Bridgeport School District","=""0150011""","Student transportation services","$30,541,629",10845,3,"$2,816"
"Bridgeport School District","=""0150011""","Food services","$0",20124,2,"$0"
"Bridgeport School District","=""0150011""","Enterprise operations","$1,214,827",20124,2,"$60"
"Bridgeport School District","=""0150011""","Minor school construction","N/A","N/A","N/A","N/A"
"Bridgeport School District","=""0150011""","Total","$383,240,224",20783,1,"$18,440"
"Bristol School District","=""0170011""","Instruction","$103,219,443",8013,1,"$12,881"
"Bristol School District","=""0170011""","Support services - students","$8,163,312",7596,2,"$1,075"
"Bristol School District","=""0170011""","Support services - instruction","$8,515,050",7596,2,"$1,121"
"Bristol School District","=""0170011""","Support services - general administration","$2,172,395",7596,2,"$286"
"Bristol School District","=""0170011""","Support services - school based administration","$8,003,632",7596,2,"$1,054"
"Bristol School District","=""0170011""","Central and other support services","$9,379,928",7596,2,"$1,235"
"Bristol School District","=""0170011""","Operation and maintenance of plant","$16,856,013",7596,2,"$2,219"
"Bristol School District","=""0170011""","Student transportation services","$12,576,754",6373,3,"$1,973"
"Bristol School District","=""0170011""","Food services","$0",7596,2,"$0"
"Bristol School District","=""0170011""","Enterprise operations","$2,948,599",7596,2,"$388"
"Bristol School District","=""0170011""","Minor school construction","N/A","N/A","N/A","N/A"
"Bristol School District","=""0170011""","Total","$171,835,126",8013,1,"$21,445"
"Brookfield School District","=""0180011""","Instruction","$34,453,568",2590,1,"$13,303"
"Brookfield School District","=""0180011""","Support services - students","$4,352,407",2529,2,"$1,721"
"Brookfield School District","=""0180011""","Support services - instruction","$2,420,447",2529,2,"$957"
"Brookfield School District","=""0180011""","Support services - general administration","$1,413,770",2529,2,"$559"
"Brookfield School District","=""0180011""","Support services - school based administration","$3,206,969",2529,2,"$1,268"
"Brookfield School District","=""0180011""","Central and other support services","$1,955,195",2529,2,"$773"
"Brookfield School District","=""0180011""","Operation and maintenance of plant","$3,624,962",2529,2,"$1,433"
"Brookfield School District","=""0180011""","Student transportation services","$5,095,985",2622,3,"$1,944"
"Brookfield School District","=""0180011""","Food services","$0",2529,2,"$0"
"Brookfield School District","=""0180011""","Enterprise operations","$965,984",2529,2,"$382"
"Brookfield School District","=""0180011""","Minor school construction","N/A","N/A","N/A","N/A"
"Brookfield School District","=""0180011""","Total","$57,489,288",2590,1,"$22,197"
"Brooklyn School District","=""0190011""","Instruction","$17,201,252",1161,1,"$14,816"
"Brooklyn School District","=""0190011""","Support services - students","$1,561,539",842,2,"$1,855"
"Brooklyn School District","=""0190011""","Support services - instruction","$226,668",842,2,"$269"
"Brooklyn School District","=""0190011""","Support services - general administration","$544,990",842,2,"$647"
"Brooklyn School District","=""0190011""","Support services - school based administration","$906,964",842,2,"$1,077"
"Brooklyn School District","=""0190011""","Central and other support services","$592,960",842,2,"$704"
"Brooklyn School District","=""0190011""","Operation and maintenance of plant","$1,155,422",842,2,"$1,372"
"Brooklyn School District","=""0190011""","Student transportation services","$1,252,353",1185,3,"$1,057"
"Brooklyn School District","=""0190011""","Food services","$0",842,2,"$0"
"Brooklyn School District","=""0190011""","Enterprise operations","$67,607",842,2,"$80"
"Brooklyn School District","=""0190011""","Minor school construction","N/A","N/A","N/A","N/A"
"Brooklyn School District","=""0190011""","Total","$23,509,756",1161,1,"$20,250"
"Canaan School District","=""0210011""","Instruction","$1,823,671",73,1,"$24,982"
"Canaan School District","=""0210011""","Support services - students","$76,708",70,2,"$1,096"
"Canaan School District","=""0210011""","Support services - instruction","$112,270",70,2,"$1,604"
"Canaan School District","=""0210011""","Support services - general administration","$92,140",70,2,"$1,316"
"Canaan School District","=""0210011""","Support services - school based administration","$281,387",70,2,"$4,020"
"Canaan School District","=""0210011""","Central and other support services","$54,559",70,2,"$779"
"Canaan School District","=""0210011""","Operation and maintenance of plant","$251,923",70,2,"$3,599"
"Canaan School District","=""0210011""","Student transportation services","$192,336",97,3,"$1,983"
"Canaan School District","=""0210011""","Food services","$0",70,2,"$0"
"Canaan School District","=""0210011""","Enterprise operations","$0",70,2,"$0"
"Canaan School District","=""0210011""","Minor school construction","N/A","N/A","N/A","N/A"
"Canaan School District","=""0210011""","Total","$2,884,994",73,1,"$39,520"
"Canterbury School District","=""0220011""","Instruction","$8,891,683",672,1,"$13,232"
"Canterbury School District","=""0220011""","Support services - students","$746,497",508,2,"$1,469"
"Canterbury School District","=""0220011""","Support services - instruction","$69,600",508,2,"$137"
"Canterbury School District","=""0220011""","Support services - general administration","$329,560",508,2,"$649"
"Canterbury School District","=""0220011""","Support services - school based administration","$563,134",508,2,"$1,109"
"Canterbury School District","=""0220011""","Central and other support services","$202,528",508,2,"$399"
"Canterbury School District","=""0220011""","Operation and maintenance of plant","$1,482,531",508,2,"$2,918"
"Canterbury School District","=""0220011""","Student transportation services","$994,426",718,3,"$1,385"
"Canterbury School District","=""0220011""","Food services","$57,738",508,2,"$114"
"Canterbury School District","=""0220011""","Enterprise operations","$13,259",508,2,"$26"
"Canterbury School District","=""0220011""","Minor school construction","N/A","N/A","N/A","N/A"
"Canterbury School District","=""0220011""","Total","$13,350,956",672,1,"$19,867"
"Canton School District","=""0230011""","Instruction","$20,299,603",1465,1,"$13,856"
"Canton School District","=""0230011""","Support services - students","$3,333,894",1416,2,"$2,354"
"Canton School District","=""0230011""","Support services - instruction","$1,908,451",1416,2,"$1,348"
"Canton School District","=""0230011""","Support services - general administration","$823,186",1416,2,"$581"
"Canton School District","=""0230011""","Support services - school based administration","$1,955,827",1416,2,"$1,381"
"Canton School District","=""0230011""","Central and other support services","$2,107,494",1416,2,"$1,488"
"Canton School District","=""0230011""","Operation and maintenance of plant","$3,321,125",1416,2,"$2,345"
"Canton School District","=""0230011""","Student transportation services","$2,382,541",1338,3,"$1,781"
"Canton School District","=""0230011""","Food services","$70,822",1416,2,"$50"
"Canton School District","=""0230011""","Enterprise operations","$626,425",1416,2,"$442"
"Canton School District","=""0230011""","Minor school construction","N/A","N/A","N/A","N/A"
"Canton School District","=""0230011""","Total","$36,829,369",1465,1,"$25,140"
"Capital Preparatory Harbor School District","=""2970013""","Instruction","$4,940,157",775,1,"$6,374"
"Capital Preparatory Harbor School District","=""2970013""","Support services - students","$304,038",775,2,"$392"
"Capital Preparatory Harbor School District","=""2970013""","Support services - instruction","$323,983",775,2,"$418"
"Capital Preparatory Harbor School District","=""2970013""","Support services - general administration","$257,601",775,2,"$332"
"Capital Preparatory Harbor School District","=""2970013""","Support services - school based administration","$1,447,515",775,2,"$1,868"
"Capital Preparatory Harbor School District","=""2970013""","Central and other support services","$1,734,623",775,2,"$2,238"
"Capital Preparatory Harbor School District","=""2970013""","Operation and maintenance of plant","$1,555,108",775,2,"$2,007"
"Capital Preparatory Harbor School District","=""2970013""","Student transportation services","$400,556",410,3,"$977"
"Capital Preparatory Harbor School District","=""2970013""","Food services","$0",775,2,"$0"
"Capital Preparatory Harbor School District","=""2970013""","Enterprise operations","$0",775,2,"$0"
"Capital Preparatory Harbor School District","=""2970013""","Minor school construction","N/A","N/A","N/A","N/A"
"Capital Preparatory Harbor School District","=""2970013""","Total","$10,963,581",775,1,"$14,147"
"Capitol Region Education Council","=""2410014""","Instruction","$129,564,804",9299,1,"$13,933"
"Capitol Region Education Council","=""2410014""","Support services - students","$42,645,984",9299,2,"$4,586"
"Capitol Region Education Council","=""2410014""","Support services - instruction","$8,743,838",9299,2,"$940"
"Capitol Region Education Council","=""2410014""","Support services - general administration","$8,952,817",9299,2,"$963"
"Capitol Region Education Council","=""2410014""","Support services - school based administration","$21,591,427",9299,2,"$2,322"
"Capitol Region Education Council","=""2410014""","Central and other support services","$18,156,042",9299,2,"$1,952"
"Capitol Region Education Council","=""2410014""","Operation and maintenance of plant","$32,480,210",9299,2,"$3,493"
"Capitol Region Education Council","=""2410014""","Student transportation services","$30,909,686",6612,3,"$4,675"
"Capitol Region Education Council","=""2410014""","Food services","$0",9299,2,"$0"
"Capitol Region Education Council","=""2410014""","Enterprise operations","$0",9299,2,"$0"
"Capitol Region Education Council","=""2410014""","Minor school construction","N/A","N/A","N/A","N/A"
"Capitol Region Education Council","=""2410014""","Total","$293,044,809",9299,1,"$31,514"
"Chaplin School District","=""0240011""","Instruction","$2,352,534",164,1,"$14,345"
"Chaplin School District","=""0240011""","Support services - students","$320,173",150,2,"$2,134"
"Chaplin School District","=""0240011""","Support services - instruction","$465,205",150,2,"$3,101"
"Chaplin School District","=""0240011""","Support services - general administration","$163,204",150,2,"$1,088"
"Chaplin School District","=""0240011""","Support services - school based administration","$226,712",150,2,"$1,511"
"Chaplin School District","=""0240011""","Central and other support services","$116,924",150,2,"$779"
"Chaplin School District","=""0240011""","Operation and maintenance of plant","$378,008",150,2,"$2,520"
"Chaplin School District","=""0240011""","Student transportation services","$259,093",108,3,"$2,399"
"Chaplin School District","=""0240011""","Food services","$0",150,2,"$0"
"Chaplin School District","=""0240011""","Enterprise operations","$0",150,2,"$0"
