"Per Pupil Expenditures by Function (District), 2022-23"
"All Districts"
"Notes:"
"Expenditures exclude food services not funded by local funds, debt, capital (other than equipment), adult education, community services, and state contributions to Teachers' Retirement."
"All amounts include regular and special education."
"This report is based upon data reported by school districts; questions concerning report data should be addressed to the school district."

"Pupil Basis: 1 = Enrollment plus outplaced pupils, 2 = Enrollment in district schools, 3 = Total pupils transported"

"District","District Code","Function","Expenditures","Pupils","Pupil Basis","PPE"
"Monroe School District","=""0850011""","Support services - school based administration","$4,488,153",3387,2,"$1,325"
"Monroe School District","=""0850011""","Central and other support services","$1,449,473",3387,2,"$428"
"Monroe School District","=""0850011""","Operation and maintenance of plant","$6,362,465",3387,2,"$1,878"
"Monroe School District","=""0850011""","Student transportation services","$3,689,324",3390,3,"$1,088"
"Monroe School District","=""0850011""","Food services","$0",3387,2,"$0"
"Monroe School District","=""0850011""","Enterprise operations","$740,369",3387,2,"$219"
"Monroe School District","=""0850011""","Minor school construction","N/A","N/A","N/A","N/A"
"Monroe School District","=""0850011""","Total","$66,119,034",3438,1,"$19,232"
"Montville School District","=""0860011""","Instruction","$28,895,827",2186,1,"$13,219"
"Montville School District","=""0860011""","Support services - students","$3,263,763",1995,2,"$1,636"
"Montville School District","=""0860011""","Support services - instruction","$602,973",1995,2,"$302"
"Montville School District","=""0860011""","Support services - general administration","$858,801",1995,2,"$430"
"Montville School District","=""0860011""","Support services - school based administration","$2,255,861",1995,2,"$1,131"
"Montville School District","=""0860011""","Central and other support services","$465,000",1995,2,"$233"
"Montville School District","=""0860011""","Operation and maintenance of plant","$4,208,932",1995,2,"$2,110"
"Montville School District","=""0860011""","Student transportation services","$2,581,381",2023,3,"$1,276"
"Montville School District","=""0860011""","Food services","$0",1995,2,"$0"
"Montville School District","=""0860011""","Enterprise operations","$668,214",1995,2,"$335"
"Montville School District","=""0860011""","Minor school construction","N/A","N/A","N/A","N/A"
"Montville School District","=""0860011""","Total","$43,800,752",2186,1,"$20,037"
"Naugatuck School District","=""0880011""","Instruction","$40,898,236",4704,1,"$8,694"
"Naugatuck School District","=""0880011""","Support services - students","$4,735,497",4320,2,"$1,096"
"Naugatuck School District","=""0880011""","Support services - instruction","$720,606",4320,2,"$167"
"Naugatuck School District","=""0880011""","Support services - general administration","$3,336,675",4320,2,"$772"
"Naugatuck School District","=""0880011""","Support services - school based administration","$4,932,704",4320,2,"$1,142"
"Naugatuck School District","=""0880011""","Central and other support services","$13,976,837",4320,2,"$3,235"
"Naugatuck School District","=""0880011""","Operation and maintenance of plant","$5,640,063",4320,2,"$1,306"
"Naugatuck School District","=""0880011""","Student transportation services","$4,481,944",4813,3,"$931"
"Naugatuck School District","=""0880011""","Food services","$0",4320,2,"$0"
"Naugatuck School District","=""0880011""","Enterprise operations","$0",4320,2,"$0"
"Naugatuck School District","=""0880011""","Minor school construction","N/A","N/A","N/A","N/A"
"Naugatuck School District","=""0880011""","Total","$78,722,563",4704,1,"$16,735"
"New Beginnings Inc Family Academy District","=""2800013""","Instruction","$4,103,037",406,1,"$10,106"
"New Beginnings Inc Family Academy District","=""2800013""","Support services - students","$260,964",406,2,"$643"
"New Beginnings Inc Family Academy District","=""2800013""","Support services - instruction","$0",406,2,"$0"
"New Beginnings Inc Family Academy District","=""2800013""","Support services - general administration","$1,294,338",406,2,"$3,188"
"New Beginnings Inc Family Academy District","=""2800013""","Support services - school based administration","$554,778",406,2,"$1,366"
"New Beginnings Inc Family Academy District","=""2800013""","Central and other support services","$446,778",406,2,"$1,100"
"New Beginnings Inc Family Academy District","=""2800013""","Operation and maintenance of plant","$580,191",406,2,"$1,429"
"New Beginnings Inc Family Academy District","=""2800013""","Student transportation services","$25,695",406,3,"$63"
"New Beginnings Inc Family Academy District","=""2800013""","Food services","$0",406,2,"$0"
"New Beginnings Inc Family Academy District","=""2800013""","Enterprise operations","$0",406,2,"$0"
"New Beginnings Inc Family Academy District","=""2800013""","Minor school construction","N/A","N/A","N/A","N/A"
"New Beginnings Inc Family Academy District","=""2800013""","Total","$7,265,781",406,1,"$17,896"
"New Britain School District","=""0890011""","Instruction","$141,904,726",11192,1,"$12,679"
"New Britain School District","=""0890011""","Support services - students","$6,810,246",9631,2,"$707"
"New Britain School District","=""0890011""","Support services - instruction","$7,142,889",9631,2,"$742"
"New Britain School District","=""0890011""","Support services - general administration","$4,771,844",9631,2,"$495"
"New Britain School District","=""0890011""","Support services - school based administration","$6,519,037",9631,2,"$677"
"New Britain School District","=""0890011""","Central and other support services","$5,802,521",9631,2,"$602"
"New Britain School District","=""0890011""","Operation and maintenance of plant","$18,879,818",9631,2,"$1,960"
"New Britain School District","=""0890011""","Student transportation services","$13,683,373",8288,3,"$1,651"
"New Britain School District","=""0890011""","Food services","$0",9631,2,"$0"
"New Britain School District","=""0890011""","Enterprise operations","$521,926",9631,2,"$54"
"New Britain School District","=""0890011""","Minor school construction","N/A","N/A","N/A","N/A"
"New Britain School District","=""0890011""","Total","$206,036,380",11192,1,"$18,409"
"New Canaan School District","=""0900011""","Instruction","$58,758,952",4174,1,"$14,077"
"New Canaan School District","=""0900011""","Support services - students","$8,702,688",4156,2,"$2,094"
"New Canaan School District","=""0900011""","Support services - instruction","$4,081,860",4156,2,"$982"
"New Canaan School District","=""0900011""","Support services - general administration","$1,695,928",4156,2,"$408"
"New Canaan School District","=""0900011""","Support services - school based administration","$4,868,445",4156,2,"$1,171"
"New Canaan School District","=""0900011""","Central and other support services","$5,166,186",4156,2,"$1,243"
"New Canaan School District","=""0900011""","Operation and maintenance of plant","$9,906,513",4156,2,"$2,384"
"New Canaan School District","=""0900011""","Student transportation services","$7,300,167",3803,3,"$1,920"
"New Canaan School District","=""0900011""","Food services","$327,027",4156,2,"$79"
"New Canaan School District","=""0900011""","Enterprise operations","$2,357,156",4156,2,"$567"
"New Canaan School District","=""0900011""","Minor school construction","N/A","N/A","N/A","N/A"
"New Canaan School District","=""0900011""","Total","$103,164,921",4174,1,"$24,716"
"New Fairfield School District","=""0910011""","Instruction","$23,617,720",2176,1,"$10,854"
"New Fairfield School District","=""0910011""","Support services - students","$3,870,604",2131,2,"$1,816"
"New Fairfield School District","=""0910011""","Support services - instruction","$1,794,910",2131,2,"$842"
"New Fairfield School District","=""0910011""","Support services - general administration","$791,622",2131,2,"$371"
"New Fairfield School District","=""0910011""","Support services - school based administration","$2,242,186",2131,2,"$1,052"
"New Fairfield School District","=""0910011""","Central and other support services","$8,768,935",2131,2,"$4,115"
"New Fairfield School District","=""0910011""","Operation and maintenance of plant","$3,618,573",2131,2,"$1,698"
"New Fairfield School District","=""0910011""","Student transportation services","$3,258,692",2208,3,"$1,476"
"New Fairfield School District","=""0910011""","Food services","$43,982",2131,2,"$21"
"New Fairfield School District","=""0910011""","Enterprise operations","$0",2131,2,"$0"
"New Fairfield School District","=""0910011""","Minor school construction","N/A","N/A","N/A","N/A"
"New Fairfield School District","=""0910011""","Total","$48,007,223",2176,1,"$22,062"
"New Hartford School District","=""0920011""","Instruction","$6,146,529",460,1,"$13,362"
"New Hartford School District","=""0920011""","Support services - students","$232,594",442,2,"$526"
"New Hartford School District","=""0920011""","Support services - instruction","$222,820",442,2,"$504"
"New Hartford School District","=""0920011""","Support services - general administration","$497,890",442,2,"$1,126"
"New Hartford School District","=""0920011""","Support services - school based administration","$531,914",442,2,"$1,203"
"New Hartford School District","=""0920011""","Central and other support services","$235,945",442,2,"$534"
"New Hartford School District","=""0920011""","Operation and maintenance of plant","$1,019,149",442,2,"$2,306"
"New Hartford School District","=""0920011""","Student transportation services","$723,190",454,3,"$1,593"
"New Hartford School District","=""0920011""","Food services","$0",442,2,"$0"
"New Hartford School District","=""0920011""","Enterprise operations","$0",442,2,"$0"
"New Hartford School District","=""0920011""","Minor school construction","N/A","N/A","N/A","N/A"
"New Hartford School District","=""0920011""","Total","$9,610,032",460,1,"$20,891"
"New Haven School District","=""0930011""","Instruction","$267,683,306",19736,1,"$13,563"
"New Haven School District","=""0930011""","Support services - students","$19,446,030",19019,2,"$1,022"
"New Haven School District","=""0930011""","Support services - instruction","$5,166,905",19019,2,"$272"
"New Haven School District","=""0930011""","Support services - general administration","$2,756,547",19019,2,"$145"
"New Haven School District","=""0930011""","Support services - school based administration","$22,064,294",19019,2,"$1,160"
"New Haven School District","=""0930011""","Central and other support services","$11,656,797",19019,2,"$613"
"New Haven School District","=""0930011""","Operation and maintenance of plant","$38,152,499",19019,2,"$2,006"
"New Haven School District","=""0930011""","Student transportation services","$36,004,129",21121,3,"$1,705"
"New Haven School District","=""0930011""","Food services","$58,616",19019,2,"$3"
"New Haven School District","=""0930011""","Enterprise operations","$636,556",19019,2,"$33"
"New Haven School District","=""0930011""","Minor school construction","N/A","N/A","N/A","N/A"
"New Haven School District","=""0930011""","Total","$403,625,679",19736,1,"$20,451"
"New London School District","=""0950011""","Instruction","$41,415,055",3481,1,"$11,897"
"New London School District","=""0950011""","Support services - students","$7,999,949",2917,2,"$2,743"
"New London School District","=""0950011""","Support services - instruction","$4,480,867",2917,2,"$1,536"
"New London School District","=""0950011""","Support services - general administration","$2,730,559",2917,2,"$936"
"New London School District","=""0950011""","Support services - school based administration","$4,144,373",2917,2,"$1,421"
"New London School District","=""0950011""","Central and other support services","$2,808,654",2917,2,"$963"
"New London School District","=""0950011""","Operation and maintenance of plant","$9,398,667",2917,2,"$3,222"
"New London School District","=""0950011""","Student transportation services","$5,241,975",2615,3,"$2,005"
"New London School District","=""0950011""","Food services","$0",2917,2,"$0"
"New London School District","=""0950011""","Enterprise operations","$886,490",2917,2,"$304"
"New London School District","=""0950011""","Minor school construction","N/A","N/A","N/A","N/A"
"New London School District","=""0950011""","Total","$79,106,589",3481,1,"$22,725"
"New Milford School District","=""0960011""","Instruction","$44,344,769",3766,1,"$11,775"
"New Milford School District","=""0960011""","Support services - students","$5,019,503",3664,2,"$1,370"
"New Milford School District","=""0960011""","Support services - instruction","$1,493,454",3664,2,"$408"
"New Milford School District","=""0960011""","Support services - general administration","$1,002,564",3664,2,"$274"
"New Milford School District","=""0960011""","Support services - school based administration","$3,816,567",3664,2,"$1,042"
"New Milford School District","=""0960011""","Central and other support services","$4,442,926",3664,2,"$1,213"
"New Milford School District","=""0960011""","Operation and maintenance of plant","$6,178,904",3664,2,"$1,686"
"New Milford School District","=""0960011""","Student transportation services","$5,489,829",3783,3,"$1,451"
"New Milford School District","=""0960011""","Food services","$0",3664,2,"$0"
"New Milford School District","=""0960011""","Enterprise operations","$1,179,761",3664,2,"$322"
"New Milford School District","=""0960011""","Minor school construction","N/A","N/A","N/A","N/A"
"New Milford School District","=""0960011""","Total","$72,968,278",3766,1,"$19,376"
"Newington School District","=""0940011""","Instruction","$56,014,435",4104,1,"$13,649"
"Newington School District","=""0940011""","Support services - students","$5,141,482",3911,2,"$1,315"
"Newington School District","=""0940011""","Support services - instruction","$1,275,588",3911,2,"$326"
"Newington School District","=""0940011""","Support services - general administration","$3,429,121",3911,2,"$877"
"Newington School District","=""0940011""","Support services - school based administration","$5,402,301",3911,2,"$1,381"
"Newington School District","=""0940011""","Central and other support services","$1,012,048",3911,2,"$259"
"Newington School District","=""0940011""","Operation and maintenance of plant","$9,288,656",3911,2,"$2,375"
"Newington School District","=""0940011""","Student transportation services","$3,934,612",3220,3,"$1,222"
"Newington School District","=""0940011""","Food services","$0",3911,2,"$0"
"Newington School District","=""0940011""","Enterprise operations","$876,022",3911,2,"$224"
"Newington School District","=""0940011""","Minor school construction","N/A","N/A","N/A","N/A"
"Newington School District","=""0940011""","Total","$86,374,266",4104,1,"$21,046"
"Newtown School District","=""0970011""","Instruction","$49,716,149",4037,1,"$12,315"
"Newtown School District","=""0970011""","Support services - students","$10,117,842",3983,2,"$2,540"
"Newtown School District","=""0970011""","Support services - instruction","$2,780,856",3983,2,"$698"
"Newtown School District","=""0970011""","Support services - general administration","$1,661,366",3983,2,"$417"
"Newtown School District","=""0970011""","Support services - school based administration","$4,342,420",3983,2,"$1,090"
"Newtown School District","=""0970011""","Central and other support services","$2,238,193",3983,2,"$562"
"Newtown School District","=""0970011""","Operation and maintenance of plant","$10,245,311",3983,2,"$2,572"
"Newtown School District","=""0970011""","Student transportation services","$5,214,465",4017,3,"$1,298"
"Newtown School District","=""0970011""","Food services","$0",3983,2,"$0"
"Newtown School District","=""0970011""","Enterprise operations","$1,343,582",3983,2,"$337"
"Newtown School District","=""0970011""","Minor school construction","N/A","N/A","N/A","N/A"
"Newtown School District","=""0970011""","Total","$87,660,183",4037,1,"$21,714"
"Norfolk School District","=""0980011""","Instruction","$1,270,319",69,1,"$18,410"
"Norfolk School District","=""0980011""","Support services - students","$50,568",66,2,"$766"
"Norfolk School District","=""0980011""","Support services - instruction","$182,956",66,2,"$2,772"
"Norfolk School District","=""0980011""","Support services - general administration","$215,991",66,2,"$3,273"
"Norfolk School District","=""0980011""","Support services - school based administration","$236,433",66,2,"$3,582"
"Norfolk School District","=""0980011""","Central and other support services","$1,300",66,2,"$20"
"Norfolk School District","=""0980011""","Operation and maintenance of plant","$432,773",66,2,"$6,557"
"Norfolk School District","=""0980011""","Student transportation services","$178,137",63,3,"$2,828"
"Norfolk School District","=""0980011""","Food services","$28,485",66,2,"$432"
"Norfolk School District","=""0980011""","Enterprise operations","$0",66,2,"$0"
"Norfolk School District","=""0980011""","Minor school construction","N/A","N/A","N/A","N/A"
"Norfolk School District","=""0980011""","Total","$2,596,961",69,1,"$37,637"
"North Branford School District","=""0990011""","Instruction","$19,782,934",1589,1,"$12,450"
"North Branford School District","=""0990011""","Support services - students","$3,056,386",1529,2,"$1,999"
"North Branford School District","=""0990011""","Support services - instruction","$1,288,569",1529,2,"$843"
"North Branford School District","=""0990011""","Support services - general administration","$830,970",1529,2,"$543"
"North Branford School District","=""0990011""","Support services - school based administration","$2,069,587",1529,2,"$1,354"
"North Branford School District","=""0990011""","Central and other support services","$1,699,812",1529,2,"$1,112"
"North Branford School District","=""0990011""","Operation and maintenance of plant","$3,933,221",1529,2,"$2,572"
"North Branford School District","=""0990011""","Student transportation services","$2,708,965",1578,3,"$1,717"
"North Branford School District","=""0990011""","Food services","$0",1529,2,"$0"
"North Branford School District","=""0990011""","Enterprise operations","$0",1529,2,"$0"
"North Branford School District","=""0990011""","Minor school construction","N/A","N/A","N/A","N/A"
"North Branford School District","=""0990011""","Total","$35,370,444",1589,1,"$22,260"
"North Canaan School District","=""1000011""","Instruction","$3,908,005",244,1,"$16,016"
"North Canaan School District","=""1000011""","Support services - students","$277,255",238,2,"$1,165"
"North Canaan School District","=""1000011""","Support services - instruction","$116,459",238,2,"$489"
"North Canaan School District","=""1000011""","Support services - general administration","$233,244",238,2,"$980"
"North Canaan School District","=""1000011""","Support services - school based administration","$324,793",238,2,"$1,365"
"North Canaan School District","=""1000011""","Central and other support services","$105,092",238,2,"$442"
"North Canaan School District","=""1000011""","Operation and maintenance of plant","$693,772",238,2,"$2,915"
"North Canaan School District","=""1000011""","Student transportation services","$320,135",256,3,"$1,251"
"North Canaan School District","=""1000011""","Food services","$0",238,2,"$0"
"North Canaan School District","=""1000011""","Enterprise operations","$35,288",238,2,"$148"
"North Canaan School District","=""1000011""","Minor school construction","N/A","N/A","N/A","N/A"
"North Canaan School District","=""1000011""","Total","$6,014,043",244,1,"$24,648"
"North Haven School District","=""1010011""","Instruction","$37,353,611",3268,1,"$11,430"
"North Haven School District","=""1010011""","Support services - students","$5,819,796",3174,2,"$1,834"
"North Haven School District","=""1010011""","Support services - instruction","$1,987,551",3174,2,"$626"
"North Haven School District","=""1010011""","Support services - general administration","$1,016,023",3174,2,"$320"
"North Haven School District","=""1010011""","Support services - school based administration","$3,999,589",3174,2,"$1,260"
"North Haven School District","=""1010011""","Central and other support services","$3,430,416",3174,2,"$1,081"
"North Haven School District","=""1010011""","Operation and maintenance of plant","$5,596,922",3174,2,"$1,763"
"North Haven School District","=""1010011""","Student transportation services","$4,117,228",3244,3,"$1,269"
"North Haven School District","=""1010011""","Food services","$0",3174,2,"$0"
"North Haven School District","=""1010011""","Enterprise operations","$979,811",3174,2,"$309"
"North Haven School District","=""1010011""","Minor school construction","N/A","N/A","N/A","N/A"
"North Haven School District","=""1010011""","Total","$64,300,947",3268,1,"$19,676"
"North Stonington School District","=""1020011""","Instruction","$9,222,829",770,1,"$11,978"
"North Stonington School District","=""1020011""","Support services - students","$1,052,925",751,2,"$1,402"
"North Stonington School District","=""1020011""","Support services - instruction","$581,160",751,2,"$774"
"North Stonington School District","=""1020011""","Support services - general administration","$966,918",751,2,"$1,288"
"North Stonington School District","=""1020011""","Support services - school based administration","$839,163",751,2,"$1,117"
"North Stonington School District","=""1020011""","Central and other support services","$61,302",751,2,"$82"
"North Stonington School District","=""1020011""","Operation and maintenance of plant","$1,017,950",751,2,"$1,355"
"North Stonington School District","=""1020011""","Student transportation services","$1,227,024",579,3,"$2,119"
"North Stonington School District","=""1020011""","Food services","$0",751,2,"$0"
"North Stonington School District","=""1020011""","Enterprise operations","$0",751,2,"$0"
"North Stonington School District","=""1020011""","Minor school construction","N/A","N/A","N/A","N/A"
"North Stonington School District","=""1020011""","Total","$14,969,272",770,1,"$19,441"
"Norwalk School District","=""1030011""","Instruction","$152,652,038",11978,1,"$12,744"
"Norwalk School District","=""1030011""","Support services - students","$19,063,950",11450,2,"$1,665"
"Norwalk School District","=""1030011""","Support services - instruction","$11,906,341",11450,2,"$1,040"
"Norwalk School District","=""1030011""","Support services - general administration","$1,022,098",11450,2,"$89"
"Norwalk School District","=""1030011""","Support services - school based administration","$9,060,838",11450,2,"$791"
"Norwalk School District","=""1030011""","Central and other support services","$5,607,288",11450,2,"$490"
"Norwalk School District","=""1030011""","Operation and maintenance of plant","$56,909,641",11450,2,"$4,970"
"Norwalk School District","=""1030011""","Student transportation services","$10,636,654",6716,3,"$1,584"
"Norwalk School District","=""1030011""","Food services","$0",11450,2,"$0"
"Norwalk School District","=""1030011""","Enterprise operations","$0",11450,2,"$0"
"Norwalk School District","=""1030011""","Minor school construction","N/A","N/A","N/A","N/A"
"Norwalk School District","=""1030011""","Total","$266,858,848",11978,1,"$22,279"
"Norwich School District","=""1040011""","Instruction","$94,358,572",5151,1,"$18,318"
"Norwich School District","=""1040011""","Support services - students","$6,447,090",3270,2,"$1,972"
"Norwich School District","=""1040011""","Support services - instruction","$1,285,817",3270,2,"$393"
"Norwich School District","=""1040011""","Support services - general administration","$1,366,061",3270,2,"$418"
"Norwich School District","=""1040011""","Support services - school based administration","$2,633,986",3270,2,"$806"
"Norwich School District","=""1040011""","Central and other support services","$1,991,571",3270,2,"$609"
"Norwich School District","=""1040011""","Operation and maintenance of plant","$5,114,723",3270,2,"$1,564"
"Norwich School District","=""1040011""","Student transportation services","$9,159,899",5182,3,"$1,768"
"Norwich School District","=""1040011""","Food services","$0",3270,2,"$0"
"Norwich School District","=""1040011""","Enterprise operations","$394,219",3270,2,"$121"
"Norwich School District","=""1040011""","Minor school construction","N/A","N/A","N/A","N/A"
"Norwich School District","=""1040011""","Total","$122,751,936",5151,1,"$23,831"
"Odyssey Community School District","=""2630013""","Instruction","$3,484,688",374,1,"$9,317"
"Odyssey Community School District","=""2630013""","Support services - students","$494,590",374,2,"$1,322"
"Odyssey Community School District","=""2630013""","Support services - instruction","$50,614",374,2,"$135"
"Odyssey Community School District","=""2630013""","Support services - general administration","$220,770",374,2,"$590"
"Odyssey Community School District","=""2630013""","Support services - school based administration","$456,643",374,2,"$1,221"
"Odyssey Community School District","=""2630013""","Central and other support services","$107,192",374,2,"$287"
"Odyssey Community School District","=""2630013""","Operation and maintenance of plant","$607,327",374,2,"$1,624"
"Odyssey Community School District","=""2630013""","Student transportation services","$0",0,3,"$0"
"Odyssey Community School District","=""2630013""","Food services","$0",374,2,"$0"
"Odyssey Community School District","=""2630013""","Enterprise operations","$0",374,2,"$0"
"Odyssey Community School District","=""2630013""","Minor school construction","N/A","N/A","N/A","N/A"
"Odyssey Community School District","=""2630013""","Total","$5,421,824",374,1,"$14,497"
"Old Saybrook School District","=""1060011""","Instruction","$16,560,849",1083,1,"$15,292"
"Old Saybrook School District","=""1060011""","Support services - students","$2,453,422",1065,2,"$2,304"
"Old Saybrook School District","=""1060011""","Support services - instruction","$1,507,205",1065,2,"$1,415"
"Old Saybrook School District","=""1060011""","Support services - general administration","$636,559",1065,2,"$598"
"Old Saybrook School District","=""1060011""","Support services - school based administration","$1,567,733",1065,2,"$1,472"
"Old Saybrook School District","=""1060011""","Central and other support services","$1,264,856",1065,2,"$1,188"
"Old Saybrook School District","=""1060011""","Operation and maintenance of plant","$3,136,950",1065,2,"$2,945"
"Old Saybrook School District","=""1060011""","Student transportation services","$1,439,809",1003,3,"$1,436"
"Old Saybrook School District","=""1060011""","Food services","$0",1065,2,"$0"
"Old Saybrook School District","=""1060011""","Enterprise operations","$0",1065,2,"$0"
"Old Saybrook School District","=""1060011""","Minor school construction","N/A","N/A","N/A","N/A"
"Old Saybrook School District","=""1060011""","Total","$28,567,382",1083,1,"$26,378"
"Orange School District","=""1070011""","Instruction","$13,666,489",1294,1,"$10,561"
"Orange School District","=""1070011""","Support services - students","$4,255,328",1280,2,"$3,324"
"Orange School District","=""1070011""","Support services - instruction","$998,354",1280,2,"$780"
"Orange School District","=""1070011""","Support services - general administration","$591,075",1280,2,"$462"
"Orange School District","=""1070011""","Support services - school based administration","$1,025,017",1280,2,"$801"
"Orange School District","=""1070011""","Central and other support services","$227,551",1280,2,"$178"
"Orange School District","=""1070011""","Operation and maintenance of plant","$2,281,361",1280,2,"$1,782"
"Orange School District","=""1070011""","Student transportation services","$1,272,941",1231,3,"$1,034"
"Orange School District","=""1070011""","Food services","$57,957",1280,2,"$45"
"Orange School District","=""1070011""","Enterprise operations","$0",1280,2,"$0"
"Orange School District","=""1070011""","Minor school construction","N/A","N/A","N/A","N/A"
"Orange School District","=""1070011""","Total","$24,376,072",1294,1,"$18,838"
"Oxford School District","=""1080011""","Instruction","$21,471,834",1778,1,"$12,076"
"Oxford School District","=""1080011""","Support services - students","$2,707,299",1709,2,"$1,584"
"Oxford School District","=""1080011""","Support services - instruction","$814,631",1709,2,"$477"
"Oxford School District","=""1080011""","Support services - general administration","$1,024,956",1709,2,"$600"
"Oxford School District","=""1080011""","Support services - school based administration","$2,313,111",1709,2,"$1,353"
"Oxford School District","=""1080011""","Central and other support services","$1,728,406",1709,2,"$1,011"
"Oxford School District","=""1080011""","Operation and maintenance of plant","$3,013,821",1709,2,"$1,763"
"Oxford School District","=""1080011""","Student transportation services","$1,991,534",1740,3,"$1,145"
"Oxford School District","=""1080011""","Food services","$0",1709,2,"$0"
"Oxford School District","=""1080011""","Enterprise operations","$539,774",1709,2,"$316"
"Oxford School District","=""1080011""","Minor school construction","N/A","N/A","N/A","N/A"
"Oxford School District","=""1080011""","Total","$35,605,367",1778,1,"$20,026"
"Park City Prep Charter School District","=""2830013""","Instruction","$2,495,482",383,1,"$6,516"
"Park City Prep Charter School District","=""2830013""","Support services - students","$1,094,774",383,2,"$2,858"
"Park City Prep Charter School District","=""2830013""","Support services - instruction","$58,779",383,2,"$153"
"Park City Prep Charter School District","=""2830013""","Support services - general administration","$103,068",383,2,"$269"
"Park City Prep Charter School District","=""2830013""","Support services - school based administration","$865,510",383,2,"$2,260"
"Park City Prep Charter School District","=""2830013""","Central and other support services","$415,656",383,2,"$1,085"
"Park City Prep Charter School District","=""2830013""","Operation and maintenance of plant","$1,152,473",383,2,"$3,009"
"Park City Prep Charter School District","=""2830013""","Student transportation services","$0",0,3,"$0"
"Park City Prep Charter School District","=""2830013""","Food services","$0",383,2,"$0"
"Park City Prep Charter School District","=""2830013""","Enterprise operations","$0",383,2,"$0"
"Park City Prep Charter School District","=""2830013""","Minor school construction","N/A","N/A","N/A","N/A"
"Park City Prep Charter School District","=""2830013""","Total","$6,185,742",383,1,"$16,151"
"Plainfield School District","=""1090011""","Instruction","$20,940,145",2091,1,"$10,014"
"Plainfield School District","=""1090011""","Support services - students","$2,931,156",1931,2,"$1,518"
"Plainfield School District","=""1090011""","Support services - instruction","$2,747,311",1931,2,"$1,423"
"Plainfield School District","=""1090011""","Support services - general administration","$466,822",1931,2,"$242"
"Plainfield School District","=""1090011""","Support services - school based administration","$2,301,081",1931,2,"$1,192"
"Plainfield School District","=""1090011""","Central and other support services","$2,983,203",1931,2,"$1,545"
"Plainfield School District","=""1090011""","Operation and maintenance of plant","$3,645,895",1931,2,"$1,888"
"Plainfield School District","=""1090011""","Student transportation services","$3,212,922",1931,3,"$1,664"
"Plainfield School District","=""1090011""","Food services","$0",1931,2,"$0"
"Plainfield School District","=""1090011""","Enterprise operations","$634,505",1931,2,"$329"
"Plainfield School District","=""1090011""","Minor school construction","N/A","N/A","N/A","N/A"
"Plainfield School District","=""1090011""","Total","$39,863,039",2091,1,"$19,064"
"Plainville School District","=""1100011""","Instruction","$29,644,759",2358,1,"$12,572"
"Plainville School District","=""1100011""","Support services - students","$1,244,279",2278,2,"$546"
"Plainville School District","=""1100011""","Support services - instruction","$8,140,830",2278,2,"$3,574"
"Plainville School District","=""1100011""","Support services - general administration","$173,292",2278,2,"$76"
"Plainville School District","=""1100011""","Support services - school based administration","$2,390,956",2278,2,"$1,050"
"Plainville School District","=""1100011""","Central and other support services","$582,228",2278,2,"$256"
"Plainville School District","=""1100011""","Operation and maintenance of plant","$3,231,603",2278,2,"$1,419"
"Plainville School District","=""1100011""","Student transportation services","$2,353,604",1512,3,"$1,557"
"Plainville School District","=""1100011""","Food services","$0",2278,2,"$0"
"Plainville School District","=""1100011""","Enterprise operations","$0",2278,2,"$0"
"Plainville School District","=""1100011""","Minor school construction","N/A","N/A","N/A","N/A"
"Plainville School District","=""1100011""","Total","$47,761,551",2358,1,"$20,255"
"Plymouth School District","=""1110011""","Instruction","$16,871,978",1438,1,"$11,733"
"Plymouth School District","=""1110011""","Support services - students","$2,043,169",1297,2,"$1,575"
"Plymouth School District","=""1110011""","Support services - instruction","$744,886",1297,2,"$574"
"Plymouth School District","=""1110011""","Support services - general administration","$1,148,079",1297,2,"$885"
"Plymouth School District","=""1110011""","Support services - school based administration","$1,515,759",1297,2,"$1,169"
"Plymouth School District","=""1110011""","Central and other support services","$1,007,912",1297,2,"$777"
"Plymouth School District","=""1110011""","Operation and maintenance of plant","$3,523,951",1297,2,"$2,717"
"Plymouth School District","=""1110011""","Student transportation services","$2,018,177",1521,3,"$1,327"
"Plymouth School District","=""1110011""","Food services","$0",1297,2,"$0"
"Plymouth School District","=""1110011""","Enterprise operations","$0",1297,2,"$0"
"Plymouth School District","=""1110011""","Minor school construction","N/A","N/A","N/A","N/A"
"Plymouth School District","=""1110011""","Total","$28,873,910",1438,1,"$20,079"
"Pomfret School District","=""1120011""","Instruction","$7,812,360",552,1,"$14,153"
"Pomfret School District","=""1120011""","Support services - students","$532,505",370,2,"$1,439"
"Pomfret School District","=""1120011""","Support services - instruction","$464,596",370,2,"$1,256"
"Pomfret School District","=""1120011""","Support services - general administration","$177,785",370,2,"$481"
"Pomfret School District","=""1120011""","Support services - school based administration","$483,756",370,2,"$1,307"
"Pomfret School District","=""1120011""","Central and other support services","$229,552",370,2,"$620"
"Pomfret School District","=""1120011""","Operation and maintenance of plant","$943,077",370,2,"$2,549"
"Pomfret School District","=""1120011""","Student transportation services","$702,280",562,3,"$1,250"
"Pomfret School District","=""1120011""","Food services","$0",370,2,"$0"
"Pomfret School District","=""1120011""","Enterprise operations","$0",370,2,"$0"
"Pomfret School District","=""1120011""","Minor school construction","N/A","N/A","N/A","N/A"
"Pomfret School District","=""1120011""","Total","$11,345,911",552,1,"$20,554"
"Portland School District","=""1130011""","Instruction","$15,839,303",1270,1,"$12,472"
