"Per Pupil Expenditures by Function (District), 2021-22"
"All Districts"
"Notes:"
"Expenditures exclude food services not funded by local funds, debt, capital (other than equipment), adult education, community services, and state contributions to Teachers' Retirement."
"All amounts include regular and special education."
"This report is based upon data reported by school districts; questions concerning report data should be addressed to the school district."

"Pupil Basis: 1 = Enrollment plus outplaced pupils, 2 = Enrollment in district schools, 3 = Total pupils transported"

"District","District Code","Function","Expenditures","Pupils","Pupil Basis","PPE"
"Bethany School District","=""0080011""","Support services - instruction","$230,604",388,2,"$594"
"Bethany School District","=""0080011""","Support services - general administration","$799,268",388,2,"$2,060"
"Bethany School District","=""0080011""","Support services - school based administration","$422,715",388,2,"$1,089"
"Bethany School District","=""0080011""","Central and other support services","$0",388,2,"$0"
"Bethany School District","=""0080011""","Operation and maintenance of plant","$691,224",388,2,"$1,782"
"Bethany School District","=""0080011""","Student transportation services","$406,576",240,3,"$1,694"
"Bethany School District","=""0080011""","Food services","$0",388,2,"$0"
"Bethany School District","=""0080011""","Enterprise operations","$21,155",388,2,"$55"
"Bethany School District","=""0080011""","Minor school construction","N/A","N/A","N/A","N/A"
"Bethany School District","=""0080011""","Total","$7,639,578",396,1,"$19,292"
"Bethel School District","=""0090011""","Instruction","$33,409,682",3191,1,"$10,470"
"Bethel School District","=""0090011""","Support services - students","$3,982,526",3151,2,"$1,264"
"Bethel School District","=""0090011""","Support services - instruction","$5,681,200",3151,2,"$1,803"
"Bethel School District","=""0090011""","Support services - general administration","$570,707",3151,2,"$181"
"Bethel School District","=""0090011""","Support services - school based administration","$2,882,485",3151,2,"$915"
"Bethel School District","=""0090011""","Central and other support services","$2,424,958",3151,2,"$770"
"Bethel School District","=""0090011""","Operation and maintenance of plant","$4,742,874",3151,2,"$1,505"
"Bethel School District","=""0090011""","Student transportation services","$2,808,026",3231,3,"$869"
"Bethel School District","=""0090011""","Food services","$0",3151,2,"$0"
"Bethel School District","=""0090011""","Enterprise operations","$0",3151,2,"$0"
"Bethel School District","=""0090011""","Minor school construction","N/A","N/A","N/A","N/A"
"Bethel School District","=""0090011""","Total","$56,502,457",3191,1,"$17,707"
"Bloomfield School District","=""0110011""","Instruction","$37,559,974",2676,1,"$14,036"
"Bloomfield School District","=""0110011""","Support services - students","$4,119,658",2020,2,"$2,039"
"Bloomfield School District","=""0110011""","Support services - instruction","$1,357,219",2020,2,"$672"
"Bloomfield School District","=""0110011""","Support services - general administration","$2,092,473",2020,2,"$1,036"
"Bloomfield School District","=""0110011""","Support services - school based administration","$3,242,364",2020,2,"$1,605"
"Bloomfield School District","=""0110011""","Central and other support services","$2,386,121",2020,2,"$1,181"
"Bloomfield School District","=""0110011""","Operation and maintenance of plant","$4,883,479",2020,2,"$2,418"
"Bloomfield School District","=""0110011""","Student transportation services","$3,977,397",1746,3,"$2,278"
"Bloomfield School District","=""0110011""","Food services","$0",2020,2,"$0"
"Bloomfield School District","=""0110011""","Enterprise operations","$629,914",2020,2,"$312"
"Bloomfield School District","=""0110011""","Minor school construction","N/A","N/A","N/A","N/A"
"Bloomfield School District","=""0110011""","Total","$60,248,598",2676,1,"$22,514"
"Bolton School District","=""0120011""","Instruction","$8,612,999",775,1,"$11,114"
"Bolton School District","=""0120011""","Support services - students","$998,468",748,2,"$1,335"
"Bolton School District","=""0120011""","Support services - instruction","$637,336",748,2,"$852"
"Bolton School District","=""0120011""","Support services - general administration","$606,246",748,2,"$810"
"Bolton School District","=""0120011""","Support services - school based administration","$1,251,758",748,2,"$1,673"
"Bolton School District","=""0120011""","Central and other support services","$837,240",748,2,"$1,119"
"Bolton School District","=""0120011""","Operation and maintenance of plant","$1,561,635",748,2,"$2,088"
"Bolton School District","=""0120011""","Student transportation services","$627,769",680,3,"$923"
"Bolton School District","=""0120011""","Food services","$0",748,2,"$0"
"Bolton School District","=""0120011""","Enterprise operations","$197,415",748,2,"$264"
"Bolton School District","=""0120011""","Minor school construction","N/A","N/A","N/A","N/A"
"Bolton School District","=""0120011""","Total","$15,330,866",775,1,"$19,782"
"Booker T. Washington Academy District","=""2950013""","Instruction","$3,094,558",519,1,"$5,963"
"Booker T. Washington Academy District","=""2950013""","Support services - students","$757,482",519,2,"$1,460"
"Booker T. Washington Academy District","=""2950013""","Support services - instruction","$1,097,202",519,2,"$2,114"
"Booker T. Washington Academy District","=""2950013""","Support services - general administration","$0",519,2,"$0"
"Booker T. Washington Academy District","=""2950013""","Support services - school based administration","$847,681",519,2,"$1,633"
"Booker T. Washington Academy District","=""2950013""","Central and other support services","$0",519,2,"$0"
"Booker T. Washington Academy District","=""2950013""","Operation and maintenance of plant","$1,212,658",519,2,"$2,337"
"Booker T. Washington Academy District","=""2950013""","Student transportation services","$67,059",210,3,"$319"
"Booker T. Washington Academy District","=""2950013""","Food services","$0",519,2,"$0"
"Booker T. Washington Academy District","=""2950013""","Enterprise operations","$0",519,2,"$0"
"Booker T. Washington Academy District","=""2950013""","Minor school construction","N/A","N/A","N/A","N/A"
"Booker T. Washington Academy District","=""2950013""","Total","$7,076,639",519,1,"$13,635"
"Bozrah School District","=""0130011""","Instruction","$4,071,946",269,1,"$15,137"
"Bozrah School District","=""0130011""","Support services - students","$613,663",165,2,"$3,719"
"Bozrah School District","=""0130011""","Support services - instruction","$52,136",165,2,"$316"
"Bozrah School District","=""0130011""","Support services - general administration","$245,610",165,2,"$1,489"
"Bozrah School District","=""0130011""","Support services - school based administration","$258,833",165,2,"$1,569"
"Bozrah School District","=""0130011""","Central and other support services","$162,133",165,2,"$983"
"Bozrah School District","=""0130011""","Operation and maintenance of plant","$777,193",165,2,"$4,710"
"Bozrah School District","=""0130011""","Student transportation services","$404,305",183,3,"$2,209"
"Bozrah School District","=""0130011""","Food services","$47,714",165,2,"$289"
"Bozrah School District","=""0130011""","Enterprise operations","$13,450",165,2,"$82"
"Bozrah School District","=""0130011""","Minor school construction","N/A","N/A","N/A","N/A"
"Bozrah School District","=""0130011""","Total","$6,646,983",269,1,"$24,710"
"Branford School District","=""0140011""","Instruction","$34,776,510",2722,1,"$12,776"
"Branford School District","=""0140011""","Support services - students","$5,823,810",2621,2,"$2,222"
"Branford School District","=""0140011""","Support services - instruction","$5,091,970",2621,2,"$1,943"
"Branford School District","=""0140011""","Support services - general administration","$1,969,805",2621,2,"$752"
"Branford School District","=""0140011""","Support services - school based administration","$2,813,325",2621,2,"$1,073"
"Branford School District","=""0140011""","Central and other support services","$1,555,235",2621,2,"$593"
"Branford School District","=""0140011""","Operation and maintenance of plant","$6,038,013",2621,2,"$2,304"
"Branford School District","=""0140011""","Student transportation services","$3,462,711",2680,3,"$1,292"
"Branford School District","=""0140011""","Food services","$0",2621,2,"$0"
"Branford School District","=""0140011""","Enterprise operations","$1,176,654",2621,2,"$449"
"Branford School District","=""0140011""","Minor school construction","N/A","N/A","N/A","N/A"
"Branford School District","=""0140011""","Total","$62,708,033",2722,1,"$23,037"
"Brass City Charter School District","=""2900013""","Instruction","$3,176,243",360,1,"$8,823"
"Brass City Charter School District","=""2900013""","Support services - students","$358,952",360,2,"$997"
"Brass City Charter School District","=""2900013""","Support services - instruction","$49,724",360,2,"$138"
"Brass City Charter School District","=""2900013""","Support services - general administration","$209,940",360,2,"$583"
"Brass City Charter School District","=""2900013""","Support services - school based administration","$334,656",360,2,"$930"
"Brass City Charter School District","=""2900013""","Central and other support services","$222,700",360,2,"$619"
"Brass City Charter School District","=""2900013""","Operation and maintenance of plant","$459,706",360,2,"$1,277"
"Brass City Charter School District","=""2900013""","Student transportation services","$462,950",360,3,"$1,286"
"Brass City Charter School District","=""2900013""","Food services","$0",360,2,"$0"
"Brass City Charter School District","=""2900013""","Enterprise operations","$0",360,2,"$0"
"Brass City Charter School District","=""2900013""","Minor school construction","N/A","N/A","N/A","N/A"
"Brass City Charter School District","=""2900013""","Total","$5,274,871",360,1,"$14,652"
"Bridgeport School District","=""0150011""","Instruction","$250,167,033",20137,1,"$12,423"
"Bridgeport School District","=""0150011""","Support services - students","$19,447,645",19435,2,"$1,001"
"Bridgeport School District","=""0150011""","Support services - instruction","$5,611,878",19435,2,"$289"
"Bridgeport School District","=""0150011""","Support services - general administration","$2,076,005",19435,2,"$107"
"Bridgeport School District","=""0150011""","Support services - school based administration","$17,416,162",19435,2,"$896"
"Bridgeport School District","=""0150011""","Central and other support services","$15,846,899",19435,2,"$815"
"Bridgeport School District","=""0150011""","Operation and maintenance of plant","$31,453,308",19435,2,"$1,618"
"Bridgeport School District","=""0150011""","Student transportation services","$24,164,461",13290,3,"$1,818"
"Bridgeport School District","=""0150011""","Food services","$0",19435,2,"$0"
"Bridgeport School District","=""0150011""","Enterprise operations","$782,904",19435,2,"$40"
"Bridgeport School District","=""0150011""","Minor school construction","N/A","N/A","N/A","N/A"
"Bridgeport School District","=""0150011""","Total","$366,966,294",20137,1,"$18,223"
"Bristol School District","=""0170011""","Instruction","$93,906,084",8076,1,"$11,628"
"Bristol School District","=""0170011""","Support services - students","$7,114,993",7650,2,"$930"
"Bristol School District","=""0170011""","Support services - instruction","$10,164,661",7650,2,"$1,329"
"Bristol School District","=""0170011""","Support services - general administration","$5,200,997",7650,2,"$680"
"Bristol School District","=""0170011""","Support services - school based administration","$5,744,310",7650,2,"$751"
"Bristol School District","=""0170011""","Central and other support services","$6,033,723",7650,2,"$789"
"Bristol School District","=""0170011""","Operation and maintenance of plant","$11,967,699",7650,2,"$1,564"
"Bristol School District","=""0170011""","Student transportation services","$8,827,485",4451,3,"$1,983"
"Bristol School District","=""0170011""","Food services","$0",7650,2,"$0"
"Bristol School District","=""0170011""","Enterprise operations","$2,386,857",7650,2,"$312"
"Bristol School District","=""0170011""","Minor school construction","N/A","N/A","N/A","N/A"
"Bristol School District","=""0170011""","Total","$151,346,810",8076,1,"$18,740"
"Brookfield School District","=""0180011""","Instruction","$31,437,049",2665,1,"$11,796"
"Brookfield School District","=""0180011""","Support services - students","$3,339,825",2588,2,"$1,291"
"Brookfield School District","=""0180011""","Support services - instruction","$2,453,614",2588,2,"$948"
"Brookfield School District","=""0180011""","Support services - general administration","$1,323,670",2588,2,"$511"
"Brookfield School District","=""0180011""","Support services - school based administration","$3,083,199",2588,2,"$1,191"
"Brookfield School District","=""0180011""","Central and other support services","$1,683,743",2588,2,"$651"
"Brookfield School District","=""0180011""","Operation and maintenance of plant","$3,206,552",2588,2,"$1,239"
"Brookfield School District","=""0180011""","Student transportation services","$3,553,574",2644,3,"$1,344"
"Brookfield School District","=""0180011""","Food services","$0",2588,2,"$0"
"Brookfield School District","=""0180011""","Enterprise operations","$814,194",2588,2,"$315"
"Brookfield School District","=""0180011""","Minor school construction","N/A","N/A","N/A","N/A"
"Brookfield School District","=""0180011""","Total","$50,895,420",2665,1,"$19,098"
"Brooklyn School District","=""0190011""","Instruction","$16,207,620",1200,1,"$13,506"
"Brooklyn School District","=""0190011""","Support services - students","$1,176,942",867,2,"$1,357"
"Brooklyn School District","=""0190011""","Support services - instruction","$167,704",867,2,"$193"
"Brooklyn School District","=""0190011""","Support services - general administration","$537,993",867,2,"$621"
"Brooklyn School District","=""0190011""","Support services - school based administration","$770,738",867,2,"$889"
"Brooklyn School District","=""0190011""","Central and other support services","$331,991",867,2,"$383"
"Brooklyn School District","=""0190011""","Operation and maintenance of plant","$957,669",867,2,"$1,105"
"Brooklyn School District","=""0190011""","Student transportation services","$1,108,390",1257,3,"$882"
"Brooklyn School District","=""0190011""","Food services","$0",867,2,"$0"
"Brooklyn School District","=""0190011""","Enterprise operations","$34,847",867,2,"$40"
"Brooklyn School District","=""0190011""","Minor school construction","N/A","N/A","N/A","N/A"
"Brooklyn School District","=""0190011""","Total","$21,293,894",1200,1,"$17,745"
"Canaan School District","=""0210011""","Instruction","$1,312,972",77,1,"$17,052"
"Canaan School District","=""0210011""","Support services - students","$120,440",74,2,"$1,628"
"Canaan School District","=""0210011""","Support services - instruction","$91,196",74,2,"$1,232"
"Canaan School District","=""0210011""","Support services - general administration","$82,953",74,2,"$1,121"
"Canaan School District","=""0210011""","Support services - school based administration","$427,005",74,2,"$5,770"
"Canaan School District","=""0210011""","Central and other support services","$28,234",74,2,"$382"
"Canaan School District","=""0210011""","Operation and maintenance of plant","$392,386",74,2,"$5,303"
"Canaan School District","=""0210011""","Student transportation services","$166,008",118,3,"$1,407"
"Canaan School District","=""0210011""","Food services","$0",74,2,"$0"
"Canaan School District","=""0210011""","Enterprise operations","$1,114",74,2,"$15"
"Canaan School District","=""0210011""","Minor school construction","N/A","N/A","N/A","N/A"
"Canaan School District","=""0210011""","Total","$2,622,308",77,1,"$34,056"
"Canterbury School District","=""0220011""","Instruction","$8,724,658",643,1,"$13,569"
"Canterbury School District","=""0220011""","Support services - students","$326,140",461,2,"$707"
"Canterbury School District","=""0220011""","Support services - instruction","$61,745",461,2,"$134"
"Canterbury School District","=""0220011""","Support services - general administration","$340,050",461,2,"$738"
"Canterbury School District","=""0220011""","Support services - school based administration","$523,386",461,2,"$1,135"
"Canterbury School District","=""0220011""","Central and other support services","$172,729",461,2,"$375"
"Canterbury School District","=""0220011""","Operation and maintenance of plant","$1,206,768",461,2,"$2,618"
"Canterbury School District","=""0220011""","Student transportation services","$811,867",664,3,"$1,223"
"Canterbury School District","=""0220011""","Food services","$0",461,2,"$0"
"Canterbury School District","=""0220011""","Enterprise operations","$3,752",461,2,"$8"
"Canterbury School District","=""0220011""","Minor school construction","N/A","N/A","N/A","N/A"
"Canterbury School District","=""0220011""","Total","$12,171,094",643,1,"$18,929"
"Canton School District","=""0230011""","Instruction","$17,931,466",1542,1,"$11,629"
"Canton School District","=""0230011""","Support services - students","$5,354,835",1497,2,"$3,577"
"Canton School District","=""0230011""","Support services - instruction","$812,066",1497,2,"$542"
"Canton School District","=""0230011""","Support services - general administration","$130,178",1497,2,"$87"
"Canton School District","=""0230011""","Support services - school based administration","$517,409",1497,2,"$346"
"Canton School District","=""0230011""","Central and other support services","$1,901,301",1497,2,"$1,270"
"Canton School District","=""0230011""","Operation and maintenance of plant","$2,269,839",1497,2,"$1,516"
"Canton School District","=""0230011""","Student transportation services","$1,693,087",745,3,"$2,273"
"Canton School District","=""0230011""","Food services","$0",1497,2,"$0"
"Canton School District","=""0230011""","Enterprise operations","$609,420",1497,2,"$407"
"Canton School District","=""0230011""","Minor school construction","N/A","N/A","N/A","N/A"
"Canton School District","=""0230011""","Total","$31,219,601",1542,1,"$20,246"
"Capital Preparatory Harbor School District","=""2970013""","Instruction","$4,978,950",793,1,"$6,279"
"Capital Preparatory Harbor School District","=""2970013""","Support services - students","$245,154",793,2,"$309"
"Capital Preparatory Harbor School District","=""2970013""","Support services - instruction","$363,987",793,2,"$459"
"Capital Preparatory Harbor School District","=""2970013""","Support services - general administration","$438,921",793,2,"$553"
"Capital Preparatory Harbor School District","=""2970013""","Support services - school based administration","$984,075",793,2,"$1,241"
"Capital Preparatory Harbor School District","=""2970013""","Central and other support services","$1,567,587",793,2,"$1,977"
"Capital Preparatory Harbor School District","=""2970013""","Operation and maintenance of plant","$1,276,409",793,2,"$1,610"
"Capital Preparatory Harbor School District","=""2970013""","Student transportation services","$347,189",401,3,"$866"
"Capital Preparatory Harbor School District","=""2970013""","Food services","$0",793,2,"$0"
"Capital Preparatory Harbor School District","=""2970013""","Enterprise operations","$0",793,2,"$0"
"Capital Preparatory Harbor School District","=""2970013""","Minor school construction","N/A","N/A","N/A","N/A"
"Capital Preparatory Harbor School District","=""2970013""","Total","$10,202,273",793,1,"$12,865"
"Capitol Region Education Council","=""2410014""","Instruction","$165,165,856",9029,1,"$18,293"
"Capitol Region Education Council","=""2410014""","Support services - students","$22,996,610",9029,2,"$2,547"
"Capitol Region Education Council","=""2410014""","Support services - instruction","$6,732,168",9029,2,"$746"
"Capitol Region Education Council","=""2410014""","Support services - general administration","$0",9029,2,"$0"
"Capitol Region Education Council","=""2410014""","Support services - school based administration","$15,554,980",9029,2,"$1,723"
"Capitol Region Education Council","=""2410014""","Central and other support services","$652,010",9029,2,"$72"
"Capitol Region Education Council","=""2410014""","Operation and maintenance of plant","$1,535,026",9029,2,"$170"
"Capitol Region Education Council","=""2410014""","Student transportation services","$24,082,249",6628,3,"$3,633"
"Capitol Region Education Council","=""2410014""","Food services","$0",9029,2,"$0"
"Capitol Region Education Council","=""2410014""","Enterprise operations","$0",9029,2,"$0"
"Capitol Region Education Council","=""2410014""","Minor school construction","N/A","N/A","N/A","N/A"
"Capitol Region Education Council","=""2410014""","Total","$236,718,899",9029,1,"$26,218"
"Chaplin School District","=""0240011""","Instruction","$2,299,129",169,1,"$13,604"
"Chaplin School District","=""0240011""","Support services - students","$175,980",154,2,"$1,143"
"Chaplin School District","=""0240011""","Support services - instruction","$473,882",154,2,"$3,077"
"Chaplin School District","=""0240011""","Support services - general administration","$122,400",154,2,"$795"
"Chaplin School District","=""0240011""","Support services - school based administration","$220,805",154,2,"$1,434"
"Chaplin School District","=""0240011""","Central and other support services","$142,769",154,2,"$927"
"Chaplin School District","=""0240011""","Operation and maintenance of plant","$417,084",154,2,"$2,708"
"Chaplin School District","=""0240011""","Student transportation services","$297,273",119,3,"$2,498"
"Chaplin School District","=""0240011""","Food services","$16,089",154,2,"$104"
"Chaplin School District","=""0240011""","Enterprise operations","$0",154,2,"$0"
"Chaplin School District","=""0240011""","Minor school construction","N/A","N/A","N/A","N/A"
