"Per Pupil Expenditures by Function (District), 2020-21"
"All Districts"
"Notes:"
"Expenditures exclude food services not funded by local funds, debt, capital (other than equipment), adult education, community services, and state contributions to Teachers' Retirement."
"All amounts include regular and special education."
"This report is based upon data reported by school districts; questions concerning report data should be addressed to the school district."

"Pupil Basis: 1 = Enrollment plus outplaced pupils, 2 = Enrollment in district schools, 3 = Total pupils transported"

"District","District Code","Function","Expenditures","Pupils","Pupil Basis","PPE"
"East Hampton School District","=""0420011""","Support services - school based administration","$1,822,966",1820,2,"$1,002"
"East Hampton School District","=""0420011""","Central and other support services","$1,341,036",1820,2,"$737"
"East Hampton School District","=""0420011""","Operation and maintenance of plant","$3,033,008",1820,2,"$1,666"
"East Hampton School District","=""0420011""","Student transportation services","$1,416,345",1895,3,"$747"
"East Hampton School District","=""0420011""","Food services","$0",1820,2,"$0"
"East Hampton School District","=""0420011""","Enterprise operations","$0",1820,2,"$0"
"East Hampton School District","=""0420011""","Minor school construction","N/A","N/A","N/A","N/A"
"East Hampton School District","=""0420011""","Total","$34,232,420",1880,1,"$18,209"
"East Hartford School District","=""0430011""","Instruction","$79,338,795",8323,1,"$9,532"
"East Hartford School District","=""0430011""","Support services - students","$11,853,506",6546,2,"$1,811"
"East Hartford School District","=""0430011""","Support services - instruction","$5,011,485",6546,2,"$766"
"East Hartford School District","=""0430011""","Support services - general administration","$1,089,307",6546,2,"$166"
"East Hartford School District","=""0430011""","Support services - school based administration","$5,395,473",6546,2,"$824"
"East Hartford School District","=""0430011""","Central and other support services","$8,317,728",6546,2,"$1,271"
"East Hartford School District","=""0430011""","Operation and maintenance of plant","$14,324,051",6546,2,"$2,188"
"East Hartford School District","=""0430011""","Student transportation services","$4,809,396",3328,3,"$1,445"
"East Hartford School District","=""0430011""","Food services","$0",6546,2,"$0"
"East Hartford School District","=""0430011""","Enterprise operations","$0",6546,2,"$0"
"East Hartford School District","=""0430011""","Minor school construction","N/A","N/A","N/A","N/A"
"East Hartford School District","=""0430011""","Total","$130,139,741",8323,1,"$15,636"
"East Haven School District","=""0440011""","Instruction","$35,805,808",3173,1,"$11,285"
"East Haven School District","=""0440011""","Support services - students","$3,427,662",2771,2,"$1,237"
"East Haven School District","=""0440011""","Support services - instruction","$3,300,424",2771,2,"$1,191"
"East Haven School District","=""0440011""","Support services - general administration","$1,492,711",2771,2,"$539"
"East Haven School District","=""0440011""","Support services - school based administration","$2,707,529",2771,2,"$977"
"East Haven School District","=""0440011""","Central and other support services","$2,676,338",2771,2,"$966"
"East Haven School District","=""0440011""","Operation and maintenance of plant","$4,794,641",2771,2,"$1,730"
"East Haven School District","=""0440011""","Student transportation services","$2,870,750",2279,3,"$1,260"
"East Haven School District","=""0440011""","Food services","$0",2771,2,"$0"
"East Haven School District","=""0440011""","Enterprise operations","$554,259",2771,2,"$200"
"East Haven School District","=""0440011""","Minor school construction","N/A","N/A","N/A","N/A"
"East Haven School District","=""0440011""","Total","$57,630,123",3173,1,"$18,163"
"East Lyme School District","=""0450011""","Instruction","$30,682,404",2679,1,"$11,453"
"East Lyme School District","=""0450011""","Support services - students","$3,068,462",2608,2,"$1,177"
"East Lyme School District","=""0450011""","Support services - instruction","$2,055,747",2608,2,"$788"
"East Lyme School District","=""0450011""","Support services - general administration","$2,225,831",2608,2,"$853"
"East Lyme School District","=""0450011""","Support services - school based administration","$2,698,944",2608,2,"$1,035"
"East Lyme School District","=""0450011""","Central and other support services","$2,626,901",2608,2,"$1,007"
"East Lyme School District","=""0450011""","Operation and maintenance of plant","$6,665,958",2608,2,"$2,556"
"East Lyme School District","=""0450011""","Student transportation services","$1,796,660",2537,3,"$708"
"East Lyme School District","=""0450011""","Food services","$0",2608,2,"$0"
"East Lyme School District","=""0450011""","Enterprise operations","$1,046,730",2608,2,"$401"
"East Lyme School District","=""0450011""","Minor school construction","N/A","N/A","N/A","N/A"
"East Lyme School District","=""0450011""","Total","$52,867,637",2679,1,"$19,734"
"East Windsor School District","=""0470011""","Instruction","$16,782,615",1178,1,"$14,247"
"East Windsor School District","=""0470011""","Support services - students","$2,082,720",1042,2,"$1,999"
"East Windsor School District","=""0470011""","Support services - instruction","$847,385",1042,2,"$813"
"East Windsor School District","=""0470011""","Support services - general administration","$749,362",1042,2,"$719"
"East Windsor School District","=""0470011""","Support services - school based administration","$1,438,112",1042,2,"$1,380"
"East Windsor School District","=""0470011""","Central and other support services","$1,183,246",1042,2,"$1,136"
"East Windsor School District","=""0470011""","Operation and maintenance of plant","$2,052,819",1042,2,"$1,970"
"East Windsor School District","=""0470011""","Student transportation services","$1,332,750",952,3,"$1,400"
"East Windsor School District","=""0470011""","Food services","$0",1042,2,"$0"
"East Windsor School District","=""0470011""","Enterprise operations","$95,364",1042,2,"$92"
"East Windsor School District","=""0470011""","Minor school construction","N/A","N/A","N/A","N/A"
"East Windsor School District","=""0470011""","Total","$26,564,372",1178,1,"$22,550"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Instruction","$13,999,437",444,1,"$31,530"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Support services - students","$4,487,029",444,2,"$10,106"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Support services - instruction","$175,624",444,2,"$396"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Support services - general administration","$8,900",444,2,"$20"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Support services - school based administration","$0",444,2,"$0"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Central and other support services","$0",444,2,"$0"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Operation and maintenance of plant","$0",444,2,"$0"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Student transportation services","$479,204",81,3,"$5,916"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Food services","$0",444,2,"$0"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Enterprise operations","$0",444,2,"$0"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Minor school construction","N/A","N/A","N/A","N/A"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Total","$19,150,195",444,1,"$43,131"
"Eastford School District","=""0390011""","Instruction","$3,086,989",192,1,"$16,078"
"Eastford School District","=""0390011""","Support services - students","$249,851",138,2,"$1,811"
"Eastford School District","=""0390011""","Support services - instruction","$107,872",138,2,"$782"
"Eastford School District","=""0390011""","Support services - general administration","$212,574",138,2,"$1,540"
"Eastford School District","=""0390011""","Support services - school based administration","$185,576",138,2,"$1,345"
"Eastford School District","=""0390011""","Central and other support services","$16,404",138,2,"$119"
"Eastford School District","=""0390011""","Operation and maintenance of plant","$286,436",138,2,"$2,076"
"Eastford School District","=""0390011""","Student transportation services","$192,815",200,3,"$964"
"Eastford School District","=""0390011""","Food services","$0",138,2,"$0"
"Eastford School District","=""0390011""","Enterprise operations","$0",138,2,"$0"
"Eastford School District","=""0390011""","Minor school construction","N/A","N/A","N/A","N/A"
"Eastford School District","=""0390011""","Total","$4,338,517",192,1,"$22,596"
"Easton School District","=""0460011""","Instruction","$12,395,344",866,1,"$14,313"
"Easton School District","=""0460011""","Support services - students","$394,665",856,2,"$461"
"Easton School District","=""0460011""","Support services - instruction","$415,685",856,2,"$486"
"Easton School District","=""0460011""","Support services - general administration","$363,648",856,2,"$425"
"Easton School District","=""0460011""","Support services - school based administration","$1,157,647",856,2,"$1,352"
"Easton School District","=""0460011""","Central and other support services","$394,420",856,2,"$461"
"Easton School District","=""0460011""","Operation and maintenance of plant","$1,757,591",856,2,"$2,053"
"Easton School District","=""0460011""","Student transportation services","$928,072",856,3,"$1,084"
"Easton School District","=""0460011""","Food services","$37,034",856,2,"$43"
"Easton School District","=""0460011""","Enterprise operations","$0",856,2,"$0"
"Easton School District","=""0460011""","Minor school construction","N/A","N/A","N/A","N/A"
"Easton School District","=""0460011""","Total","$17,844,104",866,1,"$20,605"
"EdAdvance","=""2420014""","Instruction","$4,237,970",228,1,"$18,588"
"EdAdvance","=""2420014""","Support services - students","$165,898",228,2,"$728"
"EdAdvance","=""2420014""","Support services - instruction","$1,940,858",228,2,"$8,513"
"EdAdvance","=""2420014""","Support services - general administration","$3,463,233",228,2,"$15,190"
"EdAdvance","=""2420014""","Support services - school based administration","$347,870",228,2,"$1,526"
"EdAdvance","=""2420014""","Central and other support services","$2,318,462",228,2,"$10,169"
"EdAdvance","=""2420014""","Operation and maintenance of plant","$1,149,473",228,2,"$5,042"
"EdAdvance","=""2420014""","Student transportation services","$82,748",5,3,"$16,550"
"EdAdvance","=""2420014""","Food services","$0",228,2,"$0"
"EdAdvance","=""2420014""","Enterprise operations","$0",228,2,"$0"
"EdAdvance","=""2420014""","Minor school construction","N/A","N/A","N/A","N/A"
"EdAdvance","=""2420014""","Total","$13,706,512",228,1,"$60,116"
"Ellington School District","=""0480011""","Instruction","$27,578,667",2712,1,"$10,169"
"Ellington School District","=""0480011""","Support services - students","$4,078,216",2624,2,"$1,554"
"Ellington School District","=""0480011""","Support services - instruction","$1,415,344",2624,2,"$539"
"Ellington School District","=""0480011""","Support services - general administration","$705,812",2624,2,"$269"
"Ellington School District","=""0480011""","Support services - school based administration","$2,294,344",2624,2,"$874"
"Ellington School District","=""0480011""","Central and other support services","$1,472,979",2624,2,"$561"
"Ellington School District","=""0480011""","Operation and maintenance of plant","$3,533,001",2624,2,"$1,346"
"Ellington School District","=""0480011""","Student transportation services","$2,368,305",2657,3,"$891"
"Ellington School District","=""0480011""","Food services","$47,025",2624,2,"$18"
"Ellington School District","=""0480011""","Enterprise operations","$483,463",2624,2,"$184"
"Ellington School District","=""0480011""","Minor school construction","N/A","N/A","N/A","N/A"
"Ellington School District","=""0480011""","Total","$43,977,158",2712,1,"$16,216"
"Elm City College Preparatory School District","=""2890013""","Instruction","$6,566,872",774,1,"$8,484"
"Elm City College Preparatory School District","=""2890013""","Support services - students","$1,052,870",774,2,"$1,360"
"Elm City College Preparatory School District","=""2890013""","Support services - instruction","$107,862",774,2,"$139"
"Elm City College Preparatory School District","=""2890013""","Support services - general administration","$0",774,2,"$0"
"Elm City College Preparatory School District","=""2890013""","Support services - school based administration","$1,989,936",774,2,"$2,571"
"Elm City College Preparatory School District","=""2890013""","Central and other support services","$1,126,896",774,2,"$1,456"
"Elm City College Preparatory School District","=""2890013""","Operation and maintenance of plant","$400,711",774,2,"$518"
"Elm City College Preparatory School District","=""2890013""","Student transportation services","$112,880",52,3,"$2,171"
"Elm City College Preparatory School District","=""2890013""","Food services","$0",774,2,"$0"
"Elm City College Preparatory School District","=""2890013""","Enterprise operations","$0",774,2,"$0"
"Elm City College Preparatory School District","=""2890013""","Minor school construction","N/A","N/A","N/A","N/A"
"Elm City College Preparatory School District","=""2890013""","Total","$11,358,028",774,1,"$14,674"
"Elm City Montessori School District","=""2910013""","Instruction","$2,076,803",259,1,"$8,019"
"Elm City Montessori School District","=""2910013""","Support services - students","$202,159",259,2,"$781"
"Elm City Montessori School District","=""2910013""","Support services - instruction","$276,726",259,2,"$1,068"
"Elm City Montessori School District","=""2910013""","Support services - general administration","$8,598",259,2,"$33"
"Elm City Montessori School District","=""2910013""","Support services - school based administration","$388,353",259,2,"$1,499"
"Elm City Montessori School District","=""2910013""","Central and other support services","$40,747",259,2,"$157"
"Elm City Montessori School District","=""2910013""","Operation and maintenance of plant","$1,017,084",259,2,"$3,927"
"Elm City Montessori School District","=""2910013""","Student transportation services","$179,460",140,3,"$1,282"
"Elm City Montessori School District","=""2910013""","Food services","$0",259,2,"$0"
"Elm City Montessori School District","=""2910013""","Enterprise operations","$0",259,2,"$0"
"Elm City Montessori School District","=""2910013""","Minor school construction","N/A","N/A","N/A","N/A"
"Elm City Montessori School District","=""2910013""","Total","$4,189,930",259,1,"$16,177"
"Enfield School District","=""0490011""","Instruction","$58,013,274",5224,1,"$11,105"
"Enfield School District","=""0490011""","Support services - students","$1,122,908",4896,2,"$229"
"Enfield School District","=""0490011""","Support services - instruction","$2,195,791",4896,2,"$448"
"Enfield School District","=""0490011""","Support services - general administration","$2,209,762",4896,2,"$451"
"Enfield School District","=""0490011""","Support services - school based administration","$4,715,520",4896,2,"$963"
"Enfield School District","=""0490011""","Central and other support services","$4,510,395",4896,2,"$921"
"Enfield School District","=""0490011""","Operation and maintenance of plant","$7,422,946",4896,2,"$1,516"
"Enfield School District","=""0490011""","Student transportation services","$4,885,838",2227,3,"$2,194"
"Enfield School District","=""0490011""","Food services","$836,662",4896,2,"$171"
"Enfield School District","=""0490011""","Enterprise operations","$810,484",4896,2,"$166"
"Enfield School District","=""0490011""","Minor school construction","N/A","N/A","N/A","N/A"
"Enfield School District","=""0490011""","Total","$86,723,579",5224,1,"$16,601"
"Essex School District","=""0500011""","Instruction","$5,087,543",318,1,"$15,999"
"Essex School District","=""0500011""","Support services - students","$469,693",311,2,"$1,510"
"Essex School District","=""0500011""","Support services - instruction","$112,786",311,2,"$363"
"Essex School District","=""0500011""","Support services - general administration","$302,700",311,2,"$973"
"Essex School District","=""0500011""","Support services - school based administration","$614,660",311,2,"$1,976"
"Essex School District","=""0500011""","Central and other support services","$85,161",311,2,"$274"
"Essex School District","=""0500011""","Operation and maintenance of plant","$725,313",311,2,"$2,332"
"Essex School District","=""0500011""","Student transportation services","$204,108",314,3,"$650"
"Essex School District","=""0500011""","Food services","$86,302",311,2,"$277"
"Essex School District","=""0500011""","Enterprise operations","$0",311,2,"$0"
"Essex School District","=""0500011""","Minor school construction","N/A","N/A","N/A","N/A"
"Essex School District","=""0500011""","Total","$7,688,268",318,1,"$24,177"
"Explorations District","=""2720013""","Instruction","$763,164",86,1,"$8,874"
"Explorations District","=""2720013""","Support services - students","$133,209",86,2,"$1,549"
"Explorations District","=""2720013""","Support services - instruction","$55,815",86,2,"$649"
"Explorations District","=""2720013""","Support services - general administration","$52,429",86,2,"$610"
"Explorations District","=""2720013""","Support services - school based administration","$421,560",86,2,"$4,902"
"Explorations District","=""2720013""","Central and other support services","$0",86,2,"$0"
"Explorations District","=""2720013""","Operation and maintenance of plant","$261,855",86,2,"$3,045"
"Explorations District","=""2720013""","Student transportation services","$32,039",32,3,"$1,001"
"Explorations District","=""2720013""","Food services","$0",86,2,"$0"
"Explorations District","=""2720013""","Enterprise operations","$0",86,2,"$0"
"Explorations District","=""2720013""","Minor school construction","N/A","N/A","N/A","N/A"
"Explorations District","=""2720013""","Total","$1,720,071",86,1,"$20,001"
"Fairfield School District","=""0510011""","Instruction","$124,309,144",9514,1,"$13,066"
"Fairfield School District","=""0510011""","Support services - students","$15,212,572",9388,2,"$1,620"
"Fairfield School District","=""0510011""","Support services - instruction","$10,625,614",9388,2,"$1,132"
"Fairfield School District","=""0510011""","Support services - general administration","$827,618",9388,2,"$88"
"Fairfield School District","=""0510011""","Support services - school based administration","$13,135,101",9388,2,"$1,399"
"Fairfield School District","=""0510011""","Central and other support services","$6,888,962",9388,2,"$734"
"Fairfield School District","=""0510011""","Operation and maintenance of plant","$19,774,009",9388,2,"$2,106"
"Fairfield School District","=""0510011""","Student transportation services","$7,208,461",4848,3,"$1,487"
"Fairfield School District","=""0510011""","Food services","$525,129",9388,2,"$56"
"Fairfield School District","=""0510011""","Enterprise operations","$2,543,425",9388,2,"$271"
"Fairfield School District","=""0510011""","Minor school construction","N/A","N/A","N/A","N/A"
"Fairfield School District","=""0510011""","Total","$201,050,034",9514,1,"$21,132"
"Farmington School District","=""0520011""","Instruction","$47,881,247",4179,1,"$11,458"
"Farmington School District","=""0520011""","Support services - students","$7,860,946",4075,2,"$1,929"
"Farmington School District","=""0520011""","Support services - instruction","$3,705,316",4075,2,"$909"
"Farmington School District","=""0520011""","Support services - general administration","$799,001",4075,2,"$196"
"Farmington School District","=""0520011""","Support services - school based administration","$4,637,907",4075,2,"$1,138"
"Farmington School District","=""0520011""","Central and other support services","$1,648,078",4075,2,"$404"
"Farmington School District","=""0520011""","Operation and maintenance of plant","$8,448,873",4075,2,"$2,073"
"Farmington School District","=""0520011""","Student transportation services","$3,308,891",2408,3,"$1,374"
"Farmington School District","=""0520011""","Food services","$0",4075,2,"$0"
"Farmington School District","=""0520011""","Enterprise operations","$0",4075,2,"$0"
"Farmington School District","=""0520011""","Minor school construction","N/A","N/A","N/A","N/A"
"Farmington School District","=""0520011""","Total","$78,290,259",4179,1,"$18,734"
"Franklin School District","=""0530011""","Instruction","$3,145,480",226,1,"$13,918"
"Franklin School District","=""0530011""","Support services - students","$226,324",164,2,"$1,380"
"Franklin School District","=""0530011""","Support services - instruction","$241,174",164,2,"$1,471"
"Franklin School District","=""0530011""","Support services - general administration","$444,233",164,2,"$2,709"
"Franklin School District","=""0530011""","Support services - school based administration","$122,451",164,2,"$747"
"Franklin School District","=""0530011""","Central and other support services","$169,453",164,2,"$1,033"
"Franklin School District","=""0530011""","Operation and maintenance of plant","$686,774",164,2,"$4,188"
"Franklin School District","=""0530011""","Student transportation services","$272,403",230,3,"$1,184"
"Franklin School District","=""0530011""","Food services","$0",164,2,"$0"
"Franklin School District","=""0530011""","Enterprise operations","$34,562",164,2,"$211"
"Franklin School District","=""0530011""","Minor school construction","N/A","N/A","N/A","N/A"
"Franklin School District","=""0530011""","Total","$5,342,854",226,1,"$23,641"
"Glastonbury School District","=""0540011""","Instruction","$72,682,645",5945,1,"$12,226"
"Glastonbury School District","=""0540011""","Support services - students","$6,745,896",5740,2,"$1,175"
"Glastonbury School District","=""0540011""","Support services - instruction","$6,141,377",5740,2,"$1,070"
"Glastonbury School District","=""0540011""","Support services - general administration","$1,267,781",5740,2,"$221"
"Glastonbury School District","=""0540011""","Support services - school based administration","$5,007,541",5740,2,"$872"
"Glastonbury School District","=""0540011""","Central and other support services","$3,680,902",5740,2,"$641"
"Glastonbury School District","=""0540011""","Operation and maintenance of plant","$11,759,502",5740,2,"$2,049"
"Glastonbury School District","=""0540011""","Student transportation services","$5,219,760",5572,3,"$937"
"Glastonbury School District","=""0540011""","Food services","$587,892",5740,2,"$102"
"Glastonbury School District","=""0540011""","Enterprise operations","$1,963,392",5740,2,"$342"
"Glastonbury School District","=""0540011""","Minor school construction","N/A","N/A","N/A","N/A"
"Glastonbury School District","=""0540011""","Total","$115,056,689",5945,1,"$19,354"
"Granby School District","=""0560011""","Instruction","$20,086,473",1794,1,"$11,196"
"Granby School District","=""0560011""","Support services - students","$3,002,175",1718,2,"$1,747"
"Granby School District","=""0560011""","Support services - instruction","$1,253,625",1718,2,"$730"
"Granby School District","=""0560011""","Support services - general administration","$559,665",1718,2,"$326"
"Granby School District","=""0560011""","Support services - school based administration","$2,221,369",1718,2,"$1,293"
"Granby School District","=""0560011""","Central and other support services","$618,366",1718,2,"$360"
"Granby School District","=""0560011""","Operation and maintenance of plant","$4,007,414",1718,2,"$2,333"
"Granby School District","=""0560011""","Student transportation services","$1,559,556",1615,3,"$966"
"Granby School District","=""0560011""","Food services","$110,418",1718,2,"$64"
"Granby School District","=""0560011""","Enterprise operations","$712,936",1718,2,"$415"
"Granby School District","=""0560011""","Minor school construction","N/A","N/A","N/A","N/A"
"Granby School District","=""0560011""","Total","$34,131,996",1794,1,"$19,026"
"Great Oaks Charter School District","=""2940013""","Instruction","$2,763,712",670,1,"$4,125"
"Great Oaks Charter School District","=""2940013""","Support services - students","$91,354",670,2,"$136"
"Great Oaks Charter School District","=""2940013""","Support services - instruction","$715,683",670,2,"$1,068"
"Great Oaks Charter School District","=""2940013""","Support services - general administration","$49,274",670,2,"$74"
"Great Oaks Charter School District","=""2940013""","Support services - school based administration","$2,048,455",670,2,"$3,057"
"Great Oaks Charter School District","=""2940013""","Central and other support services","$1,423,909",670,2,"$2,125"
"Great Oaks Charter School District","=""2940013""","Operation and maintenance of plant","$2,077,390",670,2,"$3,101"
"Great Oaks Charter School District","=""2940013""","Student transportation services","$409,188",314,3,"$1,303"
"Great Oaks Charter School District","=""2940013""","Food services","$0",670,2,"$0"
"Great Oaks Charter School District","=""2940013""","Enterprise operations","$0",670,2,"$0"
"Great Oaks Charter School District","=""2940013""","Minor school construction","N/A","N/A","N/A","N/A"
"Great Oaks Charter School District","=""2940013""","Total","$9,578,965",670,1,"$14,297"
"Greenwich School District","=""0570011""","Instruction","$155,499,627",8812,1,"$17,646"
"Greenwich School District","=""0570011""","Support services - students","$14,408,696",8776,2,"$1,642"
"Greenwich School District","=""0570011""","Support services - instruction","$11,206,723",8776,2,"$1,277"
"Greenwich School District","=""0570011""","Support services - general administration","$4,383,912",8776,2,"$500"
"Greenwich School District","=""0570011""","Support services - school based administration","$0",8776,2,"$0"
"Greenwich School District","=""0570011""","Central and other support services","$7,805,226",8776,2,"$889"
"Greenwich School District","=""0570011""","Operation and maintenance of plant","$14,118,211",8776,2,"$1,609"
"Greenwich School District","=""0570011""","Student transportation services","$6,785,702",4578,3,"$1,482"
"Greenwich School District","=""0570011""","Food services","$0",8776,2,"$0"
"Greenwich School District","=""0570011""","Enterprise operations","$0",8776,2,"$0"
"Greenwich School District","=""0570011""","Minor school construction","N/A","N/A","N/A","N/A"
"Greenwich School District","=""0570011""","Total","$214,208,097",8812,1,"$24,309"
"Griswold School District","=""0580011""","Instruction","$18,802,311",1718,1,"$10,944"
"Griswold School District","=""0580011""","Support services - students","$1,017,225",1663,2,"$612"
"Griswold School District","=""0580011""","Support services - instruction","$51,053",1663,2,"$31"
"Griswold School District","=""0580011""","Support services - general administration","$13,200",1663,2,"$8"
"Griswold School District","=""0580011""","Support services - school based administration","$1,512,858",1663,2,"$910"
"Griswold School District","=""0580011""","Central and other support services","$3,020,580",1663,2,"$1,816"
"Griswold School District","=""0580011""","Operation and maintenance of plant","$3,659,072",1663,2,"$2,200"
"Griswold School District","=""0580011""","Student transportation services","$1,888,816",1661,3,"$1,137"
"Griswold School District","=""0580011""","Food services","$0",1663,2,"$0"
"Griswold School District","=""0580011""","Enterprise operations","$0",1663,2,"$0"
"Griswold School District","=""0580011""","Minor school construction","N/A","N/A","N/A","N/A"
"Griswold School District","=""0580011""","Total","$29,965,115",1718,1,"$17,442"
"Groton School District","=""0590011""","Instruction","$48,072,427",4467,1,"$10,762"
"Groton School District","=""0590011""","Support services - students","$11,143,758",4046,2,"$2,754"
"Groton School District","=""0590011""","Support services - instruction","$1,950,563",4046,2,"$482"
"Groton School District","=""0590011""","Support services - general administration","$1,986,024",4046,2,"$491"
"Groton School District","=""0590011""","Support services - school based administration","$4,741,671",4046,2,"$1,172"
"Groton School District","=""0590011""","Central and other support services","$1,658,032",4046,2,"$410"
"Groton School District","=""0590011""","Operation and maintenance of plant","$7,155,842",4046,2,"$1,769"
"Groton School District","=""0590011""","Student transportation services","$5,301,716",3324,3,"$1,595"
"Groton School District","=""0590011""","Food services","$0",4046,2,"$0"
"Groton School District","=""0590011""","Enterprise operations","$0",4046,2,"$0"
"Groton School District","=""0590011""","Minor school construction","N/A","N/A","N/A","N/A"
"Groton School District","=""0590011""","Total","$82,010,034",4467,1,"$18,359"
"Guilford School District","=""0600011""","Instruction","$39,989,796",3136,1,"$12,752"
"Guilford School District","=""0600011""","Support services - students","$4,276,126",3077,2,"$1,390"
"Guilford School District","=""0600011""","Support services - instruction","$1,961,107",3077,2,"$637"
"Guilford School District","=""0600011""","Support services - general administration","$1,984,715",3077,2,"$645"
"Guilford School District","=""0600011""","Support services - school based administration","$4,442,701",3077,2,"$1,444"
"Guilford School District","=""0600011""","Central and other support services","$1,025,999",3077,2,"$333"
"Guilford School District","=""0600011""","Operation and maintenance of plant","$6,371,706",3077,2,"$2,071"
"Guilford School District","=""0600011""","Student transportation services","$3,811,950",3198,3,"$1,192"
"Guilford School District","=""0600011""","Food services","$154,392",3077,2,"$50"
"Guilford School District","=""0600011""","Enterprise operations","$903,757",3077,2,"$294"
"Guilford School District","=""0600011""","Minor school construction","N/A","N/A","N/A","N/A"
"Guilford School District","=""0600011""","Total","$64,922,250",3136,1,"$20,702"
"Hamden School District","=""0620011""","Instruction","$95,895,404",6306,1,"$15,207"
"Hamden School District","=""0620011""","Support services - students","$9,971,794",5269,2,"$1,893"
"Hamden School District","=""0620011""","Support services - instruction","$1,591,194",5269,2,"$302"
"Hamden School District","=""0620011""","Support services - general administration","$2,352,506",5269,2,"$446"
"Hamden School District","=""0620011""","Support services - school based administration","$5,009,153",5269,2,"$951"
"Hamden School District","=""0620011""","Central and other support services","$2,986,419",5269,2,"$567"
"Hamden School District","=""0620011""","Operation and maintenance of plant","$6,459,412",5269,2,"$1,226"
"Hamden School District","=""0620011""","Student transportation services","$7,272,680",4636,3,"$1,569"
"Hamden School District","=""0620011""","Food services","$0",5269,2,"$0"
"Hamden School District","=""0620011""","Enterprise operations","$5,512,918",5269,2,"$1,046"
"Hamden School District","=""0620011""","Minor school construction","N/A","N/A","N/A","N/A"
"Hamden School District","=""0620011""","Total","$137,051,479",6306,1,"$21,734"
"Hampton School District","=""0630011""","Instruction","$1,261,305",75,1,"$16,817"
"Hampton School District","=""0630011""","Support services - students","$162,069",72,2,"$2,251"
"Hampton School District","=""0630011""","Support services - instruction","$638",72,2,"$9"
"Hampton School District","=""0630011""","Support services - general administration","$115,976",72,2,"$1,611"
"Hampton School District","=""0630011""","Support services - school based administration","$182,494",72,2,"$2,535"
"Hampton School District","=""0630011""","Central and other support services","$67,293",72,2,"$935"
"Hampton School District","=""0630011""","Operation and maintenance of plant","$233,480",72,2,"$3,243"
"Hampton School District","=""0630011""","Student transportation services","$210,264",120,3,"$1,752"
"Hampton School District","=""0630011""","Food services","$24,792",72,2,"$344"
"Hampton School District","=""0630011""","Enterprise operations","$0",72,2,"$0"
"Hampton School District","=""0630011""","Minor school construction","N/A","N/A","N/A","N/A"
"Hampton School District","=""0630011""","Total","$2,258,312",75,1,"$30,111"
"Hartford School District","=""0640011""","Instruction","$264,351,314",22505,1,"$11,746"
"Hartford School District","=""0640011""","Support services - students","$35,945,783",17197,2,"$2,090"
"Hartford School District","=""0640011""","Support services - instruction","$12,354,023",17197,2,"$718"
"Hartford School District","=""0640011""","Support services - general administration","$9,126,714",17197,2,"$531"
"Hartford School District","=""0640011""","Support services - school based administration","$22,353,486",17197,2,"$1,300"
"Hartford School District","=""0640011""","Central and other support services","$14,924,722",17197,2,"$868"
"Hartford School District","=""0640011""","Operation and maintenance of plant","$42,065,584",17197,2,"$2,446"
"Hartford School District","=""0640011""","Student transportation services","$19,772,658",6558,3,"$3,015"
"Hartford School District","=""0640011""","Food services","$0",17197,2,"$0"
"Hartford School District","=""0640011""","Enterprise operations","$0",17197,2,"$0"
"Hartford School District","=""0640011""","Minor school construction","N/A","N/A","N/A","N/A"
"Hartford School District","=""0640011""","Total","$420,894,284",22505,1,"$18,702"
"Hartland School District","=""0650011""","Instruction","$3,608,776",236,1,"$15,291"
"Hartland School District","=""0650011""","Support services - students","$496,992",145,2,"$3,428"
"Hartland School District","=""0650011""","Support services - instruction","$179,804",145,2,"$1,240"
"Hartland School District","=""0650011""","Support services - general administration","$147,389",145,2,"$1,016"
"Hartland School District","=""0650011""","Support services - school based administration","$250,447",145,2,"$1,727"
"Hartland School District","=""0650011""","Central and other support services","$94,036",145,2,"$649"
"Hartland School District","=""0650011""","Operation and maintenance of plant","$332,152",145,2,"$2,291"
"Hartland School District","=""0650011""","Student transportation services","$321,491",231,3,"$1,392"
"Hartland School District","=""0650011""","Food services","$0",145,2,"$0"
"Hartland School District","=""0650011""","Enterprise operations","$143,080",145,2,"$987"
"Hartland School District","=""0650011""","Minor school construction","N/A","N/A","N/A","N/A"
"Hartland School District","=""0650011""","Total","$5,574,166",236,1,"$23,619"
"Hebron School District","=""0670011""","Instruction","$7,495,583",654,1,"$11,461"
