"Per Pupil Expenditures by Object (District), 2018-19"
"All Districts"
"Notes:"
"Expenditures exclude food services not funded by local funds, debt, capital (other than minor school construction and equipment), adult education, community services, and state contributions to Teachers' Retirement."
"All amounts include regular and special education."
"This report is based upon data reported by school districts; questions concerning report data should be addressed to the school district."

"Pupil Basis: 1 = Enrollment plus outplaced pupils, 2 = Enrollment in district schools, 4 = Outplaced pupils"
"*Tuition expenditures are included with Other expenditures when fewer than six students are outplaced."

"District","District Code","Object","Expenditures","Pupils","Pupil Basis","PPE"
"Avon School District","=""0040011""","Employee Benefits","$9,385,048",3138,2,"$2,991"
"Avon School District","=""0040011""","Purchased Services","$5,960,955",3138,2,"$1,900"
"Avon School District","=""0040011""","Tuition","$3,606,300",119,4,"$30,305"
"Avon School District","=""0040011""","Supplies","$2,457,817",3138,2,"$783"
"Avon School District","=""0040011""","Property","$850,446",3138,2,"$271"
"Avon School District","=""0040011""","Other","$84,845",3138,2,"$27"
"Avon School District","=""0040011""","Total","$58,454,452",3257,1,"$17,947"
"Barkhamsted School District","=""0050011""","Salaries","$2,080,218",226,2,"$9,205"
"Barkhamsted School District","=""0050011""","Employee Benefits","$556,723",226,2,"$2,463"
"Barkhamsted School District","=""0050011""","Purchased Services","$1,260,606",226,2,"$5,578"
"Barkhamsted School District","=""0050011""","Tuition","$159,945",11,4,"$14,540"
"Barkhamsted School District","=""0050011""","Supplies","$152,235",226,2,"$674"
"Barkhamsted School District","=""0050011""","Property","$36,482",226,2,"$161"
"Barkhamsted School District","=""0050011""","Other","$31,823",226,2,"$141"
"Barkhamsted School District","=""0050011""","Total","$4,278,033",237,1,"$18,051"
"Berlin School District","=""0070011""","Salaries","$31,860,217",2787,2,"$11,432"
"Berlin School District","=""0070011""","Employee Benefits","$6,733,652",2787,2,"$2,416"
"Berlin School District","=""0070011""","Purchased Services","$6,073,607",2787,2,"$2,179"
"Berlin School District","=""0070011""","Tuition","$2,013,928",118,4,"$17,067"
"Berlin School District","=""0070011""","Supplies","$1,728,218",2787,2,"$620"
"Berlin School District","=""0070011""","Property","$1,869,318",2787,2,"$671"
"Berlin School District","=""0070011""","Other","$94,961",2787,2,"$34"
"Berlin School District","=""0070011""","Total","$50,373,902",2905,1,"$17,340"
"Bethany School District","=""0080011""","Salaries","$4,142,812",364,2,"$11,381"
"Bethany School District","=""0080011""","Employee Benefits","$844,400",364,2,"$2,320"
"Bethany School District","=""0080011""","Purchased Services","$1,096,294",364,2,"$3,012"
"Bethany School District","=""0080011""","Tuition","$129,538",9,4,"$14,393"
"Bethany School District","=""0080011""","Supplies","$241,287",364,2,"$663"
"Bethany School District","=""0080011""","Property","$293,290",364,2,"$806"
"Bethany School District","=""0080011""","Other","$273,056",364,2,"$750"
"Bethany School District","=""0080011""","Total","$7,020,678",373,1,"$18,822"
"Bethel School District","=""0090011""","Salaries","$31,781,161",3102,2,"$10,245"
"Bethel School District","=""0090011""","Employee Benefits","$8,987,644",3102,2,"$2,897"
"Bethel School District","=""0090011""","Purchased Services","$6,382,591",3102,2,"$2,058"
"Bethel School District","=""0090011""","Tuition","$1,687,979",45,4,"$37,511"
"Bethel School District","=""0090011""","Supplies","$946,072",3102,2,"$305"
"Bethel School District","=""0090011""","Property","$392,805",3102,2,"$127"
"Bethel School District","=""0090011""","Other","$72,678",3102,2,"$23"
"Bethel School District","=""0090011""","Total","$50,250,929",3147,1,"$15,968"
"Bloomfield School District","=""0110011""","Salaries","$29,410,399",2173,2,"$13,534"
"Bloomfield School District","=""0110011""","Employee Benefits","$10,841,078",2173,2,"$4,989"
"Bloomfield School District","=""0110011""","Purchased Services","$6,778,293",2173,2,"$3,119"
"Bloomfield School District","=""0110011""","Tuition","$4,332,714",530,4,"$8,175"
"Bloomfield School District","=""0110011""","Supplies","$2,034,182",2173,2,"$936"
"Bloomfield School District","=""0110011""","Property","$393,028",2173,2,"$181"
"Bloomfield School District","=""0110011""","Other","$144,632",2173,2,"$67"
"Bloomfield School District","=""0110011""","Total","$53,934,326",2703,1,"$19,954"
"Bolton School District","=""0120011""","Salaries","$9,639,200",782,2,"$12,326"
"Bolton School District","=""0120011""","Employee Benefits","$2,351,443",782,2,"$3,007"
"Bolton School District","=""0120011""","Purchased Services","$1,553,707",782,2,"$1,987"
"Bolton School District","=""0120011""","Tuition","$352,718",24,4,"$14,697"
"Bolton School District","=""0120011""","Supplies","$874,093",782,2,"$1,118"
"Bolton School District","=""0120011""","Property","$95,107",782,2,"$122"
"Bolton School District","=""0120011""","Other","$40,071",782,2,"$51"
"Bolton School District","=""0120011""","Total","$14,906,339",806,1,"$18,494"
"Booker T. Washington Academy District","=""2950013""","Salaries","$2,588,557",360,2,"$7,190"
"Booker T. Washington Academy District","=""2950013""","Employee Benefits","$537,271",360,2,"$1,492"
"Booker T. Washington Academy District","=""2950013""","Purchased Services","$1,059,994",360,2,"$2,944"
"Booker T. Washington Academy District","=""2950013""","Tuition","$0",0,4,"$0"
"Booker T. Washington Academy District","=""2950013""","Supplies","$180,462",360,2,"$501"
"Booker T. Washington Academy District","=""2950013""","Property","$44,737",360,2,"$124"
"Booker T. Washington Academy District","=""2950013""","Other","$100",360,2,"$0"
"Booker T. Washington Academy District","=""2950013""","Total","$4,411,121",360,1,"$12,253"
"Bozrah School District","=""0130011""","Salaries","$2,662,114",201,2,"$13,244"
"Bozrah School District","=""0130011""","Employee Benefits","$742,739",201,2,"$3,695"
"Bozrah School District","=""0130011""","Purchased Services","$1,655,563",201,2,"$8,237"
"Bozrah School District","=""0130011""","Tuition","$1,618,868",84,4,"$19,272"
"Bozrah School District","=""0130011""","Supplies","$209,680",201,2,"$1,043"
"Bozrah School District","=""0130011""","Property","$40,993",201,2,"$204"
"Bozrah School District","=""0130011""","Other","$7,751",201,2,"$39"
"Bozrah School District","=""0130011""","Total","$6,937,708",285,1,"$24,343"
"Branford School District","=""0140011""","Salaries","$33,854,143",2850,2,"$11,879"
"Branford School District","=""0140011""","Employee Benefits","$11,142,635",2850,2,"$3,910"
"Branford School District","=""0140011""","Purchased Services","$8,320,170",2850,2,"$2,919"
"Branford School District","=""0140011""","Tuition","$2,534,297",85,4,"$29,815"
"Branford School District","=""0140011""","Supplies","$2,403,016",2850,2,"$843"
"Branford School District","=""0140011""","Property","$968,361",2850,2,"$340"
"Branford School District","=""0140011""","Other","$209,085",2850,2,"$73"
"Branford School District","=""0140011""","Total","$59,431,708",2935,1,"$20,249"
"Brass City Charter School District","=""2900013""","Salaries","$2,679,736",287,2,"$9,337"
"Brass City Charter School District","=""2900013""","Employee Benefits","$397,216",287,2,"$1,384"
"Brass City Charter School District","=""2900013""","Purchased Services","$658,670",287,2,"$2,295"
"Brass City Charter School District","=""2900013""","Tuition","$0",0,4,"$0"
"Brass City Charter School District","=""2900013""","Supplies","$223,963",287,2,"$780"
"Brass City Charter School District","=""2900013""","Property","$104,354",287,2,"$364"
"Brass City Charter School District","=""2900013""","Other","$12,494",287,2,"$44"
"Brass City Charter School District","=""2900013""","Total","$4,076,433",287,1,"$14,204"
"Bridgeport School District","=""0150011""","Salaries","$166,004,763",20770,2,"$7,993"
"Bridgeport School District","=""0150011""","Employee Benefits","$58,017,723",20770,2,"$2,793"
"Bridgeport School District","=""0150011""","Purchased Services","$45,589,795",20770,2,"$2,195"
"Bridgeport School District","=""0150011""","Tuition","$29,157,850",730,4,"$39,942"
"Bridgeport School District","=""0150011""","Supplies","$4,795,704",20770,2,"$231"
"Bridgeport School District","=""0150011""","Property","$2,379,081",20770,2,"$115"
"Bridgeport School District","=""0150011""","Other","$4,072,459",20770,2,"$196"
"Bridgeport School District","=""0150011""","Total","$310,017,374",21500,1,"$14,419"
"Bristol School District","=""0170011""","Salaries","$75,605,207",7837,2,"$9,647"
"Bristol School District","=""0170011""","Employee Benefits","$18,847,245",7837,2,"$2,405"
"Bristol School District","=""0170011""","Purchased Services","$17,715,158",7837,2,"$2,260"
"Bristol School District","=""0170011""","Tuition","$11,941,629",499,4,"$23,931"
"Bristol School District","=""0170011""","Supplies","$2,552,426",7837,2,"$326"
"Bristol School District","=""0170011""","Property","$552,134",7837,2,"$70"
"Bristol School District","=""0170011""","Other","$106,847",7837,2,"$14"
"Bristol School District","=""0170011""","Total","$127,320,646",8336,1,"$15,274"
"Brookfield School District","=""0180011""","Salaries","$27,184,338",2619,2,"$10,380"
"Brookfield School District","=""0180011""","Employee Benefits","$6,960,155",2619,2,"$2,658"
"Brookfield School District","=""0180011""","Purchased Services","$6,831,177",2619,2,"$2,608"
"Brookfield School District","=""0180011""","Tuition","$2,089,393",73,4,"$28,622"
"Brookfield School District","=""0180011""","Supplies","$895,890",2619,2,"$342"
"Brookfield School District","=""0180011""","Property","$423,918",2619,2,"$162"
"Brookfield School District","=""0180011""","Other","$71,404",2619,2,"$27"
"Brookfield School District","=""0180011""","Total","$44,456,274",2692,1,"$16,514"
"Brooklyn School District","=""0190011""","Salaries","$8,047,431",910,2,"$8,843"
"Brooklyn School District","=""0190011""","Employee Benefits","$1,997,859",910,2,"$2,195"
"Brooklyn School District","=""0190011""","Purchased Services","$1,804,841",910,2,"$1,983"
"Brooklyn School District","=""0190011""","Tuition","$6,473,923",358,4,"$18,084"
"Brooklyn School District","=""0190011""","Supplies","$700,414",910,2,"$770"
"Brooklyn School District","=""0190011""","Property","$54,817",910,2,"$60"
"Brooklyn School District","=""0190011""","Other","$206,315",910,2,"$227"
"Brooklyn School District","=""0190011""","Total","$19,285,600",1268,1,"$15,209"
"Canaan School District","=""0210011""","Salaries","$1,348,436",63,2,"$21,404"
"Canaan School District","=""0210011""","Employee Benefits","$429,332",63,2,"$6,815"
"Canaan School District","=""0210011""","Purchased Services","$390,782",63,2,"$6,203"
"Canaan School District","=""0210011""","Supplies","$81,943",63,2,"$1,301"
"Canaan School District","=""0210011""","Property","$30,591",63,2,"$486"
"Canaan School District","=""0210011""","Other � Includes Tuition","$28,414",67,1,"$424"
"Canaan School District","=""0210011""","Total","$2,309,497",67,1,"$34,470"
"Canterbury School District","=""0220011""","Salaries","$5,486,645",465,2,"$11,799"
"Canterbury School District","=""0220011""","Employee Benefits","$1,813,868",465,2,"$3,901"
"Canterbury School District","=""0220011""","Purchased Services","$1,009,953",465,2,"$2,172"
"Canterbury School District","=""0220011""","Tuition","$3,526,482",232,4,"$15,200"
"Canterbury School District","=""0220011""","Supplies","$367,182",465,2,"$790"
"Canterbury School District","=""0220011""","Property","$133,009",465,2,"$286"
"Canterbury School District","=""0220011""","Other","$25,679",465,2,"$55"
"Canterbury School District","=""0220011""","Total","$12,362,817",697,1,"$17,737"
"Canton School District","=""0230011""","Salaries","$16,886,756",1550,2,"$10,895"
"Canton School District","=""0230011""","Employee Benefits","$5,126,381",1550,2,"$3,307"
"Canton School District","=""0230011""","Purchased Services","$3,251,080",1550,2,"$2,097"
"Canton School District","=""0230011""","Tuition","$1,137,417",49,4,"$23,213"
"Canton School District","=""0230011""","Supplies","$1,301,767",1550,2,"$840"
"Canton School District","=""0230011""","Property","$211,317",1550,2,"$136"
"Canton School District","=""0230011""","Other","$93,430",1550,2,"$60"
"Canton School District","=""0230011""","Total","$28,008,148",1599,1,"$17,516"
"Capital Preparatory Harbor School District","=""2970013""","Salaries","$2,657,654",634,2,"$4,192"
"Capital Preparatory Harbor School District","=""2970013""","Employee Benefits","$629,345",634,2,"$993"
"Capital Preparatory Harbor School District","=""2970013""","Purchased Services","$2,688,532",634,2,"$4,241"
"Capital Preparatory Harbor School District","=""2970013""","Tuition","$0",0,4,"$0"
"Capital Preparatory Harbor School District","=""2970013""","Supplies","$262,958",634,2,"$415"
"Capital Preparatory Harbor School District","=""2970013""","Property","$129,793",634,2,"$205"
"Capital Preparatory Harbor School District","=""2970013""","Other","$478",634,2,"$1"
"Capital Preparatory Harbor School District","=""2970013""","Total","$6,368,759",634,1,"$10,045"
"Capitol Region Education Council","=""2410014""","Salaries","$101,286,754",8918,2,"$11,358"
"Capitol Region Education Council","=""2410014""","Employee Benefits","$23,164,079",8918,2,"$2,597"
"Capitol Region Education Council","=""2410014""","Purchased Services","$68,640,000",8918,2,"$7,697"
"Capitol Region Education Council","=""2410014""","Tuition","$0",0,4,"$0"
"Capitol Region Education Council","=""2410014""","Supplies","$8,922,924",8918,2,"$1,001"
"Capitol Region Education Council","=""2410014""","Property","$611,868",8918,2,"$69"
"Capitol Region Education Council","=""2410014""","Other","$201,611",8918,2,"$23"
"Capitol Region Education Council","=""2410014""","Total","$202,827,237",8918,1,"$22,744"
"Chaplin School District","=""0240011""","Salaries","$2,061,044",154,2,"$13,383"
"Chaplin School District","=""0240011""","Employee Benefits","$633,949",154,2,"$4,117"
"Chaplin School District","=""0240011""","Purchased Services","$733,053",154,2,"$4,760"
"Chaplin School District","=""0240011""","Tuition","$320,483",17,4,"$18,852"
"Chaplin School District","=""0240011""","Supplies","$101,365",154,2,"$658"
"Chaplin School District","=""0240011""","Property","$20,865",154,2,"$135"
"Chaplin School District","=""0240011""","Other","$6,252",154,2,"$41"
"Chaplin School District","=""0240011""","Total","$3,877,011",171,1,"$22,673"
"Cheshire School District","=""0250011""","Salaries","$47,028,260",4270,2,"$11,014"
"Cheshire School District","=""0250011""","Employee Benefits","$11,194,202",4270,2,"$2,622"
"Cheshire School District","=""0250011""","Purchased Services","$8,950,677",4270,2,"$2,096"
"Cheshire School District","=""0250011""","Tuition","$2,375,888",54,4,"$43,998"
"Cheshire School District","=""0250011""","Supplies","$2,158,698",4270,2,"$506"
"Cheshire School District","=""0250011""","Property","$1,133,778",4270,2,"$266"
"Cheshire School District","=""0250011""","Other","$57,494",4270,2,"$13"
"Cheshire School District","=""0250011""","Total","$72,898,997",4324,1,"$16,859"
"Chester School District","=""0260011""","Salaries","$3,002,290",194,2,"$15,476"
"Chester School District","=""0260011""","Employee Benefits","$920,068",194,2,"$4,743"
"Chester School District","=""0260011""","Purchased Services","$452,407",194,2,"$2,332"
"Chester School District","=""0260011""","Tuition","$16,045",7,4,"$2,292"
"Chester School District","=""0260011""","Supplies","$177,325",194,2,"$914"
"Chester School District","=""0260011""","Property","$2,522",194,2,"$13"
"Chester School District","=""0260011""","Other","$4,539",194,2,"$23"
"Chester School District","=""0260011""","Total","$4,575,197",201,1,"$22,762"
"Clinton School District","=""0270011""","Salaries","$19,640,600",1743,2,"$11,268"
"Clinton School District","=""0270011""","Employee Benefits","$6,830,059",1743,2,"$3,919"
"Clinton School District","=""0270011""","Purchased Services","$3,874,957",1743,2,"$2,223"
"Clinton School District","=""0270011""","Tuition","$1,003,941",23,4,"$43,650"
"Clinton School District","=""0270011""","Supplies","$1,631,714",1743,2,"$936"
"Clinton School District","=""0270011""","Property","$1,107,462",1743,2,"$635"
"Clinton School District","=""0270011""","Other","$55,582",1743,2,"$32"
"Clinton School District","=""0270011""","Total","$34,144,315",1766,1,"$19,334"
"Colchester School District","=""0280011""","Salaries","$26,002,509",2311,2,"$11,252"
"Colchester School District","=""0280011""","Employee Benefits","$6,362,055",2311,2,"$2,753"
"Colchester School District","=""0280011""","Purchased Services","$4,228,603",2311,2,"$1,830"
"Colchester School District","=""0280011""","Tuition","$2,643,677",132,4,"$20,028"
"Colchester School District","=""0280011""","Supplies","$2,164,811",2311,2,"$937"
"Colchester School District","=""0280011""","Property","$281,014",2311,2,"$122"
"Colchester School District","=""0280011""","Other","$455,286",2311,2,"$197"
"Colchester School District","=""0280011""","Total","$42,137,955",2443,1,"$17,248"
"Colebrook School District","=""0290011""","Salaries","$1,216,715",84,2,"$14,485"
"Colebrook School District","=""0290011""","Employee Benefits","$228,434",84,2,"$2,719"
"Colebrook School District","=""0290011""","Purchased Services","$442,483",84,2,"$5,268"
"Colebrook School District","=""0290011""","Tuition","$0",6,4,"$0"
"Colebrook School District","=""0290011""","Supplies","$95,439",84,2,"$1,136"
"Colebrook School District","=""0290011""","Property","$8,063",84,2,"$96"
"Colebrook School District","=""0290011""","Other","$32,806",84,2,"$391"
"Colebrook School District","=""0290011""","Total","$2,023,940",90,1,"$22,488"
"Columbia School District","=""0300011""","Salaries","$5,442,727",433,2,"$12,570"
"Columbia School District","=""0300011""","Employee Benefits","$1,390,801",433,2,"$3,212"
"Columbia School District","=""0300011""","Purchased Services","$1,703,139",433,2,"$3,933"
"Columbia School District","=""0300011""","Tuition","$3,672,066",251,4,"$14,630"
"Columbia School District","=""0300011""","Supplies","$501,978",433,2,"$1,159"
"Columbia School District","=""0300011""","Property","$181,830",433,2,"$420"
"Columbia School District","=""0300011""","Other","$22,938",433,2,"$53"
"Columbia School District","=""0300011""","Total","$12,915,479",684,1,"$18,882"
"Common Ground High School District","=""2680013""","Salaries","$2,423,180",216,2,"$11,218"
"Common Ground High School District","=""2680013""","Employee Benefits","$390,222",216,2,"$1,807"
"Common Ground High School District","=""2680013""","Purchased Services","$721,493",216,2,"$3,340"
"Common Ground High School District","=""2680013""","Tuition","$0",0,4,"$0"
"Common Ground High School District","=""2680013""","Supplies","$104,150",216,2,"$482"
"Common Ground High School District","=""2680013""","Property","$37,642",216,2,"$174"
"Common Ground High School District","=""2680013""","Other","$6,837",216,2,"$32"
"Common Ground High School District","=""2680013""","Total","$3,683,524",216,1,"$17,053"
"Connecticut Technical Education and Career System","=""9000016""","Salaries","$0",10709,2,"$0"
"Connecticut Technical Education and Career System","=""9000016""","Employee Benefits","$0",10709,2,"$0"
"Connecticut Technical Education and Career System","=""9000016""","Purchased Services","$0",10709,2,"$0"
"Connecticut Technical Education and Career System","=""9000016""","Tuition","$0",0,4,"$0"
"Connecticut Technical Education and Career System","=""9000016""","Supplies","$0",10709,2,"$0"
"Connecticut Technical Education and Career System","=""9000016""","Property","$0",10709,2,"$0"
"Connecticut Technical Education and Career System","=""9000016""","Other","$0",10709,2,"$0"
"Connecticut Technical Education and Career System","=""9000016""","Total","$0",10709,1,"$0"
"Cooperative Educational Services","=""2430014""","Salaries","$19,975,317",1038,2,"$19,244"
"Cooperative Educational Services","=""2430014""","Employee Benefits","$4,542,749",1038,2,"$4,376"
"Cooperative Educational Services","=""2430014""","Purchased Services","$6,111,620",1038,2,"$5,888"
"Cooperative Educational Services","=""2430014""","Tuition","$0",0,4,"$0"
"Cooperative Educational Services","=""2430014""","Supplies","$1,030,828",1038,2,"$993"
"Cooperative Educational Services","=""2430014""","Property","$209,300",1038,2,"$202"
"Cooperative Educational Services","=""2430014""","Other","$18,538",1038,2,"$18"
"Cooperative Educational Services","=""2430014""","Total","$31,888,352",1038,1,"$30,721"
"Cornwall School District","=""0310011""","Salaries","$1,711,831",91,2,"$18,811"
"Cornwall School District","=""0310011""","Employee Benefits","$459,560",91,2,"$5,050"
"Cornwall School District","=""0310011""","Purchased Services","$562,831",91,2,"$6,185"
"Cornwall School District","=""0310011""","Supplies","$102,140",91,2,"$1,122"
"Cornwall School District","=""0310011""","Property","$8,280",91,2,"$91"
"Cornwall School District","=""0310011""","Other � Includes Tuition","$1,106",93,1,"$12"
"Cornwall School District","=""0310011""","Total","$2,845,748",93,1,"$30,599"
"Coventry School District","=""0320011""","Salaries","$17,750,033",1641,2,"$10,817"
"Coventry School District","=""0320011""","Employee Benefits","$4,265,759",1641,2,"$2,599"
"Coventry School District","=""0320011""","Purchased Services","$3,904,500",1641,2,"$2,379"
"Coventry School District","=""0320011""","Tuition","$1,503,536",89,4,"$16,894"
"Coventry School District","=""0320011""","Supplies","$1,335,379",1641,2,"$814"
"Coventry School District","=""0320011""","Property","$422,407",1641,2,"$257"
"Coventry School District","=""0320011""","Other","$174,144",1641,2,"$106"
"Coventry School District","=""0320011""","Total","$29,355,758",1730,1,"$16,969"
"Cromwell School District","=""0330011""","Salaries","$19,262,607",1932,2,"$9,970"
"Cromwell School District","=""0330011""","Employee Benefits","$5,073,655",1932,2,"$2,626"
"Cromwell School District","=""0330011""","Purchased Services","$3,102,393",1932,2,"$1,606"
"Cromwell School District","=""0330011""","Tuition","$2,860,645",127,4,"$22,525"
"Cromwell School District","=""0330011""","Supplies","$1,316,857",1932,2,"$682"
"Cromwell School District","=""0330011""","Property","$508,142",1932,2,"$263"
"Cromwell School District","=""0330011""","Other","$53,583",1932,2,"$28"
"Cromwell School District","=""0330011""","Total","$32,177,882",2059,1,"$15,628"
"Danbury School District","=""0340011""","Salaries","$101,724,718",11508,2,"$8,839"
"Danbury School District","=""0340011""","Employee Benefits","$30,101,107",11508,2,"$2,616"
"Danbury School District","=""0340011""","Purchased Services","$12,852,565",11508,2,"$1,117"
"Danbury School District","=""0340011""","Tuition","$3,948,135",63,4,"$62,669"
"Danbury School District","=""0340011""","Supplies","$4,900,842",11508,2,"$426"
"Danbury School District","=""0340011""","Property","$2,713,768",11508,2,"$236"
"Danbury School District","=""0340011""","Other","$208,261",11508,2,"$18"
"Danbury School District","=""0340011""","Total","$156,449,395",11571,1,"$13,521"
"Darien School District","=""0350011""","Salaries","$64,138,702",4741,2,"$13,529"
"Darien School District","=""0350011""","Employee Benefits","$15,122,956",4741,2,"$3,190"
"Darien School District","=""0350011""","Purchased Services","$12,231,114",4741,2,"$2,580"
"Darien School District","=""0350011""","Tuition","$7,209,424",42,4,"$171,653"
"Darien School District","=""0350011""","Supplies","$4,256,694",4741,2,"$898"
"Darien School District","=""0350011""","Property","$2,701,814",4741,2,"$570"
"Darien School District","=""0350011""","Other","$21,275",4741,2,"$4"
"Darien School District","=""0350011""","Total","$105,681,980",4783,1,"$22,095"
"Deep River School District","=""0360011""","Salaries","$3,514,211",242,2,"$14,522"
"Deep River School District","=""0360011""","Employee Benefits","$1,044,636",242,2,"$4,317"
"Deep River School District","=""0360011""","Purchased Services","$736,032",242,2,"$3,041"
"Deep River School District","=""0360011""","Tuition","$34,965",21,4,"$1,665"
"Deep River School District","=""0360011""","Supplies","$165,220",242,2,"$683"
"Deep River School District","=""0360011""","Property","$2,475",242,2,"$10"
"Deep River School District","=""0360011""","Other","$42,330",242,2,"$175"
"Deep River School District","=""0360011""","Total","$5,539,870",263,1,"$21,064"
"Derby School District","=""0370011""","Salaries","$13,830,509",1298,2,"$10,655"
"Derby School District","=""0370011""","Employee Benefits","$4,306,738",1298,2,"$3,318"
"Derby School District","=""0370011""","Purchased Services","$4,220,748",1298,2,"$3,252"
"Derby School District","=""0370011""","Tuition","$2,486,991",124,4,"$20,056"
"Derby School District","=""0370011""","Supplies","$1,033,828",1298,2,"$796"
"Derby School District","=""0370011""","Property","$338,000",1298,2,"$260"
"Derby School District","=""0370011""","Other","$74,992",1298,2,"$58"
"Derby School District","=""0370011""","Total","$26,291,806",1422,1,"$18,489"
"East Granby School District","=""0400011""","Salaries","$10,856,252",848,2,"$12,802"
"East Granby School District","=""0400011""","Employee Benefits","$2,895,621",848,2,"$3,415"
