"Per Pupil Expenditures by Object (District), 2021-22"
"All Districts"
"Notes:"
"Expenditures exclude food services not funded by local funds, debt, capital (other than equipment), adult education, community services, and state contributions to Teachers' Retirement."
"All amounts include regular and special education."
"This report is based upon data reported by school districts; questions concerning report data should be addressed to the school district."

"Pupil Basis: 1 = Enrollment plus outplaced pupils, 2 = Enrollment in district schools, 4 = Outplaced pupils"
"*Tuition expenditures are included with Other expenditures when fewer than six students are outplaced."

"District","District Code","Object","Expenditures","Pupils","Pupil Basis","PPE"
"Bristol School District","=""0170011""","Other","$171,005",7650,2,"$22"
"Bristol School District","=""0170011""","Total","$151,346,810",8076,1,"$18,740"
"Brookfield School District","=""0180011""","Salaries","$30,985,266",2588,2,"$11,973"
"Brookfield School District","=""0180011""","Employee Benefits","$8,310,289",2588,2,"$3,211"
"Brookfield School District","=""0180011""","Purchased Services","$6,798,483",2588,2,"$2,627"
"Brookfield School District","=""0180011""","Tuition","$2,925,001",77,4,"$37,987"
"Brookfield School District","=""0180011""","Supplies","$981,549",2588,2,"$379"
"Brookfield School District","=""0180011""","Property","$818,523",2588,2,"$316"
"Brookfield School District","=""0180011""","Other","$76,309",2588,2,"$29"
"Brookfield School District","=""0180011""","Total","$50,895,420",2665,1,"$19,098"
"Brooklyn School District","=""0190011""","Salaries","$9,672,215",867,2,"$11,156"
"Brooklyn School District","=""0190011""","Employee Benefits","$2,592,048",867,2,"$2,990"
"Brooklyn School District","=""0190011""","Purchased Services","$1,756,041",867,2,"$2,025"
"Brooklyn School District","=""0190011""","Tuition","$6,537,855",333,4,"$19,633"
"Brooklyn School District","=""0190011""","Supplies","$413,427",867,2,"$477"
"Brooklyn School District","=""0190011""","Property","$299,229",867,2,"$345"
"Brooklyn School District","=""0190011""","Other","$23,080",867,2,"$27"
"Brooklyn School District","=""0190011""","Total","$21,293,894",1200,1,"$17,745"
"Canaan School District","=""0210011""","Salaries","$1,498,801",74,2,"$20,254"
"Canaan School District","=""0210011""","Employee Benefits","$380,626",74,2,"$5,144"
"Canaan School District","=""0210011""","Purchased Services","$387,118",74,2,"$5,231"
"Canaan School District","=""0210011""","Supplies","$123,464",74,2,"$1,668"
"Canaan School District","=""0210011""","Property","$134,377",74,2,"$1,816"
"Canaan School District","=""0210011""","Other � Includes Tuition","$97,922",77,1,"$1,272"
"Canaan School District","=""0210011""","Total","$2,622,308",77,1,"$34,056"
"Canterbury School District","=""0220011""","Salaries","$5,806,806",461,2,"$12,596"
"Canterbury School District","=""0220011""","Employee Benefits","$1,560,798",461,2,"$3,386"
"Canterbury School District","=""0220011""","Purchased Services","$945,309",461,2,"$2,051"
"Canterbury School District","=""0220011""","Tuition","$3,027,388",182,4,"$16,634"
"Canterbury School District","=""0220011""","Supplies","$610,359",461,2,"$1,324"
"Canterbury School District","=""0220011""","Property","$186,341",461,2,"$404"
"Canterbury School District","=""0220011""","Other","$34,093",461,2,"$74"
"Canterbury School District","=""0220011""","Total","$12,171,094",643,1,"$18,929"
"Canton School District","=""0230011""","Salaries","$18,551,720",1497,2,"$12,393"
"Canton School District","=""0230011""","Employee Benefits","$5,553,926",1497,2,"$3,710"
"Canton School District","=""0230011""","Purchased Services","$3,128,099",1497,2,"$2,090"
"Canton School District","=""0230011""","Tuition","$2,046,957",45,4,"$45,488"
"Canton School District","=""0230011""","Supplies","$542,199",1497,2,"$362"
"Canton School District","=""0230011""","Property","$155,091",1497,2,"$104"
"Canton School District","=""0230011""","Other","$1,241,609",1497,2,"$829"
"Canton School District","=""0230011""","Total","$31,219,601",1542,1,"$20,246"
"Capital Preparatory Harbor School District","=""2970013""","Salaries","$3,903,222",793,2,"$4,922"
"Capital Preparatory Harbor School District","=""2970013""","Employee Benefits","$1,147,417",793,2,"$1,447"
"Capital Preparatory Harbor School District","=""2970013""","Purchased Services","$4,052,504",793,2,"$5,110"
"Capital Preparatory Harbor School District","=""2970013""","Tuition","$66,894",0,4,"$66,894"
"Capital Preparatory Harbor School District","=""2970013""","Supplies","$647,186",793,2,"$816"
"Capital Preparatory Harbor School District","=""2970013""","Property","$362,804",793,2,"$458"
"Capital Preparatory Harbor School District","=""2970013""","Other","$22,246",793,2,"$28"
"Capital Preparatory Harbor School District","=""2970013""","Total","$10,202,273",793,1,"$12,865"
"Capitol Region Education Council","=""2410014""","Salaries","$120,602,584",9029,2,"$13,357"
"Capitol Region Education Council","=""2410014""","Employee Benefits","$30,864,052",9029,2,"$3,418"
"Capitol Region Education Council","=""2410014""","Purchased Services","$74,528,751",9029,2,"$8,254"
"Capitol Region Education Council","=""2410014""","Tuition","$0",0,4,"$0"
"Capitol Region Education Council","=""2410014""","Supplies","$9,930,015",9029,2,"$1,100"
"Capitol Region Education Council","=""2410014""","Property","$648,088",9029,2,"$72"
"Capitol Region Education Council","=""2410014""","Other","$145,409",9029,2,"$16"
"Capitol Region Education Council","=""2410014""","Total","$236,718,899",9029,1,"$26,218"
"Chaplin School District","=""0240011""","Salaries","$2,307,077",154,2,"$14,981"
"Chaplin School District","=""0240011""","Employee Benefits","$501,714",154,2,"$3,258"
"Chaplin School District","=""0240011""","Purchased Services","$864,555",154,2,"$5,614"
"Chaplin School District","=""0240011""","Tuition","$199,521",15,4,"$13,301"
"Chaplin School District","=""0240011""","Supplies","$163,017",154,2,"$1,059"
"Chaplin School District","=""0240011""","Property","$15,199",154,2,"$99"
"Chaplin School District","=""0240011""","Other","$114,327",154,2,"$742"
"Chaplin School District","=""0240011""","Total","$4,165,410",169,1,"$24,647"
"Cheshire School District","=""0250011""","Salaries","$50,755,656",4185,2,"$12,128"
"Cheshire School District","=""0250011""","Employee Benefits","$14,526,384",4185,2,"$3,471"
"Cheshire School District","=""0250011""","Purchased Services","$9,690,296",4185,2,"$2,315"
"Cheshire School District","=""0250011""","Tuition","$2,059,197",46,4,"$44,765"
"Cheshire School District","=""0250011""","Supplies","$2,604,670",4185,2,"$622"
"Cheshire School District","=""0250011""","Property","$1,391,760",4185,2,"$333"
"Cheshire School District","=""0250011""","Other","$51,529",4185,2,"$12"
"Cheshire School District","=""0250011""","Total","$81,079,492",4231,1,"$19,163"
"Chester School District","=""0260011""","Salaries","$3,270,497",210,2,"$15,574"
"Chester School District","=""0260011""","Employee Benefits","$1,144,723",210,2,"$5,451"
"Chester School District","=""0260011""","Purchased Services","$564,012",210,2,"$2,686"
"Chester School District","=""0260011""","Tuition","$0",13,4,"$0"
"Chester School District","=""0260011""","Supplies","$179,530",210,2,"$855"
"Chester School District","=""0260011""","Property","$689",210,2,"$3"
"Chester School District","=""0260011""","Other","$4,213",210,2,"$20"
"Chester School District","=""0260011""","Total","$5,163,664",223,1,"$23,155"
"Clinton School District","=""0270011""","Salaries","$20,202,899",1543,2,"$13,093"
"Clinton School District","=""0270011""","Employee Benefits","$6,355,037",1543,2,"$4,119"
"Clinton School District","=""0270011""","Purchased Services","$5,117,695",1543,2,"$3,317"
"Clinton School District","=""0270011""","Tuition","$1,562,401",24,4,"$65,100"
"Clinton School District","=""0270011""","Supplies","$1,260,387",1543,2,"$817"
"Clinton School District","=""0270011""","Property","$213,107",1543,2,"$138"
"Clinton School District","=""0270011""","Other","$67,803",1543,2,"$44"
"Clinton School District","=""0270011""","Total","$34,779,329",1567,1,"$22,195"
"Colchester School District","=""0280011""","Salaries","$27,847,643",2216,2,"$12,567"
"Colchester School District","=""0280011""","Employee Benefits","$6,730,817",2216,2,"$3,037"
"Colchester School District","=""0280011""","Purchased Services","$5,043,367",2216,2,"$2,276"
"Colchester School District","=""0280011""","Tuition","$1,799,154",79,4,"$22,774"
"Colchester School District","=""0280011""","Supplies","$2,117,529",2216,2,"$956"
"Colchester School District","=""0280011""","Property","$511,603",2216,2,"$231"
"Colchester School District","=""0280011""","Other","$513,570",2216,2,"$232"
"Colchester School District","=""0280011""","Total","$44,563,684",2295,1,"$19,418"
"Colebrook School District","=""0290011""","Salaries","$1,286,263",77,2,"$16,705"
"Colebrook School District","=""0290011""","Employee Benefits","$219,451",77,2,"$2,850"
"Colebrook School District","=""0290011""","Purchased Services","$488,391",77,2,"$6,343"
"Colebrook School District","=""0290011""","Supplies","$73,284",77,2,"$952"
"Colebrook School District","=""0290011""","Property","$175,311",77,2,"$2,277"
"Colebrook School District","=""0290011""","Other � Includes Tuition","$36,815",82,1,"$449"
"Colebrook School District","=""0290011""","Total","$2,279,515",82,1,"$27,799"
"Columbia School District","=""0300011""","Salaries","$6,213,659",440,2,"$14,122"
"Columbia School District","=""0300011""","Employee Benefits","$1,458,305",440,2,"$3,314"
"Columbia School District","=""0300011""","Purchased Services","$1,652,334",440,2,"$3,755"
"Columbia School District","=""0300011""","Tuition","$3,212,188",218,4,"$14,735"
"Columbia School District","=""0300011""","Supplies","$519,503",440,2,"$1,181"
"Columbia School District","=""0300011""","Property","$124,487",440,2,"$283"
"Columbia School District","=""0300011""","Other","$23,518",440,2,"$53"
"Columbia School District","=""0300011""","Total","$13,203,994",658,1,"$20,067"
"Common Ground High School District","=""2680013""","Salaries","$2,954,473",231,2,"$12,790"
"Common Ground High School District","=""2680013""","Employee Benefits","$568,229",231,2,"$2,460"
"Common Ground High School District","=""2680013""","Purchased Services","$965,478",231,2,"$4,180"
"Common Ground High School District","=""2680013""","Tuition","$0",0,4,"$0"
"Common Ground High School District","=""2680013""","Supplies","$305,219",231,2,"$1,321"
"Common Ground High School District","=""2680013""","Property","$44,800",231,2,"$194"
"Common Ground High School District","=""2680013""","Other","$50,079",231,2,"$217"
"Common Ground High School District","=""2680013""","Total","$4,888,279",231,1,"$21,161"
"Connecticut Technical Education and Career System","=""9000016""","Salaries","$0",11566,2,"$0"
"Connecticut Technical Education and Career System","=""9000016""","Employee Benefits","$0",11566,2,"$0"
"Connecticut Technical Education and Career System","=""9000016""","Purchased Services","$0",11566,2,"$0"
"Connecticut Technical Education and Career System","=""9000016""","Tuition","$0",0,4,"$0"
"Connecticut Technical Education and Career System","=""9000016""","Supplies","$0",11566,2,"$0"
"Connecticut Technical Education and Career System","=""9000016""","Property","$0",11566,2,"$0"
"Connecticut Technical Education and Career System","=""9000016""","Other","$0",11566,2,"$0"
"Connecticut Technical Education and Career System","=""9000016""","Total","$0",11566,1,"$0"
"Cooperative Educational Services","=""2430014""","Salaries","$23,595,378",984,2,"$23,979"
"Cooperative Educational Services","=""2430014""","Employee Benefits","$5,362,669",984,2,"$5,450"
"Cooperative Educational Services","=""2430014""","Purchased Services","$10,076,309",984,2,"$10,240"
"Cooperative Educational Services","=""2430014""","Tuition","$0",0,4,"$0"
"Cooperative Educational Services","=""2430014""","Supplies","$1,007,265",984,2,"$1,024"
"Cooperative Educational Services","=""2430014""","Property","$228,242",984,2,"$232"
"Cooperative Educational Services","=""2430014""","Other","$83,913",984,2,"$85"
"Cooperative Educational Services","=""2430014""","Total","$40,353,774",984,1,"$41,010"
"Cornwall School District","=""0310011""","Salaries","$1,990,583",111,2,"$17,933"
"Cornwall School District","=""0310011""","Employee Benefits","$552,833",111,2,"$4,980"
"Cornwall School District","=""0310011""","Purchased Services","$474,101",111,2,"$4,271"
"Cornwall School District","=""0310011""","Supplies","$162,167",111,2,"$1,461"
"Cornwall School District","=""0310011""","Property","$63,433",111,2,"$571"
"Cornwall School District","=""0310011""","Other � Includes Tuition","$13,588",114,1,"$119"
"Cornwall School District","=""0310011""","Total","$3,256,705",114,1,"$28,568"
"Coventry School District","=""0320011""","Salaries","$18,823,063",1655,2,"$11,373"
"Coventry School District","=""0320011""","Employee Benefits","$5,043,242",1655,2,"$3,047"
"Coventry School District","=""0320011""","Purchased Services","$3,600,318",1655,2,"$2,175"
"Coventry School District","=""0320011""","Tuition","$1,404,889",66,4,"$21,286"
"Coventry School District","=""0320011""","Supplies","$1,115,830",1655,2,"$674"
"Coventry School District","=""0320011""","Property","$265,882",1655,2,"$161"
"Coventry School District","=""0320011""","Other","$172,736",1655,2,"$104"
"Coventry School District","=""0320011""","Total","$30,425,962",1721,1,"$17,679"
"Cromwell School District","=""0330011""","Salaries","$22,078,553",1934,2,"$11,416"
"Cromwell School District","=""0330011""","Employee Benefits","$5,971,224",1934,2,"$3,087"
"Cromwell School District","=""0330011""","Purchased Services","$4,386,946",1934,2,"$2,268"
"Cromwell School District","=""0330011""","Tuition","$3,278,817",105,4,"$31,227"
"Cromwell School District","=""0330011""","Supplies","$1,217,041",1934,2,"$629"
"Cromwell School District","=""0330011""","Property","$430,991",1934,2,"$223"
"Cromwell School District","=""0330011""","Other","$48,217",1934,2,"$25"
"Cromwell School District","=""0330011""","Total","$37,411,788",2039,1,"$18,348"
"Danbury School District","=""0340011""","Salaries","$118,558,807",11825,2,"$10,026"
"Danbury School District","=""0340011""","Employee Benefits","$38,226,524",11825,2,"$3,233"
"Danbury School District","=""0340011""","Purchased Services","$20,330,422",11825,2,"$1,719"
"Danbury School District","=""0340011""","Tuition","$2,668,795",63,4,"$42,362"
"Danbury School District","=""0340011""","Supplies","$7,642,039",11825,2,"$646"
"Danbury School District","=""0340011""","Property","$1,273,106",11825,2,"$108"
"Danbury School District","=""0340011""","Other","$1,944,941",11825,2,"$164"
"Danbury School District","=""0340011""","Total","$190,644,634",11888,1,"$16,037"
"Darien School District","=""0350011""","Salaries","$70,156,544",4725,2,"$14,848"
"Darien School District","=""0350011""","Employee Benefits","$16,934,778",4725,2,"$3,584"
"Darien School District","=""0350011""","Purchased Services","$12,718,571",4725,2,"$2,692"
"Darien School District","=""0350011""","Tuition","$6,691,882",39,4,"$171,587"
"Darien School District","=""0350011""","Supplies","$3,928,469",4725,2,"$831"
"Darien School District","=""0350011""","Property","$1,694,526",4725,2,"$359"
"Darien School District","=""0350011""","Other","$90,542",4725,2,"$19"
"Darien School District","=""0350011""","Total","$112,215,312",4764,1,"$23,555"
"Deep River School District","=""0360011""","Salaries","$3,680,945",204,2,"$18,044"
"Deep River School District","=""0360011""","Employee Benefits","$1,234,755",204,2,"$6,053"
"Deep River School District","=""0360011""","Purchased Services","$592,826",204,2,"$2,906"
"Deep River School District","=""0360011""","Tuition","$0",14,4,"$0"
"Deep River School District","=""0360011""","Supplies","$184,455",204,2,"$904"
"Deep River School District","=""0360011""","Property","$13,950",204,2,"$68"
"Deep River School District","=""0360011""","Other","$4,732",204,2,"$23"
"Deep River School District","=""0360011""","Total","$5,711,663",218,1,"$26,200"
"Derby School District","=""0370011""","Salaries","$17,488,542",1279,2,"$13,674"
"Derby School District","=""0370011""","Employee Benefits","$5,124,322",1279,2,"$4,007"
"Derby School District","=""0370011""","Purchased Services","$3,658,840",1279,2,"$2,861"
"Derby School District","=""0370011""","Tuition","$2,496,422",121,4,"$20,632"
"Derby School District","=""0370011""","Supplies","$1,640,618",1279,2,"$1,283"
"Derby School District","=""0370011""","Property","$320,568",1279,2,"$251"
"Derby School District","=""0370011""","Other","$93,048",1279,2,"$73"
"Derby School District","=""0370011""","Total","$30,822,361",1400,1,"$22,016"
"East Granby School District","=""0400011""","Salaries","$11,485,242",818,2,"$14,041"
"East Granby School District","=""0400011""","Employee Benefits","$2,756,596",818,2,"$3,370"
"East Granby School District","=""0400011""","Purchased Services","$2,681,575",818,2,"$3,278"
"East Granby School District","=""0400011""","Tuition","$1,099,220",55,4,"$19,986"
