"Per Pupil Expenditures by Object (District), 2019-20"
"All Districts"
"Notes:"
"Expenditures exclude food services not funded by local funds, debt, capital (other than equipment), adult education, community services, and state contributions to Teachers' Retirement."
"All amounts include regular and special education."
"This report is based upon data reported by school districts; questions concerning report data should be addressed to the school district."

"Pupil Basis: 1 = Enrollment plus outplaced pupils, 2 = Enrollment in district schools, 4 = Outplaced pupils"
"*Tuition expenditures are included with Other expenditures when fewer than six students are outplaced."

"District","District Code","Object","Expenditures","Pupils","Pupil Basis","PPE"
"Capital Preparatory Harbor School District","=""2970013""","Total","$8,030,388",760,1,"$10,566"
"Capitol Region Education Council","=""2410014""","Salaries","$109,031,042",8886,2,"$12,270"
"Capitol Region Education Council","=""2410014""","Employee Benefits","$26,615,596",8886,2,"$2,995"
"Capitol Region Education Council","=""2410014""","Purchased Services","$64,103,283",8886,2,"$7,214"
"Capitol Region Education Council","=""2410014""","Tuition","$0",0,4,"$0"
"Capitol Region Education Council","=""2410014""","Supplies","$7,683,036",8886,2,"$865"
"Capitol Region Education Council","=""2410014""","Property","$1,911,375",8886,2,"$215"
"Capitol Region Education Council","=""2410014""","Other","$122,830",8886,2,"$14"
"Capitol Region Education Council","=""2410014""","Total","$209,467,162",8886,1,"$23,573"
"Chaplin School District","=""0240011""","Salaries","$2,239,332",139,2,"$16,110"
"Chaplin School District","=""0240011""","Employee Benefits","$591,494",139,2,"$4,255"
"Chaplin School District","=""0240011""","Purchased Services","$655,795",139,2,"$4,718"
"Chaplin School District","=""0240011""","Tuition","$189,496",17,4,"$11,147"
"Chaplin School District","=""0240011""","Supplies","$131,091",139,2,"$943"
"Chaplin School District","=""0240011""","Property","$26,201",139,2,"$188"
"Chaplin School District","=""0240011""","Other","$5,778",139,2,"$42"
"Chaplin School District","=""0240011""","Total","$3,839,188",156,1,"$24,610"
"Cheshire School District","=""0250011""","Salaries","$48,458,188",4188,2,"$11,571"
"Cheshire School District","=""0250011""","Employee Benefits","$10,998,305",4188,2,"$2,626"
"Cheshire School District","=""0250011""","Purchased Services","$8,475,661",4188,2,"$2,024"
"Cheshire School District","=""0250011""","Tuition","$2,075,909",54,4,"$38,443"
"Cheshire School District","=""0250011""","Supplies","$2,197,845",4188,2,"$525"
"Cheshire School District","=""0250011""","Property","$1,337,803",4188,2,"$319"
"Cheshire School District","=""0250011""","Other","$72,527",4188,2,"$17"
"Cheshire School District","=""0250011""","Total","$73,616,239",4242,1,"$17,354"
"Chester School District","=""0260011""","Salaries","$3,101,484",186,2,"$16,675"
"Chester School District","=""0260011""","Employee Benefits","$1,063,442",186,2,"$5,717"
"Chester School District","=""0260011""","Purchased Services","$437,421",186,2,"$2,352"
"Chester School District","=""0260011""","Tuition","$12,296",10,4,"$1,230"
"Chester School District","=""0260011""","Supplies","$182,200",186,2,"$980"
"Chester School District","=""0260011""","Property","$0",186,2,"$0"
"Chester School District","=""0260011""","Other","$3,524",186,2,"$19"
"Chester School District","=""0260011""","Total","$4,800,366",196,1,"$24,492"
"Clinton School District","=""0270011""","Salaries","$19,518,353",1679,2,"$11,625"
"Clinton School District","=""0270011""","Employee Benefits","$6,613,130",1679,2,"$3,939"
"Clinton School District","=""0270011""","Purchased Services","$3,580,559",1679,2,"$2,133"
"Clinton School District","=""0270011""","Tuition","$1,474,561",23,4,"$64,111"
"Clinton School District","=""0270011""","Supplies","$1,324,716",1679,2,"$789"
"Clinton School District","=""0270011""","Property","$541,949",1679,2,"$323"
"Clinton School District","=""0270011""","Other","$44,648",1679,2,"$27"
"Clinton School District","=""0270011""","Total","$33,097,916",1702,1,"$19,446"
"Colchester School District","=""0280011""","Salaries","$26,172,340",2312,2,"$11,320"
"Colchester School District","=""0280011""","Employee Benefits","$6,828,848",2312,2,"$2,954"
"Colchester School District","=""0280011""","Purchased Services","$4,128,496",2312,2,"$1,786"
"Colchester School District","=""0280011""","Tuition","$2,481,573",114,4,"$21,768"
"Colchester School District","=""0280011""","Supplies","$2,185,309",2312,2,"$945"
"Colchester School District","=""0280011""","Property","$705,494",2312,2,"$305"
"Colchester School District","=""0280011""","Other","$600,340",2312,2,"$260"
"Colchester School District","=""0280011""","Total","$43,102,400",2426,1,"$17,767"
"Colebrook School District","=""0290011""","Salaries","$1,188,627",74,2,"$16,063"
"Colebrook School District","=""0290011""","Employee Benefits","$212,227",74,2,"$2,868"
"Colebrook School District","=""0290011""","Purchased Services","$493,869",74,2,"$6,674"
"Colebrook School District","=""0290011""","Tuition","$0",7,4,"$0"
"Colebrook School District","=""0290011""","Supplies","$70,587",74,2,"$954"
"Colebrook School District","=""0290011""","Property","$1,429",74,2,"$19"
"Colebrook School District","=""0290011""","Other","$32,312",74,2,"$437"
"Colebrook School District","=""0290011""","Total","$1,999,051",81,1,"$24,680"
"Columbia School District","=""0300011""","Salaries","$5,722,909",408,2,"$14,027"
"Columbia School District","=""0300011""","Employee Benefits","$1,357,913",408,2,"$3,328"
"Columbia School District","=""0300011""","Purchased Services","$1,137,813",408,2,"$2,789"
"Columbia School District","=""0300011""","Tuition","$3,446,597",235,4,"$14,666"
"Columbia School District","=""0300011""","Supplies","$453,894",408,2,"$1,112"
"Columbia School District","=""0300011""","Property","$164,746",408,2,"$404"
"Columbia School District","=""0300011""","Other","$17,768",408,2,"$44"
"Columbia School District","=""0300011""","Total","$12,301,640",643,1,"$19,132"
"Common Ground High School District","=""2680013""","Salaries","$2,493,692",223,2,"$11,182"
"Common Ground High School District","=""2680013""","Employee Benefits","$393,743",223,2,"$1,766"
"Common Ground High School District","=""2680013""","Purchased Services","$624,269",223,2,"$2,799"
"Common Ground High School District","=""2680013""","Tuition","$0",0,4,"$0"
"Common Ground High School District","=""2680013""","Supplies","$108,518",223,2,"$487"
"Common Ground High School District","=""2680013""","Property","$0",223,2,"$0"
"Common Ground High School District","=""2680013""","Other","$32,361",223,2,"$145"
"Common Ground High School District","=""2680013""","Total","$3,652,584",223,1,"$16,379"
"Connecticut Technical Education and Career System","=""9000016""","Salaries","$0",11074,2,"$0"
"Connecticut Technical Education and Career System","=""9000016""","Employee Benefits","$0",11074,2,"$0"
"Connecticut Technical Education and Career System","=""9000016""","Purchased Services","$0",11074,2,"$0"
"Connecticut Technical Education and Career System","=""9000016""","Tuition","$0",0,4,"$0"
"Connecticut Technical Education and Career System","=""9000016""","Supplies","$0",11074,2,"$0"
"Connecticut Technical Education and Career System","=""9000016""","Property","$0",11074,2,"$0"
"Connecticut Technical Education and Career System","=""9000016""","Other","$0",11074,2,"$0"
"Connecticut Technical Education and Career System","=""9000016""","Total","$0",11074,1,"$0"
"Cooperative Educational Services","=""2430014""","Salaries","$22,095,777",1027,2,"$21,515"
"Cooperative Educational Services","=""2430014""","Employee Benefits","$5,023,628",1027,2,"$4,892"
"Cooperative Educational Services","=""2430014""","Purchased Services","$5,805,483",1027,2,"$5,653"
"Cooperative Educational Services","=""2430014""","Tuition","$0",0,4,"$0"
"Cooperative Educational Services","=""2430014""","Supplies","$286,476",1027,2,"$279"
"Cooperative Educational Services","=""2430014""","Property","$162,376",1027,2,"$158"
"Cooperative Educational Services","=""2430014""","Other","$2,520",1027,2,"$2"
"Cooperative Educational Services","=""2430014""","Total","$33,376,260",1027,1,"$32,499"
"Cornwall School District","=""0310011""","Salaries","$1,832,500",87,2,"$21,063"
"Cornwall School District","=""0310011""","Employee Benefits","$514,471",87,2,"$5,913"
"Cornwall School District","=""0310011""","Purchased Services","$512,048",87,2,"$5,886"
"Cornwall School District","=""0310011""","Supplies","$114,273",87,2,"$1,313"
"Cornwall School District","=""0310011""","Property","$9,891",87,2,"$114"
"Cornwall School District","=""0310011""","Other � Includes Tuition","$2,231",91,1,"$25"
"Cornwall School District","=""0310011""","Total","$2,985,414",91,1,"$32,807"
"Coventry School District","=""0320011""","Salaries","$17,965,506",1674,2,"$10,732"
"Coventry School District","=""0320011""","Employee Benefits","$4,322,836",1674,2,"$2,582"
"Coventry School District","=""0320011""","Purchased Services","$3,517,201",1674,2,"$2,101"
"Coventry School District","=""0320011""","Tuition","$1,260,346",77,4,"$16,368"
"Coventry School District","=""0320011""","Supplies","$1,246,146",1674,2,"$744"
"Coventry School District","=""0320011""","Property","$440,497",1674,2,"$263"
"Coventry School District","=""0320011""","Other","$215,664",1674,2,"$129"
"Coventry School District","=""0320011""","Total","$28,968,196",1751,1,"$16,544"
"Cromwell School District","=""0330011""","Salaries","$19,487,575",1968,2,"$9,902"
"Cromwell School District","=""0330011""","Employee Benefits","$5,338,478",1968,2,"$2,713"
"Cromwell School District","=""0330011""","Purchased Services","$3,204,518",1968,2,"$1,628"
"Cromwell School District","=""0330011""","Tuition","$2,555,072",129,4,"$19,807"
"Cromwell School District","=""0330011""","Supplies","$1,289,490",1968,2,"$655"
"Cromwell School District","=""0330011""","Property","$760,251",1968,2,"$386"
"Cromwell School District","=""0330011""","Other","$56,122",1968,2,"$29"
"Cromwell School District","=""0330011""","Total","$32,691,506",2097,1,"$15,590"
"Danbury School District","=""0340011""","Salaries","$104,777,590",11904,2,"$8,802"
"Danbury School District","=""0340011""","Employee Benefits","$26,496,244",11904,2,"$2,226"
"Danbury School District","=""0340011""","Purchased Services","$13,560,882",11904,2,"$1,139"
"Danbury School District","=""0340011""","Tuition","$3,727,987",65,4,"$57,354"
"Danbury School District","=""0340011""","Supplies","$5,030,785",11904,2,"$423"
"Danbury School District","=""0340011""","Property","$3,430,644",11904,2,"$288"
"Danbury School District","=""0340011""","Other","$154,770",11904,2,"$13"
"Danbury School District","=""0340011""","Total","$157,178,903",11969,1,"$13,132"
"Darien School District","=""0350011""","Salaries","$65,410,634",4737,2,"$13,808"
"Darien School District","=""0350011""","Employee Benefits","$15,389,282",4737,2,"$3,249"
"Darien School District","=""0350011""","Purchased Services","$11,754,367",4737,2,"$2,481"
"Darien School District","=""0350011""","Tuition","$6,948,694",42,4,"$165,445"
"Darien School District","=""0350011""","Supplies","$3,697,313",4737,2,"$781"
"Darien School District","=""0350011""","Property","$1,002,776",4737,2,"$212"
"Darien School District","=""0350011""","Other","$4,097",4737,2,"$1"
"Darien School District","=""0350011""","Total","$104,207,164",4779,1,"$21,805"
"Deep River School District","=""0360011""","Salaries","$3,518,140",235,2,"$14,971"
"Deep River School District","=""0360011""","Employee Benefits","$1,140,406",235,2,"$4,853"
"Deep River School District","=""0360011""","Purchased Services","$460,988",235,2,"$1,962"
"Deep River School District","=""0360011""","Tuition","$49,352",16,4,"$3,084"
"Deep River School District","=""0360011""","Supplies","$163,752",235,2,"$697"
"Deep River School District","=""0360011""","Property","$8,671",235,2,"$37"
"Deep River School District","=""0360011""","Other","$7,510",235,2,"$32"
"Deep River School District","=""0360011""","Total","$5,348,818",251,1,"$21,310"
"Derby School District","=""0370011""","Salaries","$14,047,076",1280,2,"$10,974"
"Derby School District","=""0370011""","Employee Benefits","$3,935,973",1280,2,"$3,075"
"Derby School District","=""0370011""","Purchased Services","$3,379,517",1280,2,"$2,640"
"Derby School District","=""0370011""","Tuition","$3,262,206",132,4,"$24,714"
"Derby School District","=""0370011""","Supplies","$1,085,875",1280,2,"$848"
"Derby School District","=""0370011""","Property","$395,177",1280,2,"$309"
"Derby School District","=""0370011""","Other","$78,030",1280,2,"$61"
"Derby School District","=""0370011""","Total","$26,183,854",1412,1,"$18,544"
"East Granby School District","=""0400011""","Salaries","$10,588,801",831,2,"$12,742"
"East Granby School District","=""0400011""","Employee Benefits","$3,296,005",831,2,"$3,966"
"East Granby School District","=""0400011""","Purchased Services","$1,948,058",831,2,"$2,344"
