"Per Pupil Expenditures by Object (District), 2024-25"
"All Districts"
"Notes:"
"Expenditures exclude food services not funded by local funds, debt, capital (other than equipment), adult education, community services, and state contributions to Teachers' Retirement."
"All amounts include regular and special education."
"This report is based upon data reported by school districts; questions concerning report data should be addressed to the school district."

"Pupil Basis: 1 = Enrollment plus outplaced pupils, 2 = Enrollment in district schools, 4 = Outplaced pupils"
"*Tuition expenditures are included with Other expenditures when fewer than six students are outplaced."

"District","District Code","Object","Expenditures","Pupils","Pupil Basis","PPE"
"Area Cooperative Educational Services","=""2440014""","Salaries","$67,422,483",2006,2,"$33,610"
"Area Cooperative Educational Services","=""2440014""","Employee Benefits","$17,362,927",2006,2,"$8,655"
"Area Cooperative Educational Services","=""2440014""","Purchased Services","$23,454,681",2006,2,"$11,692"
"Area Cooperative Educational Services","=""2440014""","Tuition","$0",0,4,"$0"
"Area Cooperative Educational Services","=""2440014""","Supplies","$3,716,885",2006,2,"$1,853"
"Area Cooperative Educational Services","=""2440014""","Property","$3,204,744",2006,2,"$1,598"
"Area Cooperative Educational Services","=""2440014""","Other","$463,974",2006,2,"$231"
"Area Cooperative Educational Services","=""2440014""","Total","$115,625,694",2006,1,"$57,640"
"Ashford School District","=""0030011""","Salaries","$5,709,905",351,2,"$16,268"
"Ashford School District","=""0030011""","Employee Benefits","$2,133,075",351,2,"$6,077"
"Ashford School District","=""0030011""","Purchased Services","$702,934",351,2,"$2,003"
"Ashford School District","=""0030011""","Supplies","$490,744",351,2,"$1,398"
"Ashford School District","=""0030011""","Property","$34,915",351,2,"$99"
"Ashford School District","=""0030011""","Other � Includes Tuition","$327,483",354,1,"$925"
"Ashford School District","=""0030011""","Total","$9,399,056",354,1,"$26,551"
"Avon School District","=""0040011""","Salaries","$44,349,996",3066,2,"$14,465"
"Avon School District","=""0040011""","Employee Benefits","$11,994,396",3066,2,"$3,912"
"Avon School District","=""0040011""","Purchased Services","$7,860,987",3066,2,"$2,564"
"Avon School District","=""0040011""","Tuition","$3,457,285",92,4,"$37,579"
"Avon School District","=""0040011""","Supplies","$2,350,066",3066,2,"$766"
"Avon School District","=""0040011""","Property","$1,115,703",3066,2,"$364"
"Avon School District","=""0040011""","Other","$145,093",3066,2,"$47"
"Avon School District","=""0040011""","Total","$71,273,526",3158,1,"$22,569"
"Barkhamsted School District","=""0050011""","Salaries","$2,399,126",227,2,"$10,569"
"Barkhamsted School District","=""0050011""","Employee Benefits","$679,858",227,2,"$2,995"
"Barkhamsted School District","=""0050011""","Purchased Services","$1,371,762",227,2,"$6,043"
"Barkhamsted School District","=""0050011""","Supplies","$243,763",227,2,"$1,074"
"Barkhamsted School District","=""0050011""","Property","$80,355",227,2,"$354"
"Barkhamsted School District","=""0050011""","Other � Includes Tuition","$231,074",229,1,"$1,009"
"Barkhamsted School District","=""0050011""","Total","$5,005,939",229,1,"$21,860"
"Berlin School District","=""0070011""","Salaries","$38,867,751",2614,2,"$14,869"
"Berlin School District","=""0070011""","Employee Benefits","$9,047,568",2614,2,"$3,461"
"Berlin School District","=""0070011""","Purchased Services","$7,842,371",2614,2,"$3,000"
"Berlin School District","=""0070011""","Tuition","$4,067,187",67,4,"$60,704"
"Berlin School District","=""0070011""","Supplies","$1,576,775",2614,2,"$603"
"Berlin School District","=""0070011""","Property","$1,451,543",2614,2,"$555"
"Berlin School District","=""0070011""","Other","$94,572",2614,2,"$36"
"Berlin School District","=""0070011""","Total","$62,947,766",2681,1,"$23,479"
"Bethany School District","=""0080011""","Salaries","$5,487,267",430,2,"$12,761"
"Bethany School District","=""0080011""","Employee Benefits","$832,276",430,2,"$1,936"
"Bethany School District","=""0080011""","Purchased Services","$1,357,314",430,2,"$3,157"
"Bethany School District","=""0080011""","Supplies","$311,053",430,2,"$723"
"Bethany School District","=""0080011""","Property","$329,899",430,2,"$767"
"Bethany School District","=""0080011""","Other � Includes Tuition","$295,163",432,1,"$683"
"Bethany School District","=""0080011""","Total","$8,612,972",432,1,"$19,937"
"Bethel School District","=""0090011""","Salaries","$39,896,926",3214,2,"$12,413"
"Bethel School District","=""0090011""","Employee Benefits","$10,927,746",3214,2,"$3,400"
"Bethel School District","=""0090011""","Purchased Services","$7,436,296",3214,2,"$2,314"
"Bethel School District","=""0090011""","Tuition","$2,322,527",41,4,"$56,647"
"Bethel School District","=""0090011""","Supplies","$1,247,359",3214,2,"$388"
"Bethel School District","=""0090011""","Property","$226,298",3214,2,"$70"
"Bethel School District","=""0090011""","Other","$89,767",3214,2,"$28"
"Bethel School District","=""0090011""","Total","$62,146,919",3255,1,"$19,093"
"Bloomfield School District","=""0110011""","Salaries","$33,048,387",1871,2,"$17,663"
"Bloomfield School District","=""0110011""","Employee Benefits","$12,728,076",1871,2,"$6,803"
"Bloomfield School District","=""0110011""","Purchased Services","$9,519,547",1871,2,"$5,088"
"Bloomfield School District","=""0110011""","Tuition","$7,901,642",784,4,"$10,079"
"Bloomfield School District","=""0110011""","Supplies","$2,424,805",1871,2,"$1,296"
"Bloomfield School District","=""0110011""","Property","$448,564",1871,2,"$240"
"Bloomfield School District","=""0110011""","Other","$175,299",1871,2,"$94"
"Bloomfield School District","=""0110011""","Total","$66,246,320",2655,1,"$24,952"
"Bolton School District","=""0120011""","Salaries","$10,555,059",687,2,"$15,364"
"Bolton School District","=""0120011""","Employee Benefits","$2,804,056",687,2,"$4,082"
"Bolton School District","=""0120011""","Purchased Services","$2,015,785",687,2,"$2,934"
"Bolton School District","=""0120011""","Tuition","$431,869",37,4,"$11,672"
"Bolton School District","=""0120011""","Supplies","$693,614",687,2,"$1,010"
"Bolton School District","=""0120011""","Property","$309,741",687,2,"$451"
"Bolton School District","=""0120011""","Other","$72,798",687,2,"$106"
"Bolton School District","=""0120011""","Total","$16,882,921",724,1,"$23,319"
"Booker T. Washington Academy District","=""2950013""","Salaries","$3,833,481",404,2,"$9,489"
"Booker T. Washington Academy District","=""2950013""","Employee Benefits","$788,129",404,2,"$1,951"
"Booker T. Washington Academy District","=""2950013""","Purchased Services","$2,059,859",404,2,"$5,099"
"Booker T. Washington Academy District","=""2950013""","Tuition","$0",0,4,"$0"
"Booker T. Washington Academy District","=""2950013""","Supplies","$323,511",404,2,"$801"
"Booker T. Washington Academy District","=""2950013""","Property","$84,312",404,2,"$209"
"Booker T. Washington Academy District","=""2950013""","Other","$2,244",404,2,"$6"
"Booker T. Washington Academy District","=""2950013""","Total","$7,091,536",404,1,"$17,553"
"Bozrah School District","=""0130011""","Salaries","$2,862,939",180,2,"$15,905"
"Bozrah School District","=""0130011""","Employee Benefits","$1,088,541",180,2,"$6,047"
"Bozrah School District","=""0130011""","Purchased Services","$901,690",180,2,"$5,009"
"Bozrah School District","=""0130011""","Tuition","$1,361,510",76,4,"$17,915"
"Bozrah School District","=""0130011""","Supplies","$311,852",180,2,"$1,733"
"Bozrah School District","=""0130011""","Property","$37,453",180,2,"$208"
"Bozrah School District","=""0130011""","Other","$14,841",180,2,"$82"
"Bozrah School District","=""0130011""","Total","$6,578,826",256,1,"$25,699"
"Branford School District","=""0140011""","Salaries","$39,091,966",2550,2,"$15,330"
"Branford School District","=""0140011""","Employee Benefits","$11,297,660",2550,2,"$4,430"
"Branford School District","=""0140011""","Purchased Services","$18,464,302",2550,2,"$7,241"
"Branford School District","=""0140011""","Tuition","$4,069,673",80,4,"$50,871"
"Branford School District","=""0140011""","Supplies","$3,121,140",2550,2,"$1,224"
"Branford School District","=""0140011""","Property","$1,167,622",2550,2,"$458"
"Branford School District","=""0140011""","Other","$97,831",2550,2,"$38"
"Branford School District","=""0140011""","Total","$77,310,194",2630,1,"$29,396"
"Brass City Charter School District","=""2900013""","Salaries","$3,632,865",401,2,"$9,060"
"Brass City Charter School District","=""2900013""","Employee Benefits","$787,870",401,2,"$1,965"
"Brass City Charter School District","=""2900013""","Purchased Services","$1,619,115",401,2,"$4,038"
"Brass City Charter School District","=""2900013""","Tuition","$0",0,4,"$0"
"Brass City Charter School District","=""2900013""","Supplies","$343,695",401,2,"$857"
"Brass City Charter School District","=""2900013""","Property","$78,585",401,2,"$196"
"Brass City Charter School District","=""2900013""","Other","$36,023",401,2,"$90"
"Brass City Charter School District","=""2900013""","Total","$6,498,153",401,1,"$16,205"
"Bridgeport School District","=""0150011""","Salaries","$189,179,639",20124,2,"$9,401"
"Bridgeport School District","=""0150011""","Employee Benefits","$72,143,362",20124,2,"$3,585"
"Bridgeport School District","=""0150011""","Purchased Services","$77,141,396",20124,2,"$3,833"
"Bridgeport School District","=""0150011""","Tuition","$35,274,928",659,4,"$53,528"
"Bridgeport School District","=""0150011""","Supplies","$5,589,922",20124,2,"$278"
"Bridgeport School District","=""0150011""","Property","$3,510,600",20124,2,"$174"
"Bridgeport School District","=""0150011""","Other","$400,376",20124,2,"$20"
"Bridgeport School District","=""0150011""","Total","$383,240,224",20783,1,"$18,440"
"Bristol School District","=""0170011""","Salaries","$94,174,350",7596,2,"$12,398"
"Bristol School District","=""0170011""","Employee Benefits","$25,581,852",7596,2,"$3,368"
"Bristol School District","=""0170011""","Purchased Services","$17,325,186",7596,2,"$2,281"
"Bristol School District","=""0170011""","Tuition","$24,296,270",417,4,"$58,264"
"Bristol School District","=""0170011""","Supplies","$5,569,270",7596,2,"$733"
"Bristol School District","=""0170011""","Property","$4,293,145",7596,2,"$565"
"Bristol School District","=""0170011""","Other","$595,052",7596,2,"$78"
"Bristol School District","=""0170011""","Total","$171,835,126",8013,1,"$21,445"
"Brookfield School District","=""0180011""","Salaries","$33,827,272",2529,2,"$13,376"
"Brookfield School District","=""0180011""","Employee Benefits","$9,473,355",2529,2,"$3,746"
"Brookfield School District","=""0180011""","Purchased Services","$7,201,476",2529,2,"$2,848"
"Brookfield School District","=""0180011""","Tuition","$3,833,280",61,4,"$62,841"
"Brookfield School District","=""0180011""","Supplies","$2,138,895",2529,2,"$846"
"Brookfield School District","=""0180011""","Property","$919,931",2529,2,"$364"
"Brookfield School District","=""0180011""","Other","$95,079",2529,2,"$38"
"Brookfield School District","=""0180011""","Total","$57,489,288",2590,1,"$22,197"
"Brooklyn School District","=""0190011""","Salaries","$10,491,408",842,2,"$12,460"
"Brooklyn School District","=""0190011""","Employee Benefits","$2,501,357",842,2,"$2,971"
"Brooklyn School District","=""0190011""","Purchased Services","$1,954,383",842,2,"$2,321"
"Brooklyn School District","=""0190011""","Tuition","$7,499,886",319,4,"$23,511"
"Brooklyn School District","=""0190011""","Supplies","$507,366",842,2,"$603"
"Brooklyn School District","=""0190011""","Property","$520,014",842,2,"$618"
"Brooklyn School District","=""0190011""","Other","$35,341",842,2,"$42"
"Brooklyn School District","=""0190011""","Total","$23,509,756",1161,1,"$20,250"
"Canaan School District","=""0210011""","Salaries","$1,760,715",70,2,"$25,153"
"Canaan School District","=""0210011""","Employee Benefits","$530,122",70,2,"$7,573"
"Canaan School District","=""0210011""","Purchased Services","$381,169",70,2,"$5,445"
"Canaan School District","=""0210011""","Supplies","$133,832",70,2,"$1,912"
"Canaan School District","=""0210011""","Property","$57,735",70,2,"$825"
"Canaan School District","=""0210011""","Other � Includes Tuition","$21,422",73,1,"$293"
"Canaan School District","=""0210011""","Total","$2,884,994",73,1,"$39,520"
"Canterbury School District","=""0220011""","Salaries","$6,833,268",508,2,"$13,451"
"Canterbury School District","=""0220011""","Employee Benefits","$1,747,888",508,2,"$3,441"
"Canterbury School District","=""0220011""","Purchased Services","$1,075,479",508,2,"$2,117"
"Canterbury School District","=""0220011""","Tuition","$2,909,416",164,4,"$17,740"
"Canterbury School District","=""0220011""","Supplies","$452,586",508,2,"$891"
"Canterbury School District","=""0220011""","Property","$297,032",508,2,"$585"
"Canterbury School District","=""0220011""","Other","$35,288",508,2,"$69"
"Canterbury School District","=""0220011""","Total","$13,350,956",672,1,"$19,867"
"Canton School District","=""0230011""","Salaries","$20,342,411",1416,2,"$14,366"
"Canton School District","=""0230011""","Employee Benefits","$6,213,694",1416,2,"$4,388"
"Canton School District","=""0230011""","Purchased Services","$4,430,332",1416,2,"$3,129"
"Canton School District","=""0230011""","Tuition","$3,259,217",49,4,"$66,515"
"Canton School District","=""0230011""","Supplies","$1,625,472",1416,2,"$1,148"
"Canton School District","=""0230011""","Property","$377,032",1416,2,"$266"
"Canton School District","=""0230011""","Other","$581,210",1416,2,"$410"
"Canton School District","=""0230011""","Total","$36,829,369",1465,1,"$25,140"
"Capital Preparatory Harbor School District","=""2970013""","Salaries","$4,226,521",775,2,"$5,454"
"Capital Preparatory Harbor School District","=""2970013""","Employee Benefits","$1,131,727",775,2,"$1,460"
"Capital Preparatory Harbor School District","=""2970013""","Purchased Services","$4,664,014",775,2,"$6,018"
"Capital Preparatory Harbor School District","=""2970013""","Tuition","$0",0,4,"$0"
"Capital Preparatory Harbor School District","=""2970013""","Supplies","$711,233",775,2,"$918"
"Capital Preparatory Harbor School District","=""2970013""","Property","$212,268",775,2,"$274"
"Capital Preparatory Harbor School District","=""2970013""","Other","$17,818",775,2,"$23"
"Capital Preparatory Harbor School District","=""2970013""","Total","$10,963,581",775,1,"$14,147"
"Capitol Region Education Council","=""2410014""","Salaries","$143,225,386",9299,2,"$15,402"
"Capitol Region Education Council","=""2410014""","Employee Benefits","$38,976,226",9299,2,"$4,191"
"Capitol Region Education Council","=""2410014""","Purchased Services","$97,757,688",9299,2,"$10,513"
"Capitol Region Education Council","=""2410014""","Tuition","$0",0,4,"$0"
"Capitol Region Education Council","=""2410014""","Supplies","$11,647,184",9299,2,"$1,253"
"Capitol Region Education Council","=""2410014""","Property","$1,285,923",9299,2,"$138"
"Capitol Region Education Council","=""2410014""","Other","$152,402",9299,2,"$16"
"Capitol Region Education Council","=""2410014""","Total","$293,044,809",9299,1,"$31,514"
"Chaplin School District","=""0240011""","Salaries","$2,359,133",150,2,"$15,728"
"Chaplin School District","=""0240011""","Employee Benefits","$512,645",150,2,"$3,418"
"Chaplin School District","=""0240011""","Purchased Services","$1,138,992",150,2,"$7,593"
"Chaplin School District","=""0240011""","Tuition","$48,780",14,4,"$3,484"
"Chaplin School District","=""0240011""","Supplies","$176,522",150,2,"$1,177"
"Chaplin School District","=""0240011""","Property","$36,554",150,2,"$244"
"Chaplin School District","=""0240011""","Other","$9,227",150,2,"$62"
"Chaplin School District","=""0240011""","Total","$4,281,853",164,1,"$26,109"
"Cheshire School District","=""0250011""","Salaries","$55,659,912",4301,2,"$12,941"
"Cheshire School District","=""0250011""","Employee Benefits","$17,924,914",4301,2,"$4,168"
"Cheshire School District","=""0250011""","Purchased Services","$11,959,164",4301,2,"$2,781"
"Cheshire School District","=""0250011""","Tuition","$2,606,150",50,4,"$52,123"
"Cheshire School District","=""0250011""","Supplies","$2,307,903",4301,2,"$537"
"Cheshire School District","=""0250011""","Property","$1,212,997",4301,2,"$282"
"Cheshire School District","=""0250011""","Other","$94,572",4301,2,"$22"
"Cheshire School District","=""0250011""","Total","$91,765,611",4351,1,"$21,091"
"Chester School District","=""0260011""","Salaries","$4,028,635",198,2,"$20,347"
"Chester School District","=""0260011""","Employee Benefits","$1,166,767",198,2,"$5,893"
"Chester School District","=""0260011""","Purchased Services","$653,388",198,2,"$3,300"
"Chester School District","=""0260011""","Tuition","$0",17,4,"$0"
"Chester School District","=""0260011""","Supplies","$312,568",198,2,"$1,579"
"Chester School District","=""0260011""","Property","$0",198,2,"$0"
"Chester School District","=""0260011""","Other","$-104,278",198,2,"$-527"
"Chester School District","=""0260011""","Total","$6,057,080",215,1,"$28,172"
"Clinton School District","=""0270011""","Salaries","$22,002,141",1423,2,"$15,462"
"Clinton School District","=""0270011""","Employee Benefits","$6,974,769",1423,2,"$4,901"
"Clinton School District","=""0270011""","Purchased Services","$4,578,840",1423,2,"$3,218"
"Clinton School District","=""0270011""","Tuition","$2,507,870",28,4,"$89,567"
"Clinton School District","=""0270011""","Supplies","$1,604,017",1423,2,"$1,127"
"Clinton School District","=""0270011""","Property","$503,886",1423,2,"$354"
"Clinton School District","=""0270011""","Other","$42,319",1423,2,"$30"
"Clinton School District","=""0270011""","Total","$38,213,843",1451,1,"$26,336"
"Colchester School District","=""0280011""","Salaries","$30,271,819",2090,2,"$14,484"
"Colchester School District","=""0280011""","Employee Benefits","$5,781,681",2090,2,"$2,766"
"Colchester School District","=""0280011""","Purchased Services","$6,091,995",2090,2,"$2,915"
"Colchester School District","=""0280011""","Tuition","$2,437,385",50,4,"$48,748"
"Colchester School District","=""0280011""","Supplies","$2,673,967",2090,2,"$1,279"
"Colchester School District","=""0280011""","Property","$645,353",2090,2,"$309"
"Colchester School District","=""0280011""","Other","$463,695",2090,2,"$222"
"Colchester School District","=""0280011""","Total","$48,365,894",2140,1,"$22,601"
"Colebrook School District","=""0290011""","Salaries","$1,353,388",61,2,"$22,187"
"Colebrook School District","=""0290011""","Employee Benefits","$236,349",61,2,"$3,875"
"Colebrook School District","=""0290011""","Purchased Services","$478,803",61,2,"$7,849"
"Colebrook School District","=""0290011""","Supplies","$96,383",61,2,"$1,580"
"Colebrook School District","=""0290011""","Property","$515",61,2,"$8"
"Colebrook School District","=""0290011""","Other � Includes Tuition","$37,149",66,1,"$563"
"Colebrook School District","=""0290011""","Total","$2,202,587",66,1,"$33,373"
"Columbia School District","=""0300011""","Salaries","$6,878,316",440,2,"$15,633"
"Columbia School District","=""0300011""","Employee Benefits","$1,725,875",440,2,"$3,922"
"Columbia School District","=""0300011""","Purchased Services","$1,699,877",440,2,"$3,863"
"Columbia School District","=""0300011""","Tuition","$3,078,399",178,4,"$17,294"
"Columbia School District","=""0300011""","Supplies","$377,049",440,2,"$857"
"Columbia School District","=""0300011""","Property","$149,848",440,2,"$341"
"Columbia School District","=""0300011""","Other","$30,907",440,2,"$70"
"Columbia School District","=""0300011""","Total","$13,940,271",618,1,"$22,557"
"Common Ground High School District","=""2680013""","Salaries","$2,528,502",221,2,"$11,441"
"Common Ground High School District","=""2680013""","Employee Benefits","$551,324",221,2,"$2,495"
"Common Ground High School District","=""2680013""","Purchased Services","$1,186,936",221,2,"$5,371"
"Common Ground High School District","=""2680013""","Tuition","$0",0,4,"$0"
"Common Ground High School District","=""2680013""","Supplies","$155,171",221,2,"$702"
"Common Ground High School District","=""2680013""","Property","$0",221,2,"$0"
"Common Ground High School District","=""2680013""","Other","$26,195",221,2,"$119"
"Common Ground High School District","=""2680013""","Total","$4,448,128",221,1,"$20,127"
"Connecticut Technical Education and Career System","=""9000016""","Salaries","$176,377,657",11338,2,"$15,556"
"Connecticut Technical Education and Career System","=""9000016""","Employee Benefits","$119,341,388",11338,2,"$10,526"
"Connecticut Technical Education and Career System","=""9000016""","Purchased Services","$37,011,983",11338,2,"$3,264"
"Connecticut Technical Education and Career System","=""9000016""","Tuition","$0",0,4,"$0"
"Connecticut Technical Education and Career System","=""9000016""","Supplies","$13,418,679",11338,2,"$1,184"
"Connecticut Technical Education and Career System","=""9000016""","Property","$4,655,096",11338,2,"$411"
"Connecticut Technical Education and Career System","=""9000016""","Other","$140,214",11338,2,"$12"
"Connecticut Technical Education and Career System","=""9000016""","Total","$350,945,017",11338,1,"$30,953"
"Cooperative Educational Services","=""2430014""","Salaries","$26,612,469",967,2,"$27,521"
"Cooperative Educational Services","=""2430014""","Employee Benefits","$5,474,094",967,2,"$5,661"
"Cooperative Educational Services","=""2430014""","Purchased Services","$8,063,464",967,2,"$8,339"
"Cooperative Educational Services","=""2430014""","Tuition","$0",0,4,"$0"
"Cooperative Educational Services","=""2430014""","Supplies","$793,968",967,2,"$821"
"Cooperative Educational Services","=""2430014""","Property","$533,829",967,2,"$552"
"Cooperative Educational Services","=""2430014""","Other","$8,574",967,2,"$9"
"Cooperative Educational Services","=""2430014""","Total","$41,486,399",967,1,"$42,902"
"Cornwall School District","=""0310011""","Salaries","$2,282,533",86,2,"$26,541"
"Cornwall School District","=""0310011""","Employee Benefits","$613,224",86,2,"$7,131"
"Cornwall School District","=""0310011""","Purchased Services","$491,209",86,2,"$5,712"
"Cornwall School District","=""0310011""","Supplies","$159,080",86,2,"$1,850"
"Cornwall School District","=""0310011""","Property","$8,958",86,2,"$104"
"Cornwall School District","=""0310011""","Other � Includes Tuition","$23,269",89,1,"$261"
"Cornwall School District","=""0310011""","Total","$3,578,274",89,1,"$40,205"
"Coventry School District","=""0320011""","Salaries","$20,411,310",1608,2,"$12,694"
"Coventry School District","=""0320011""","Employee Benefits","$5,239,848",1608,2,"$3,259"
"Coventry School District","=""0320011""","Purchased Services","$4,101,101",1608,2,"$2,550"
"Coventry School District","=""0320011""","Tuition","$1,186,595",61,4,"$19,452"
"Coventry School District","=""0320011""","Supplies","$1,218,051",1608,2,"$757"
"Coventry School District","=""0320011""","Property","$220,260",1608,2,"$137"
"Coventry School District","=""0320011""","Other","$156,794",1608,2,"$98"
"Coventry School District","=""0320011""","Total","$32,533,959",1669,1,"$19,493"
"Cromwell School District","=""0330011""","Salaries","$24,103,680",1816,2,"$13,273"
"Cromwell School District","=""0330011""","Employee Benefits","$6,089,032",1816,2,"$3,353"
"Cromwell School District","=""0330011""","Purchased Services","$5,788,982",1816,2,"$3,188"
"Cromwell School District","=""0330011""","Tuition","$5,030,732",106,4,"$47,460"
"Cromwell School District","=""0330011""","Supplies","$1,447,562",1816,2,"$797"
"Cromwell School District","=""0330011""","Property","$442,588",1816,2,"$244"
"Cromwell School District","=""0330011""","Other","$76,766",1816,2,"$42"
"Cromwell School District","=""0330011""","Total","$42,979,341",1922,1,"$22,362"
"Danbury School District","=""0340011""","Salaries","$119,853,142",11922,2,"$10,053"
"Danbury School District","=""0340011""","Employee Benefits","$36,672,430",11922,2,"$3,076"
"Danbury School District","=""0340011""","Purchased Services","$32,952,421",11922,2,"$2,764"
"Danbury School District","=""0340011""","Tuition","$5,850,632",84,4,"$69,650"
"Danbury School District","=""0340011""","Supplies","$10,595,630",11922,2,"$889"
"Danbury School District","=""0340011""","Property","$8,224,984",11922,2,"$690"
"Danbury School District","=""0340011""","Other","$119,594",11922,2,"$10"
"Danbury School District","=""0340011""","Total","$214,268,833",12006,1,"$17,847"
"Darien School District","=""0350011""","Salaries","$78,494,369",4649,2,"$16,884"
"Darien School District","=""0350011""","Employee Benefits","$21,221,055",4649,2,"$4,565"
"Darien School District","=""0350011""","Purchased Services","$10,812,763",4649,2,"$2,326"
"Darien School District","=""0350011""","Tuition","$7,758,370",42,4,"$184,723"
"Darien School District","=""0350011""","Supplies","$5,815,045",4649,2,"$1,251"
"Darien School District","=""0350011""","Property","$1,580,477",4649,2,"$340"
"Darien School District","=""0350011""","Other","$118,217",4649,2,"$25"
"Darien School District","=""0350011""","Total","$125,800,296",4691,1,"$26,817"
"Deep River School District","=""0360011""","Salaries","$3,999,632",189,2,"$21,162"
"Deep River School District","=""0360011""","Employee Benefits","$1,346,555",189,2,"$7,125"
"Deep River School District","=""0360011""","Purchased Services","$641,472",189,2,"$3,394"
"Deep River School District","=""0360011""","Tuition","$101,241",30,4,"$3,375"
"Deep River School District","=""0360011""","Supplies","$213,018",189,2,"$1,127"
"Deep River School District","=""0360011""","Property","$3,924",189,2,"$21"
"Deep River School District","=""0360011""","Other","$5,224",189,2,"$28"
"Deep River School District","=""0360011""","Total","$6,311,066",219,1,"$28,818"
"Derby School District","=""0370011""","Salaries","$18,578,678",1303,2,"$14,258"
"Derby School District","=""0370011""","Employee Benefits","$7,310,342",1303,2,"$5,610"
"Derby School District","=""0370011""","Purchased Services","$4,699,618",1303,2,"$3,607"
"Derby School District","=""0370011""","Tuition","$3,179,966",95,4,"$33,473"
"Derby School District","=""0370011""","Supplies","$1,451,569",1303,2,"$1,114"
"Derby School District","=""0370011""","Property","$183,275",1303,2,"$141"
"Derby School District","=""0370011""","Other","$94,992",1303,2,"$73"
"Derby School District","=""0370011""","Total","$35,498,440",1398,1,"$25,392"
"East Granby School District","=""0400011""","Salaries","$12,905,918",873,2,"$14,783"
"East Granby School District","=""0400011""","Employee Benefits","$3,183,176",873,2,"$3,646"
"East Granby School District","=""0400011""","Purchased Services","$2,526,136",873,2,"$2,894"
"East Granby School District","=""0400011""","Tuition","$1,479,444",58,4,"$25,508"
