"Per Pupil Expenditures by Object (District), 2022-23"
"All Districts"
"Notes:"
"Expenditures exclude food services not funded by local funds, debt, capital (other than equipment), adult education, community services, and state contributions to Teachers' Retirement."
"All amounts include regular and special education."
"This report is based upon data reported by school districts; questions concerning report data should be addressed to the school district."

"Pupil Basis: 1 = Enrollment plus outplaced pupils, 2 = Enrollment in district schools, 4 = Outplaced pupils"
"*Tuition expenditures are included with Other expenditures when fewer than six students are outplaced."

"District","District Code","Object","Expenditures","Pupils","Pupil Basis","PPE"
"Andover School District","=""0010011""","Other � Includes Tuition","$148,828",198,1,"$752"
"Andover School District","=""0010011""","Total","$4,520,748",198,1,"$22,832"
"Ansonia School District","=""0020011""","Salaries","$24,611,454",2313,2,"$10,640"
"Ansonia School District","=""0020011""","Employee Benefits","$6,603,442",2313,2,"$2,855"
"Ansonia School District","=""0020011""","Purchased Services","$8,498,906",2313,2,"$3,674"
"Ansonia School District","=""0020011""","Tuition","$5,213,105",209,4,"$24,943"
"Ansonia School District","=""0020011""","Supplies","$1,439,807",2313,2,"$622"
"Ansonia School District","=""0020011""","Property","$1,180,220",2313,2,"$510"
"Ansonia School District","=""0020011""","Other","$30,002",2313,2,"$13"
"Ansonia School District","=""0020011""","Total","$47,576,937",2522,1,"$18,865"
"Area Cooperative Educational Services","=""2440014""","Salaries","$57,425,554",2005,2,"$28,641"
"Area Cooperative Educational Services","=""2440014""","Employee Benefits","$16,923,332",2005,2,"$8,441"
"Area Cooperative Educational Services","=""2440014""","Purchased Services","$17,552,953",2005,2,"$8,755"
"Area Cooperative Educational Services","=""2440014""","Tuition","$0",0,4,"$0"
"Area Cooperative Educational Services","=""2440014""","Supplies","$3,918,667",2005,2,"$1,954"
"Area Cooperative Educational Services","=""2440014""","Property","$2,611,541",2005,2,"$1,303"
"Area Cooperative Educational Services","=""2440014""","Other","$246,736",2005,2,"$123"
"Area Cooperative Educational Services","=""2440014""","Total","$98,678,783",2005,1,"$49,216"
"Ashford School District","=""0030011""","Salaries","$5,142,222",367,2,"$14,012"
"Ashford School District","=""0030011""","Employee Benefits","$1,823,164",367,2,"$4,968"
"Ashford School District","=""0030011""","Purchased Services","$858,573",367,2,"$2,339"
"Ashford School District","=""0030011""","Tuition","$224,246",8,4,"$28,031"
"Ashford School District","=""0030011""","Supplies","$700,784",367,2,"$1,909"
"Ashford School District","=""0030011""","Property","$248,056",367,2,"$676"
"Ashford School District","=""0030011""","Other","$20,111",367,2,"$55"
"Ashford School District","=""0030011""","Total","$9,017,154",375,1,"$24,046"
"Avon School District","=""0040011""","Salaries","$41,732,515",3086,2,"$13,523"
"Avon School District","=""0040011""","Employee Benefits","$10,459,200",3086,2,"$3,389"
"Avon School District","=""0040011""","Purchased Services","$6,702,883",3086,2,"$2,172"
"Avon School District","=""0040011""","Tuition","$3,008,335",105,4,"$28,651"
"Avon School District","=""0040011""","Supplies","$2,522,082",3086,2,"$817"
"Avon School District","=""0040011""","Property","$1,893,537",3086,2,"$614"
"Avon School District","=""0040011""","Other","$144,355",3086,2,"$47"
"Avon School District","=""0040011""","Total","$66,462,907",3191,1,"$20,828"
"Barkhamsted School District","=""0050011""","Salaries","$2,258,108",208,2,"$10,856"
"Barkhamsted School District","=""0050011""","Employee Benefits","$591,161",208,2,"$2,842"
"Barkhamsted School District","=""0050011""","Purchased Services","$1,306,317",208,2,"$6,280"
"Barkhamsted School District","=""0050011""","Supplies","$187,034",208,2,"$899"
"Barkhamsted School District","=""0050011""","Property","$77,333",208,2,"$372"
"Barkhamsted School District","=""0050011""","Other � Includes Tuition","$370,187",212,1,"$1,746"
"Barkhamsted School District","=""0050011""","Total","$4,790,141",212,1,"$22,595"
"Berlin School District","=""0070011""","Salaries","$36,694,569",2658,2,"$13,805"
"Berlin School District","=""0070011""","Employee Benefits","$8,080,980",2658,2,"$3,040"
"Berlin School District","=""0070011""","Purchased Services","$6,537,738",2658,2,"$2,460"
"Berlin School District","=""0070011""","Tuition","$3,239,404",93,4,"$34,832"
"Berlin School District","=""0070011""","Supplies","$1,504,847",2658,2,"$566"
"Berlin School District","=""0070011""","Property","$2,440,531",2658,2,"$918"
"Berlin School District","=""0070011""","Other","$84,545",2658,2,"$32"
"Berlin School District","=""0070011""","Total","$58,582,616",2751,1,"$21,295"
"Bethany School District","=""0080011""","Salaries","$5,052,060",429,2,"$11,776"
"Bethany School District","=""0080011""","Employee Benefits","$851,222",429,2,"$1,984"
"Bethany School District","=""0080011""","Purchased Services","$1,269,688",429,2,"$2,960"
"Bethany School District","=""0080011""","Supplies","$295,686",429,2,"$689"
"Bethany School District","=""0080011""","Property","$504,099",429,2,"$1,175"
"Bethany School District","=""0080011""","Other � Includes Tuition","$178,756",434,1,"$412"
"Bethany School District","=""0080011""","Total","$8,151,511",434,1,"$18,782"
"Bethel School District","=""0090011""","Salaries","$37,125,296",3206,2,"$11,580"
"Bethel School District","=""0090011""","Employee Benefits","$10,652,497",3206,2,"$3,323"
"Bethel School District","=""0090011""","Purchased Services","$7,672,248",3206,2,"$2,393"
"Bethel School District","=""0090011""","Tuition","$2,595,128",48,4,"$54,065"
"Bethel School District","=""0090011""","Supplies","$1,156,128",3206,2,"$361"
"Bethel School District","=""0090011""","Property","$1,022,980",3206,2,"$319"
"Bethel School District","=""0090011""","Other","$81,909",3206,2,"$26"
"Bethel School District","=""0090011""","Total","$60,306,187",3254,1,"$18,533"
"Bloomfield School District","=""0110011""","Salaries","$32,757,044",2033,2,"$16,113"
"Bloomfield School District","=""0110011""","Employee Benefits","$12,071,646",2033,2,"$5,938"
"Bloomfield School District","=""0110011""","Purchased Services","$8,549,782",2033,2,"$4,206"
"Bloomfield School District","=""0110011""","Tuition","$7,425,858",724,4,"$10,257"
"Bloomfield School District","=""0110011""","Supplies","$1,690,237",2033,2,"$831"
"Bloomfield School District","=""0110011""","Property","$169,162",2033,2,"$83"
"Bloomfield School District","=""0110011""","Other","$146,790",2033,2,"$72"
"Bloomfield School District","=""0110011""","Total","$62,810,519",2757,1,"$22,782"
"Bolton School District","=""0120011""","Salaries","$10,064,031",732,2,"$13,749"
"Bolton School District","=""0120011""","Employee Benefits","$2,638,669",732,2,"$3,605"
"Bolton School District","=""0120011""","Purchased Services","$1,935,022",732,2,"$2,643"
"Bolton School District","=""0120011""","Tuition","$342,909",30,4,"$11,430"
"Bolton School District","=""0120011""","Supplies","$582,031",732,2,"$795"
"Bolton School District","=""0120011""","Property","$159,994",732,2,"$219"
"Bolton School District","=""0120011""","Other","$39,148",732,2,"$53"
"Bolton School District","=""0120011""","Total","$15,761,803",762,1,"$20,685"
"Booker T. Washington Academy District","=""2950013""","Salaries","$3,550,721",444,2,"$7,997"
"Booker T. Washington Academy District","=""2950013""","Employee Benefits","$662,115",444,2,"$1,491"
"Booker T. Washington Academy District","=""2950013""","Purchased Services","$1,812,069",444,2,"$4,081"
"Booker T. Washington Academy District","=""2950013""","Tuition","$0",0,4,"$0"
"Booker T. Washington Academy District","=""2950013""","Supplies","$363,012",444,2,"$818"
"Booker T. Washington Academy District","=""2950013""","Property","$80,998",444,2,"$182"
"Booker T. Washington Academy District","=""2950013""","Other","$0",444,2,"$0"
"Booker T. Washington Academy District","=""2950013""","Total","$6,468,915",444,1,"$14,570"
"Bozrah School District","=""0130011""","Salaries","$2,789,627",167,2,"$16,704"
"Bozrah School District","=""0130011""","Employee Benefits","$1,122,324",167,2,"$6,721"
"Bozrah School District","=""0130011""","Purchased Services","$780,568",167,2,"$4,674"
"Bozrah School District","=""0130011""","Tuition","$1,975,274",102,4,"$19,365"
"Bozrah School District","=""0130011""","Supplies","$328,021",167,2,"$1,964"
"Bozrah School District","=""0130011""","Property","$95,483",167,2,"$572"
"Bozrah School District","=""0130011""","Other","$7,575",167,2,"$45"
"Bozrah School District","=""0130011""","Total","$7,098,872",269,1,"$26,390"
"Branford School District","=""0140011""","Salaries","$37,668,205",2644,2,"$14,247"
"Branford School District","=""0140011""","Employee Benefits","$11,658,207",2644,2,"$4,409"
"Branford School District","=""0140011""","Purchased Services","$9,471,661",2644,2,"$3,582"
"Branford School District","=""0140011""","Tuition","$3,170,612",79,4,"$40,134"
"Branford School District","=""0140011""","Supplies","$2,552,015",2644,2,"$965"
"Branford School District","=""0140011""","Property","$415,204",2644,2,"$157"
"Branford School District","=""0140011""","Other","$289,828",2644,2,"$110"
"Branford School District","=""0140011""","Total","$65,225,731",2723,1,"$23,954"
"Brass City Charter School District","=""2900013""","Salaries","$3,740,738",360,2,"$10,391"
"Brass City Charter School District","=""2900013""","Employee Benefits","$793,298",360,2,"$2,204"
"Brass City Charter School District","=""2900013""","Purchased Services","$979,483",360,2,"$2,721"
"Brass City Charter School District","=""2900013""","Tuition","$0",0,4,"$0"
"Brass City Charter School District","=""2900013""","Supplies","$277,670",360,2,"$771"
"Brass City Charter School District","=""2900013""","Property","$28,057",360,2,"$78"
"Brass City Charter School District","=""2900013""","Other","$24,053",360,2,"$67"
"Brass City Charter School District","=""2900013""","Total","$5,843,299",360,1,"$16,231"
"Bridgeport School District","=""0150011""","Salaries","$184,055,490",19503,2,"$9,437"
"Bridgeport School District","=""0150011""","Employee Benefits","$68,155,889",19503,2,"$3,495"
"Bridgeport School District","=""0150011""","Purchased Services","$68,815,005",19503,2,"$3,528"
"Bridgeport School District","=""0150011""","Tuition","$29,135,363",693,4,"$42,042"
"Bridgeport School District","=""0150011""","Supplies","$8,802,571",19503,2,"$451"
"Bridgeport School District","=""0150011""","Property","$10,685,403",19503,2,"$548"
"Bridgeport School District","=""0150011""","Other","$5,282,202",19503,2,"$271"
"Bridgeport School District","=""0150011""","Total","$374,931,922",20196,1,"$18,565"
"Bristol School District","=""0170011""","Salaries","$89,383,538",7663,2,"$11,664"
"Bristol School District","=""0170011""","Employee Benefits","$22,901,068",7663,2,"$2,989"
"Bristol School District","=""0170011""","Purchased Services","$24,721,739",7663,2,"$3,226"
"Bristol School District","=""0170011""","Tuition","$20,019,931",430,4,"$46,558"
"Bristol School District","=""0170011""","Supplies","$2,519,986",7663,2,"$329"
"Bristol School District","=""0170011""","Property","$595,001",7663,2,"$78"
"Bristol School District","=""0170011""","Other","$1,709,305",7663,2,"$223"
"Bristol School District","=""0170011""","Total","$161,850,567",8093,1,"$19,999"
"Brookfield School District","=""0180011""","Salaries","$31,807,237",2550,2,"$12,473"
"Brookfield School District","=""0180011""","Employee Benefits","$8,928,483",2550,2,"$3,501"
"Brookfield School District","=""0180011""","Purchased Services","$7,391,007",2550,2,"$2,898"
"Brookfield School District","=""0180011""","Tuition","$3,338,612",78,4,"$42,803"
"Brookfield School District","=""0180011""","Supplies","$896,573",2550,2,"$352"
"Brookfield School District","=""0180011""","Property","$695,899",2550,2,"$273"
"Brookfield School District","=""0180011""","Other","$86,560",2550,2,"$34"
"Brookfield School District","=""0180011""","Total","$53,144,371",2628,1,"$20,222"
"Brooklyn School District","=""0190011""","Salaries","$9,829,337",890,2,"$11,044"
"Brooklyn School District","=""0190011""","Employee Benefits","$2,562,641",890,2,"$2,879"
"Brooklyn School District","=""0190011""","Purchased Services","$2,125,055",890,2,"$2,388"
"Brooklyn School District","=""0190011""","Tuition","$6,664,685",354,4,"$18,827"
"Brooklyn School District","=""0190011""","Supplies","$645,447",890,2,"$725"
"Brooklyn School District","=""0190011""","Property","$506,213",890,2,"$569"
"Brooklyn School District","=""0190011""","Other","$30,333",890,2,"$34"
"Brooklyn School District","=""0190011""","Total","$22,363,711",1244,1,"$17,977"
"Canaan School District","=""0210011""","Salaries","$1,570,817",72,2,"$21,817"
"Canaan School District","=""0210011""","Employee Benefits","$448,709",72,2,"$6,232"
"Canaan School District","=""0210011""","Purchased Services","$380,263",72,2,"$5,281"
"Canaan School District","=""0210011""","Supplies","$143,678",72,2,"$1,996"
"Canaan School District","=""0210011""","Property","$93,997",72,2,"$1,306"
"Canaan School District","=""0210011""","Other � Includes Tuition","$26,104",76,1,"$343"
"Canaan School District","=""0210011""","Total","$2,663,568",76,1,"$35,047"
"Canterbury School District","=""0220011""","Salaries","$6,066,862",468,2,"$12,963"
"Canterbury School District","=""0220011""","Employee Benefits","$1,680,091",468,2,"$3,590"
"Canterbury School District","=""0220011""","Purchased Services","$918,014",468,2,"$1,962"
"Canterbury School District","=""0220011""","Tuition","$3,043,695",192,4,"$15,853"
"Canterbury School District","=""0220011""","Supplies","$499,056",468,2,"$1,066"
"Canterbury School District","=""0220011""","Property","$239,048",468,2,"$511"
"Canterbury School District","=""0220011""","Other","$19,791",468,2,"$42"
"Canterbury School District","=""0220011""","Total","$12,466,559",660,1,"$18,889"
"Canton School District","=""0230011""","Salaries","$19,086,120",1508,2,"$12,657"
"Canton School District","=""0230011""","Employee Benefits","$5,578,102",1508,2,"$3,699"
"Canton School District","=""0230011""","Purchased Services","$3,246,108",1508,2,"$2,153"
"Canton School District","=""0230011""","Tuition","$1,809,920",46,4,"$39,346"
"Canton School District","=""0230011""","Supplies","$816,715",1508,2,"$542"
"Canton School District","=""0230011""","Property","$558,841",1508,2,"$371"
"Canton School District","=""0230011""","Other","$1,180,500",1508,2,"$783"
"Canton School District","=""0230011""","Total","$32,276,307",1554,1,"$20,770"
"Capital Preparatory Harbor School District","=""2970013""","Salaries","$3,865,419",772,2,"$5,007"
"Capital Preparatory Harbor School District","=""2970013""","Employee Benefits","$1,211,955",772,2,"$1,570"
"Capital Preparatory Harbor School District","=""2970013""","Purchased Services","$5,079,468",772,2,"$6,580"
"Capital Preparatory Harbor School District","=""2970013""","Tuition","$0",0,4,"$0"
"Capital Preparatory Harbor School District","=""2970013""","Supplies","$488,561",772,2,"$633"
"Capital Preparatory Harbor School District","=""2970013""","Property","$180,196",772,2,"$233"
"Capital Preparatory Harbor School District","=""2970013""","Other","$27,886",772,2,"$36"
"Capital Preparatory Harbor School District","=""2970013""","Total","$10,853,485",772,1,"$14,059"
"Capitol Region Education Council","=""2410014""","Salaries","$125,684,637",9248,2,"$13,590"
"Capitol Region Education Council","=""2410014""","Employee Benefits","$34,031,741",9248,2,"$3,680"
"Capitol Region Education Council","=""2410014""","Purchased Services","$84,267,137",9248,2,"$9,112"
"Capitol Region Education Council","=""2410014""","Tuition","$0",0,4,"$0"
"Capitol Region Education Council","=""2410014""","Supplies","$10,047,615",9248,2,"$1,086"
"Capitol Region Education Council","=""2410014""","Property","$2,097,901",9248,2,"$227"
"Capitol Region Education Council","=""2410014""","Other","$164,376",9248,2,"$18"
"Capitol Region Education Council","=""2410014""","Total","$256,293,407",9248,1,"$27,713"
"Chaplin School District","=""0240011""","Salaries","$2,270,984",144,2,"$15,771"
"Chaplin School District","=""0240011""","Employee Benefits","$489,401",144,2,"$3,399"
"Chaplin School District","=""0240011""","Purchased Services","$933,270",144,2,"$6,481"
"Chaplin School District","=""0240011""","Tuition","$56,628",11,4,"$5,148"
"Chaplin School District","=""0240011""","Supplies","$263,433",144,2,"$1,829"
"Chaplin School District","=""0240011""","Property","$78,633",144,2,"$546"
"Chaplin School District","=""0240011""","Other","$71,651",144,2,"$498"
"Chaplin School District","=""0240011""","Total","$4,163,999",155,1,"$26,865"
"Cheshire School District","=""0250011""","Salaries","$52,211,598",4198,2,"$12,437"
"Cheshire School District","=""0250011""","Employee Benefits","$15,149,887",4198,2,"$3,609"
"Cheshire School District","=""0250011""","Purchased Services","$10,365,304",4198,2,"$2,469"
"Cheshire School District","=""0250011""","Tuition","$2,117,143",44,4,"$48,117"
"Cheshire School District","=""0250011""","Supplies","$2,278,606",4198,2,"$543"
"Cheshire School District","=""0250011""","Property","$1,184,134",4198,2,"$282"
"Cheshire School District","=""0250011""","Other","$81,669",4198,2,"$19"
"Cheshire School District","=""0250011""","Total","$83,388,342",4242,1,"$19,658"
"Chester School District","=""0260011""","Salaries","$3,590,906",222,2,"$16,175"
"Chester School District","=""0260011""","Employee Benefits","$1,165,293",222,2,"$5,249"
"Chester School District","=""0260011""","Purchased Services","$645,056",222,2,"$2,906"
"Chester School District","=""0260011""","Tuition","$0",13,4,"$0"
"Chester School District","=""0260011""","Supplies","$271,313",222,2,"$1,222"
"Chester School District","=""0260011""","Property","$1,248",222,2,"$6"
"Chester School District","=""0260011""","Other","$4,234",222,2,"$19"
"Chester School District","=""0260011""","Total","$5,678,050",235,1,"$24,162"
"Clinton School District","=""0270011""","Salaries","$20,647,298",1491,2,"$13,848"
"Clinton School District","=""0270011""","Employee Benefits","$6,438,980",1491,2,"$4,319"
"Clinton School District","=""0270011""","Purchased Services","$5,929,713",1491,2,"$3,977"
"Clinton School District","=""0270011""","Tuition","$1,548,933",30,4,"$51,631"
"Clinton School District","=""0270011""","Supplies","$1,646,591",1491,2,"$1,104"
"Clinton School District","=""0270011""","Property","$615,831",1491,2,"$413"
"Clinton School District","=""0270011""","Other","$58,587",1491,2,"$39"
"Clinton School District","=""0270011""","Total","$36,885,932",1521,1,"$24,251"
"Colchester School District","=""0280011""","Salaries","$28,374,003",2229,2,"$12,729"
"Colchester School District","=""0280011""","Employee Benefits","$5,223,791",2229,2,"$2,344"
"Colchester School District","=""0280011""","Purchased Services","$5,618,341",2229,2,"$2,521"
"Colchester School District","=""0280011""","Tuition","$2,036,842",60,4,"$33,947"
"Colchester School District","=""0280011""","Supplies","$2,536,011",2229,2,"$1,138"
"Colchester School District","=""0280011""","Property","$1,059,814",2229,2,"$475"
"Colchester School District","=""0280011""","Other","$546,332",2229,2,"$245"
"Colchester School District","=""0280011""","Total","$45,395,135",2289,1,"$19,832"
"Colebrook School District","=""0290011""","Salaries","$1,361,980",72,2,"$18,916"
"Colebrook School District","=""0290011""","Employee Benefits","$218,580",72,2,"$3,036"
"Colebrook School District","=""0290011""","Purchased Services","$593,562",72,2,"$8,244"
"Colebrook School District","=""0290011""","Supplies","$100,902",72,2,"$1,401"
"Colebrook School District","=""0290011""","Property","$135,458",72,2,"$1,881"
"Colebrook School District","=""0290011""","Other � Includes Tuition","$34,931",77,1,"$454"
"Colebrook School District","=""0290011""","Total","$2,445,413",77,1,"$31,759"
"Columbia School District","=""0300011""","Salaries","$6,558,696",462,2,"$14,196"
"Columbia School District","=""0300011""","Employee Benefits","$1,653,746",462,2,"$3,580"
"Columbia School District","=""0300011""","Purchased Services","$1,510,506",462,2,"$3,269"
"Columbia School District","=""0300011""","Tuition","$3,153,143",202,4,"$15,610"
"Columbia School District","=""0300011""","Supplies","$292,600",462,2,"$633"
"Columbia School District","=""0300011""","Property","$48,635",462,2,"$105"
"Columbia School District","=""0300011""","Other","$21,128",462,2,"$46"
"Columbia School District","=""0300011""","Total","$13,238,454",664,1,"$19,937"
"Common Ground High School District","=""2680013""","Salaries","$2,709,110",226,2,"$11,987"
"Common Ground High School District","=""2680013""","Employee Benefits","$638,039",226,2,"$2,823"
"Common Ground High School District","=""2680013""","Purchased Services","$939,538",226,2,"$4,157"
"Common Ground High School District","=""2680013""","Tuition","$0",0,4,"$0"
"Common Ground High School District","=""2680013""","Supplies","$218,812",226,2,"$968"
"Common Ground High School District","=""2680013""","Property","$0",226,2,"$0"
"Common Ground High School District","=""2680013""","Other","$42,774",226,2,"$189"
"Common Ground High School District","=""2680013""","Total","$4,548,273",226,1,"$20,125"
"Connecticut Technical Education and Career System","=""9000016""","Salaries","$165,652,272",11251,2,"$14,723"
"Connecticut Technical Education and Career System","=""9000016""","Employee Benefits","$113,209,381",11251,2,"$10,062"
"Connecticut Technical Education and Career System","=""9000016""","Purchased Services","$24,365,256",11251,2,"$2,166"
"Connecticut Technical Education and Career System","=""9000016""","Tuition","$0",0,4,"$0"
"Connecticut Technical Education and Career System","=""9000016""","Supplies","$11,027,553",11251,2,"$980"
"Connecticut Technical Education and Career System","=""9000016""","Property","$4,676,119",11251,2,"$416"
"Connecticut Technical Education and Career System","=""9000016""","Other","$310,701",11251,2,"$28"
"Connecticut Technical Education and Career System","=""9000016""","Total","$319,241,282",11251,1,"$28,374"
"Cooperative Educational Services","=""2430014""","Salaries","$24,819,933",998,2,"$24,870"
"Cooperative Educational Services","=""2430014""","Employee Benefits","$5,416,109",998,2,"$5,427"
"Cooperative Educational Services","=""2430014""","Purchased Services","$7,190,113",998,2,"$7,205"
"Cooperative Educational Services","=""2430014""","Tuition","$0",0,4,"$0"
"Cooperative Educational Services","=""2430014""","Supplies","$509,549",998,2,"$511"
"Cooperative Educational Services","=""2430014""","Property","$316,663",998,2,"$317"
"Cooperative Educational Services","=""2430014""","Other","$11,094",998,2,"$11"
"Cooperative Educational Services","=""2430014""","Total","$38,263,461",998,1,"$38,340"
"Cornwall School District","=""0310011""","Salaries","$2,096,505",94,2,"$22,303"
"Cornwall School District","=""0310011""","Employee Benefits","$601,466",94,2,"$6,399"
"Cornwall School District","=""0310011""","Purchased Services","$469,943",94,2,"$4,999"
"Cornwall School District","=""0310011""","Tuition","$4,833",6,4,"$805"
"Cornwall School District","=""0310011""","Supplies","$179,450",94,2,"$1,909"
"Cornwall School District","=""0310011""","Property","$22,436",94,2,"$239"
"Cornwall School District","=""0310011""","Other","$7,787",94,2,"$83"
"Cornwall School District","=""0310011""","Total","$3,382,421",100,1,"$33,824"
"Coventry School District","=""0320011""","Salaries","$19,268,122",1653,2,"$11,656"
"Coventry School District","=""0320011""","Employee Benefits","$5,115,486",1653,2,"$3,095"
"Coventry School District","=""0320011""","Purchased Services","$3,613,985",1653,2,"$2,186"
"Coventry School District","=""0320011""","Tuition","$1,187,616",63,4,"$18,851"
"Coventry School District","=""0320011""","Supplies","$1,198,605",1653,2,"$725"
"Coventry School District","=""0320011""","Property","$380,216",1653,2,"$230"
"Coventry School District","=""0320011""","Other","$177,123",1653,2,"$107"
"Coventry School District","=""0320011""","Total","$30,941,153",1716,1,"$18,031"
"Cromwell School District","=""0330011""","Salaries","$22,506,257",1923,2,"$11,704"
"Cromwell School District","=""0330011""","Employee Benefits","$5,723,821",1923,2,"$2,977"
"Cromwell School District","=""0330011""","Purchased Services","$4,802,094",1923,2,"$2,497"
"Cromwell School District","=""0330011""","Tuition","$4,237,563",114,4,"$37,172"
"Cromwell School District","=""0330011""","Supplies","$1,347,225",1923,2,"$701"
"Cromwell School District","=""0330011""","Property","$465,116",1923,2,"$242"
"Cromwell School District","=""0330011""","Other","$55,168",1923,2,"$29"
"Cromwell School District","=""0330011""","Total","$39,137,245",2037,1,"$19,213"
"Danbury School District","=""0340011""","Salaries","$116,738,702",12090,2,"$9,656"
"Danbury School District","=""0340011""","Employee Benefits","$39,923,308",12090,2,"$3,302"
"Danbury School District","=""0340011""","Purchased Services","$26,740,904",12090,2,"$2,212"
"Danbury School District","=""0340011""","Tuition","$4,838,895",78,4,"$62,037"
"Danbury School District","=""0340011""","Supplies","$9,768,694",12090,2,"$808"
"Danbury School District","=""0340011""","Property","$2,383,292",12090,2,"$197"
"Danbury School District","=""0340011""","Other","$3,324,863",12090,2,"$275"
"Danbury School District","=""0340011""","Total","$203,718,659",12168,1,"$16,742"
"Darien School District","=""0350011""","Salaries","$71,925,923",4678,2,"$15,375"
"Darien School District","=""0350011""","Employee Benefits","$17,986,473",4678,2,"$3,845"
"Darien School District","=""0350011""","Purchased Services","$12,280,490",4678,2,"$2,625"
"Darien School District","=""0350011""","Tuition","$6,437,645",31,4,"$207,666"
"Darien School District","=""0350011""","Supplies","$5,763,767",4678,2,"$1,232"
"Darien School District","=""0350011""","Property","$1,135,752",4678,2,"$243"
"Darien School District","=""0350011""","Other","$92,318",4678,2,"$20"
"Darien School District","=""0350011""","Total","$115,622,368",4709,1,"$24,553"
"Deep River School District","=""0360011""","Salaries","$3,846,572",192,2,"$20,034"
"Deep River School District","=""0360011""","Employee Benefits","$1,276,686",192,2,"$6,649"
"Deep River School District","=""0360011""","Purchased Services","$611,989",192,2,"$3,187"
"Deep River School District","=""0360011""","Tuition","$0",16,4,"$0"
"Deep River School District","=""0360011""","Supplies","$205,900",192,2,"$1,072"
"Deep River School District","=""0360011""","Property","$3,542",192,2,"$18"
"Deep River School District","=""0360011""","Other","$4,617",192,2,"$24"
"Deep River School District","=""0360011""","Total","$5,949,306",208,1,"$28,602"
"Derby School District","=""0370011""","Salaries","$18,950,625",1308,2,"$14,488"
"Derby School District","=""0370011""","Employee Benefits","$5,254,668",1308,2,"$4,017"
"Derby School District","=""0370011""","Purchased Services","$4,590,071",1308,2,"$3,509"
"Derby School District","=""0370011""","Tuition","$2,847,831",120,4,"$23,732"
"Derby School District","=""0370011""","Supplies","$1,177,749",1308,2,"$900"
"Derby School District","=""0370011""","Property","$347,298",1308,2,"$266"
"Derby School District","=""0370011""","Other","$91,248",1308,2,"$70"
"Derby School District","=""0370011""","Total","$33,259,489",1428,1,"$23,291"
"East Granby School District","=""0400011""","Salaries","$11,708,480",856,2,"$13,678"
"East Granby School District","=""0400011""","Employee Benefits","$2,859,124",856,2,"$3,340"
"East Granby School District","=""0400011""","Purchased Services","$2,723,779",856,2,"$3,182"
