"Per Pupil Expenditures by Object (District), 2023-24"
"All Districts"
"Notes:"
"Expenditures exclude food services not funded by local funds, debt, capital (other than equipment), adult education, community services, and state contributions to Teachers' Retirement."
"All amounts include regular and special education."
"This report is based upon data reported by school districts; questions concerning report data should be addressed to the school district."

"Pupil Basis: 1 = Enrollment plus outplaced pupils, 2 = Enrollment in district schools, 4 = Outplaced pupils"
"*Tuition expenditures are included with Other expenditures when fewer than six students are outplaced."

"District","District Code","Object","Expenditures","Pupils","Pupil Basis","PPE"
"Amistad Academy District","=""2790013""","Supplies","$258,441",1125,2,"$230"
"Amistad Academy District","=""2790013""","Property","$931,849",1125,2,"$828"
"Amistad Academy District","=""2790013""","Other","$21,581",1125,2,"$19"
"Amistad Academy District","=""2790013""","Total","$16,302,052",1125,1,"$14,491"
"Andover School District","=""0010011""","Salaries","$2,863,138",205,2,"$13,967"
"Andover School District","=""0010011""","Employee Benefits","$740,955",205,2,"$3,614"
"Andover School District","=""0010011""","Purchased Services","$633,728",205,2,"$3,091"
"Andover School District","=""0010011""","Supplies","$264,567",205,2,"$1,291"
"Andover School District","=""0010011""","Property","$0",205,2,"$0"
"Andover School District","=""0010011""","Other � Includes Tuition","$59,577",207,1,"$288"
"Andover School District","=""0010011""","Total","$4,561,966",207,1,"$22,038"
"Ansonia School District","=""0020011""","Salaries","$26,073,856",2377,2,"$10,969"
"Ansonia School District","=""0020011""","Employee Benefits","$6,340,312",2377,2,"$2,667"
"Ansonia School District","=""0020011""","Purchased Services","$9,584,265",2377,2,"$4,032"
"Ansonia School District","=""0020011""","Tuition","$5,869,341",190,4,"$30,891"
"Ansonia School District","=""0020011""","Supplies","$1,884,137",2377,2,"$793"
"Ansonia School District","=""0020011""","Property","$1,209,647",2377,2,"$509"
"Ansonia School District","=""0020011""","Other","$42,524",2377,2,"$18"
"Ansonia School District","=""0020011""","Total","$51,004,081",2567,1,"$19,869"
"Area Cooperative Educational Services","=""2440014""","Salaries","$61,796,279",1995,2,"$30,976"
"Area Cooperative Educational Services","=""2440014""","Employee Benefits","$17,174,580",1995,2,"$8,609"
"Area Cooperative Educational Services","=""2440014""","Purchased Services","$19,311,156",1995,2,"$9,680"
"Area Cooperative Educational Services","=""2440014""","Tuition","$0",0,4,"$0"
"Area Cooperative Educational Services","=""2440014""","Supplies","$3,789,825",1995,2,"$1,900"
"Area Cooperative Educational Services","=""2440014""","Property","$1,872,468",1995,2,"$939"
"Area Cooperative Educational Services","=""2440014""","Other","$101,378",1995,2,"$51"
"Area Cooperative Educational Services","=""2440014""","Total","$104,045,685",1995,1,"$52,153"
"Ashford School District","=""0030011""","Salaries","$5,441,972",354,2,"$15,373"
"Ashford School District","=""0030011""","Employee Benefits","$1,948,086",354,2,"$5,503"
"Ashford School District","=""0030011""","Purchased Services","$793,385",354,2,"$2,241"
"Ashford School District","=""0030011""","Supplies","$512,972",354,2,"$1,449"
"Ashford School District","=""0030011""","Property","$306,614",354,2,"$866"
"Ashford School District","=""0030011""","Other � Includes Tuition","$354,650",357,1,"$993"
"Ashford School District","=""0030011""","Total","$9,357,680",357,1,"$26,212"
"Avon School District","=""0040011""","Salaries","$42,996,633",3102,2,"$13,861"
"Avon School District","=""0040011""","Employee Benefits","$11,186,568",3102,2,"$3,606"
"Avon School District","=""0040011""","Purchased Services","$7,048,471",3102,2,"$2,272"
"Avon School District","=""0040011""","Tuition","$3,830,366",114,4,"$33,600"
"Avon School District","=""0040011""","Supplies","$1,999,646",3102,2,"$645"
"Avon School District","=""0040011""","Property","$1,388,193",3102,2,"$448"
"Avon School District","=""0040011""","Other","$141,336",3102,2,"$46"
"Avon School District","=""0040011""","Total","$68,591,213",3216,1,"$21,328"
"Barkhamsted School District","=""0050011""","Salaries","$2,339,416",218,2,"$10,731"
"Barkhamsted School District","=""0050011""","Employee Benefits","$639,657",218,2,"$2,934"
"Barkhamsted School District","=""0050011""","Purchased Services","$1,275,224",218,2,"$5,850"
"Barkhamsted School District","=""0050011""","Supplies","$176,160",218,2,"$808"
"Barkhamsted School District","=""0050011""","Property","$89,700",218,2,"$411"
"Barkhamsted School District","=""0050011""","Other � Includes Tuition","$239,156",222,1,"$1,077"
"Barkhamsted School District","=""0050011""","Total","$4,759,312",222,1,"$21,438"
"Berlin School District","=""0070011""","Salaries","$37,820,908",2644,2,"$14,304"
"Berlin School District","=""0070011""","Employee Benefits","$8,640,384",2644,2,"$3,268"
"Berlin School District","=""0070011""","Purchased Services","$7,094,543",2644,2,"$2,683"
"Berlin School District","=""0070011""","Tuition","$3,481,247",76,4,"$45,806"
"Berlin School District","=""0070011""","Supplies","$1,391,664",2644,2,"$526"
"Berlin School District","=""0070011""","Property","$2,116,548",2644,2,"$801"
"Berlin School District","=""0070011""","Other","$108,596",2644,2,"$41"
"Berlin School District","=""0070011""","Total","$60,653,890",2720,1,"$22,299"
"Bethany School District","=""0080011""","Salaries","$5,201,735",445,2,"$11,689"
"Bethany School District","=""0080011""","Employee Benefits","$799,989",445,2,"$1,798"
"Bethany School District","=""0080011""","Purchased Services","$1,446,006",445,2,"$3,249"
"Bethany School District","=""0080011""","Supplies","$536,981",445,2,"$1,207"
"Bethany School District","=""0080011""","Property","$393,253",445,2,"$884"
"Bethany School District","=""0080011""","Other � Includes Tuition","$220,270",450,1,"$489"
"Bethany School District","=""0080011""","Total","$8,598,233",450,1,"$19,107"
"Bethel School District","=""0090011""","Salaries","$38,237,719",3234,2,"$11,824"
"Bethel School District","=""0090011""","Employee Benefits","$9,741,589",3234,2,"$3,012"
"Bethel School District","=""0090011""","Purchased Services","$7,611,231",3234,2,"$2,354"
"Bethel School District","=""0090011""","Tuition","$2,802,624",44,4,"$63,696"
"Bethel School District","=""0090011""","Supplies","$1,869,947",3234,2,"$578"
"Bethel School District","=""0090011""","Property","$704,200",3234,2,"$218"
"Bethel School District","=""0090011""","Other","$83,590",3234,2,"$26"
"Bethel School District","=""0090011""","Total","$61,050,899",3278,1,"$18,624"
"Bloomfield School District","=""0110011""","Salaries","$32,825,827",1960,2,"$16,748"
"Bloomfield School District","=""0110011""","Employee Benefits","$12,590,853",1960,2,"$6,424"
"Bloomfield School District","=""0110011""","Purchased Services","$8,801,119",1960,2,"$4,490"
"Bloomfield School District","=""0110011""","Tuition","$9,774,385",770,4,"$12,694"
"Bloomfield School District","=""0110011""","Supplies","$1,808,339",1960,2,"$923"
"Bloomfield School District","=""0110011""","Property","$1,404,461",1960,2,"$717"
"Bloomfield School District","=""0110011""","Other","$156,397",1960,2,"$80"
"Bloomfield School District","=""0110011""","Total","$67,361,381",2730,1,"$24,674"
"Bolton School District","=""0120011""","Salaries","$10,333,061",698,2,"$14,804"
"Bolton School District","=""0120011""","Employee Benefits","$2,846,339",698,2,"$4,078"
"Bolton School District","=""0120011""","Purchased Services","$1,872,370",698,2,"$2,682"
"Bolton School District","=""0120011""","Tuition","$449,128",35,4,"$12,832"
"Bolton School District","=""0120011""","Supplies","$660,439",698,2,"$946"
"Bolton School District","=""0120011""","Property","$144,206",698,2,"$207"
"Bolton School District","=""0120011""","Other","$41,003",698,2,"$59"
"Bolton School District","=""0120011""","Total","$16,346,546",733,1,"$22,301"
"Booker T. Washington Academy District","=""2950013""","Salaries","$4,125,502",384,2,"$10,743"
"Booker T. Washington Academy District","=""2950013""","Employee Benefits","$781,154",384,2,"$2,034"
"Booker T. Washington Academy District","=""2950013""","Purchased Services","$1,943,155",384,2,"$5,060"
"Booker T. Washington Academy District","=""2950013""","Tuition","$0",0,4,"$0"
"Booker T. Washington Academy District","=""2950013""","Supplies","$588,585",384,2,"$1,533"
"Booker T. Washington Academy District","=""2950013""","Property","$65,908",384,2,"$172"
"Booker T. Washington Academy District","=""2950013""","Other","$951",384,2,"$2"
"Booker T. Washington Academy District","=""2950013""","Total","$7,505,255",384,1,"$19,545"
"Bozrah School District","=""0130011""","Salaries","$2,877,982",167,2,"$17,233"
"Bozrah School District","=""0130011""","Employee Benefits","$1,163,534",167,2,"$6,967"
"Bozrah School District","=""0130011""","Purchased Services","$797,649",167,2,"$4,776"
"Bozrah School District","=""0130011""","Tuition","$1,826,415",89,4,"$20,522"
"Bozrah School District","=""0130011""","Supplies","$415,495",167,2,"$2,488"
"Bozrah School District","=""0130011""","Property","$90,907",167,2,"$544"
"Bozrah School District","=""0130011""","Other","$18,074",167,2,"$108"
"Bozrah School District","=""0130011""","Total","$7,190,055",256,1,"$28,086"
"Branford School District","=""0140011""","Salaries","$37,346,699",2610,2,"$14,309"
"Branford School District","=""0140011""","Employee Benefits","$11,309,808",2610,2,"$4,333"
"Branford School District","=""0140011""","Purchased Services","$12,613,239",2610,2,"$4,833"
"Branford School District","=""0140011""","Tuition","$3,732,541",80,4,"$46,657"
"Branford School District","=""0140011""","Supplies","$1,656,719",2610,2,"$635"
"Branford School District","=""0140011""","Property","$564,628",2610,2,"$216"
"Branford School District","=""0140011""","Other","$98,728",2610,2,"$38"
"Branford School District","=""0140011""","Total","$67,322,360",2690,1,"$25,027"
"Brass City Charter School District","=""2900013""","Salaries","$3,723,618",363,2,"$10,258"
"Brass City Charter School District","=""2900013""","Employee Benefits","$825,371",363,2,"$2,274"
"Brass City Charter School District","=""2900013""","Purchased Services","$1,002,567",363,2,"$2,762"
"Brass City Charter School District","=""2900013""","Tuition","$0",0,4,"$0"
"Brass City Charter School District","=""2900013""","Supplies","$249,810",363,2,"$688"
"Brass City Charter School District","=""2900013""","Property","$73,810",363,2,"$203"
"Brass City Charter School District","=""2900013""","Other","$23,966",363,2,"$66"
"Brass City Charter School District","=""2900013""","Total","$5,899,142",363,1,"$16,251"
"Bridgeport School District","=""0150011""","Salaries","$185,047,068",19709,2,"$9,389"
"Bridgeport School District","=""0150011""","Employee Benefits","$69,722,900",19709,2,"$3,538"
"Bridgeport School District","=""0150011""","Purchased Services","$80,879,458",19709,2,"$4,104"
"Bridgeport School District","=""0150011""","Tuition","$33,161,190",709,4,"$46,772"
"Bridgeport School District","=""0150011""","Supplies","$7,645,145",19709,2,"$388"
"Bridgeport School District","=""0150011""","Property","$6,586,555",19709,2,"$334"
"Bridgeport School District","=""0150011""","Other","$3,306,695",19709,2,"$168"
"Bridgeport School District","=""0150011""","Total","$386,349,011",20418,1,"$18,922"
"Bristol School District","=""0170011""","Salaries","$90,844,216",7651,2,"$11,874"
"Bristol School District","=""0170011""","Employee Benefits","$23,552,325",7651,2,"$3,078"
"Bristol School District","=""0170011""","Purchased Services","$25,187,150",7651,2,"$3,292"
"Bristol School District","=""0170011""","Tuition","$22,674,139",440,4,"$51,532"
"Bristol School District","=""0170011""","Supplies","$4,505,940",7651,2,"$589"
"Bristol School District","=""0170011""","Property","$1,896,495",7651,2,"$248"
"Bristol School District","=""0170011""","Other","$293,149",7651,2,"$38"
"Bristol School District","=""0170011""","Total","$168,953,413",8091,1,"$20,882"
"Brookfield School District","=""0180011""","Salaries","$33,233,204",2569,2,"$12,936"
"Brookfield School District","=""0180011""","Employee Benefits","$9,413,675",2569,2,"$3,664"
"Brookfield School District","=""0180011""","Purchased Services","$7,201,173",2569,2,"$2,803"
"Brookfield School District","=""0180011""","Tuition","$3,508,309",62,4,"$56,586"
"Brookfield School District","=""0180011""","Supplies","$818,069",2569,2,"$318"
"Brookfield School District","=""0180011""","Property","$742,959",2569,2,"$289"
"Brookfield School District","=""0180011""","Other","$92,012",2569,2,"$36"
"Brookfield School District","=""0180011""","Total","$55,009,402",2631,1,"$20,908"
"Brooklyn School District","=""0190011""","Salaries","$10,215,717",874,2,"$11,688"
"Brooklyn School District","=""0190011""","Employee Benefits","$2,634,080",874,2,"$3,014"
"Brooklyn School District","=""0190011""","Purchased Services","$1,895,082",874,2,"$2,168"
"Brooklyn School District","=""0190011""","Tuition","$7,116,965",324,4,"$21,966"
"Brooklyn School District","=""0190011""","Supplies","$762,726",874,2,"$873"
"Brooklyn School District","=""0190011""","Property","$389,552",874,2,"$446"
"Brooklyn School District","=""0190011""","Other","$43,212",874,2,"$49"
"Brooklyn School District","=""0190011""","Total","$23,057,334",1198,1,"$19,247"
"Canaan School District","=""0210011""","Salaries","$1,676,906",80,2,"$20,961"
"Canaan School District","=""0210011""","Employee Benefits","$442,143",80,2,"$5,527"
"Canaan School District","=""0210011""","Purchased Services","$355,580",80,2,"$4,445"
"Canaan School District","=""0210011""","Supplies","$152,134",80,2,"$1,902"
"Canaan School District","=""0210011""","Property","$110,456",80,2,"$1,381"
"Canaan School District","=""0210011""","Other � Includes Tuition","$42,066",81,1,"$519"
"Canaan School District","=""0210011""","Total","$2,779,284",81,1,"$34,312"
"Canterbury School District","=""0220011""","Salaries","$6,622,196",477,2,"$13,883"
"Canterbury School District","=""0220011""","Employee Benefits","$1,752,845",477,2,"$3,675"
"Canterbury School District","=""0220011""","Purchased Services","$994,582",477,2,"$2,085"
"Canterbury School District","=""0220011""","Tuition","$3,172,444",169,4,"$18,772"
"Canterbury School District","=""0220011""","Supplies","$537,463",477,2,"$1,127"
"Canterbury School District","=""0220011""","Property","$213,942",477,2,"$449"
"Canterbury School District","=""0220011""","Other","$29,121",477,2,"$61"
"Canterbury School District","=""0220011""","Total","$13,322,593",646,1,"$20,623"
"Canton School District","=""0230011""","Salaries","$19,435,226",1483,2,"$13,105"
"Canton School District","=""0230011""","Employee Benefits","$5,875,204",1483,2,"$3,962"
"Canton School District","=""0230011""","Purchased Services","$4,466,136",1483,2,"$3,012"
"Canton School District","=""0230011""","Tuition","$3,114,242",44,4,"$70,778"
"Canton School District","=""0230011""","Supplies","$1,381,733",1483,2,"$932"
"Canton School District","=""0230011""","Property","$272,638",1483,2,"$184"
"Canton School District","=""0230011""","Other","$589,009",1483,2,"$397"
"Canton School District","=""0230011""","Total","$35,134,189",1527,1,"$23,009"
"Capital Preparatory Harbor School District","=""2970013""","Salaries","$4,248,916",781,2,"$5,440"
"Capital Preparatory Harbor School District","=""2970013""","Employee Benefits","$912,608",781,2,"$1,169"
"Capital Preparatory Harbor School District","=""2970013""","Purchased Services","$4,220,488",781,2,"$5,404"
"Capital Preparatory Harbor School District","=""2970013""","Tuition","$0",0,4,"$0"
"Capital Preparatory Harbor School District","=""2970013""","Supplies","$600,889",781,2,"$769"
"Capital Preparatory Harbor School District","=""2970013""","Property","$241,040",781,2,"$309"
"Capital Preparatory Harbor School District","=""2970013""","Other","$25,176",781,2,"$32"
"Capital Preparatory Harbor School District","=""2970013""","Total","$10,249,117",781,1,"$13,123"
"Capitol Region Education Council","=""2410014""","Salaries","$136,468,743",9184,2,"$14,859"
"Capitol Region Education Council","=""2410014""","Employee Benefits","$36,906,950",9184,2,"$4,019"
"Capitol Region Education Council","=""2410014""","Purchased Services","$94,107,501",9184,2,"$10,247"
"Capitol Region Education Council","=""2410014""","Tuition","$0",0,4,"$0"
"Capitol Region Education Council","=""2410014""","Supplies","$12,117,183",9184,2,"$1,319"
"Capitol Region Education Council","=""2410014""","Property","$2,937,381",9184,2,"$320"
"Capitol Region Education Council","=""2410014""","Other","$158,035",9184,2,"$17"
"Capitol Region Education Council","=""2410014""","Total","$282,695,794",9184,1,"$30,781"
"Chaplin School District","=""0240011""","Salaries","$2,346,889",154,2,"$15,240"
"Chaplin School District","=""0240011""","Employee Benefits","$548,589",154,2,"$3,562"
"Chaplin School District","=""0240011""","Purchased Services","$1,130,257",154,2,"$7,339"
"Chaplin School District","=""0240011""","Tuition","$143,815",13,4,"$11,063"
"Chaplin School District","=""0240011""","Supplies","$218,271",154,2,"$1,417"
"Chaplin School District","=""0240011""","Property","$49,295",154,2,"$320"
"Chaplin School District","=""0240011""","Other","$49,689",154,2,"$323"
"Chaplin School District","=""0240011""","Total","$4,486,806",167,1,"$26,867"
"Cheshire School District","=""0250011""","Salaries","$53,479,397",4211,2,"$12,700"
"Cheshire School District","=""0250011""","Employee Benefits","$16,342,743",4211,2,"$3,881"
"Cheshire School District","=""0250011""","Purchased Services","$11,036,081",4211,2,"$2,621"
"Cheshire School District","=""0250011""","Tuition","$2,913,739",53,4,"$54,976"
"Cheshire School District","=""0250011""","Supplies","$2,353,096",4211,2,"$559"
"Cheshire School District","=""0250011""","Property","$1,274,137",4211,2,"$303"
"Cheshire School District","=""0250011""","Other","$76,003",4211,2,"$18"
"Cheshire School District","=""0250011""","Total","$87,475,196",4264,1,"$20,515"
"Chester School District","=""0260011""","Salaries","$4,005,208",207,2,"$19,349"
"Chester School District","=""0260011""","Employee Benefits","$1,047,030",207,2,"$5,058"
"Chester School District","=""0260011""","Purchased Services","$611,085",207,2,"$2,952"
"Chester School District","=""0260011""","Tuition","$0",12,4,"$0"
"Chester School District","=""0260011""","Supplies","$270,417",207,2,"$1,306"
"Chester School District","=""0260011""","Property","$10,414",207,2,"$50"
"Chester School District","=""0260011""","Other","$4,801",207,2,"$23"
"Chester School District","=""0260011""","Total","$5,948,955",219,1,"$27,164"
"Clinton School District","=""0270011""","Salaries","$20,991,642",1454,2,"$14,437"
"Clinton School District","=""0270011""","Employee Benefits","$6,781,704",1454,2,"$4,664"
"Clinton School District","=""0270011""","Purchased Services","$5,348,479",1454,2,"$3,678"
"Clinton School District","=""0270011""","Tuition","$1,780,491",27,4,"$65,944"
"Clinton School District","=""0270011""","Supplies","$1,511,165",1454,2,"$1,039"
"Clinton School District","=""0270011""","Property","$433,930",1454,2,"$298"
"Clinton School District","=""0270011""","Other","$45,503",1454,2,"$31"
"Clinton School District","=""0270011""","Total","$36,892,915",1481,1,"$24,911"
"Colchester School District","=""0280011""","Salaries","$28,900,557",2149,2,"$13,448"
"Colchester School District","=""0280011""","Employee Benefits","$5,588,927",2149,2,"$2,601"
"Colchester School District","=""0280011""","Purchased Services","$6,152,031",2149,2,"$2,863"
"Colchester School District","=""0280011""","Tuition","$2,406,031",61,4,"$39,443"
"Colchester School District","=""0280011""","Supplies","$2,405,000",2149,2,"$1,119"
"Colchester School District","=""0280011""","Property","$631,644",2149,2,"$294"
"Colchester School District","=""0280011""","Other","$803,096",2149,2,"$374"
"Colchester School District","=""0280011""","Total","$46,887,286",2210,1,"$21,216"
"Colebrook School District","=""0290011""","Salaries","$1,357,901",66,2,"$20,574"
"Colebrook School District","=""0290011""","Employee Benefits","$233,188",66,2,"$3,533"
"Colebrook School District","=""0290011""","Purchased Services","$526,736",66,2,"$7,981"
"Colebrook School District","=""0290011""","Supplies","$119,465",66,2,"$1,810"
"Colebrook School District","=""0290011""","Property","$156,406",66,2,"$2,370"
"Colebrook School District","=""0290011""","Other � Includes Tuition","$32,656",71,1,"$460"
"Colebrook School District","=""0290011""","Total","$2,426,353",71,1,"$34,174"
"Columbia School District","=""0300011""","Salaries","$6,661,545",475,2,"$14,024"
"Columbia School District","=""0300011""","Employee Benefits","$1,744,041",475,2,"$3,672"
"Columbia School District","=""0300011""","Purchased Services","$2,116,716",475,2,"$4,456"
"Columbia School District","=""0300011""","Tuition","$2,833,104",176,4,"$16,097"
"Columbia School District","=""0300011""","Supplies","$456,604",475,2,"$961"
"Columbia School District","=""0300011""","Property","$225,364",475,2,"$474"
"Columbia School District","=""0300011""","Other","$24,067",475,2,"$51"
"Columbia School District","=""0300011""","Total","$14,061,442",651,1,"$21,600"
"Common Ground High School District","=""2680013""","Salaries","$2,790,434",223,2,"$12,513"
"Common Ground High School District","=""2680013""","Employee Benefits","$531,975",223,2,"$2,386"
"Common Ground High School District","=""2680013""","Purchased Services","$1,684,179",223,2,"$7,552"
"Common Ground High School District","=""2680013""","Tuition","$0",0,4,"$0"
"Common Ground High School District","=""2680013""","Supplies","$217,874",223,2,"$977"
"Common Ground High School District","=""2680013""","Property","$10,985",223,2,"$49"
"Common Ground High School District","=""2680013""","Other","$19,798",223,2,"$89"
"Common Ground High School District","=""2680013""","Total","$5,255,244",223,1,"$23,566"
"Connecticut Technical Education and Career System","=""9000016""","Salaries","$168,192,604",11259,2,"$14,939"
"Connecticut Technical Education and Career System","=""9000016""","Employee Benefits","$108,907,393",11259,2,"$9,673"
"Connecticut Technical Education and Career System","=""9000016""","Purchased Services","$34,245,203",11259,2,"$3,042"
"Connecticut Technical Education and Career System","=""9000016""","Tuition","$0",0,4,"$0"
"Connecticut Technical Education and Career System","=""9000016""","Supplies","$12,219,990",11259,2,"$1,085"
"Connecticut Technical Education and Career System","=""9000016""","Property","$9,935,433",11259,2,"$882"
"Connecticut Technical Education and Career System","=""9000016""","Other","$391,770",11259,2,"$35"
"Connecticut Technical Education and Career System","=""9000016""","Total","$333,892,393",11259,1,"$29,656"
"Cooperative Educational Services","=""2430014""","Salaries","$26,129,657",1014,2,"$25,769"
"Cooperative Educational Services","=""2430014""","Employee Benefits","$5,411,381",1014,2,"$5,337"
"Cooperative Educational Services","=""2430014""","Purchased Services","$6,629,264",1014,2,"$6,538"
"Cooperative Educational Services","=""2430014""","Tuition","$0",0,4,"$0"
"Cooperative Educational Services","=""2430014""","Supplies","$703,692",1014,2,"$694"
"Cooperative Educational Services","=""2430014""","Property","$164,027",1014,2,"$162"
"Cooperative Educational Services","=""2430014""","Other","$4,107",1014,2,"$4"
"Cooperative Educational Services","=""2430014""","Total","$39,042,127",1014,1,"$38,503"
"Cornwall School District","=""0310011""","Salaries","$2,127,328",97,2,"$21,931"
"Cornwall School District","=""0310011""","Employee Benefits","$617,711",97,2,"$6,368"
"Cornwall School District","=""0310011""","Purchased Services","$479,420",97,2,"$4,942"
"Cornwall School District","=""0310011""","Supplies","$143,996",97,2,"$1,484"
"Cornwall School District","=""0310011""","Property","$13,315",97,2,"$137"
"Cornwall School District","=""0310011""","Other � Includes Tuition","$18,902",100,1,"$189"
"Cornwall School District","=""0310011""","Total","$3,400,673",100,1,"$34,007"
"Coventry School District","=""0320011""","Salaries","$19,936,500",1626,2,"$12,261"
"Coventry School District","=""0320011""","Employee Benefits","$4,999,781",1626,2,"$3,075"
"Coventry School District","=""0320011""","Purchased Services","$3,691,563",1626,2,"$2,270"
"Coventry School District","=""0320011""","Tuition","$1,440,713",77,4,"$18,711"
"Coventry School District","=""0320011""","Supplies","$1,223,672",1626,2,"$753"
"Coventry School District","=""0320011""","Property","$314,920",1626,2,"$194"
"Coventry School District","=""0320011""","Other","$161,152",1626,2,"$99"
"Coventry School District","=""0320011""","Total","$31,768,302",1703,1,"$18,654"
"Cromwell School District","=""0330011""","Salaries","$22,995,074",1883,2,"$12,212"
"Cromwell School District","=""0330011""","Employee Benefits","$5,907,840",1883,2,"$3,137"
"Cromwell School District","=""0330011""","Purchased Services","$5,311,475",1883,2,"$2,821"
"Cromwell School District","=""0330011""","Tuition","$4,860,958",101,4,"$48,128"
"Cromwell School District","=""0330011""","Supplies","$1,471,810",1883,2,"$782"
"Cromwell School District","=""0330011""","Property","$392,190",1883,2,"$208"
"Cromwell School District","=""0330011""","Other","$56,186",1883,2,"$30"
"Cromwell School District","=""0330011""","Total","$40,995,534",1984,1,"$20,663"
"Danbury School District","=""0340011""","Salaries","$119,966,981",12095,2,"$9,919"
"Danbury School District","=""0340011""","Employee Benefits","$40,763,037",12095,2,"$3,370"
"Danbury School District","=""0340011""","Purchased Services","$30,612,079",12095,2,"$2,531"
"Danbury School District","=""0340011""","Tuition","$5,363,299",82,4,"$65,406"
"Danbury School District","=""0340011""","Supplies","$7,695,264",12095,2,"$636"
"Danbury School District","=""0340011""","Property","$2,631,034",12095,2,"$218"
"Danbury School District","=""0340011""","Other","$1,199,451",12095,2,"$99"
"Danbury School District","=""0340011""","Total","$208,231,144",12177,1,"$17,100"
"Darien School District","=""0350011""","Salaries","$75,105,177",4652,2,"$16,145"
"Darien School District","=""0350011""","Employee Benefits","$19,425,037",4652,2,"$4,176"
"Darien School District","=""0350011""","Purchased Services","$12,930,998",4652,2,"$2,780"
"Darien School District","=""0350011""","Tuition","$6,569,480",45,4,"$145,988"
"Darien School District","=""0350011""","Supplies","$5,045,499",4652,2,"$1,085"
"Darien School District","=""0350011""","Property","$2,461,482",4652,2,"$529"
"Darien School District","=""0350011""","Other","$71,594",4652,2,"$15"
"Darien School District","=""0350011""","Total","$121,609,267",4697,1,"$25,891"
"Deep River School District","=""0360011""","Salaries","$3,808,928",195,2,"$19,533"
"Deep River School District","=""0360011""","Employee Benefits","$1,289,997",195,2,"$6,615"
"Deep River School District","=""0360011""","Purchased Services","$663,477",195,2,"$3,402"
"Deep River School District","=""0360011""","Tuition","$115,125",15,4,"$7,675"
"Deep River School District","=""0360011""","Supplies","$209,620",195,2,"$1,075"
"Deep River School District","=""0360011""","Property","$41,576",195,2,"$213"
"Deep River School District","=""0360011""","Other","$5,046",195,2,"$26"
"Deep River School District","=""0360011""","Total","$6,133,770",210,1,"$29,208"
"Derby School District","=""0370011""","Salaries","$18,587,118",1338,2,"$13,892"
"Derby School District","=""0370011""","Employee Benefits","$5,675,171",1338,2,"$4,242"
"Derby School District","=""0370011""","Purchased Services","$4,727,420",1338,2,"$3,533"
"Derby School District","=""0370011""","Tuition","$2,294,796",101,4,"$22,721"
"Derby School District","=""0370011""","Supplies","$1,259,519",1338,2,"$941"
"Derby School District","=""0370011""","Property","$533,794",1338,2,"$399"
"Derby School District","=""0370011""","Other","$124,213",1338,2,"$93"
"Derby School District","=""0370011""","Total","$33,202,031",1439,1,"$23,073"
"East Granby School District","=""0400011""","Salaries","$12,703,747",817,2,"$15,549"
"East Granby School District","=""0400011""","Employee Benefits","$3,105,868",817,2,"$3,802"
"East Granby School District","=""0400011""","Purchased Services","$2,673,920",817,2,"$3,273"
"East Granby School District","=""0400011""","Tuition","$1,122,464",60,4,"$18,708"
