"Special Education Expenditures, 2023-24"
"All Districts"

"District","District Code","Description","Amount"
"Naugatuck School District","=""0880011""","Supplies","$65,173"
"Naugatuck School District","=""0880011""","Property Services","$0"
"Naugatuck School District","=""0880011""","Purchased Services For Transportation","$2,309,641"
"Naugatuck School District","=""0880011""","Equipment","$30,858"
"Naugatuck School District","=""0880011""","All Other Expenditures","$0"
"Naugatuck School District","=""0880011""","Total","$21,953,612"
"New Beginnings Inc Family Academy District","=""2800013""","Teacher Salaries","$179,917"
"New Beginnings Inc Family Academy District","=""2800013""","Instructional Aide Salaries","$154,064"
"New Beginnings Inc Family Academy District","=""2800013""","Other Salaries","$0"
"New Beginnings Inc Family Academy District","=""2800013""","Employee Benefits","$27,889"
"New Beginnings Inc Family Academy District","=""2800013""","Purchased Services Other Than Transportation","$73,587"
"New Beginnings Inc Family Academy District","=""2800013""","Special Education Tuition","$0"
"New Beginnings Inc Family Academy District","=""2800013""","Supplies","$0"
"New Beginnings Inc Family Academy District","=""2800013""","Property Services","$0"
"New Beginnings Inc Family Academy District","=""2800013""","Purchased Services For Transportation","$0"
"New Beginnings Inc Family Academy District","=""2800013""","Equipment","$0"
"New Beginnings Inc Family Academy District","=""2800013""","All Other Expenditures","$0"
"New Beginnings Inc Family Academy District","=""2800013""","Total","$435,457"
"New Britain School District","=""0890011""","Teacher Salaries","$18,534,987"
"New Britain School District","=""0890011""","Instructional Aide Salaries","$6,603,358"
"New Britain School District","=""0890011""","Other Salaries","$3,624,465"
"New Britain School District","=""0890011""","Employee Benefits","$6,129,380"
"New Britain School District","=""0890011""","Purchased Services Other Than Transportation","$6,871,392"
"New Britain School District","=""0890011""","Special Education Tuition","$13,789,487"
"New Britain School District","=""0890011""","Supplies","$198,782"
"New Britain School District","=""0890011""","Property Services","$5,599"
"New Britain School District","=""0890011""","Purchased Services For Transportation","$6,161,724"
"New Britain School District","=""0890011""","Equipment","$10,020"
"New Britain School District","=""0890011""","All Other Expenditures","$0"
"New Britain School District","=""0890011""","Total","$61,929,194"
"New Canaan School District","=""0900011""","Teacher Salaries","$8,505,379"
"New Canaan School District","=""0900011""","Instructional Aide Salaries","$2,937,510"
"New Canaan School District","=""0900011""","Other Salaries","$3,217,297"
"New Canaan School District","=""0900011""","Employee Benefits","$3,596,562"
"New Canaan School District","=""0900011""","Purchased Services Other Than Transportation","$683,536"
"New Canaan School District","=""0900011""","Special Education Tuition","$2,212,834"
"New Canaan School District","=""0900011""","Supplies","$132,176"
"New Canaan School District","=""0900011""","Property Services","$0"
"New Canaan School District","=""0900011""","Purchased Services For Transportation","$52,472"
"New Canaan School District","=""0900011""","Equipment","$17,753"
"New Canaan School District","=""0900011""","All Other Expenditures","$2,071"
"New Canaan School District","=""0900011""","Total","$21,357,591"
"New Fairfield School District","=""0910011""","Teacher Salaries","$5,258,020"
"New Fairfield School District","=""0910011""","Instructional Aide Salaries","$1,843,915"
"New Fairfield School District","=""0910011""","Other Salaries","$6,010"
"New Fairfield School District","=""0910011""","Employee Benefits","$1,938,307"
"New Fairfield School District","=""0910011""","Purchased Services Other Than Transportation","$1,056,309"
"New Fairfield School District","=""0910011""","Special Education Tuition","$1,944,061"
"New Fairfield School District","=""0910011""","Supplies","$105,482"
"New Fairfield School District","=""0910011""","Property Services","$12,050"
"New Fairfield School District","=""0910011""","Purchased Services For Transportation","$1,451,788"
"New Fairfield School District","=""0910011""","Equipment","$0"
"New Fairfield School District","=""0910011""","All Other Expenditures","$0"
"New Fairfield School District","=""0910011""","Total","$13,615,941"
"New Hartford School District","=""0920011""","Teacher Salaries","$981,286"
"New Hartford School District","=""0920011""","Instructional Aide Salaries","$631,251"
"New Hartford School District","=""0920011""","Other Salaries","$166,386"
"New Hartford School District","=""0920011""","Employee Benefits","$476,194"
"New Hartford School District","=""0920011""","Purchased Services Other Than Transportation","$225,474"
"New Hartford School District","=""0920011""","Special Education Tuition","$450,985"
"New Hartford School District","=""0920011""","Supplies","$9,348"
"New Hartford School District","=""0920011""","Property Services","$0"
"New Hartford School District","=""0920011""","Purchased Services For Transportation","$173,570"
"New Hartford School District","=""0920011""","Equipment","$3,055"
"New Hartford School District","=""0920011""","All Other Expenditures","$250"
"New Hartford School District","=""0920011""","Total","$3,117,799"
"New Haven School District","=""0930011""","Teacher Salaries","$24,401,226"
"New Haven School District","=""0930011""","Instructional Aide Salaries","$3,656,704"
"New Haven School District","=""0930011""","Other Salaries","$2,546,321"
"New Haven School District","=""0930011""","Employee Benefits","$10,889,560"
"New Haven School District","=""0930011""","Purchased Services Other Than Transportation","$8,966,129"
"New Haven School District","=""0930011""","Special Education Tuition","$27,593,869"
"New Haven School District","=""0930011""","Supplies","$257,665"
"New Haven School District","=""0930011""","Property Services","$0"
"New Haven School District","=""0930011""","Purchased Services For Transportation","$12,891,553"
"New Haven School District","=""0930011""","Equipment","$651,345"
"New Haven School District","=""0930011""","All Other Expenditures","$350,289"
"New Haven School District","=""0930011""","Total","$92,204,662"
"New London School District","=""0950011""","Teacher Salaries","$4,470,942"
"New London School District","=""0950011""","Instructional Aide Salaries","$2,210,108"
"New London School District","=""0950011""","Other Salaries","$2,346,101"
"New London School District","=""0950011""","Employee Benefits","$2,737,214"
"New London School District","=""0950011""","Purchased Services Other Than Transportation","$1,277,474"
"New London School District","=""0950011""","Special Education Tuition","$6,278,774"
"New London School District","=""0950011""","Supplies","$131,349"
"New London School District","=""0950011""","Property Services","$0"
"New London School District","=""0950011""","Purchased Services For Transportation","$2,066,774"
"New London School District","=""0950011""","Equipment","$2,500"
"New London School District","=""0950011""","All Other Expenditures","$1,650"
"New London School District","=""0950011""","Total","$21,522,886"
"New Milford School District","=""0960011""","Teacher Salaries","$7,064,654"
"New Milford School District","=""0960011""","Instructional Aide Salaries","$2,639,232"
"New Milford School District","=""0960011""","Other Salaries","$17,172"
"New Milford School District","=""0960011""","Employee Benefits","$1,947,602"
"New Milford School District","=""0960011""","Purchased Services Other Than Transportation","$2,369,386"
"New Milford School District","=""0960011""","Special Education Tuition","$3,364,492"
"New Milford School District","=""0960011""","Supplies","$81,693"
"New Milford School District","=""0960011""","Property Services","$0"
"New Milford School District","=""0960011""","Purchased Services For Transportation","$1,294,252"
"New Milford School District","=""0960011""","Equipment","$10,768"
"New Milford School District","=""0960011""","All Other Expenditures","$1,599"
"New Milford School District","=""0960011""","Total","$18,790,848"
"Newington School District","=""0940011""","Teacher Salaries","$5,748,517"
"Newington School District","=""0940011""","Instructional Aide Salaries","$2,812,469"
"Newington School District","=""0940011""","Other Salaries","$1,633,711"
"Newington School District","=""0940011""","Employee Benefits","$2,315,066"
"Newington School District","=""0940011""","Purchased Services Other Than Transportation","$2,016,730"
"Newington School District","=""0940011""","Special Education Tuition","$4,733,560"
"Newington School District","=""0940011""","Supplies","$109,172"
"Newington School District","=""0940011""","Property Services","$31,536"
"Newington School District","=""0940011""","Purchased Services For Transportation","$947,995"
"Newington School District","=""0940011""","Equipment","$5,150"
"Newington School District","=""0940011""","All Other Expenditures","$1,663"
"Newington School District","=""0940011""","Total","$20,355,569"
"Newtown School District","=""0970011""","Teacher Salaries","$6,772,973"
"Newtown School District","=""0970011""","Instructional Aide Salaries","$1,819,369"
"Newtown School District","=""0970011""","Other Salaries","$2,733,448"
"Newtown School District","=""0970011""","Employee Benefits","$2,642,715"
"Newtown School District","=""0970011""","Purchased Services Other Than Transportation","$607,072"
"Newtown School District","=""0970011""","Special Education Tuition","$5,176,784"
"Newtown School District","=""0970011""","Supplies","$135,552"
"Newtown School District","=""0970011""","Property Services","$27,750"
"Newtown School District","=""0970011""","Purchased Services For Transportation","$2,104,853"
"Newtown School District","=""0970011""","Equipment","$18,704"
"Newtown School District","=""0970011""","All Other Expenditures","$1,318"
"Newtown School District","=""0970011""","Total","$22,040,537"
"Norfolk School District","=""0980011""","Teacher Salaries","$159,638"
"Norfolk School District","=""0980011""","Instructional Aide Salaries","$23,662"
"Norfolk School District","=""0980011""","Other Salaries","$0"
"Norfolk School District","=""0980011""","Employee Benefits","$0"
"Norfolk School District","=""0980011""","Purchased Services Other Than Transportation","$416,852"
"Norfolk School District","=""0980011""","Special Education Tuition","$185,169"
"Norfolk School District","=""0980011""","Supplies","$433"
"Norfolk School District","=""0980011""","Property Services","$0"
"Norfolk School District","=""0980011""","Purchased Services For Transportation","$54,221"
"Norfolk School District","=""0980011""","Equipment","$0"
"Norfolk School District","=""0980011""","All Other Expenditures","$50,477"
"Norfolk School District","=""0980011""","Total","$890,451"
"North Branford School District","=""0990011""","Teacher Salaries","$1,981,900"
"North Branford School District","=""0990011""","Instructional Aide Salaries","$1,152,058"
"North Branford School District","=""0990011""","Other Salaries","$1,425,757"
"North Branford School District","=""0990011""","Employee Benefits","$842,754"
"North Branford School District","=""0990011""","Purchased Services Other Than Transportation","$234,800"
"North Branford School District","=""0990011""","Special Education Tuition","$1,469,320"
"North Branford School District","=""0990011""","Supplies","$65,421"
"North Branford School District","=""0990011""","Property Services","$8,989"
"North Branford School District","=""0990011""","Purchased Services For Transportation","$806,395"
"North Branford School District","=""0990011""","Equipment","$0"
"North Branford School District","=""0990011""","All Other Expenditures","$500"
"North Branford School District","=""0990011""","Total","$7,987,892"
"North Canaan School District","=""1000011""","Teacher Salaries","$633,048"
"North Canaan School District","=""1000011""","Instructional Aide Salaries","$33,995"
"North Canaan School District","=""1000011""","Other Salaries","$194,018"
"North Canaan School District","=""1000011""","Employee Benefits","$307,224"
"North Canaan School District","=""1000011""","Purchased Services Other Than Transportation","$66,040"
"North Canaan School District","=""1000011""","Special Education Tuition","$11,908"
"North Canaan School District","=""1000011""","Supplies","$6,553"
"North Canaan School District","=""1000011""","Property Services","$0"
"North Canaan School District","=""1000011""","Purchased Services For Transportation","$72,109"
"North Canaan School District","=""1000011""","Equipment","$890"
"North Canaan School District","=""1000011""","All Other Expenditures","$0"
"North Canaan School District","=""1000011""","Total","$1,325,786"
"North Haven School District","=""1010011""","Teacher Salaries","$4,378,296"
"North Haven School District","=""1010011""","Instructional Aide Salaries","$1,910,660"
"North Haven School District","=""1010011""","Other Salaries","$250,984"
"North Haven School District","=""1010011""","Employee Benefits","$1,802,563"
"North Haven School District","=""1010011""","Purchased Services Other Than Transportation","$1,558,108"
"North Haven School District","=""1010011""","Special Education Tuition","$2,680,807"
"North Haven School District","=""1010011""","Supplies","$75,828"
"North Haven School District","=""1010011""","Property Services","$0"
"North Haven School District","=""1010011""","Purchased Services For Transportation","$1,904,286"
"North Haven School District","=""1010011""","Equipment","$415"
"North Haven School District","=""1010011""","All Other Expenditures","$6,790"
"North Haven School District","=""1010011""","Total","$14,568,736"
"North Stonington School District","=""1020011""","Teacher Salaries","$1,589,446"
"North Stonington School District","=""1020011""","Instructional Aide Salaries","$60,510"
"North Stonington School District","=""1020011""","Other Salaries","$443,978"
"North Stonington School District","=""1020011""","Employee Benefits","$492,503"
"North Stonington School District","=""1020011""","Purchased Services Other Than Transportation","$216,902"
"North Stonington School District","=""1020011""","Special Education Tuition","$285,501"
"North Stonington School District","=""1020011""","Supplies","$60,568"
"North Stonington School District","=""1020011""","Property Services","$39,739"
"North Stonington School District","=""1020011""","Purchased Services For Transportation","$166,202"
"North Stonington School District","=""1020011""","Equipment","$19,931"
"North Stonington School District","=""1020011""","All Other Expenditures","$1,278"
"North Stonington School District","=""1020011""","Total","$3,376,558"
"Norwalk School District","=""1030011""","Teacher Salaries","$11,868,962"
"Norwalk School District","=""1030011""","Instructional Aide Salaries","$7,786,136"
"Norwalk School District","=""1030011""","Other Salaries","$10,554,160"
"Norwalk School District","=""1030011""","Employee Benefits","$11,389,911"
"Norwalk School District","=""1030011""","Purchased Services Other Than Transportation","$3,311,241"
"Norwalk School District","=""1030011""","Special Education Tuition","$12,670,668"
"Norwalk School District","=""1030011""","Supplies","$147,695"
"Norwalk School District","=""1030011""","Property Services","$0"
"Norwalk School District","=""1030011""","Purchased Services For Transportation","$5,239,782"
"Norwalk School District","=""1030011""","Equipment","$17,131"
"Norwalk School District","=""1030011""","All Other Expenditures","$8,052"
"Norwalk School District","=""1030011""","Total","$62,993,739"
"Norwich School District","=""1040011""","Teacher Salaries","$5,688,049"
"Norwich School District","=""1040011""","Instructional Aide Salaries","$3,724,575"
"Norwich School District","=""1040011""","Other Salaries","$485,734"
"Norwich School District","=""1040011""","Employee Benefits","$2,742,728"
"Norwich School District","=""1040011""","Purchased Services Other Than Transportation","$3,147,630"
"Norwich School District","=""1040011""","Special Education Tuition","$20,677,694"
"Norwich School District","=""1040011""","Supplies","$65,673"
"Norwich School District","=""1040011""","Property Services","$0"
"Norwich School District","=""1040011""","Purchased Services For Transportation","$4,993,179"
"Norwich School District","=""1040011""","Equipment","$45,211"
"Norwich School District","=""1040011""","All Other Expenditures","$140"
"Norwich School District","=""1040011""","Total","$41,570,613"
"Odyssey Community School District","=""2630013""","Teacher Salaries","$305,223"
"Odyssey Community School District","=""2630013""","Instructional Aide Salaries","$39,633"
"Odyssey Community School District","=""2630013""","Other Salaries","$71,496"
"Odyssey Community School District","=""2630013""","Employee Benefits","$38,520"
"Odyssey Community School District","=""2630013""","Purchased Services Other Than Transportation","$0"
"Odyssey Community School District","=""2630013""","Special Education Tuition","$0"
"Odyssey Community School District","=""2630013""","Supplies","$21,855"
"Odyssey Community School District","=""2630013""","Property Services","$0"
"Odyssey Community School District","=""2630013""","Purchased Services For Transportation","$0"
"Odyssey Community School District","=""2630013""","Equipment","$0"
"Odyssey Community School District","=""2630013""","All Other Expenditures","$0"
"Odyssey Community School District","=""2630013""","Total","$476,727"
"Old Saybrook School District","=""1060011""","Teacher Salaries","$3,205,878"
"Old Saybrook School District","=""1060011""","Instructional Aide Salaries","$954,279"
"Old Saybrook School District","=""1060011""","Other Salaries","$281,330"
"Old Saybrook School District","=""1060011""","Employee Benefits","$688,941"
"Old Saybrook School District","=""1060011""","Purchased Services Other Than Transportation","$78,712"
"Old Saybrook School District","=""1060011""","Special Education Tuition","$690,564"
"Old Saybrook School District","=""1060011""","Supplies","$67,618"
"Old Saybrook School District","=""1060011""","Property Services","$0"
"Old Saybrook School District","=""1060011""","Purchased Services For Transportation","$306,056"
"Old Saybrook School District","=""1060011""","Equipment","$8,974"
"Old Saybrook School District","=""1060011""","All Other Expenditures","$1,759"
"Old Saybrook School District","=""1060011""","Total","$6,284,110"
"Orange School District","=""1070011""","Teacher Salaries","$2,615,861"
"Orange School District","=""1070011""","Instructional Aide Salaries","$0"
"Orange School District","=""1070011""","Other Salaries","$1,001,316"
"Orange School District","=""1070011""","Employee Benefits","$618,408"
"Orange School District","=""1070011""","Purchased Services Other Than Transportation","$95,519"
"Orange School District","=""1070011""","Special Education Tuition","$60,156"
"Orange School District","=""1070011""","Supplies","$13,902"
"Orange School District","=""1070011""","Property Services","$0"
"Orange School District","=""1070011""","Purchased Services For Transportation","$308,412"
"Orange School District","=""1070011""","Equipment","$6,036"
"Orange School District","=""1070011""","All Other Expenditures","$5,761"
"Orange School District","=""1070011""","Total","$4,725,371"
"Oxford School District","=""1080011""","Teacher Salaries","$2,758,918"
"Oxford School District","=""1080011""","Instructional Aide Salaries","$295,114"
"Oxford School District","=""1080011""","Other Salaries","$1,520,485"
"Oxford School District","=""1080011""","Employee Benefits","$1,728,730"
"Oxford School District","=""1080011""","Purchased Services Other Than Transportation","$535,465"
"Oxford School District","=""1080011""","Special Education Tuition","$2,058,021"
"Oxford School District","=""1080011""","Supplies","$74,985"
"Oxford School District","=""1080011""","Property Services","$0"
"Oxford School District","=""1080011""","Purchased Services For Transportation","$708,205"
"Oxford School District","=""1080011""","Equipment","$76,114"
"Oxford School District","=""1080011""","All Other Expenditures","$779"
"Oxford School District","=""1080011""","Total","$9,756,818"
"Park City Prep Charter School District","=""2830013""","Teacher Salaries","$11,971"
"Park City Prep Charter School District","=""2830013""","Instructional Aide Salaries","$0"
"Park City Prep Charter School District","=""2830013""","Other Salaries","$0"
"Park City Prep Charter School District","=""2830013""","Employee Benefits","$0"
"Park City Prep Charter School District","=""2830013""","Purchased Services Other Than Transportation","$0"
"Park City Prep Charter School District","=""2830013""","Special Education Tuition","$0"
"Park City Prep Charter School District","=""2830013""","Supplies","$0"
"Park City Prep Charter School District","=""2830013""","Property Services","$0"
"Park City Prep Charter School District","=""2830013""","Purchased Services For Transportation","$0"
"Park City Prep Charter School District","=""2830013""","Equipment","$0"
"Park City Prep Charter School District","=""2830013""","All Other Expenditures","$0"
"Park City Prep Charter School District","=""2830013""","Total","$11,971"
"Plainfield School District","=""1090011""","Teacher Salaries","$2,122,638"
"Plainfield School District","=""1090011""","Instructional Aide Salaries","$0"
"Plainfield School District","=""1090011""","Other Salaries","$2,557,820"
"Plainfield School District","=""1090011""","Employee Benefits","$1,399,645"
"Plainfield School District","=""1090011""","Purchased Services Other Than Transportation","$608,681"
"Plainfield School District","=""1090011""","Special Education Tuition","$3,090,015"
"Plainfield School District","=""1090011""","Supplies","$174,100"
"Plainfield School District","=""1090011""","Property Services","$1,380"
"Plainfield School District","=""1090011""","Purchased Services For Transportation","$776,521"
"Plainfield School District","=""1090011""","Equipment","$1,057"
"Plainfield School District","=""1090011""","All Other Expenditures","$830"
"Plainfield School District","=""1090011""","Total","$10,732,687"
"Plainville School District","=""1100011""","Teacher Salaries","$2,378,481"
"Plainville School District","=""1100011""","Instructional Aide Salaries","$1,596,771"
"Plainville School District","=""1100011""","Other Salaries","$1,309,741"
"Plainville School District","=""1100011""","Employee Benefits","$1,607,220"
"Plainville School District","=""1100011""","Purchased Services Other Than Transportation","$484,655"
"Plainville School District","=""1100011""","Special Education Tuition","$1,978,420"
"Plainville School District","=""1100011""","Supplies","$20,642"
"Plainville School District","=""1100011""","Property Services","$248"
"Plainville School District","=""1100011""","Purchased Services For Transportation","$805,609"
"Plainville School District","=""1100011""","Equipment","$6,272"
"Plainville School District","=""1100011""","All Other Expenditures","$7,004"
"Plainville School District","=""1100011""","Total","$10,195,062"
"Plymouth School District","=""1110011""","Teacher Salaries","$2,858,522"
"Plymouth School District","=""1110011""","Instructional Aide Salaries","$1,058,449"
"Plymouth School District","=""1110011""","Other Salaries","$644,508"
"Plymouth School District","=""1110011""","Employee Benefits","$984,230"
"Plymouth School District","=""1110011""","Purchased Services Other Than Transportation","$346,744"
"Plymouth School District","=""1110011""","Special Education Tuition","$1,233,678"
"Plymouth School District","=""1110011""","Supplies","$8,590"
"Plymouth School District","=""1110011""","Property Services","$0"
"Plymouth School District","=""1110011""","Purchased Services For Transportation","$560,131"
"Plymouth School District","=""1110011""","Equipment","$0"
"Plymouth School District","=""1110011""","All Other Expenditures","$538"
"Plymouth School District","=""1110011""","Total","$7,695,390"
"Pomfret School District","=""1120011""","Teacher Salaries","$606,674"
"Pomfret School District","=""1120011""","Instructional Aide Salaries","$137,974"
"Pomfret School District","=""1120011""","Other Salaries","$304,405"
"Pomfret School District","=""1120011""","Employee Benefits","$233,637"
"Pomfret School District","=""1120011""","Purchased Services Other Than Transportation","$220,851"
"Pomfret School District","=""1120011""","Special Education Tuition","$1,218,598"
"Pomfret School District","=""1120011""","Supplies","$113,008"
"Pomfret School District","=""1120011""","Property Services","$0"
"Pomfret School District","=""1120011""","Purchased Services For Transportation","$221,787"
"Pomfret School District","=""1120011""","Equipment","$2,895"
"Pomfret School District","=""1120011""","All Other Expenditures","$0"
"Pomfret School District","=""1120011""","Total","$3,059,831"
"Portland School District","=""1130011""","Teacher Salaries","$1,883,553"
"Portland School District","=""1130011""","Instructional Aide Salaries","$731,422"
"Portland School District","=""1130011""","Other Salaries","$642,392"
"Portland School District","=""1130011""","Employee Benefits","$1,014,173"
"Portland School District","=""1130011""","Purchased Services Other Than Transportation","$480,691"
"Portland School District","=""1130011""","Special Education Tuition","$2,091,328"
"Portland School District","=""1130011""","Supplies","$39,953"
"Portland School District","=""1130011""","Property Services","$0"
"Portland School District","=""1130011""","Purchased Services For Transportation","$635,714"
"Portland School District","=""1130011""","Equipment","$4,389"
"Portland School District","=""1130011""","All Other Expenditures","$0"
"Portland School District","=""1130011""","Total","$7,523,616"
"Preston School District","=""1140011""","Teacher Salaries","$882,931"
"Preston School District","=""1140011""","Instructional Aide Salaries","$590,877"
"Preston School District","=""1140011""","Other Salaries","$665,517"
"Preston School District","=""1140011""","Employee Benefits","$641,618"
"Preston School District","=""1140011""","Purchased Services Other Than Transportation","$85,698"
"Preston School District","=""1140011""","Special Education Tuition","$1,722,243"
"Preston School District","=""1140011""","Supplies","$53,774"
"Preston School District","=""1140011""","Property Services","$38,672"
"Preston School District","=""1140011""","Purchased Services For Transportation","$0"
"Preston School District","=""1140011""","Equipment","$3,667"
"Preston School District","=""1140011""","All Other Expenditures","$14,565"
"Preston School District","=""1140011""","Total","$4,699,562"
"Putnam School District","=""1160011""","Teacher Salaries","$2,260,920"
"Putnam School District","=""1160011""","Instructional Aide Salaries","$876,064"
"Putnam School District","=""1160011""","Other Salaries","$264,161"
"Putnam School District","=""1160011""","Employee Benefits","$874,310"
"Putnam School District","=""1160011""","Purchased Services Other Than Transportation","$237,569"
"Putnam School District","=""1160011""","Special Education Tuition","$1,747,229"
"Putnam School District","=""1160011""","Supplies","$34,600"
"Putnam School District","=""1160011""","Property Services","$21,966"
"Putnam School District","=""1160011""","Purchased Services For Transportation","$205,084"
"Putnam School District","=""1160011""","Equipment","$1,052"
"Putnam School District","=""1160011""","All Other Expenditures","$2,813"
"Putnam School District","=""1160011""","Total","$6,525,767"
"Redding School District","=""1170011""","Teacher Salaries","$3,426,892"
"Redding School District","=""1170011""","Instructional Aide Salaries","$1,501,423"
"Redding School District","=""1170011""","Other Salaries","$0"
"Redding School District","=""1170011""","Employee Benefits","$1,624,748"
"Redding School District","=""1170011""","Purchased Services Other Than Transportation","$374,958"
"Redding School District","=""1170011""","Special Education Tuition","$423,184"
"Redding School District","=""1170011""","Supplies","$13,961"
"Redding School District","=""1170011""","Property Services","$3,667"
"Redding School District","=""1170011""","Purchased Services For Transportation","$307,372"
"Redding School District","=""1170011""","Equipment","$73,480"
"Redding School District","=""1170011""","All Other Expenditures","$167"
"Redding School District","=""1170011""","Total","$7,749,852"
"Regional School District 01","=""2010012""","Teacher Salaries","$785,733"
"Regional School District 01","=""2010012""","Instructional Aide Salaries","$44,123"
"Regional School District 01","=""2010012""","Other Salaries","$243,143"
"Regional School District 01","=""2010012""","Employee Benefits","$384,719"
"Regional School District 01","=""2010012""","Purchased Services Other Than Transportation","$71,833"
"Regional School District 01","=""2010012""","Special Education Tuition","$758,721"
"Regional School District 01","=""2010012""","Supplies","$7,194"
"Regional School District 01","=""2010012""","Property Services","$0"
"Regional School District 01","=""2010012""","Purchased Services For Transportation","$102,348"
"Regional School District 01","=""2010012""","Equipment","$1,145"
"Regional School District 01","=""2010012""","All Other Expenditures","$0"
"Regional School District 01","=""2010012""","Total","$2,398,960"
"Regional School District 04","=""2040012""","Teacher Salaries","$993,961"
"Regional School District 04","=""2040012""","Instructional Aide Salaries","$621,824"
"Regional School District 04","=""2040012""","Other Salaries","$165,431"
"Regional School District 04","=""2040012""","Employee Benefits","$401,134"
"Regional School District 04","=""2040012""","Purchased Services Other Than Transportation","$77,133"
"Regional School District 04","=""2040012""","Special Education Tuition","$1,692,251"
"Regional School District 04","=""2040012""","Supplies","$38,306"
"Regional School District 04","=""2040012""","Property Services","$1,715"
"Regional School District 04","=""2040012""","Purchased Services For Transportation","$468,815"
"Regional School District 04","=""2040012""","Equipment","$3,033"
"Regional School District 04","=""2040012""","All Other Expenditures","$780"
"Regional School District 04","=""2040012""","Total","$4,464,384"
"Regional School District 05","=""2050012""","Teacher Salaries","$3,691,112"
"Regional School District 05","=""2050012""","Instructional Aide Salaries","$785,271"
"Regional School District 05","=""2050012""","Other Salaries","$0"
"Regional School District 05","=""2050012""","Employee Benefits","$827,452"
"Regional School District 05","=""2050012""","Purchased Services Other Than Transportation","$973,851"
"Regional School District 05","=""2050012""","Special Education Tuition","$2,505,181"
"Regional School District 05","=""2050012""","Supplies","$45,276"
"Regional School District 05","=""2050012""","Property Services","$21,506"
"Regional School District 05","=""2050012""","Purchased Services For Transportation","$1,580,503"
"Regional School District 05","=""2050012""","Equipment","$22,624"
"Regional School District 05","=""2050012""","All Other Expenditures","$3,870"
"Regional School District 05","=""2050012""","Total","$10,456,648"
"Regional School District 06","=""2060012""","Teacher Salaries","$1,536,566"
"Regional School District 06","=""2060012""","Instructional Aide Salaries","$0"
"Regional School District 06","=""2060012""","Other Salaries","$1,115,693"
"Regional School District 06","=""2060012""","Employee Benefits","$691,375"
"Regional School District 06","=""2060012""","Purchased Services Other Than Transportation","$259,812"
"Regional School District 06","=""2060012""","Special Education Tuition","$334,303"
"Regional School District 06","=""2060012""","Supplies","$12,902"
"Regional School District 06","=""2060012""","Property Services","$0"
"Regional School District 06","=""2060012""","Purchased Services For Transportation","$263,313"
"Regional School District 06","=""2060012""","Equipment","$0"
"Regional School District 06","=""2060012""","All Other Expenditures","$0"
"Regional School District 06","=""2060012""","Total","$4,213,963"
"Regional School District 07","=""2070012""","Teacher Salaries","$1,335,882"
"Regional School District 07","=""2070012""","Instructional Aide Salaries","$192,047"
"Regional School District 07","=""2070012""","Other Salaries","$117,518"
"Regional School District 07","=""2070012""","Employee Benefits","$287,211"
"Regional School District 07","=""2070012""","Purchased Services Other Than Transportation","$1,807,928"
"Regional School District 07","=""2070012""","Special Education Tuition","$1,786,451"
"Regional School District 07","=""2070012""","Supplies","$8,361"
"Regional School District 07","=""2070012""","Property Services","$0"
"Regional School District 07","=""2070012""","Purchased Services For Transportation","$524,049"
"Regional School District 07","=""2070012""","Equipment","$0"
"Regional School District 07","=""2070012""","All Other Expenditures","$0"
"Regional School District 07","=""2070012""","Total","$6,059,447"
"Regional School District 08","=""2080012""","Teacher Salaries","$2,256,619"
"Regional School District 08","=""2080012""","Instructional Aide Salaries","$895,490"
"Regional School District 08","=""2080012""","Other Salaries","$499,922"
"Regional School District 08","=""2080012""","Employee Benefits","$808,646"
"Regional School District 08","=""2080012""","Purchased Services Other Than Transportation","$578,758"
"Regional School District 08","=""2080012""","Special Education Tuition","$1,395,033"
"Regional School District 08","=""2080012""","Supplies","$19,882"
"Regional School District 08","=""2080012""","Property Services","$0"
"Regional School District 08","=""2080012""","Purchased Services For Transportation","$587,681"
"Regional School District 08","=""2080012""","Equipment","$19,744"
"Regional School District 08","=""2080012""","All Other Expenditures","$450"
"Regional School District 08","=""2080012""","Total","$7,062,224"
"Regional School District 09","=""2090012""","Teacher Salaries","$1,583,337"
"Regional School District 09","=""2090012""","Instructional Aide Salaries","$113,611"
"Regional School District 09","=""2090012""","Other Salaries","$220,323"
"Regional School District 09","=""2090012""","Employee Benefits","$401,138"
"Regional School District 09","=""2090012""","Purchased Services Other Than Transportation","$360,456"
"Regional School District 09","=""2090012""","Special Education Tuition","$2,129,887"
"Regional School District 09","=""2090012""","Supplies","$6,260"
"Regional School District 09","=""2090012""","Property Services","$0"
"Regional School District 09","=""2090012""","Purchased Services For Transportation","$907,794"
"Regional School District 09","=""2090012""","Equipment","$21,176"
"Regional School District 09","=""2090012""","All Other Expenditures","$609"
"Regional School District 09","=""2090012""","Total","$5,744,591"
"Regional School District 10","=""2100012""","Teacher Salaries","$4,244,476"
"Regional School District 10","=""2100012""","Instructional Aide Salaries","$1,206,700"
"Regional School District 10","=""2100012""","Other Salaries","$700,698"
"Regional School District 10","=""2100012""","Employee Benefits","$990,564"
"Regional School District 10","=""2100012""","Purchased Services Other Than Transportation","$297,436"
"Regional School District 10","=""2100012""","Special Education Tuition","$3,042,604"
"Regional School District 10","=""2100012""","Supplies","$29,493"
"Regional School District 10","=""2100012""","Property Services","$0"
"Regional School District 10","=""2100012""","Purchased Services For Transportation","$943,431"
