"Special Education Expenditures, 2022-23"
"All Districts"

"District","District Code","Description","Amount"
"East Haven School District","=""0440011""","Teacher Salaries","$2,993,755"
"East Haven School District","=""0440011""","Instructional Aide Salaries","$1,570,740"
"East Haven School District","=""0440011""","Other Salaries","$1,213,213"
"East Haven School District","=""0440011""","Employee Benefits","$1,604,333"
"East Haven School District","=""0440011""","Purchased Services Other Than Transportation","$1,173,083"
"East Haven School District","=""0440011""","Special Education Tuition","$5,832,925"
"East Haven School District","=""0440011""","Supplies","$53,970"
"East Haven School District","=""0440011""","Property Services","$220"
"East Haven School District","=""0440011""","Purchased Services For Transportation","$2,455,161"
"East Haven School District","=""0440011""","Equipment","$9,397"
"East Haven School District","=""0440011""","All Other Expenditures","$0"
"East Haven School District","=""0440011""","Total","$16,906,796"
"East Lyme School District","=""0450011""","Teacher Salaries","$4,741,505"
"East Lyme School District","=""0450011""","Instructional Aide Salaries","$2,125,719"
"East Lyme School District","=""0450011""","Other Salaries","$1,325,995"
"East Lyme School District","=""0450011""","Employee Benefits","$2,494,367"
"East Lyme School District","=""0450011""","Purchased Services Other Than Transportation","$1,092,755"
"East Lyme School District","=""0450011""","Special Education Tuition","$943,899"
"East Lyme School District","=""0450011""","Supplies","$58,475"
"East Lyme School District","=""0450011""","Property Services","$0"
"East Lyme School District","=""0450011""","Purchased Services For Transportation","$779,589"
"East Lyme School District","=""0450011""","Equipment","$55,333"
"East Lyme School District","=""0450011""","All Other Expenditures","$2,654"
"East Lyme School District","=""0450011""","Total","$13,620,292"
"East Windsor School District","=""0470011""","Teacher Salaries","$3,066,348"
"East Windsor School District","=""0470011""","Instructional Aide Salaries","$1,785,079"
"East Windsor School District","=""0470011""","Other Salaries","$937,861"
"East Windsor School District","=""0470011""","Employee Benefits","$1,535,124"
"East Windsor School District","=""0470011""","Purchased Services Other Than Transportation","$60,303"
"East Windsor School District","=""0470011""","Special Education Tuition","$968,628"
"East Windsor School District","=""0470011""","Supplies","$41,770"
"East Windsor School District","=""0470011""","Property Services","$0"
"East Windsor School District","=""0470011""","Purchased Services For Transportation","$428,116"
"East Windsor School District","=""0470011""","Equipment","$28,464"
"East Windsor School District","=""0470011""","All Other Expenditures","$250"
"East Windsor School District","=""0470011""","Total","$8,851,942"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Teacher Salaries","$4,651,021"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Instructional Aide Salaries","$522,072"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Other Salaries","$4,088,913"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Employee Benefits","$2,159,929"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Purchased Services Other Than Transportation","$372,671"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Special Education Tuition","$0"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Supplies","$232,004"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Property Services","$77,811"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Purchased Services For Transportation","$0"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Equipment","$328,580"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","All Other Expenditures","$9,923"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Total","$12,442,924"
"Eastford School District","=""0390011""","Teacher Salaries","$190,438"
"Eastford School District","=""0390011""","Instructional Aide Salaries","$220,654"
"Eastford School District","=""0390011""","Other Salaries","$29,355"
"Eastford School District","=""0390011""","Employee Benefits","$140,900"
"Eastford School District","=""0390011""","Purchased Services Other Than Transportation","$126,131"
"Eastford School District","=""0390011""","Special Education Tuition","$299,143"
"Eastford School District","=""0390011""","Supplies","$1,020"
"Eastford School District","=""0390011""","Property Services","$0"
"Eastford School District","=""0390011""","Purchased Services For Transportation","$80,915"
"Eastford School District","=""0390011""","Equipment","$0"
"Eastford School District","=""0390011""","All Other Expenditures","$250"
"Eastford School District","=""0390011""","Total","$1,088,807"
"Easton School District","=""0460011""","Teacher Salaries","$2,030,131"
"Easton School District","=""0460011""","Instructional Aide Salaries","$723,874"
"Easton School District","=""0460011""","Other Salaries","$0"
"Easton School District","=""0460011""","Employee Benefits","$735,153"
"Easton School District","=""0460011""","Purchased Services Other Than Transportation","$496,490"
"Easton School District","=""0460011""","Special Education Tuition","$215,146"
"Easton School District","=""0460011""","Supplies","$20,688"
"Easton School District","=""0460011""","Property Services","$8,662"
"Easton School District","=""0460011""","Purchased Services For Transportation","$208,577"
"Easton School District","=""0460011""","Equipment","$22,218"
"Easton School District","=""0460011""","All Other Expenditures","$0"
"Easton School District","=""0460011""","Total","$4,460,938"
"EdAdvance","=""2420014""","Teacher Salaries","$2,180,286"
"EdAdvance","=""2420014""","Instructional Aide Salaries","$818,158"
"EdAdvance","=""2420014""","Other Salaries","$3,785,040"
"EdAdvance","=""2420014""","Employee Benefits","$1,350,254"
"EdAdvance","=""2420014""","Purchased Services Other Than Transportation","$1,110,366"
"EdAdvance","=""2420014""","Special Education Tuition","$0"
"EdAdvance","=""2420014""","Supplies","$344,985"
"EdAdvance","=""2420014""","Property Services","$565,785"
"EdAdvance","=""2420014""","Purchased Services For Transportation","$0"
"EdAdvance","=""2420014""","Equipment","$1,712"
"EdAdvance","=""2420014""","All Other Expenditures","$1,468,981"
"EdAdvance","=""2420014""","Total","$11,625,567"
"Ellington School District","=""0480011""","Teacher Salaries","$4,165,483"
"Ellington School District","=""0480011""","Instructional Aide Salaries","$2,215,740"
"Ellington School District","=""0480011""","Other Salaries","$748,039"
"Ellington School District","=""0480011""","Employee Benefits","$1,897,099"
"Ellington School District","=""0480011""","Purchased Services Other Than Transportation","$423,657"
"Ellington School District","=""0480011""","Special Education Tuition","$1,400,300"
"Ellington School District","=""0480011""","Supplies","$96,762"
"Ellington School District","=""0480011""","Property Services","$151,629"
"Ellington School District","=""0480011""","Purchased Services For Transportation","$390,164"
"Ellington School District","=""0480011""","Equipment","$4,348"
"Ellington School District","=""0480011""","All Other Expenditures","$6,654"
"Ellington School District","=""0480011""","Total","$11,499,874"
"Elm City College Preparatory School District","=""2890013""","Teacher Salaries","$659,211"
"Elm City College Preparatory School District","=""2890013""","Instructional Aide Salaries","$0"
"Elm City College Preparatory School District","=""2890013""","Other Salaries","$0"
"Elm City College Preparatory School District","=""2890013""","Employee Benefits","$104,319"
"Elm City College Preparatory School District","=""2890013""","Purchased Services Other Than Transportation","$165,884"
"Elm City College Preparatory School District","=""2890013""","Special Education Tuition","$0"
"Elm City College Preparatory School District","=""2890013""","Supplies","$4,759"
"Elm City College Preparatory School District","=""2890013""","Property Services","$0"
"Elm City College Preparatory School District","=""2890013""","Purchased Services For Transportation","$0"
"Elm City College Preparatory School District","=""2890013""","Equipment","$21,010"
"Elm City College Preparatory School District","=""2890013""","All Other Expenditures","$1,415"
"Elm City College Preparatory School District","=""2890013""","Total","$956,596"
"Elm City Montessori School District","=""2910013""","Teacher Salaries","$92,856"
"Elm City Montessori School District","=""2910013""","Instructional Aide Salaries","$0"
"Elm City Montessori School District","=""2910013""","Other Salaries","$0"
"Elm City Montessori School District","=""2910013""","Employee Benefits","$44,053"
"Elm City Montessori School District","=""2910013""","Purchased Services Other Than Transportation","$71,498"
"Elm City Montessori School District","=""2910013""","Special Education Tuition","$0"
"Elm City Montessori School District","=""2910013""","Supplies","$0"
"Elm City Montessori School District","=""2910013""","Property Services","$0"
"Elm City Montessori School District","=""2910013""","Purchased Services For Transportation","$0"
"Elm City Montessori School District","=""2910013""","Equipment","$0"
"Elm City Montessori School District","=""2910013""","All Other Expenditures","$0"
"Elm City Montessori School District","=""2910013""","Total","$208,407"
"Enfield School District","=""0490011""","Teacher Salaries","$7,313,633"
"Enfield School District","=""0490011""","Instructional Aide Salaries","$1,800,252"
"Enfield School District","=""0490011""","Other Salaries","$1,531,085"
"Enfield School District","=""0490011""","Employee Benefits","$2,076,012"
"Enfield School District","=""0490011""","Purchased Services Other Than Transportation","$1,891,831"
"Enfield School District","=""0490011""","Special Education Tuition","$4,299,761"
"Enfield School District","=""0490011""","Supplies","$296,991"
"Enfield School District","=""0490011""","Property Services","$312"
"Enfield School District","=""0490011""","Purchased Services For Transportation","$1,852,818"
"Enfield School District","=""0490011""","Equipment","$5,094"
"Enfield School District","=""0490011""","All Other Expenditures","$0"
"Enfield School District","=""0490011""","Total","$21,067,788"
"Essex School District","=""0500011""","Teacher Salaries","$410,170"
"Essex School District","=""0500011""","Instructional Aide Salaries","$412,889"
"Essex School District","=""0500011""","Other Salaries","$97,371"
"Essex School District","=""0500011""","Employee Benefits","$310,792"
"Essex School District","=""0500011""","Purchased Services Other Than Transportation","$117,832"
"Essex School District","=""0500011""","Special Education Tuition","$425,924"
"Essex School District","=""0500011""","Supplies","$14,101"
"Essex School District","=""0500011""","Property Services","$1,037"
"Essex School District","=""0500011""","Purchased Services For Transportation","$89,786"
"Essex School District","=""0500011""","Equipment","$2,462"
"Essex School District","=""0500011""","All Other Expenditures","$0"
"Essex School District","=""0500011""","Total","$1,882,364"
"Explorations District","=""2720013""","Teacher Salaries","$200,553"
"Explorations District","=""2720013""","Instructional Aide Salaries","$0"
"Explorations District","=""2720013""","Other Salaries","$59,718"
"Explorations District","=""2720013""","Employee Benefits","$22,034"
"Explorations District","=""2720013""","Purchased Services Other Than Transportation","$0"
"Explorations District","=""2720013""","Special Education Tuition","$0"
"Explorations District","=""2720013""","Supplies","$0"
"Explorations District","=""2720013""","Property Services","$0"
"Explorations District","=""2720013""","Purchased Services For Transportation","$0"
"Explorations District","=""2720013""","Equipment","$0"
"Explorations District","=""2720013""","All Other Expenditures","$0"
"Explorations District","=""2720013""","Total","$282,305"
"Fairfield School District","=""0510011""","Teacher Salaries","$16,877,694"
"Fairfield School District","=""0510011""","Instructional Aide Salaries","$3,653,068"
"Fairfield School District","=""0510011""","Other Salaries","$10,244,676"
"Fairfield School District","=""0510011""","Employee Benefits","$9,917,910"
"Fairfield School District","=""0510011""","Purchased Services Other Than Transportation","$7,587,261"
"Fairfield School District","=""0510011""","Special Education Tuition","$11,700,733"
"Fairfield School District","=""0510011""","Supplies","$551,446"
"Fairfield School District","=""0510011""","Property Services","$40,289"
"Fairfield School District","=""0510011""","Purchased Services For Transportation","$3,825,140"
"Fairfield School District","=""0510011""","Equipment","$29,910"
"Fairfield School District","=""0510011""","All Other Expenditures","$0"
"Fairfield School District","=""0510011""","Total","$64,428,127"
"Farmington School District","=""0520011""","Teacher Salaries","$5,120,332"
"Farmington School District","=""0520011""","Instructional Aide Salaries","$2,460,390"
"Farmington School District","=""0520011""","Other Salaries","$1,301,048"
"Farmington School District","=""0520011""","Employee Benefits","$1,945,138"
"Farmington School District","=""0520011""","Purchased Services Other Than Transportation","$1,544,741"
"Farmington School District","=""0520011""","Special Education Tuition","$2,959,235"
"Farmington School District","=""0520011""","Supplies","$123,829"
"Farmington School District","=""0520011""","Property Services","$2,074"
"Farmington School District","=""0520011""","Purchased Services For Transportation","$1,457,427"
"Farmington School District","=""0520011""","Equipment","$8,991"
"Farmington School District","=""0520011""","All Other Expenditures","$923"
"Farmington School District","=""0520011""","Total","$16,924,129"
"Franklin School District","=""0530011""","Teacher Salaries","$183,548"
"Franklin School District","=""0530011""","Instructional Aide Salaries","$133,297"
"Franklin School District","=""0530011""","Other Salaries","$0"
"Franklin School District","=""0530011""","Employee Benefits","$74,844"
"Franklin School District","=""0530011""","Purchased Services Other Than Transportation","$15,302"
"Franklin School District","=""0530011""","Special Education Tuition","$310,774"
"Franklin School District","=""0530011""","Supplies","$6,453"
"Franklin School District","=""0530011""","Property Services","$0"
"Franklin School District","=""0530011""","Purchased Services For Transportation","$53,109"
"Franklin School District","=""0530011""","Equipment","$9,050"
"Franklin School District","=""0530011""","All Other Expenditures","$0"
"Franklin School District","=""0530011""","Total","$786,376"
"Glastonbury School District","=""0540011""","Teacher Salaries","$8,602,055"
"Glastonbury School District","=""0540011""","Instructional Aide Salaries","$3,047,875"
"Glastonbury School District","=""0540011""","Other Salaries","$4,952,365"
"Glastonbury School District","=""0540011""","Employee Benefits","$1,871,335"
"Glastonbury School District","=""0540011""","Purchased Services Other Than Transportation","$463,819"
"Glastonbury School District","=""0540011""","Special Education Tuition","$4,831,466"
"Glastonbury School District","=""0540011""","Supplies","$110,301"
"Glastonbury School District","=""0540011""","Property Services","$182,313"
"Glastonbury School District","=""0540011""","Purchased Services For Transportation","$234,911"
"Glastonbury School District","=""0540011""","Equipment","$24,781"
"Glastonbury School District","=""0540011""","All Other Expenditures","$2,970"
"Glastonbury School District","=""0540011""","Total","$24,324,192"
"Goodwin University Educational Services (GUES)","=""2310018""","Teacher Salaries","$552,823"
"Goodwin University Educational Services (GUES)","=""2310018""","Instructional Aide Salaries","$310,644"
"Goodwin University Educational Services (GUES)","=""2310018""","Other Salaries","$0"
"Goodwin University Educational Services (GUES)","=""2310018""","Employee Benefits","$256,103"
"Goodwin University Educational Services (GUES)","=""2310018""","Purchased Services Other Than Transportation","$0"
"Goodwin University Educational Services (GUES)","=""2310018""","Special Education Tuition","$0"
"Goodwin University Educational Services (GUES)","=""2310018""","Supplies","$0"
"Goodwin University Educational Services (GUES)","=""2310018""","Property Services","$0"
"Goodwin University Educational Services (GUES)","=""2310018""","Purchased Services For Transportation","$0"
"Goodwin University Educational Services (GUES)","=""2310018""","Equipment","$0"
"Goodwin University Educational Services (GUES)","=""2310018""","All Other Expenditures","$0"
"Goodwin University Educational Services (GUES)","=""2310018""","Total","$1,119,569"
"Granby School District","=""0560011""","Teacher Salaries","$2,713,584"
"Granby School District","=""0560011""","Instructional Aide Salaries","$1,225,708"
"Granby School District","=""0560011""","Other Salaries","$115,003"
"Granby School District","=""0560011""","Employee Benefits","$974,075"
"Granby School District","=""0560011""","Purchased Services Other Than Transportation","$254,466"
"Granby School District","=""0560011""","Special Education Tuition","$2,242,159"
"Granby School District","=""0560011""","Supplies","$35,575"
"Granby School District","=""0560011""","Property Services","$0"
"Granby School District","=""0560011""","Purchased Services For Transportation","$1,184,330"
"Granby School District","=""0560011""","Equipment","$46,162"
"Granby School District","=""0560011""","All Other Expenditures","$749"
"Granby School District","=""0560011""","Total","$8,791,812"
"Great Oaks Charter School District","=""2940013""","Teacher Salaries","$394,853"
"Great Oaks Charter School District","=""2940013""","Instructional Aide Salaries","$0"
"Great Oaks Charter School District","=""2940013""","Other Salaries","$40,000"
"Great Oaks Charter School District","=""2940013""","Employee Benefits","$74,325"
"Great Oaks Charter School District","=""2940013""","Purchased Services Other Than Transportation","$0"
"Great Oaks Charter School District","=""2940013""","Special Education Tuition","$0"
"Great Oaks Charter School District","=""2940013""","Supplies","$0"
"Great Oaks Charter School District","=""2940013""","Property Services","$0"
"Great Oaks Charter School District","=""2940013""","Purchased Services For Transportation","$0"
"Great Oaks Charter School District","=""2940013""","Equipment","$0"
"Great Oaks Charter School District","=""2940013""","All Other Expenditures","$0"
"Great Oaks Charter School District","=""2940013""","Total","$509,178"
"Greenwich School District","=""0570011""","Teacher Salaries","$17,805,609"
"Greenwich School District","=""0570011""","Instructional Aide Salaries","$3,558,828"
"Greenwich School District","=""0570011""","Other Salaries","$10,927,875"
"Greenwich School District","=""0570011""","Employee Benefits","$9,308,569"
"Greenwich School District","=""0570011""","Purchased Services Other Than Transportation","$2,842,997"
"Greenwich School District","=""0570011""","Special Education Tuition","$9,940,241"
"Greenwich School District","=""0570011""","Supplies","$345,311"
"Greenwich School District","=""0570011""","Property Services","$47,221"
"Greenwich School District","=""0570011""","Purchased Services For Transportation","$3,068,350"
"Greenwich School District","=""0570011""","Equipment","$2,153"
"Greenwich School District","=""0570011""","All Other Expenditures","$0"
"Greenwich School District","=""0570011""","Total","$57,847,155"
"Griswold School District","=""0580011""","Teacher Salaries","$2,942,485"
"Griswold School District","=""0580011""","Instructional Aide Salaries","$1,606,287"
"Griswold School District","=""0580011""","Other Salaries","$434,960"
"Griswold School District","=""0580011""","Employee Benefits","$1,254,241"
"Griswold School District","=""0580011""","Purchased Services Other Than Transportation","$198,798"
"Griswold School District","=""0580011""","Special Education Tuition","$1,646,584"
"Griswold School District","=""0580011""","Supplies","$55,067"
"Griswold School District","=""0580011""","Property Services","$0"
"Griswold School District","=""0580011""","Purchased Services For Transportation","$1,115,515"
"Griswold School District","=""0580011""","Equipment","$8,500"
"Griswold School District","=""0580011""","All Other Expenditures","$0"
"Griswold School District","=""0580011""","Total","$9,262,438"
"Groton School District","=""0590011""","Teacher Salaries","$10,051,708"
"Groton School District","=""0590011""","Instructional Aide Salaries","$3,098,658"
"Groton School District","=""0590011""","Other Salaries","$1,231,240"
"Groton School District","=""0590011""","Employee Benefits","$1,825,381"
"Groton School District","=""0590011""","Purchased Services Other Than Transportation","$1,659,281"
"Groton School District","=""0590011""","Special Education Tuition","$3,883,005"
"Groton School District","=""0590011""","Supplies","$167,118"
"Groton School District","=""0590011""","Property Services","$540"
"Groton School District","=""0590011""","Purchased Services For Transportation","$2,407,807"
"Groton School District","=""0590011""","Equipment","$27,452"
"Groton School District","=""0590011""","All Other Expenditures","$3,155"
"Groton School District","=""0590011""","Total","$24,355,345"
"Guilford School District","=""0600011""","Teacher Salaries","$6,219,738"
"Guilford School District","=""0600011""","Instructional Aide Salaries","$1,781,211"
"Guilford School District","=""0600011""","Other Salaries","$101,508"
"Guilford School District","=""0600011""","Employee Benefits","$2,785,393"
"Guilford School District","=""0600011""","Purchased Services Other Than Transportation","$1,499,744"
"Guilford School District","=""0600011""","Special Education Tuition","$3,446,439"
"Guilford School District","=""0600011""","Supplies","$125,644"
"Guilford School District","=""0600011""","Property Services","$0"
"Guilford School District","=""0600011""","Purchased Services For Transportation","$1,915,681"
"Guilford School District","=""0600011""","Equipment","$42,444"
"Guilford School District","=""0600011""","All Other Expenditures","$0"
"Guilford School District","=""0600011""","Total","$17,917,803"
"Hamden School District","=""0620011""","Teacher Salaries","$9,962,792"
"Hamden School District","=""0620011""","Instructional Aide Salaries","$3,275,006"
"Hamden School District","=""0620011""","Other Salaries","$2,240,083"
"Hamden School District","=""0620011""","Employee Benefits","$7,226,100"
"Hamden School District","=""0620011""","Purchased Services Other Than Transportation","$2,645,951"
"Hamden School District","=""0620011""","Special Education Tuition","$17,506,688"
"Hamden School District","=""0620011""","Supplies","$175,235"
"Hamden School District","=""0620011""","Property Services","$624"
"Hamden School District","=""0620011""","Purchased Services For Transportation","$3,743,744"
"Hamden School District","=""0620011""","Equipment","$0"
"Hamden School District","=""0620011""","All Other Expenditures","$250"
"Hamden School District","=""0620011""","Total","$46,776,473"
"Hampton School District","=""0630011""","Teacher Salaries","$180,096"
"Hampton School District","=""0630011""","Instructional Aide Salaries","$140,130"
"Hampton School District","=""0630011""","Other Salaries","$21,318"
"Hampton School District","=""0630011""","Employee Benefits","$84,554"
"Hampton School District","=""0630011""","Purchased Services Other Than Transportation","$64,970"
"Hampton School District","=""0630011""","Special Education Tuition","$85,424"
"Hampton School District","=""0630011""","Supplies","$8,798"
"Hampton School District","=""0630011""","Property Services","$0"
"Hampton School District","=""0630011""","Purchased Services For Transportation","$6,562"
"Hampton School District","=""0630011""","Equipment","$0"
"Hampton School District","=""0630011""","All Other Expenditures","$0"
"Hampton School District","=""0630011""","Total","$591,852"
"Hartford School District","=""0640011""","Teacher Salaries","$19,832,425"
"Hartford School District","=""0640011""","Instructional Aide Salaries","$8,441,205"
"Hartford School District","=""0640011""","Other Salaries","$4,937,012"
"Hartford School District","=""0640011""","Employee Benefits","$9,684,903"
"Hartford School District","=""0640011""","Purchased Services Other Than Transportation","$4,967,832"
"Hartford School District","=""0640011""","Special Education Tuition","$80,192,318"
"Hartford School District","=""0640011""","Supplies","$133,598"
"Hartford School District","=""0640011""","Property Services","$726"
"Hartford School District","=""0640011""","Purchased Services For Transportation","$22,822,292"
"Hartford School District","=""0640011""","Equipment","$18,841"
"Hartford School District","=""0640011""","All Other Expenditures","$3,765"
"Hartford School District","=""0640011""","Total","$151,034,916"
"Hartland School District","=""0650011""","Teacher Salaries","$0"
"Hartland School District","=""0650011""","Instructional Aide Salaries","$19,518"
"Hartland School District","=""0650011""","Other Salaries","$0"
"Hartland School District","=""0650011""","Employee Benefits","$1,493"
"Hartland School District","=""0650011""","Purchased Services Other Than Transportation","$517,896"
"Hartland School District","=""0650011""","Special Education Tuition","$389,163"
"Hartland School District","=""0650011""","Supplies","$3,643"
"Hartland School District","=""0650011""","Property Services","$0"
"Hartland School District","=""0650011""","Purchased Services For Transportation","$42,958"
"Hartland School District","=""0650011""","Equipment","$0"
"Hartland School District","=""0650011""","All Other Expenditures","$0"
"Hartland School District","=""0650011""","Total","$974,671"
"Hebron School District","=""0670011""","Teacher Salaries","$1,031,771"
"Hebron School District","=""0670011""","Instructional Aide Salaries","$828,711"
"Hebron School District","=""0670011""","Other Salaries","$267,507"
"Hebron School District","=""0670011""","Employee Benefits","$540,065"
"Hebron School District","=""0670011""","Purchased Services Other Than Transportation","$159,393"
"Hebron School District","=""0670011""","Special Education Tuition","$386,538"
"Hebron School District","=""0670011""","Supplies","$15,743"
"Hebron School District","=""0670011""","Property Services","$0"
"Hebron School District","=""0670011""","Purchased Services For Transportation","$123,360"
"Hebron School District","=""0670011""","Equipment","$12,117"
"Hebron School District","=""0670011""","All Other Expenditures","$0"
"Hebron School District","=""0670011""","Total","$3,365,205"
"Highville Charter School District","=""2860013""","Teacher Salaries","$124,800"
"Highville Charter School District","=""2860013""","Instructional Aide Salaries","$0"
"Highville Charter School District","=""2860013""","Other Salaries","$0"
"Highville Charter School District","=""2860013""","Employee Benefits","$27,187"
"Highville Charter School District","=""2860013""","Purchased Services Other Than Transportation","$18,000"
"Highville Charter School District","=""2860013""","Special Education Tuition","$0"
"Highville Charter School District","=""2860013""","Supplies","$0"
"Highville Charter School District","=""2860013""","Property Services","$0"
"Highville Charter School District","=""2860013""","Purchased Services For Transportation","$0"
"Highville Charter School District","=""2860013""","Equipment","$0"
"Highville Charter School District","=""2860013""","All Other Expenditures","$0"
"Highville Charter School District","=""2860013""","Total","$169,987"
"Integrated Day Charter School District","=""2640013""","Teacher Salaries","$220,630"
"Integrated Day Charter School District","=""2640013""","Instructional Aide Salaries","$97,851"
"Integrated Day Charter School District","=""2640013""","Other Salaries","$83,446"
"Integrated Day Charter School District","=""2640013""","Employee Benefits","$82,136"
"Integrated Day Charter School District","=""2640013""","Purchased Services Other Than Transportation","$6,554"
"Integrated Day Charter School District","=""2640013""","Special Education Tuition","$0"
"Integrated Day Charter School District","=""2640013""","Supplies","$0"
"Integrated Day Charter School District","=""2640013""","Property Services","$0"
"Integrated Day Charter School District","=""2640013""","Purchased Services For Transportation","$0"
"Integrated Day Charter School District","=""2640013""","Equipment","$0"
"Integrated Day Charter School District","=""2640013""","All Other Expenditures","$0"
"Integrated Day Charter School District","=""2640013""","Total","$490,617"
"Interdistrict School for Arts and Comm District","=""2650013""","Teacher Salaries","$325,781"
"Interdistrict School for Arts and Comm District","=""2650013""","Instructional Aide Salaries","$46,240"
"Interdistrict School for Arts and Comm District","=""2650013""","Other Salaries","$193,056"
"Interdistrict School for Arts and Comm District","=""2650013""","Employee Benefits","$105,964"
"Interdistrict School for Arts and Comm District","=""2650013""","Purchased Services Other Than Transportation","$16,850"
"Interdistrict School for Arts and Comm District","=""2650013""","Special Education Tuition","$0"
"Interdistrict School for Arts and Comm District","=""2650013""","Supplies","$1,759"
"Interdistrict School for Arts and Comm District","=""2650013""","Property Services","$56,550"
"Interdistrict School for Arts and Comm District","=""2650013""","Purchased Services For Transportation","$0"
"Interdistrict School for Arts and Comm District","=""2650013""","Equipment","$268"
"Interdistrict School for Arts and Comm District","=""2650013""","All Other Expenditures","$0"
"Interdistrict School for Arts and Comm District","=""2650013""","Total","$746,468"
"Jumoke Academy District","=""2610013""","Teacher Salaries","$271,898"
"Jumoke Academy District","=""2610013""","Instructional Aide Salaries","$0"
"Jumoke Academy District","=""2610013""","Other Salaries","$0"
"Jumoke Academy District","=""2610013""","Employee Benefits","$82,208"
"Jumoke Academy District","=""2610013""","Purchased Services Other Than Transportation","$137,835"
"Jumoke Academy District","=""2610013""","Special Education Tuition","$0"
"Jumoke Academy District","=""2610013""","Supplies","$4,146"
"Jumoke Academy District","=""2610013""","Property Services","$0"
"Jumoke Academy District","=""2610013""","Purchased Services For Transportation","$0"
"Jumoke Academy District","=""2610013""","Equipment","$0"
"Jumoke Academy District","=""2610013""","All Other Expenditures","$0"
"Jumoke Academy District","=""2610013""","Total","$496,087"
"Kent School District","=""0680011""","Teacher Salaries","$507,371"
"Kent School District","=""0680011""","Instructional Aide Salaries","$109,406"
"Kent School District","=""0680011""","Other Salaries","$123,809"
"Kent School District","=""0680011""","Employee Benefits","$235,669"
"Kent School District","=""0680011""","Purchased Services Other Than Transportation","$90,711"
"Kent School District","=""0680011""","Special Education Tuition","$4,833"
"Kent School District","=""0680011""","Supplies","$7,858"
"Kent School District","=""0680011""","Property Services","$4,257"
"Kent School District","=""0680011""","Purchased Services For Transportation","$57,390"
"Kent School District","=""0680011""","Equipment","$2,318"
"Kent School District","=""0680011""","All Other Expenditures","$0"
"Kent School District","=""0680011""","Total","$1,143,623"
"Killingly School District","=""0690011""","Teacher Salaries","$3,320,238"
"Killingly School District","=""0690011""","Instructional Aide Salaries","$1,558,174"
"Killingly School District","=""0690011""","Other Salaries","$1,146,624"
"Killingly School District","=""0690011""","Employee Benefits","$1,469,595"
"Killingly School District","=""0690011""","Purchased Services Other Than Transportation","$1,106,197"
"Killingly School District","=""0690011""","Special Education Tuition","$3,512,141"
"Killingly School District","=""0690011""","Supplies","$202,774"
"Killingly School District","=""0690011""","Property Services","$50,651"
"Killingly School District","=""0690011""","Purchased Services For Transportation","$535,830"
"Killingly School District","=""0690011""","Equipment","$60,995"
"Killingly School District","=""0690011""","All Other Expenditures","$2,348"
"Killingly School District","=""0690011""","Total","$12,965,567"
"Learn","=""2450014""","Teacher Salaries","$4,411,947"
"Learn","=""2450014""","Instructional Aide Salaries","$2,570,582"
"Learn","=""2450014""","Other Salaries","$3,362,496"
"Learn","=""2450014""","Employee Benefits","$2,320,476"
"Learn","=""2450014""","Purchased Services Other Than Transportation","$2,300,546"
"Learn","=""2450014""","Special Education Tuition","$0"
"Learn","=""2450014""","Supplies","$173,407"
"Learn","=""2450014""","Property Services","$434,545"
"Learn","=""2450014""","Purchased Services For Transportation","$0"
"Learn","=""2450014""","Equipment","$152,846"
"Learn","=""2450014""","All Other Expenditures","$2,089"
"Learn","=""2450014""","Total","$15,728,934"
"Lebanon School District","=""0710011""","Teacher Salaries","$1,138,565"
"Lebanon School District","=""0710011""","Instructional Aide Salaries","$842,895"
"Lebanon School District","=""0710011""","Other Salaries","$549,025"
"Lebanon School District","=""0710011""","Employee Benefits","$727,512"
"Lebanon School District","=""0710011""","Purchased Services Other Than Transportation","$218,520"
"Lebanon School District","=""0710011""","Special Education Tuition","$1,169,043"
"Lebanon School District","=""0710011""","Supplies","$17,905"
"Lebanon School District","=""0710011""","Property Services","$2,434"
"Lebanon School District","=""0710011""","Purchased Services For Transportation","$438,982"
"Lebanon School District","=""0710011""","Equipment","$16,134"
"Lebanon School District","=""0710011""","All Other Expenditures","$500"
"Lebanon School District","=""0710011""","Total","$5,121,514"
"Ledyard School District","=""0720011""","Teacher Salaries","$4,269,146"
"Ledyard School District","=""0720011""","Instructional Aide Salaries","$1,104,909"
"Ledyard School District","=""0720011""","Other Salaries","$635,344"
"Ledyard School District","=""0720011""","Employee Benefits","$989,494"
