"Special Education Expenditures, 2024-25"
"All Districts"

"District","District Code","Description","Amount"
"Ansonia School District","=""0020011""","All Other Expenditures","$62"
"Ansonia School District","=""0020011""","Total","$15,123,900"
"Area Cooperative Educational Services","=""2440014""","Teacher Salaries","$9,359,283"
"Area Cooperative Educational Services","=""2440014""","Instructional Aide Salaries","$8,851,107"
"Area Cooperative Educational Services","=""2440014""","Other Salaries","$26,662,391"
"Area Cooperative Educational Services","=""2440014""","Employee Benefits","$11,774,197"
"Area Cooperative Educational Services","=""2440014""","Purchased Services Other Than Transportation","$817,397"
"Area Cooperative Educational Services","=""2440014""","Special Education Tuition","$0"
"Area Cooperative Educational Services","=""2440014""","Supplies","$1,931,109"
"Area Cooperative Educational Services","=""2440014""","Property Services","$3,724,325"
"Area Cooperative Educational Services","=""2440014""","Purchased Services For Transportation","$35,811"
"Area Cooperative Educational Services","=""2440014""","Equipment","$1,123,903"
"Area Cooperative Educational Services","=""2440014""","All Other Expenditures","$64,576"
"Area Cooperative Educational Services","=""2440014""","Total","$64,344,099"
"Ashford School District","=""0030011""","Teacher Salaries","$382,151"
"Ashford School District","=""0030011""","Instructional Aide Salaries","$460,253"
"Ashford School District","=""0030011""","Other Salaries","$266,307"
"Ashford School District","=""0030011""","Employee Benefits","$525,721"
"Ashford School District","=""0030011""","Purchased Services Other Than Transportation","$121,149"
"Ashford School District","=""0030011""","Special Education Tuition","$262,560"
"Ashford School District","=""0030011""","Supplies","$5,065"
"Ashford School District","=""0030011""","Property Services","$0"
"Ashford School District","=""0030011""","Purchased Services For Transportation","$0"
"Ashford School District","=""0030011""","Equipment","$6,117"
"Ashford School District","=""0030011""","All Other Expenditures","$600"
"Ashford School District","=""0030011""","Total","$2,029,923"
"Avon School District","=""0040011""","Teacher Salaries","$6,082,527"
"Avon School District","=""0040011""","Instructional Aide Salaries","$2,569,118"
"Avon School District","=""0040011""","Other Salaries","$670,659"
"Avon School District","=""0040011""","Employee Benefits","$2,507,897"
"Avon School District","=""0040011""","Purchased Services Other Than Transportation","$825,528"
"Avon School District","=""0040011""","Special Education Tuition","$3,336,212"
"Avon School District","=""0040011""","Supplies","$32,716"
"Avon School District","=""0040011""","Property Services","$512"
"Avon School District","=""0040011""","Purchased Services For Transportation","$1,315,787"
"Avon School District","=""0040011""","Equipment","$31,629"
"Avon School District","=""0040011""","All Other Expenditures","$700"
"Avon School District","=""0040011""","Total","$17,373,285"
"Barkhamsted School District","=""0050011""","Teacher Salaries","$176,363"
"Barkhamsted School District","=""0050011""","Instructional Aide Salaries","$0"
"Barkhamsted School District","=""0050011""","Other Salaries","$129"
"Barkhamsted School District","=""0050011""","Employee Benefits","$56,231"
"Barkhamsted School District","=""0050011""","Purchased Services Other Than Transportation","$765,203"
"Barkhamsted School District","=""0050011""","Special Education Tuition","$159,420"
"Barkhamsted School District","=""0050011""","Supplies","$2,965"
"Barkhamsted School District","=""0050011""","Property Services","$0"
"Barkhamsted School District","=""0050011""","Purchased Services For Transportation","$38,244"
"Barkhamsted School District","=""0050011""","Equipment","$979"
"Barkhamsted School District","=""0050011""","All Other Expenditures","$789"
"Barkhamsted School District","=""0050011""","Total","$1,200,324"
"Berlin School District","=""0070011""","Teacher Salaries","$4,995,187"
"Berlin School District","=""0070011""","Instructional Aide Salaries","$2,164,144"
"Berlin School District","=""0070011""","Other Salaries","$1,179,969"
"Berlin School District","=""0070011""","Employee Benefits","$1,524,765"
"Berlin School District","=""0070011""","Purchased Services Other Than Transportation","$1,076,034"
"Berlin School District","=""0070011""","Special Education Tuition","$3,858,045"
"Berlin School District","=""0070011""","Supplies","$69,161"
"Berlin School District","=""0070011""","Property Services","$0"
"Berlin School District","=""0070011""","Purchased Services For Transportation","$1,181,494"
"Berlin School District","=""0070011""","Equipment","$348,444"
"Berlin School District","=""0070011""","All Other Expenditures","$7,152"
"Berlin School District","=""0070011""","Total","$16,404,394"
"Bethany School District","=""0080011""","Teacher Salaries","$733,671"
"Bethany School District","=""0080011""","Instructional Aide Salaries","$580,706"
"Bethany School District","=""0080011""","Other Salaries","$227,717"
"Bethany School District","=""0080011""","Employee Benefits","$264,806"
"Bethany School District","=""0080011""","Purchased Services Other Than Transportation","$491,585"
"Bethany School District","=""0080011""","Special Education Tuition","$68,068"
"Bethany School District","=""0080011""","Supplies","$26,972"
"Bethany School District","=""0080011""","Property Services","$0"
"Bethany School District","=""0080011""","Purchased Services For Transportation","$0"
"Bethany School District","=""0080011""","Equipment","$866"
"Bethany School District","=""0080011""","All Other Expenditures","$146,505"
"Bethany School District","=""0080011""","Total","$2,540,896"
"Bethel School District","=""0090011""","Teacher Salaries","$4,189,082"
"Bethel School District","=""0090011""","Instructional Aide Salaries","$2,008,015"
"Bethel School District","=""0090011""","Other Salaries","$2,865,377"
"Bethel School District","=""0090011""","Employee Benefits","$2,482,207"
"Bethel School District","=""0090011""","Purchased Services Other Than Transportation","$455,274"
"Bethel School District","=""0090011""","Special Education Tuition","$2,275,287"
"Bethel School District","=""0090011""","Supplies","$61,284"
"Bethel School District","=""0090011""","Property Services","$226"
"Bethel School District","=""0090011""","Purchased Services For Transportation","$1,645,260"
"Bethel School District","=""0090011""","Equipment","$4,593"
"Bethel School District","=""0090011""","All Other Expenditures","$1,526"
"Bethel School District","=""0090011""","Total","$15,988,131"
"Bloomfield School District","=""0110011""","Teacher Salaries","$3,602,627"
"Bloomfield School District","=""0110011""","Instructional Aide Salaries","$1,646,832"
"Bloomfield School District","=""0110011""","Other Salaries","$1,328,694"
"Bloomfield School District","=""0110011""","Employee Benefits","$1,457,621"
"Bloomfield School District","=""0110011""","Purchased Services Other Than Transportation","$1,359,257"
"Bloomfield School District","=""0110011""","Special Education Tuition","$6,153,825"
"Bloomfield School District","=""0110011""","Supplies","$17,770"
"Bloomfield School District","=""0110011""","Property Services","$0"
"Bloomfield School District","=""0110011""","Purchased Services For Transportation","$1,030,280"
"Bloomfield School District","=""0110011""","Equipment","$17,881"
"Bloomfield School District","=""0110011""","All Other Expenditures","$450"
"Bloomfield School District","=""0110011""","Total","$16,615,235"
"Bolton School District","=""0120011""","Teacher Salaries","$1,039,501"
"Bolton School District","=""0120011""","Instructional Aide Salaries","$444,662"
"Bolton School District","=""0120011""","Other Salaries","$308,287"
"Bolton School District","=""0120011""","Employee Benefits","$679,260"
"Bolton School District","=""0120011""","Purchased Services Other Than Transportation","$136,512"
"Bolton School District","=""0120011""","Special Education Tuition","$331,329"
"Bolton School District","=""0120011""","Supplies","$24,818"
"Bolton School District","=""0120011""","Property Services","$0"
"Bolton School District","=""0120011""","Purchased Services For Transportation","$169,134"
"Bolton School District","=""0120011""","Equipment","$2,241"
"Bolton School District","=""0120011""","All Other Expenditures","$195"
"Bolton School District","=""0120011""","Total","$3,135,939"
"Booker T. Washington Academy District","=""2950013""","Teacher Salaries","$93,438"
"Booker T. Washington Academy District","=""2950013""","Instructional Aide Salaries","$0"
"Booker T. Washington Academy District","=""2950013""","Other Salaries","$132,370"
"Booker T. Washington Academy District","=""2950013""","Employee Benefits","$24,265"
"Booker T. Washington Academy District","=""2950013""","Purchased Services Other Than Transportation","$0"
"Booker T. Washington Academy District","=""2950013""","Special Education Tuition","$0"
"Booker T. Washington Academy District","=""2950013""","Supplies","$0"
"Booker T. Washington Academy District","=""2950013""","Property Services","$0"
"Booker T. Washington Academy District","=""2950013""","Purchased Services For Transportation","$0"
"Booker T. Washington Academy District","=""2950013""","Equipment","$0"
"Booker T. Washington Academy District","=""2950013""","All Other Expenditures","$0"
"Booker T. Washington Academy District","=""2950013""","Total","$250,073"
"Bozrah School District","=""0130011""","Teacher Salaries","$419,462"
"Bozrah School District","=""0130011""","Instructional Aide Salaries","$229,290"
"Bozrah School District","=""0130011""","Other Salaries","$270,221"
"Bozrah School District","=""0130011""","Employee Benefits","$330,241"
"Bozrah School District","=""0130011""","Purchased Services Other Than Transportation","$231,362"
"Bozrah School District","=""0130011""","Special Education Tuition","$418,617"
"Bozrah School District","=""0130011""","Supplies","$12,999"
"Bozrah School District","=""0130011""","Property Services","$0"
"Bozrah School District","=""0130011""","Purchased Services For Transportation","$68,074"
"Bozrah School District","=""0130011""","Equipment","$479"
"Bozrah School District","=""0130011""","All Other Expenditures","$250"
"Bozrah School District","=""0130011""","Total","$1,980,995"
"Branford School District","=""0140011""","Teacher Salaries","$2,563,610"
"Branford School District","=""0140011""","Instructional Aide Salaries","$1,533,256"
"Branford School District","=""0140011""","Other Salaries","$3,061,886"
"Branford School District","=""0140011""","Employee Benefits","$2,102,206"
"Branford School District","=""0140011""","Purchased Services Other Than Transportation","$675,422"
"Branford School District","=""0140011""","Special Education Tuition","$3,951,198"
"Branford School District","=""0140011""","Supplies","$26,672"
"Branford School District","=""0140011""","Property Services","$130,528"
"Branford School District","=""0140011""","Purchased Services For Transportation","$990,908"
"Branford School District","=""0140011""","Equipment","$7,339"
"Branford School District","=""0140011""","All Other Expenditures","$1,644"
"Branford School District","=""0140011""","Total","$15,044,670"
"Brass City Charter School District","=""2900013""","Teacher Salaries","$29,642"
"Brass City Charter School District","=""2900013""","Instructional Aide Salaries","$0"
"Brass City Charter School District","=""2900013""","Other Salaries","$0"
"Brass City Charter School District","=""2900013""","Employee Benefits","$6,426"
"Brass City Charter School District","=""2900013""","Purchased Services Other Than Transportation","$678,786"
"Brass City Charter School District","=""2900013""","Special Education Tuition","$0"
"Brass City Charter School District","=""2900013""","Supplies","$0"
"Brass City Charter School District","=""2900013""","Property Services","$0"
"Brass City Charter School District","=""2900013""","Purchased Services For Transportation","$0"
"Brass City Charter School District","=""2900013""","Equipment","$0"
"Brass City Charter School District","=""2900013""","All Other Expenditures","$0"
"Brass City Charter School District","=""2900013""","Total","$714,854"
"Bridgeport School District","=""0150011""","Teacher Salaries","$24,762,618"
"Bridgeport School District","=""0150011""","Instructional Aide Salaries","$10,114,511"
"Bridgeport School District","=""0150011""","Other Salaries","$6,156,303"
"Bridgeport School District","=""0150011""","Employee Benefits","$12,407,213"
"Bridgeport School District","=""0150011""","Purchased Services Other Than Transportation","$12,826,988"
"Bridgeport School District","=""0150011""","Special Education Tuition","$34,293,253"
"Bridgeport School District","=""0150011""","Supplies","$271,414"
"Bridgeport School District","=""0150011""","Property Services","$225,471"
"Bridgeport School District","=""0150011""","Purchased Services For Transportation","$19,127,242"
"Bridgeport School District","=""0150011""","Equipment","$146,212"
"Bridgeport School District","=""0150011""","All Other Expenditures","$0"
"Bridgeport School District","=""0150011""","Total","$120,331,226"
"Bristol School District","=""0170011""","Teacher Salaries","$11,571,084"
"Bristol School District","=""0170011""","Instructional Aide Salaries","$4,973,986"
"Bristol School District","=""0170011""","Other Salaries","$2,654,805"
"Bristol School District","=""0170011""","Employee Benefits","$5,389,869"
"Bristol School District","=""0170011""","Purchased Services Other Than Transportation","$4,779,384"
"Bristol School District","=""0170011""","Special Education Tuition","$23,539,894"
"Bristol School District","=""0170011""","Supplies","$62,746"
"Bristol School District","=""0170011""","Property Services","$17,484"
"Bristol School District","=""0170011""","Purchased Services For Transportation","$6,993,058"
"Bristol School District","=""0170011""","Equipment","$51,711"
"Bristol School District","=""0170011""","All Other Expenditures","$175,462"
"Bristol School District","=""0170011""","Total","$60,209,482"
"Brookfield School District","=""0180011""","Teacher Salaries","$4,623,524"
"Brookfield School District","=""0180011""","Instructional Aide Salaries","$1,633,866"
"Brookfield School District","=""0180011""","Other Salaries","$1,000,191"
"Brookfield School District","=""0180011""","Employee Benefits","$1,904,903"
"Brookfield School District","=""0180011""","Purchased Services Other Than Transportation","$465,351"
"Brookfield School District","=""0180011""","Special Education Tuition","$3,763,036"
"Brookfield School District","=""0180011""","Supplies","$64,013"
"Brookfield School District","=""0180011""","Property Services","$2,918"
"Brookfield School District","=""0180011""","Purchased Services For Transportation","$1,653,243"
"Brookfield School District","=""0180011""","Equipment","$7,557"
"Brookfield School District","=""0180011""","All Other Expenditures","$2,443"
"Brookfield School District","=""0180011""","Total","$15,121,044"
"Brooklyn School District","=""0190011""","Teacher Salaries","$1,636,220"
"Brooklyn School District","=""0190011""","Instructional Aide Salaries","$1,472,430"
"Brooklyn School District","=""0190011""","Other Salaries","$528,592"
"Brooklyn School District","=""0190011""","Employee Benefits","$662,452"
"Brooklyn School District","=""0190011""","Purchased Services Other Than Transportation","$76,184"
"Brooklyn School District","=""0190011""","Special Education Tuition","$2,979,987"
"Brooklyn School District","=""0190011""","Supplies","$21,400"
"Brooklyn School District","=""0190011""","Property Services","$0"
"Brooklyn School District","=""0190011""","Purchased Services For Transportation","$340,178"
"Brooklyn School District","=""0190011""","Equipment","$134,000"
"Brooklyn School District","=""0190011""","All Other Expenditures","$7,716"
"Brooklyn School District","=""0190011""","Total","$7,859,158"
"Canaan School District","=""0210011""","Teacher Salaries","$208,166"
"Canaan School District","=""0210011""","Instructional Aide Salaries","$16,559"
"Canaan School District","=""0210011""","Other Salaries","$60,719"
"Canaan School District","=""0210011""","Employee Benefits","$103,176"
"Canaan School District","=""0210011""","Purchased Services Other Than Transportation","$28,864"
"Canaan School District","=""0210011""","Special Education Tuition","$1,307"
"Canaan School District","=""0210011""","Supplies","$2,156"
"Canaan School District","=""0210011""","Property Services","$0"
"Canaan School District","=""0210011""","Purchased Services For Transportation","$30,464"
"Canaan School District","=""0210011""","Equipment","$1,807"
"Canaan School District","=""0210011""","All Other Expenditures","$8,042"
"Canaan School District","=""0210011""","Total","$461,261"
"Canterbury School District","=""0220011""","Teacher Salaries","$485,374"
"Canterbury School District","=""0220011""","Instructional Aide Salaries","$516,096"
"Canterbury School District","=""0220011""","Other Salaries","$249,151"
"Canterbury School District","=""0220011""","Employee Benefits","$237,190"
"Canterbury School District","=""0220011""","Purchased Services Other Than Transportation","$73,290"
"Canterbury School District","=""0220011""","Special Education Tuition","$680,239"
"Canterbury School District","=""0220011""","Supplies","$15,160"
"Canterbury School District","=""0220011""","Property Services","$1,210"
"Canterbury School District","=""0220011""","Purchased Services For Transportation","$52,219"
"Canterbury School District","=""0220011""","Equipment","$2,316"
"Canterbury School District","=""0220011""","All Other Expenditures","$409"
"Canterbury School District","=""0220011""","Total","$2,312,653"
"Canton School District","=""0230011""","Teacher Salaries","$1,914,418"
"Canton School District","=""0230011""","Instructional Aide Salaries","$1,230,471"
"Canton School District","=""0230011""","Other Salaries","$229,783"
"Canton School District","=""0230011""","Employee Benefits","$844,377"
"Canton School District","=""0230011""","Purchased Services Other Than Transportation","$1,032,168"
"Canton School District","=""0230011""","Special Education Tuition","$3,188,656"
"Canton School District","=""0230011""","Supplies","$26,965"
"Canton School District","=""0230011""","Property Services","$0"
"Canton School District","=""0230011""","Purchased Services For Transportation","$1,221,043"
"Canton School District","=""0230011""","Equipment","$0"
"Canton School District","=""0230011""","All Other Expenditures","$12,324"
"Canton School District","=""0230011""","Total","$9,700,204"
"Capital Preparatory Harbor School District","=""2970013""","Teacher Salaries","$434,550"
"Capital Preparatory Harbor School District","=""2970013""","Instructional Aide Salaries","$38,624"
"Capital Preparatory Harbor School District","=""2970013""","Other Salaries","$150,600"
"Capital Preparatory Harbor School District","=""2970013""","Employee Benefits","$116,341"
"Capital Preparatory Harbor School District","=""2970013""","Purchased Services Other Than Transportation","$317,733"
"Capital Preparatory Harbor School District","=""2970013""","Special Education Tuition","$0"
"Capital Preparatory Harbor School District","=""2970013""","Supplies","$0"
"Capital Preparatory Harbor School District","=""2970013""","Property Services","$0"
"Capital Preparatory Harbor School District","=""2970013""","Purchased Services For Transportation","$0"
"Capital Preparatory Harbor School District","=""2970013""","Equipment","$0"
"Capital Preparatory Harbor School District","=""2970013""","All Other Expenditures","$0"
"Capital Preparatory Harbor School District","=""2970013""","Total","$1,057,848"
"Capitol Region Education Council","=""2410014""","Teacher Salaries","$23,307,987"
"Capitol Region Education Council","=""2410014""","Instructional Aide Salaries","$9,396,750"
"Capitol Region Education Council","=""2410014""","Other Salaries","$18,710,756"
"Capitol Region Education Council","=""2410014""","Employee Benefits","$15,455,598"
"Capitol Region Education Council","=""2410014""","Purchased Services Other Than Transportation","$6,000,480"
"Capitol Region Education Council","=""2410014""","Special Education Tuition","$0"
"Capitol Region Education Council","=""2410014""","Supplies","$1,129,659"
"Capitol Region Education Council","=""2410014""","Property Services","$2,511,587"
"Capitol Region Education Council","=""2410014""","Purchased Services For Transportation","$0"
"Capitol Region Education Council","=""2410014""","Equipment","$435,133"
"Capitol Region Education Council","=""2410014""","All Other Expenditures","$11,314"
"Capitol Region Education Council","=""2410014""","Total","$76,959,264"
"Chaplin School District","=""0240011""","Teacher Salaries","$279,250"
"Chaplin School District","=""0240011""","Instructional Aide Salaries","$186,375"
"Chaplin School District","=""0240011""","Other Salaries","$0"
"Chaplin School District","=""0240011""","Employee Benefits","$114,872"
"Chaplin School District","=""0240011""","Purchased Services Other Than Transportation","$333,387"
"Chaplin School District","=""0240011""","Special Education Tuition","$2,790"
"Chaplin School District","=""0240011""","Supplies","$26,943"
"Chaplin School District","=""0240011""","Property Services","$0"
"Chaplin School District","=""0240011""","Purchased Services For Transportation","$12,916"
"Chaplin School District","=""0240011""","Equipment","$728"
"Chaplin School District","=""0240011""","All Other Expenditures","$27"
"Chaplin School District","=""0240011""","Total","$957,287"
"Cheshire School District","=""0250011""","Teacher Salaries","$7,774,278"
"Cheshire School District","=""0250011""","Instructional Aide Salaries","$3,399,195"
"Cheshire School District","=""0250011""","Other Salaries","$2,293,102"
"Cheshire School District","=""0250011""","Employee Benefits","$4,570,087"
"Cheshire School District","=""0250011""","Purchased Services Other Than Transportation","$1,015,772"
"Cheshire School District","=""0250011""","Special Education Tuition","$2,523,520"
"Cheshire School District","=""0250011""","Supplies","$334,455"
"Cheshire School District","=""0250011""","Property Services","$63,142"
"Cheshire School District","=""0250011""","Purchased Services For Transportation","$1,557,270"
"Cheshire School District","=""0250011""","Equipment","$4,918"
"Cheshire School District","=""0250011""","All Other Expenditures","$1,000"
"Cheshire School District","=""0250011""","Total","$23,536,739"
"Chester School District","=""0260011""","Teacher Salaries","$397,051"
"Chester School District","=""0260011""","Instructional Aide Salaries","$302,642"
"Chester School District","=""0260011""","Other Salaries","$58,514"
"Chester School District","=""0260011""","Employee Benefits","$232,826"
"Chester School District","=""0260011""","Purchased Services Other Than Transportation","$4,008"
"Chester School District","=""0260011""","Special Education Tuition","$0"
"Chester School District","=""0260011""","Supplies","$8,201"
"Chester School District","=""0260011""","Property Services","$0"
"Chester School District","=""0260011""","Purchased Services For Transportation","$79,410"
"Chester School District","=""0260011""","Equipment","$0"
"Chester School District","=""0260011""","All Other Expenditures","$0"
"Chester School District","=""0260011""","Total","$1,082,652"
"Clinton School District","=""0270011""","Teacher Salaries","$3,749,172"
"Clinton School District","=""0270011""","Instructional Aide Salaries","$1,282,226"
"Clinton School District","=""0270011""","Other Salaries","$398,049"
"Clinton School District","=""0270011""","Employee Benefits","$1,211,804"
"Clinton School District","=""0270011""","Purchased Services Other Than Transportation","$516,764"
"Clinton School District","=""0270011""","Special Education Tuition","$2,478,612"
"Clinton School District","=""0270011""","Supplies","$41,614"
"Clinton School District","=""0270011""","Property Services","$0"
"Clinton School District","=""0270011""","Purchased Services For Transportation","$1,006,682"
"Clinton School District","=""0270011""","Equipment","$0"
"Clinton School District","=""0270011""","All Other Expenditures","$925"
"Clinton School District","=""0270011""","Total","$10,685,848"
"Colchester School District","=""0280011""","Teacher Salaries","$4,264,091"
"Colchester School District","=""0280011""","Instructional Aide Salaries","$1,704,720"
"Colchester School District","=""0280011""","Other Salaries","$473,567"
"Colchester School District","=""0280011""","Employee Benefits","$1,136,922"
"Colchester School District","=""0280011""","Purchased Services Other Than Transportation","$1,028,866"
"Colchester School District","=""0280011""","Special Education Tuition","$2,332,271"
"Colchester School District","=""0280011""","Supplies","$33,665"
"Colchester School District","=""0280011""","Property Services","$14,780"
"Colchester School District","=""0280011""","Purchased Services For Transportation","$1,147,131"
"Colchester School District","=""0280011""","Equipment","$4,000"
"Colchester School District","=""0280011""","All Other Expenditures","$1,599"
"Colchester School District","=""0280011""","Total","$12,141,611"
"Colebrook School District","=""0290011""","Teacher Salaries","$74,467"
"Colebrook School District","=""0290011""","Instructional Aide Salaries","$65,288"
"Colebrook School District","=""0290011""","Other Salaries","$0"
"Colebrook School District","=""0290011""","Employee Benefits","$6,074"
"Colebrook School District","=""0290011""","Purchased Services Other Than Transportation","$242,887"
"Colebrook School District","=""0290011""","Special Education Tuition","$0"
"Colebrook School District","=""0290011""","Supplies","$225"
"Colebrook School District","=""0290011""","Property Services","$0"
"Colebrook School District","=""0290011""","Purchased Services For Transportation","$34,983"
"Colebrook School District","=""0290011""","Equipment","$175"
"Colebrook School District","=""0290011""","All Other Expenditures","$30,120"
"Colebrook School District","=""0290011""","Total","$454,221"
"Columbia School District","=""0300011""","Teacher Salaries","$1,112,523"
"Columbia School District","=""0300011""","Instructional Aide Salaries","$360,027"
"Columbia School District","=""0300011""","Other Salaries","$301,145"
"Columbia School District","=""0300011""","Employee Benefits","$469,100"
"Columbia School District","=""0300011""","Purchased Services Other Than Transportation","$363,808"
"Columbia School District","=""0300011""","Special Education Tuition","$785,904"
"Columbia School District","=""0300011""","Supplies","$20,613"
"Columbia School District","=""0300011""","Property Services","$0"
"Columbia School District","=""0300011""","Purchased Services For Transportation","$308,890"
"Columbia School District","=""0300011""","Equipment","$4,474"
"Columbia School District","=""0300011""","All Other Expenditures","$390"
"Columbia School District","=""0300011""","Total","$3,726,876"
"Common Ground High School District","=""2680013""","Teacher Salaries","$287,787"
"Common Ground High School District","=""2680013""","Instructional Aide Salaries","$146,003"
"Common Ground High School District","=""2680013""","Other Salaries","$13,173"
"Common Ground High School District","=""2680013""","Employee Benefits","$75,155"
"Common Ground High School District","=""2680013""","Purchased Services Other Than Transportation","$57,327"
"Common Ground High School District","=""2680013""","Special Education Tuition","$0"
"Common Ground High School District","=""2680013""","Supplies","$15,160"
"Common Ground High School District","=""2680013""","Property Services","$0"
"Common Ground High School District","=""2680013""","Purchased Services For Transportation","$0"
"Common Ground High School District","=""2680013""","Equipment","$0"
"Common Ground High School District","=""2680013""","All Other Expenditures","$0"
"Common Ground High School District","=""2680013""","Total","$594,606"
"Connecticut Technical Education and Career System","=""9000016""","Teacher Salaries","$13,339,760"
"Connecticut Technical Education and Career System","=""9000016""","Instructional Aide Salaries","$0"
"Connecticut Technical Education and Career System","=""9000016""","Other Salaries","$0"
"Connecticut Technical Education and Career System","=""9000016""","Employee Benefits","$8,009,196"
"Connecticut Technical Education and Career System","=""9000016""","Purchased Services Other Than Transportation","$4,399,357"
"Connecticut Technical Education and Career System","=""9000016""","Special Education Tuition","$0"
"Connecticut Technical Education and Career System","=""9000016""","Supplies","$346,945"
"Connecticut Technical Education and Career System","=""9000016""","Property Services","$0"
"Connecticut Technical Education and Career System","=""9000016""","Purchased Services For Transportation","$105,997"
"Connecticut Technical Education and Career System","=""9000016""","Equipment","$428"
"Connecticut Technical Education and Career System","=""9000016""","All Other Expenditures","$0"
"Connecticut Technical Education and Career System","=""9000016""","Total","$26,201,682"
"Cooperative Educational Services","=""2430014""","Teacher Salaries","$7,859,374"
"Cooperative Educational Services","=""2430014""","Instructional Aide Salaries","$5,928,790"
"Cooperative Educational Services","=""2430014""","Other Salaries","$4,246,503"
"Cooperative Educational Services","=""2430014""","Employee Benefits","$3,875,459"
"Cooperative Educational Services","=""2430014""","Purchased Services Other Than Transportation","$3,675,193"
"Cooperative Educational Services","=""2430014""","Special Education Tuition","$0"
"Cooperative Educational Services","=""2430014""","Supplies","$322,774"
"Cooperative Educational Services","=""2430014""","Property Services","$1,685,875"
"Cooperative Educational Services","=""2430014""","Purchased Services For Transportation","$0"
"Cooperative Educational Services","=""2430014""","Equipment","$455,422"
"Cooperative Educational Services","=""2430014""","All Other Expenditures","$6,237"
"Cooperative Educational Services","=""2430014""","Total","$28,055,627"
"Cornwall School District","=""0310011""","Teacher Salaries","$255,292"
