"Special Education Expenditures, 2017-18"
"All Districts"

"District","District Code","Description","Amount"
"Berlin School District","=""0070011""","Special Education Tuition","$2,235,988"
"Berlin School District","=""0070011""","Supplies","$51,214"
"Berlin School District","=""0070011""","Property Services","$0"
"Berlin School District","=""0070011""","Purchased Services For Transportation","$1,155,113"
"Berlin School District","=""0070011""","Equipment","$2,368"
"Berlin School District","=""0070011""","All Other Expenditures","$6,100"
"Berlin School District","=""0070011""","Total","$10,753,862"
"Bethany School District","=""0080011""","Teacher Salaries","$615,137"
"Bethany School District","=""0080011""","Instructional Aide Salaries","$163,444"
"Bethany School District","=""0080011""","Other Salaries","$310,092"
"Bethany School District","=""0080011""","Employee Benefits","$166,819"
"Bethany School District","=""0080011""","Purchased Services Other Than Transportation","$163,674"
"Bethany School District","=""0080011""","Special Education Tuition","$146,199"
"Bethany School District","=""0080011""","Supplies","$8,880"
"Bethany School District","=""0080011""","Property Services","$0"
"Bethany School District","=""0080011""","Purchased Services For Transportation","$0"
"Bethany School District","=""0080011""","Equipment","$87,604"
"Bethany School District","=""0080011""","All Other Expenditures","$144,005"
"Bethany School District","=""0080011""","Total","$1,805,854"
"Bethel School District","=""0090011""","Teacher Salaries","$3,140,545"
"Bethel School District","=""0090011""","Instructional Aide Salaries","$1,196,097"
"Bethel School District","=""0090011""","Other Salaries","$2,209,192"
"Bethel School District","=""0090011""","Employee Benefits","$1,806,752"
"Bethel School District","=""0090011""","Purchased Services Other Than Transportation","$353,840"
"Bethel School District","=""0090011""","Special Education Tuition","$1,328,735"
"Bethel School District","=""0090011""","Supplies","$39,146"
"Bethel School District","=""0090011""","Property Services","$140"
"Bethel School District","=""0090011""","Purchased Services For Transportation","$948,501"
"Bethel School District","=""0090011""","Equipment","$118,551"
"Bethel School District","=""0090011""","All Other Expenditures","$1,232"
"Bethel School District","=""0090011""","Total","$11,142,730"
"Bloomfield School District","=""0110011""","Teacher Salaries","$2,413,886"
"Bloomfield School District","=""0110011""","Instructional Aide Salaries","$821,150"
"Bloomfield School District","=""0110011""","Other Salaries","$836,870"
"Bloomfield School District","=""0110011""","Employee Benefits","$1,189,936"
"Bloomfield School District","=""0110011""","Purchased Services Other Than Transportation","$229,695"
"Bloomfield School District","=""0110011""","Special Education Tuition","$2,828,085"
"Bloomfield School District","=""0110011""","Supplies","$11,205"
"Bloomfield School District","=""0110011""","Property Services","$0"
"Bloomfield School District","=""0110011""","Purchased Services For Transportation","$727,769"
"Bloomfield School District","=""0110011""","Equipment","$4,597"
"Bloomfield School District","=""0110011""","All Other Expenditures","$266"
"Bloomfield School District","=""0110011""","Total","$9,063,459"
"Bolton School District","=""0120011""","Teacher Salaries","$933,690"
"Bolton School District","=""0120011""","Instructional Aide Salaries","$406,984"
"Bolton School District","=""0120011""","Other Salaries","$304,206"
"Bolton School District","=""0120011""","Employee Benefits","$509,189"
"Bolton School District","=""0120011""","Purchased Services Other Than Transportation","$150,232"
"Bolton School District","=""0120011""","Special Education Tuition","$545,043"
"Bolton School District","=""0120011""","Supplies","$40,437"
"Bolton School District","=""0120011""","Property Services","$0"
"Bolton School District","=""0120011""","Purchased Services For Transportation","$178,723"
"Bolton School District","=""0120011""","Equipment","$0"
"Bolton School District","=""0120011""","All Other Expenditures","$175"
"Bolton School District","=""0120011""","Total","$3,068,679"
"Booker T. Washington Academy District","=""2950013""","Teacher Salaries","$50,287"
"Booker T. Washington Academy District","=""2950013""","Instructional Aide Salaries","$0"
"Booker T. Washington Academy District","=""2950013""","Other Salaries","$0"
"Booker T. Washington Academy District","=""2950013""","Employee Benefits","$3,308"
"Booker T. Washington Academy District","=""2950013""","Purchased Services Other Than Transportation","$0"
"Booker T. Washington Academy District","=""2950013""","Special Education Tuition","$0"
"Booker T. Washington Academy District","=""2950013""","Supplies","$0"
"Booker T. Washington Academy District","=""2950013""","Property Services","$0"
"Booker T. Washington Academy District","=""2950013""","Purchased Services For Transportation","$0"
"Booker T. Washington Academy District","=""2950013""","Equipment","$0"
"Booker T. Washington Academy District","=""2950013""","All Other Expenditures","$0"
"Booker T. Washington Academy District","=""2950013""","Total","$53,595"
"Bozrah School District","=""0130011""","Teacher Salaries","$285,640"
"Bozrah School District","=""0130011""","Instructional Aide Salaries","$211,916"
"Bozrah School District","=""0130011""","Other Salaries","$213,187"
"Bozrah School District","=""0130011""","Employee Benefits","$113,617"
"Bozrah School District","=""0130011""","Purchased Services Other Than Transportation","$82,929"
"Bozrah School District","=""0130011""","Special Education Tuition","$367,030"
"Bozrah School District","=""0130011""","Supplies","$4,314"
"Bozrah School District","=""0130011""","Property Services","$0"
"Bozrah School District","=""0130011""","Purchased Services For Transportation","$93,142"
"Bozrah School District","=""0130011""","Equipment","$5,138"
"Bozrah School District","=""0130011""","All Other Expenditures","$40"
"Bozrah School District","=""0130011""","Total","$1,376,953"
"Branford School District","=""0140011""","Teacher Salaries","$3,947,324"
"Branford School District","=""0140011""","Instructional Aide Salaries","$1,625,570"
"Branford School District","=""0140011""","Other Salaries","$390,752"
"Branford School District","=""0140011""","Employee Benefits","$2,001,717"
"Branford School District","=""0140011""","Purchased Services Other Than Transportation","$575,214"
"Branford School District","=""0140011""","Special Education Tuition","$2,291,967"
"Branford School District","=""0140011""","Supplies","$91,132"
"Branford School District","=""0140011""","Property Services","$0"
"Branford School District","=""0140011""","Purchased Services For Transportation","$660,290"
"Branford School District","=""0140011""","Equipment","$6,837"
"Branford School District","=""0140011""","All Other Expenditures","$379"
"Branford School District","=""0140011""","Total","$11,591,181"
"Brass City Charter School District","=""2900013""","Teacher Salaries","$26,648"
"Brass City Charter School District","=""2900013""","Instructional Aide Salaries","$17,614"
"Brass City Charter School District","=""2900013""","Other Salaries","$30,964"
"Brass City Charter School District","=""2900013""","Employee Benefits","$22,567"
"Brass City Charter School District","=""2900013""","Purchased Services Other Than Transportation","$0"
"Brass City Charter School District","=""2900013""","Special Education Tuition","$0"
"Brass City Charter School District","=""2900013""","Supplies","$0"
"Brass City Charter School District","=""2900013""","Property Services","$0"
"Brass City Charter School District","=""2900013""","Purchased Services For Transportation","$0"
"Brass City Charter School District","=""2900013""","Equipment","$0"
"Brass City Charter School District","=""2900013""","All Other Expenditures","$0"
"Brass City Charter School District","=""2900013""","Total","$97,793"
"Bridgeport School District","=""0150011""","Teacher Salaries","$22,932,194"
"Bridgeport School District","=""0150011""","Instructional Aide Salaries","$10,831,666"
"Bridgeport School District","=""0150011""","Other Salaries","$3,188,836"
"Bridgeport School District","=""0150011""","Employee Benefits","$10,846,498"
"Bridgeport School District","=""0150011""","Purchased Services Other Than Transportation","$2,724,286"
"Bridgeport School District","=""0150011""","Special Education Tuition","$24,303,947"
"Bridgeport School District","=""0150011""","Supplies","$110,429"
"Bridgeport School District","=""0150011""","Property Services","$155,251"
"Bridgeport School District","=""0150011""","Purchased Services For Transportation","$11,766,029"
"Bridgeport School District","=""0150011""","Equipment","$350"
"Bridgeport School District","=""0150011""","All Other Expenditures","$0"
"Bridgeport School District","=""0150011""","Total","$86,859,486"
"Bristol School District","=""0170011""","Teacher Salaries","$11,542,845"
"Bristol School District","=""0170011""","Instructional Aide Salaries","$2,587,098"
"Bristol School District","=""0170011""","Other Salaries","$815,575"
"Bristol School District","=""0170011""","Employee Benefits","$2,772,883"
"Bristol School District","=""0170011""","Purchased Services Other Than Transportation","$1,393,118"
"Bristol School District","=""0170011""","Special Education Tuition","$11,378,980"
"Bristol School District","=""0170011""","Supplies","$70,904"
"Bristol School District","=""0170011""","Property Services","$17,224"
"Bristol School District","=""0170011""","Purchased Services For Transportation","$5,567,752"
"Bristol School District","=""0170011""","Equipment","$38,023"
"Bristol School District","=""0170011""","All Other Expenditures","$1,148"
"Bristol School District","=""0170011""","Total","$36,185,550"
"Brookfield School District","=""0180011""","Teacher Salaries","$3,355,543"
"Brookfield School District","=""0180011""","Instructional Aide Salaries","$1,233,100"
"Brookfield School District","=""0180011""","Other Salaries","$580,817"
"Brookfield School District","=""0180011""","Employee Benefits","$1,235,437"
"Brookfield School District","=""0180011""","Purchased Services Other Than Transportation","$1,074,215"
"Brookfield School District","=""0180011""","Special Education Tuition","$1,863,259"
"Brookfield School District","=""0180011""","Supplies","$34,202"
"Brookfield School District","=""0180011""","Property Services","$3,367"
"Brookfield School District","=""0180011""","Purchased Services For Transportation","$655,697"
"Brookfield School District","=""0180011""","Equipment","$1,844"
"Brookfield School District","=""0180011""","All Other Expenditures","$1,021"
"Brookfield School District","=""0180011""","Total","$10,038,502"
"Brooklyn School District","=""0190011""","Teacher Salaries","$944,672"
"Brooklyn School District","=""0190011""","Instructional Aide Salaries","$694,659"
"Brooklyn School District","=""0190011""","Other Salaries","$238,438"
"Brooklyn School District","=""0190011""","Employee Benefits","$469,026"
"Brooklyn School District","=""0190011""","Purchased Services Other Than Transportation","$501,787"
"Brooklyn School District","=""0190011""","Special Education Tuition","$1,913,587"
"Brooklyn School District","=""0190011""","Supplies","$10,261"
"Brooklyn School District","=""0190011""","Property Services","$0"
"Brooklyn School District","=""0190011""","Purchased Services For Transportation","$330,323"
"Brooklyn School District","=""0190011""","Equipment","$39,763"
"Brooklyn School District","=""0190011""","All Other Expenditures","$805"
"Brooklyn School District","=""0190011""","Total","$5,143,321"
"Canaan School District","=""0210011""","Teacher Salaries","$150,139"
"Canaan School District","=""0210011""","Instructional Aide Salaries","$2,689"
"Canaan School District","=""0210011""","Other Salaries","$58,983"
"Canaan School District","=""0210011""","Employee Benefits","$73,159"
"Canaan School District","=""0210011""","Purchased Services Other Than Transportation","$4,415"
"Canaan School District","=""0210011""","Special Education Tuition","$7,065"
"Canaan School District","=""0210011""","Supplies","$1,111"
"Canaan School District","=""0210011""","Property Services","$7,325"
"Canaan School District","=""0210011""","Purchased Services For Transportation","$22,618"
"Canaan School District","=""0210011""","Equipment","$1,284"
"Canaan School District","=""0210011""","All Other Expenditures","$0"
"Canaan School District","=""0210011""","Total","$328,788"
"Canterbury School District","=""0220011""","Teacher Salaries","$191,976"
"Canterbury School District","=""0220011""","Instructional Aide Salaries","$470,625"
"Canterbury School District","=""0220011""","Other Salaries","$183,188"
"Canterbury School District","=""0220011""","Employee Benefits","$225,372"
"Canterbury School District","=""0220011""","Purchased Services Other Than Transportation","$520,656"
"Canterbury School District","=""0220011""","Special Education Tuition","$661,791"
"Canterbury School District","=""0220011""","Supplies","$340,494"
"Canterbury School District","=""0220011""","Property Services","$0"
"Canterbury School District","=""0220011""","Purchased Services For Transportation","$0"
"Canterbury School District","=""0220011""","Equipment","$14,348"
"Canterbury School District","=""0220011""","All Other Expenditures","$519"
"Canterbury School District","=""0220011""","Total","$2,608,968"
"Canton School District","=""0230011""","Teacher Salaries","$1,405,326"
"Canton School District","=""0230011""","Instructional Aide Salaries","$859,289"
"Canton School District","=""0230011""","Other Salaries","$860,888"
"Canton School District","=""0230011""","Employee Benefits","$886,123"
"Canton School District","=""0230011""","Purchased Services Other Than Transportation","$337,550"
"Canton School District","=""0230011""","Special Education Tuition","$998,798"
"Canton School District","=""0230011""","Supplies","$14,635"
"Canton School District","=""0230011""","Property Services","$0"
"Canton School District","=""0230011""","Purchased Services For Transportation","$585,133"
"Canton School District","=""0230011""","Equipment","$168"
"Canton School District","=""0230011""","All Other Expenditures","$1,721"
"Canton School District","=""0230011""","Total","$5,949,631"
"Capital Preparatory Harbor School District","=""2970013""","Teacher Salaries","$113,594"
"Capital Preparatory Harbor School District","=""2970013""","Instructional Aide Salaries","$0"
"Capital Preparatory Harbor School District","=""2970013""","Other Salaries","$0"
"Capital Preparatory Harbor School District","=""2970013""","Employee Benefits","$28,728"
"Capital Preparatory Harbor School District","=""2970013""","Purchased Services Other Than Transportation","$0"
"Capital Preparatory Harbor School District","=""2970013""","Special Education Tuition","$0"
"Capital Preparatory Harbor School District","=""2970013""","Supplies","$1,283"
"Capital Preparatory Harbor School District","=""2970013""","Property Services","$0"
"Capital Preparatory Harbor School District","=""2970013""","Purchased Services For Transportation","$54,000"
"Capital Preparatory Harbor School District","=""2970013""","Equipment","$0"
"Capital Preparatory Harbor School District","=""2970013""","All Other Expenditures","$0"
"Capital Preparatory Harbor School District","=""2970013""","Total","$197,604"
"Capitol Region Education Council","=""2410014""","Teacher Salaries","$17,976,134"
"Capitol Region Education Council","=""2410014""","Instructional Aide Salaries","$8,351,801"
"Capitol Region Education Council","=""2410014""","Other Salaries","$10,930,244"
"Capitol Region Education Council","=""2410014""","Employee Benefits","$9,083,423"
"Capitol Region Education Council","=""2410014""","Purchased Services Other Than Transportation","$5,210,127"
"Capitol Region Education Council","=""2410014""","Special Education Tuition","$0"
"Capitol Region Education Council","=""2410014""","Supplies","$1,210,350"
"Capitol Region Education Council","=""2410014""","Property Services","$1,049,003"
"Capitol Region Education Council","=""2410014""","Purchased Services For Transportation","$0"
"Capitol Region Education Council","=""2410014""","Equipment","$66,091"
"Capitol Region Education Council","=""2410014""","All Other Expenditures","$52,918"
"Capitol Region Education Council","=""2410014""","Total","$53,930,092"
"Chaplin School District","=""0240011""","Teacher Salaries","$299,112"
"Chaplin School District","=""0240011""","Instructional Aide Salaries","$119,993"
"Chaplin School District","=""0240011""","Other Salaries","$0"
"Chaplin School District","=""0240011""","Employee Benefits","$106,010"
"Chaplin School District","=""0240011""","Purchased Services Other Than Transportation","$117,022"
"Chaplin School District","=""0240011""","Special Education Tuition","$165,076"
"Chaplin School District","=""0240011""","Supplies","$2,027"
"Chaplin School District","=""0240011""","Property Services","$0"
"Chaplin School District","=""0240011""","Purchased Services For Transportation","$62,152"
"Chaplin School District","=""0240011""","Equipment","$238"
"Chaplin School District","=""0240011""","All Other Expenditures","$0"
"Chaplin School District","=""0240011""","Total","$871,631"
"Cheshire School District","=""0250011""","Teacher Salaries","$6,272,225"
"Cheshire School District","=""0250011""","Instructional Aide Salaries","$2,556,115"
"Cheshire School District","=""0250011""","Other Salaries","$1,980,388"
"Cheshire School District","=""0250011""","Employee Benefits","$2,358,111"
"Cheshire School District","=""0250011""","Purchased Services Other Than Transportation","$904,046"
"Cheshire School District","=""0250011""","Special Education Tuition","$2,104,922"
"Cheshire School District","=""0250011""","Supplies","$219,841"
"Cheshire School District","=""0250011""","Property Services","$45,265"
"Cheshire School District","=""0250011""","Purchased Services For Transportation","$866,416"
"Cheshire School District","=""0250011""","Equipment","$0"
"Cheshire School District","=""0250011""","All Other Expenditures","$0"
"Cheshire School District","=""0250011""","Total","$17,307,328"
"Chester School District","=""0260011""","Teacher Salaries","$435,100"
"Chester School District","=""0260011""","Instructional Aide Salaries","$197,972"
"Chester School District","=""0260011""","Other Salaries","$46,355"
"Chester School District","=""0260011""","Employee Benefits","$87,356"
"Chester School District","=""0260011""","Purchased Services Other Than Transportation","$31,710"
"Chester School District","=""0260011""","Special Education Tuition","$13,296"
"Chester School District","=""0260011""","Supplies","$8,051"
"Chester School District","=""0260011""","Property Services","$328"
"Chester School District","=""0260011""","Purchased Services For Transportation","$0"
"Chester School District","=""0260011""","Equipment","$0"
"Chester School District","=""0260011""","All Other Expenditures","$0"
"Chester School District","=""0260011""","Total","$820,168"
"Clinton School District","=""0270011""","Teacher Salaries","$3,081,544"
"Clinton School District","=""0270011""","Instructional Aide Salaries","$1,194,482"
"Clinton School District","=""0270011""","Other Salaries","$333,252"
"Clinton School District","=""0270011""","Employee Benefits","$1,223,051"
"Clinton School District","=""0270011""","Purchased Services Other Than Transportation","$257,703"
"Clinton School District","=""0270011""","Special Education Tuition","$849,989"
"Clinton School District","=""0270011""","Supplies","$29,829"
"Clinton School District","=""0270011""","Property Services","$0"
"Clinton School District","=""0270011""","Purchased Services For Transportation","$596,744"
"Clinton School District","=""0270011""","Equipment","$0"
"Clinton School District","=""0270011""","All Other Expenditures","$830"
"Clinton School District","=""0270011""","Total","$7,567,424"
"Colchester School District","=""0280011""","Teacher Salaries","$3,492,066"
"Colchester School District","=""0280011""","Instructional Aide Salaries","$1,412,767"
"Colchester School District","=""0280011""","Other Salaries","$354,855"
"Colchester School District","=""0280011""","Employee Benefits","$1,389,972"
"Colchester School District","=""0280011""","Purchased Services Other Than Transportation","$132,384"
"Colchester School District","=""0280011""","Special Education Tuition","$2,210,195"
"Colchester School District","=""0280011""","Supplies","$78,625"
"Colchester School District","=""0280011""","Property Services","$0"
"Colchester School District","=""0280011""","Purchased Services For Transportation","$974,736"
"Colchester School District","=""0280011""","Equipment","$0"
"Colchester School District","=""0280011""","All Other Expenditures","$0"
"Colchester School District","=""0280011""","Total","$10,045,600"
"Colebrook School District","=""0290011""","Teacher Salaries","$57,779"
"Colebrook School District","=""0290011""","Instructional Aide Salaries","$36,929"
"Colebrook School District","=""0290011""","Other Salaries","$1,244"
"Colebrook School District","=""0290011""","Employee Benefits","$12,025"
"Colebrook School District","=""0290011""","Purchased Services Other Than Transportation","$155,934"
"Colebrook School District","=""0290011""","Special Education Tuition","$104,133"
"Colebrook School District","=""0290011""","Supplies","$274"
"Colebrook School District","=""0290011""","Property Services","$0"
"Colebrook School District","=""0290011""","Purchased Services For Transportation","$31,058"
"Colebrook School District","=""0290011""","Equipment","$0"
"Colebrook School District","=""0290011""","All Other Expenditures","$25,294"
"Colebrook School District","=""0290011""","Total","$424,671"
"Columbia School District","=""0300011""","Teacher Salaries","$753,101"
"Columbia School District","=""0300011""","Instructional Aide Salaries","$317,841"
"Columbia School District","=""0300011""","Other Salaries","$223,517"
"Columbia School District","=""0300011""","Employee Benefits","$396,475"
"Columbia School District","=""0300011""","Purchased Services Other Than Transportation","$128,179"
"Columbia School District","=""0300011""","Special Education Tuition","$1,435,115"
"Columbia School District","=""0300011""","Supplies","$13,311"
"Columbia School District","=""0300011""","Property Services","$0"
"Columbia School District","=""0300011""","Purchased Services For Transportation","$367,478"
"Columbia School District","=""0300011""","Equipment","$19,920"
"Columbia School District","=""0300011""","All Other Expenditures","$0"
"Columbia School District","=""0300011""","Total","$3,654,938"
"Common Ground High School District","=""2680013""","Teacher Salaries","$163,475"
"Common Ground High School District","=""2680013""","Instructional Aide Salaries","$18,469"
"Common Ground High School District","=""2680013""","Other Salaries","$7,299"
"Common Ground High School District","=""2680013""","Employee Benefits","$49,056"
"Common Ground High School District","=""2680013""","Purchased Services Other Than Transportation","$25,728"
"Common Ground High School District","=""2680013""","Special Education Tuition","$0"
"Common Ground High School District","=""2680013""","Supplies","$11,560"
"Common Ground High School District","=""2680013""","Property Services","$0"
"Common Ground High School District","=""2680013""","Purchased Services For Transportation","$0"
"Common Ground High School District","=""2680013""","Equipment","$0"
"Common Ground High School District","=""2680013""","All Other Expenditures","$0"
"Common Ground High School District","=""2680013""","Total","$275,588"
"Connecticut Technical Education and Career System","=""9000016""","Teacher Salaries","$0"
"Connecticut Technical Education and Career System","=""9000016""","Instructional Aide Salaries","$0"
"Connecticut Technical Education and Career System","=""9000016""","Other Salaries","$0"
"Connecticut Technical Education and Career System","=""9000016""","Employee Benefits","$0"
"Connecticut Technical Education and Career System","=""9000016""","Purchased Services Other Than Transportation","$0"
"Connecticut Technical Education and Career System","=""9000016""","Special Education Tuition","$0"
"Connecticut Technical Education and Career System","=""9000016""","Supplies","$0"
"Connecticut Technical Education and Career System","=""9000016""","Property Services","$0"
"Connecticut Technical Education and Career System","=""9000016""","Purchased Services For Transportation","$0"
"Connecticut Technical Education and Career System","=""9000016""","Equipment","$0"
"Connecticut Technical Education and Career System","=""9000016""","All Other Expenditures","$0"
"Connecticut Technical Education and Career System","=""9000016""","Total","$0"
"Cooperative Educational Services","=""2430014""","Teacher Salaries","$6,398,689"
"Cooperative Educational Services","=""2430014""","Instructional Aide Salaries","$2,901,655"
"Cooperative Educational Services","=""2430014""","Other Salaries","$3,971,343"
"Cooperative Educational Services","=""2430014""","Employee Benefits","$3,630,144"
"Cooperative Educational Services","=""2430014""","Purchased Services Other Than Transportation","$2,072,689"
"Cooperative Educational Services","=""2430014""","Special Education Tuition","$0"
"Cooperative Educational Services","=""2430014""","Supplies","$492,525"
"Cooperative Educational Services","=""2430014""","Property Services","$1,113,991"
"Cooperative Educational Services","=""2430014""","Purchased Services For Transportation","$0"
"Cooperative Educational Services","=""2430014""","Equipment","$195,859"
"Cooperative Educational Services","=""2430014""","All Other Expenditures","$22,125"
"Cooperative Educational Services","=""2430014""","Total","$20,799,020"
"Cornwall School District","=""0310011""","Teacher Salaries","$188,200"
"Cornwall School District","=""0310011""","Instructional Aide Salaries","$1,716"
"Cornwall School District","=""0310011""","Other Salaries","$59,332"
