"Special Education Expenditures, 2018-19"
"All Districts"

"District","District Code","Description","Amount"
"Booker T. Washington Academy District","=""2950013""","Instructional Aide Salaries","$0"
"Booker T. Washington Academy District","=""2950013""","Other Salaries","$0"
"Booker T. Washington Academy District","=""2950013""","Employee Benefits","$5,303"
"Booker T. Washington Academy District","=""2950013""","Purchased Services Other Than Transportation","$0"
"Booker T. Washington Academy District","=""2950013""","Special Education Tuition","$0"
"Booker T. Washington Academy District","=""2950013""","Supplies","$0"
"Booker T. Washington Academy District","=""2950013""","Property Services","$0"
"Booker T. Washington Academy District","=""2950013""","Purchased Services For Transportation","$0"
"Booker T. Washington Academy District","=""2950013""","Equipment","$0"
"Booker T. Washington Academy District","=""2950013""","All Other Expenditures","$0"
"Booker T. Washington Academy District","=""2950013""","Total","$30,556"
"Bozrah School District","=""0130011""","Teacher Salaries","$313,283"
"Bozrah School District","=""0130011""","Instructional Aide Salaries","$209,104"
"Bozrah School District","=""0130011""","Other Salaries","$215,181"
"Bozrah School District","=""0130011""","Employee Benefits","$121,721"
"Bozrah School District","=""0130011""","Purchased Services Other Than Transportation","$72,304"
"Bozrah School District","=""0130011""","Special Education Tuition","$687,258"
"Bozrah School District","=""0130011""","Supplies","$2,777"
"Bozrah School District","=""0130011""","Property Services","$0"
"Bozrah School District","=""0130011""","Purchased Services For Transportation","$169,147"
"Bozrah School District","=""0130011""","Equipment","$3,049"
"Bozrah School District","=""0130011""","All Other Expenditures","$50"
"Bozrah School District","=""0130011""","Total","$1,793,874"
"Branford School District","=""0140011""","Teacher Salaries","$4,005,471"
"Branford School District","=""0140011""","Instructional Aide Salaries","$1,596,991"
"Branford School District","=""0140011""","Other Salaries","$372,789"
"Branford School District","=""0140011""","Employee Benefits","$2,065,278"
"Branford School District","=""0140011""","Purchased Services Other Than Transportation","$511,779"
"Branford School District","=""0140011""","Special Education Tuition","$2,342,889"
"Branford School District","=""0140011""","Supplies","$97,482"
"Branford School District","=""0140011""","Property Services","$0"
"Branford School District","=""0140011""","Purchased Services For Transportation","$631,412"
"Branford School District","=""0140011""","Equipment","$53,579"
"Branford School District","=""0140011""","All Other Expenditures","$399"
"Branford School District","=""0140011""","Total","$11,678,068"
"Brass City Charter School District","=""2900013""","Teacher Salaries","$88,881"
"Brass City Charter School District","=""2900013""","Instructional Aide Salaries","$33,866"
"Brass City Charter School District","=""2900013""","Other Salaries","$53,075"
"Brass City Charter School District","=""2900013""","Employee Benefits","$49,451"
"Brass City Charter School District","=""2900013""","Purchased Services Other Than Transportation","$449"
"Brass City Charter School District","=""2900013""","Special Education Tuition","$0"
"Brass City Charter School District","=""2900013""","Supplies","$2,069"
"Brass City Charter School District","=""2900013""","Property Services","$0"
"Brass City Charter School District","=""2900013""","Purchased Services For Transportation","$0"
"Brass City Charter School District","=""2900013""","Equipment","$300"
"Brass City Charter School District","=""2900013""","All Other Expenditures","$0"
"Brass City Charter School District","=""2900013""","Total","$228,091"
"Bridgeport School District","=""0150011""","Teacher Salaries","$22,990,183"
"Bridgeport School District","=""0150011""","Instructional Aide Salaries","$10,383,943"
"Bridgeport School District","=""0150011""","Other Salaries","$3,024,125"
"Bridgeport School District","=""0150011""","Employee Benefits","$9,933,098"
"Bridgeport School District","=""0150011""","Purchased Services Other Than Transportation","$3,630,286"
"Bridgeport School District","=""0150011""","Special Education Tuition","$27,511,530"
"Bridgeport School District","=""0150011""","Supplies","$80,261"
"Bridgeport School District","=""0150011""","Property Services","$128,408"
"Bridgeport School District","=""0150011""","Purchased Services For Transportation","$12,792,948"
"Bridgeport School District","=""0150011""","Equipment","$5,064"
"Bridgeport School District","=""0150011""","All Other Expenditures","$0"
"Bridgeport School District","=""0150011""","Total","$90,479,846"
"Bristol School District","=""0170011""","Teacher Salaries","$10,454,244"
"Bristol School District","=""0170011""","Instructional Aide Salaries","$3,012,032"
"Bristol School District","=""0170011""","Other Salaries","$1,669,308"
"Bristol School District","=""0170011""","Employee Benefits","$3,833,747"
"Bristol School District","=""0170011""","Purchased Services Other Than Transportation","$1,854,287"
"Bristol School District","=""0170011""","Special Education Tuition","$10,920,762"
"Bristol School District","=""0170011""","Supplies","$81,559"
"Bristol School District","=""0170011""","Property Services","$18,936"
"Bristol School District","=""0170011""","Purchased Services For Transportation","$4,891,310"
"Bristol School District","=""0170011""","Equipment","$37,774"
"Bristol School District","=""0170011""","All Other Expenditures","$1,829"
"Bristol School District","=""0170011""","Total","$36,775,788"
"Brookfield School District","=""0180011""","Teacher Salaries","$3,038,367"
"Brookfield School District","=""0180011""","Instructional Aide Salaries","$1,326,457"
"Brookfield School District","=""0180011""","Other Salaries","$813,012"
"Brookfield School District","=""0180011""","Employee Benefits","$1,112,938"
"Brookfield School District","=""0180011""","Purchased Services Other Than Transportation","$864,679"
"Brookfield School District","=""0180011""","Special Education Tuition","$1,941,988"
"Brookfield School District","=""0180011""","Supplies","$57,927"
"Brookfield School District","=""0180011""","Property Services","$1,434"
"Brookfield School District","=""0180011""","Purchased Services For Transportation","$796,443"
"Brookfield School District","=""0180011""","Equipment","$0"
"Brookfield School District","=""0180011""","All Other Expenditures","$2,109"
"Brookfield School District","=""0180011""","Total","$9,955,354"
"Brooklyn School District","=""0190011""","Teacher Salaries","$970,895"
"Brooklyn School District","=""0190011""","Instructional Aide Salaries","$813,325"
"Brooklyn School District","=""0190011""","Other Salaries","$257,895"
"Brooklyn School District","=""0190011""","Employee Benefits","$525,308"
"Brooklyn School District","=""0190011""","Purchased Services Other Than Transportation","$155,414"
"Brooklyn School District","=""0190011""","Special Education Tuition","$2,387,158"
"Brooklyn School District","=""0190011""","Supplies","$30,407"
"Brooklyn School District","=""0190011""","Property Services","$0"
"Brooklyn School District","=""0190011""","Purchased Services For Transportation","$226,234"
"Brooklyn School District","=""0190011""","Equipment","$10,344"
"Brooklyn School District","=""0190011""","All Other Expenditures","$11,086"
"Brooklyn School District","=""0190011""","Total","$5,388,067"
"Canaan School District","=""0210011""","Teacher Salaries","$148,675"
"Canaan School District","=""0210011""","Instructional Aide Salaries","$18,413"
"Canaan School District","=""0210011""","Other Salaries","$38,705"
"Canaan School District","=""0210011""","Employee Benefits","$72,527"
"Canaan School District","=""0210011""","Purchased Services Other Than Transportation","$15,518"
"Canaan School District","=""0210011""","Special Education Tuition","$0"
"Canaan School District","=""0210011""","Supplies","$1,485"
"Canaan School District","=""0210011""","Property Services","$0"
"Canaan School District","=""0210011""","Purchased Services For Transportation","$22,347"
"Canaan School District","=""0210011""","Equipment","$1,419"
"Canaan School District","=""0210011""","All Other Expenditures","$0"
"Canaan School District","=""0210011""","Total","$319,089"
"Canterbury School District","=""0220011""","Teacher Salaries","$548,710"
"Canterbury School District","=""0220011""","Instructional Aide Salaries","$389,975"
"Canterbury School District","=""0220011""","Other Salaries","$237,029"
"Canterbury School District","=""0220011""","Employee Benefits","$260,573"
"Canterbury School District","=""0220011""","Purchased Services Other Than Transportation","$367,247"
"Canterbury School District","=""0220011""","Special Education Tuition","$1,083,298"
"Canterbury School District","=""0220011""","Supplies","$4,742"
"Canterbury School District","=""0220011""","Property Services","$0"
"Canterbury School District","=""0220011""","Purchased Services For Transportation","$114,325"
"Canterbury School District","=""0220011""","Equipment","$11,101"
"Canterbury School District","=""0220011""","All Other Expenditures","$22"
"Canterbury School District","=""0220011""","Total","$3,017,022"
"Canton School District","=""0230011""","Teacher Salaries","$1,429,318"
"Canton School District","=""0230011""","Instructional Aide Salaries","$925,619"
"Canton School District","=""0230011""","Other Salaries","$763,281"
"Canton School District","=""0230011""","Employee Benefits","$936,502"
"Canton School District","=""0230011""","Purchased Services Other Than Transportation","$328,486"
"Canton School District","=""0230011""","Special Education Tuition","$991,506"
"Canton School District","=""0230011""","Supplies","$21,637"
"Canton School District","=""0230011""","Property Services","$0"
"Canton School District","=""0230011""","Purchased Services For Transportation","$514,475"
"Canton School District","=""0230011""","Equipment","$0"
"Canton School District","=""0230011""","All Other Expenditures","$1,438"
"Canton School District","=""0230011""","Total","$5,912,262"
"Capital Preparatory Harbor School District","=""2970013""","Teacher Salaries","$129,433"
"Capital Preparatory Harbor School District","=""2970013""","Instructional Aide Salaries","$48,439"
"Capital Preparatory Harbor School District","=""2970013""","Other Salaries","$0"
"Capital Preparatory Harbor School District","=""2970013""","Employee Benefits","$44,329"
"Capital Preparatory Harbor School District","=""2970013""","Purchased Services Other Than Transportation","$84,758"
"Capital Preparatory Harbor School District","=""2970013""","Special Education Tuition","$0"
"Capital Preparatory Harbor School District","=""2970013""","Supplies","$0"
"Capital Preparatory Harbor School District","=""2970013""","Property Services","$0"
"Capital Preparatory Harbor School District","=""2970013""","Purchased Services For Transportation","$46,950"
"Capital Preparatory Harbor School District","=""2970013""","Equipment","$0"
"Capital Preparatory Harbor School District","=""2970013""","All Other Expenditures","$0"
"Capital Preparatory Harbor School District","=""2970013""","Total","$353,909"
"Capitol Region Education Council","=""2410014""","Teacher Salaries","$19,513,674"
"Capitol Region Education Council","=""2410014""","Instructional Aide Salaries","$10,010,595"
"Capitol Region Education Council","=""2410014""","Other Salaries","$3,710,613"
"Capitol Region Education Council","=""2410014""","Employee Benefits","$8,261,528"
"Capitol Region Education Council","=""2410014""","Purchased Services Other Than Transportation","$3,878,717"
"Capitol Region Education Council","=""2410014""","Special Education Tuition","$0"
"Capitol Region Education Council","=""2410014""","Supplies","$916,973"
"Capitol Region Education Council","=""2410014""","Property Services","$995,794"
"Capitol Region Education Council","=""2410014""","Purchased Services For Transportation","$0"
"Capitol Region Education Council","=""2410014""","Equipment","$26,845"
"Capitol Region Education Council","=""2410014""","All Other Expenditures","$7,227"
"Capitol Region Education Council","=""2410014""","Total","$47,321,966"
"Chaplin School District","=""0240011""","Teacher Salaries","$259,678"
"Chaplin School District","=""0240011""","Instructional Aide Salaries","$126,578"
"Chaplin School District","=""0240011""","Other Salaries","$0"
"Chaplin School District","=""0240011""","Employee Benefits","$109,248"
"Chaplin School District","=""0240011""","Purchased Services Other Than Transportation","$132,680"
"Chaplin School District","=""0240011""","Special Education Tuition","$243,661"
"Chaplin School District","=""0240011""","Supplies","$1,706"
"Chaplin School District","=""0240011""","Property Services","$0"
"Chaplin School District","=""0240011""","Purchased Services For Transportation","$65,520"
"Chaplin School District","=""0240011""","Equipment","$232"
"Chaplin School District","=""0240011""","All Other Expenditures","$568"
"Chaplin School District","=""0240011""","Total","$939,870"
"Cheshire School District","=""0250011""","Teacher Salaries","$6,460,388"
"Cheshire School District","=""0250011""","Instructional Aide Salaries","$2,683,874"
"Cheshire School District","=""0250011""","Other Salaries","$2,120,235"
"Cheshire School District","=""0250011""","Employee Benefits","$2,703,396"
"Cheshire School District","=""0250011""","Purchased Services Other Than Transportation","$854,243"
"Cheshire School District","=""0250011""","Special Education Tuition","$2,246,410"
"Cheshire School District","=""0250011""","Supplies","$221,375"
"Cheshire School District","=""0250011""","Property Services","$34,483"
"Cheshire School District","=""0250011""","Purchased Services For Transportation","$903,463"
"Cheshire School District","=""0250011""","Equipment","$0"
"Cheshire School District","=""0250011""","All Other Expenditures","$800"
"Cheshire School District","=""0250011""","Total","$18,228,667"
"Chester School District","=""0260011""","Teacher Salaries","$464,630"
"Chester School District","=""0260011""","Instructional Aide Salaries","$214,152"
"Chester School District","=""0260011""","Other Salaries","$31,537"
"Chester School District","=""0260011""","Employee Benefits","$80,628"
"Chester School District","=""0260011""","Purchased Services Other Than Transportation","$9,825"
"Chester School District","=""0260011""","Special Education Tuition","$16,045"
"Chester School District","=""0260011""","Supplies","$16,233"
"Chester School District","=""0260011""","Property Services","$22"
"Chester School District","=""0260011""","Purchased Services For Transportation","$20,344"
"Chester School District","=""0260011""","Equipment","$750"
"Chester School District","=""0260011""","All Other Expenditures","$0"
"Chester School District","=""0260011""","Total","$854,165"
"Clinton School District","=""0270011""","Teacher Salaries","$3,045,301"
"Clinton School District","=""0270011""","Instructional Aide Salaries","$1,145,919"
"Clinton School District","=""0270011""","Other Salaries","$336,538"
"Clinton School District","=""0270011""","Employee Benefits","$1,259,645"
"Clinton School District","=""0270011""","Purchased Services Other Than Transportation","$293,503"
"Clinton School District","=""0270011""","Special Education Tuition","$926,222"
"Clinton School District","=""0270011""","Supplies","$203,764"
"Clinton School District","=""0270011""","Property Services","$0"
"Clinton School District","=""0270011""","Purchased Services For Transportation","$689,798"
"Clinton School District","=""0270011""","Equipment","$0"
"Clinton School District","=""0270011""","All Other Expenditures","$830"
"Clinton School District","=""0270011""","Total","$7,901,519"
"Colchester School District","=""0280011""","Teacher Salaries","$3,672,053"
"Colchester School District","=""0280011""","Instructional Aide Salaries","$1,540,460"
"Colchester School District","=""0280011""","Other Salaries","$371,301"
"Colchester School District","=""0280011""","Employee Benefits","$1,366,341"
"Colchester School District","=""0280011""","Purchased Services Other Than Transportation","$240,366"
"Colchester School District","=""0280011""","Special Education Tuition","$2,191,353"
"Colchester School District","=""0280011""","Supplies","$30,502"
"Colchester School District","=""0280011""","Property Services","$0"
"Colchester School District","=""0280011""","Purchased Services For Transportation","$926,150"
"Colchester School District","=""0280011""","Equipment","$0"
"Colchester School District","=""0280011""","All Other Expenditures","$650"
"Colchester School District","=""0280011""","Total","$10,339,176"
"Colebrook School District","=""0290011""","Teacher Salaries","$55,711"
"Colebrook School District","=""0290011""","Instructional Aide Salaries","$22,952"
"Colebrook School District","=""0290011""","Other Salaries","$0"
"Colebrook School District","=""0290011""","Employee Benefits","$2,730"
"Colebrook School District","=""0290011""","Purchased Services Other Than Transportation","$187,660"
"Colebrook School District","=""0290011""","Special Education Tuition","$0"
"Colebrook School District","=""0290011""","Supplies","$1,560"
"Colebrook School District","=""0290011""","Property Services","$0"
"Colebrook School District","=""0290011""","Purchased Services For Transportation","$30,067"
"Colebrook School District","=""0290011""","Equipment","$0"
"Colebrook School District","=""0290011""","All Other Expenditures","$27,144"
"Colebrook School District","=""0290011""","Total","$327,824"
"Columbia School District","=""0300011""","Teacher Salaries","$758,584"
"Columbia School District","=""0300011""","Instructional Aide Salaries","$308,083"
"Columbia School District","=""0300011""","Other Salaries","$230,633"
"Columbia School District","=""0300011""","Employee Benefits","$392,776"
"Columbia School District","=""0300011""","Purchased Services Other Than Transportation","$111,050"
"Columbia School District","=""0300011""","Special Education Tuition","$932,513"
"Columbia School District","=""0300011""","Supplies","$13,305"
"Columbia School District","=""0300011""","Property Services","$0"
"Columbia School District","=""0300011""","Purchased Services For Transportation","$248,562"
"Columbia School District","=""0300011""","Equipment","$8,204"
"Columbia School District","=""0300011""","All Other Expenditures","$270"
"Columbia School District","=""0300011""","Total","$3,003,980"
"Common Ground High School District","=""2680013""","Teacher Salaries","$115,676"
"Common Ground High School District","=""2680013""","Instructional Aide Salaries","$70,901"
"Common Ground High School District","=""2680013""","Other Salaries","$74,947"
"Common Ground High School District","=""2680013""","Employee Benefits","$48,842"
"Common Ground High School District","=""2680013""","Purchased Services Other Than Transportation","$29,818"
"Common Ground High School District","=""2680013""","Special Education Tuition","$0"
"Common Ground High School District","=""2680013""","Supplies","$9,854"
"Common Ground High School District","=""2680013""","Property Services","$0"
"Common Ground High School District","=""2680013""","Purchased Services For Transportation","$0"
"Common Ground High School District","=""2680013""","Equipment","$0"
"Common Ground High School District","=""2680013""","All Other Expenditures","$0"
"Common Ground High School District","=""2680013""","Total","$350,038"
"Connecticut Technical Education and Career System","=""9000016""","Teacher Salaries","$0"
"Connecticut Technical Education and Career System","=""9000016""","Instructional Aide Salaries","$0"
"Connecticut Technical Education and Career System","=""9000016""","Other Salaries","$0"
"Connecticut Technical Education and Career System","=""9000016""","Employee Benefits","$0"
"Connecticut Technical Education and Career System","=""9000016""","Purchased Services Other Than Transportation","$0"
"Connecticut Technical Education and Career System","=""9000016""","Special Education Tuition","$0"
"Connecticut Technical Education and Career System","=""9000016""","Supplies","$0"
"Connecticut Technical Education and Career System","=""9000016""","Property Services","$0"
"Connecticut Technical Education and Career System","=""9000016""","Purchased Services For Transportation","$0"
"Connecticut Technical Education and Career System","=""9000016""","Equipment","$0"
"Connecticut Technical Education and Career System","=""9000016""","All Other Expenditures","$0"
"Connecticut Technical Education and Career System","=""9000016""","Total","$0"
"Cooperative Educational Services","=""2430014""","Teacher Salaries","$6,901,670"
"Cooperative Educational Services","=""2430014""","Instructional Aide Salaries","$4,856,287"
"Cooperative Educational Services","=""2430014""","Other Salaries","$3,083,094"
"Cooperative Educational Services","=""2430014""","Employee Benefits","$3,535,204"
"Cooperative Educational Services","=""2430014""","Purchased Services Other Than Transportation","$2,615,397"
"Cooperative Educational Services","=""2430014""","Special Education Tuition","$0"
"Cooperative Educational Services","=""2430014""","Supplies","$600,676"
"Cooperative Educational Services","=""2430014""","Property Services","$1,355,517"
"Cooperative Educational Services","=""2430014""","Purchased Services For Transportation","$0"
"Cooperative Educational Services","=""2430014""","Equipment","$195,268"
"Cooperative Educational Services","=""2430014""","All Other Expenditures","$17,512"
"Cooperative Educational Services","=""2430014""","Total","$23,160,624"
"Cornwall School District","=""0310011""","Teacher Salaries","$148,675"
"Cornwall School District","=""0310011""","Instructional Aide Salaries","$40,194"
"Cornwall School District","=""0310011""","Other Salaries","$16,924"
"Cornwall School District","=""0310011""","Employee Benefits","$72,527"
