"Special Education Expenditures, 2021-22"
"All Districts"

"District","District Code","Description","Amount"
"East Haven School District","=""0440011""","Purchased Services Other Than Transportation","$710,711"
"East Haven School District","=""0440011""","Special Education Tuition","$5,114,496"
"East Haven School District","=""0440011""","Supplies","$42,006"
"East Haven School District","=""0440011""","Property Services","$0"
"East Haven School District","=""0440011""","Purchased Services For Transportation","$1,804,223"
"East Haven School District","=""0440011""","Equipment","$28,506"
"East Haven School District","=""0440011""","All Other Expenditures","$0"
"East Haven School District","=""0440011""","Total","$16,110,643"
"East Lyme School District","=""0450011""","Teacher Salaries","$5,415,212"
"East Lyme School District","=""0450011""","Instructional Aide Salaries","$2,199,495"
"East Lyme School District","=""0450011""","Other Salaries","$1,374,798"
"East Lyme School District","=""0450011""","Employee Benefits","$2,758,367"
"East Lyme School District","=""0450011""","Purchased Services Other Than Transportation","$1,158,530"
"East Lyme School District","=""0450011""","Special Education Tuition","$1,304,443"
"East Lyme School District","=""0450011""","Supplies","$99,566"
"East Lyme School District","=""0450011""","Property Services","$0"
"East Lyme School District","=""0450011""","Purchased Services For Transportation","$722,393"
"East Lyme School District","=""0450011""","Equipment","$45,104"
"East Lyme School District","=""0450011""","All Other Expenditures","$3,975"
"East Lyme School District","=""0450011""","Total","$15,081,884"
"East Windsor School District","=""0470011""","Teacher Salaries","$3,130,042"
"East Windsor School District","=""0470011""","Instructional Aide Salaries","$1,755,423"
"East Windsor School District","=""0470011""","Other Salaries","$830,829"
"East Windsor School District","=""0470011""","Employee Benefits","$1,361,723"
"East Windsor School District","=""0470011""","Purchased Services Other Than Transportation","$261,281"
"East Windsor School District","=""0470011""","Special Education Tuition","$614,337"
"East Windsor School District","=""0470011""","Supplies","$17,798"
"East Windsor School District","=""0470011""","Property Services","$0"
"East Windsor School District","=""0470011""","Purchased Services For Transportation","$423,243"
"East Windsor School District","=""0470011""","Equipment","$1,359"
"East Windsor School District","=""0470011""","All Other Expenditures","$0"
"East Windsor School District","=""0470011""","Total","$8,396,035"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Teacher Salaries","$9,575,225"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Instructional Aide Salaries","$508,363"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Other Salaries","$0"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Employee Benefits","$2,303,621"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Purchased Services Other Than Transportation","$338,751"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Special Education Tuition","$0"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Supplies","$454,918"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Property Services","$0"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Purchased Services For Transportation","$0"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Equipment","$68,672"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","All Other Expenditures","$374"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Total","$13,249,924"
"Eastford School District","=""0390011""","Teacher Salaries","$214,534"
"Eastford School District","=""0390011""","Instructional Aide Salaries","$246,116"
"Eastford School District","=""0390011""","Other Salaries","$0"
"Eastford School District","=""0390011""","Employee Benefits","$124,086"
"Eastford School District","=""0390011""","Purchased Services Other Than Transportation","$135,360"
"Eastford School District","=""0390011""","Special Education Tuition","$238,987"
"Eastford School District","=""0390011""","Supplies","$1,648"
"Eastford School District","=""0390011""","Property Services","$0"
"Eastford School District","=""0390011""","Purchased Services For Transportation","$50,669"
"Eastford School District","=""0390011""","Equipment","$0"
"Eastford School District","=""0390011""","All Other Expenditures","$250"
"Eastford School District","=""0390011""","Total","$1,011,650"
"Easton School District","=""0460011""","Teacher Salaries","$2,186,450"
"Easton School District","=""0460011""","Instructional Aide Salaries","$802,636"
"Easton School District","=""0460011""","Other Salaries","$0"
"Easton School District","=""0460011""","Employee Benefits","$633,797"
"Easton School District","=""0460011""","Purchased Services Other Than Transportation","$549,516"
"Easton School District","=""0460011""","Special Education Tuition","$315,484"
"Easton School District","=""0460011""","Supplies","$14,063"
"Easton School District","=""0460011""","Property Services","$6,445"
"Easton School District","=""0460011""","Purchased Services For Transportation","$237,625"
"Easton School District","=""0460011""","Equipment","$19,358"
"Easton School District","=""0460011""","All Other Expenditures","$14"
"Easton School District","=""0460011""","Total","$4,765,388"
"EdAdvance","=""2420014""","Teacher Salaries","$1,881,724"
"EdAdvance","=""2420014""","Instructional Aide Salaries","$775,021"
"EdAdvance","=""2420014""","Other Salaries","$3,101,407"
"EdAdvance","=""2420014""","Employee Benefits","$1,474,288"
"EdAdvance","=""2420014""","Purchased Services Other Than Transportation","$717,949"
"EdAdvance","=""2420014""","Special Education Tuition","$0"
"EdAdvance","=""2420014""","Supplies","$333,816"
"EdAdvance","=""2420014""","Property Services","$530,169"
"EdAdvance","=""2420014""","Purchased Services For Transportation","$34,651"
"EdAdvance","=""2420014""","Equipment","$11,140"
"EdAdvance","=""2420014""","All Other Expenditures","$1,165,533"
"EdAdvance","=""2420014""","Total","$10,025,699"
"Ellington School District","=""0480011""","Teacher Salaries","$3,962,979"
"Ellington School District","=""0480011""","Instructional Aide Salaries","$2,028,985"
"Ellington School District","=""0480011""","Other Salaries","$728,502"
"Ellington School District","=""0480011""","Employee Benefits","$1,938,889"
"Ellington School District","=""0480011""","Purchased Services Other Than Transportation","$344,171"
"Ellington School District","=""0480011""","Special Education Tuition","$1,113,998"
"Ellington School District","=""0480011""","Supplies","$93,049"
"Ellington School District","=""0480011""","Property Services","$99,248"
"Ellington School District","=""0480011""","Purchased Services For Transportation","$424,519"
"Ellington School District","=""0480011""","Equipment","$23,620"
"Ellington School District","=""0480011""","All Other Expenditures","$9,637"
"Ellington School District","=""0480011""","Total","$10,767,597"
"Elm City College Preparatory School District","=""2890013""","Teacher Salaries","$663,448"
"Elm City College Preparatory School District","=""2890013""","Instructional Aide Salaries","$0"
"Elm City College Preparatory School District","=""2890013""","Other Salaries","$0"
"Elm City College Preparatory School District","=""2890013""","Employee Benefits","$110,073"
"Elm City College Preparatory School District","=""2890013""","Purchased Services Other Than Transportation","$166,753"
"Elm City College Preparatory School District","=""2890013""","Special Education Tuition","$0"
"Elm City College Preparatory School District","=""2890013""","Supplies","$4,455"
"Elm City College Preparatory School District","=""2890013""","Property Services","$0"
"Elm City College Preparatory School District","=""2890013""","Purchased Services For Transportation","$0"
"Elm City College Preparatory School District","=""2890013""","Equipment","$11,404"
"Elm City College Preparatory School District","=""2890013""","All Other Expenditures","$1,577"
"Elm City College Preparatory School District","=""2890013""","Total","$957,709"
"Elm City Montessori School District","=""2910013""","Teacher Salaries","$91,212"
"Elm City Montessori School District","=""2910013""","Instructional Aide Salaries","$0"
"Elm City Montessori School District","=""2910013""","Other Salaries","$0"
"Elm City Montessori School District","=""2910013""","Employee Benefits","$24,328"
"Elm City Montessori School District","=""2910013""","Purchased Services Other Than Transportation","$0"
"Elm City Montessori School District","=""2910013""","Special Education Tuition","$0"
"Elm City Montessori School District","=""2910013""","Supplies","$0"
"Elm City Montessori School District","=""2910013""","Property Services","$0"
"Elm City Montessori School District","=""2910013""","Purchased Services For Transportation","$0"
"Elm City Montessori School District","=""2910013""","Equipment","$0"
"Elm City Montessori School District","=""2910013""","All Other Expenditures","$0"
"Elm City Montessori School District","=""2910013""","Total","$115,540"
"Enfield School District","=""0490011""","Teacher Salaries","$7,031,466"
"Enfield School District","=""0490011""","Instructional Aide Salaries","$1,815,816"
"Enfield School District","=""0490011""","Other Salaries","$2,020,955"
"Enfield School District","=""0490011""","Employee Benefits","$2,237,032"
"Enfield School District","=""0490011""","Purchased Services Other Than Transportation","$1,403,931"
"Enfield School District","=""0490011""","Special Education Tuition","$3,515,123"
"Enfield School District","=""0490011""","Supplies","$226,937"
"Enfield School District","=""0490011""","Property Services","$0"
"Enfield School District","=""0490011""","Purchased Services For Transportation","$1,630,850"
"Enfield School District","=""0490011""","Equipment","$5,906"
"Enfield School District","=""0490011""","All Other Expenditures","$0"
"Enfield School District","=""0490011""","Total","$19,888,016"
"Essex School District","=""0500011""","Teacher Salaries","$297,672"
"Essex School District","=""0500011""","Instructional Aide Salaries","$453,210"
"Essex School District","=""0500011""","Other Salaries","$78,576"
"Essex School District","=""0500011""","Employee Benefits","$298,209"
"Essex School District","=""0500011""","Purchased Services Other Than Transportation","$47,997"
"Essex School District","=""0500011""","Special Education Tuition","$350,881"
"Essex School District","=""0500011""","Supplies","$7,388"
"Essex School District","=""0500011""","Property Services","$3,957"
"Essex School District","=""0500011""","Purchased Services For Transportation","$70,320"
"Essex School District","=""0500011""","Equipment","$707"
"Essex School District","=""0500011""","All Other Expenditures","$0"
"Essex School District","=""0500011""","Total","$1,608,918"
"Explorations District","=""2720013""","Teacher Salaries","$193,911"
"Explorations District","=""2720013""","Instructional Aide Salaries","$0"
"Explorations District","=""2720013""","Other Salaries","$57,478"
"Explorations District","=""2720013""","Employee Benefits","$35,700"
"Explorations District","=""2720013""","Purchased Services Other Than Transportation","$0"
"Explorations District","=""2720013""","Special Education Tuition","$0"
"Explorations District","=""2720013""","Supplies","$0"
"Explorations District","=""2720013""","Property Services","$0"
"Explorations District","=""2720013""","Purchased Services For Transportation","$0"
"Explorations District","=""2720013""","Equipment","$0"
"Explorations District","=""2720013""","All Other Expenditures","$0"
"Explorations District","=""2720013""","Total","$287,089"
"Fairfield School District","=""0510011""","Teacher Salaries","$16,823,923"
"Fairfield School District","=""0510011""","Instructional Aide Salaries","$3,654,771"
"Fairfield School District","=""0510011""","Other Salaries","$8,431,788"
"Fairfield School District","=""0510011""","Employee Benefits","$8,887,128"
"Fairfield School District","=""0510011""","Purchased Services Other Than Transportation","$6,292,924"
"Fairfield School District","=""0510011""","Special Education Tuition","$11,268,670"
"Fairfield School District","=""0510011""","Supplies","$320,660"
"Fairfield School District","=""0510011""","Property Services","$20,384"
"Fairfield School District","=""0510011""","Purchased Services For Transportation","$3,605,052"
"Fairfield School District","=""0510011""","Equipment","$236,853"
"Fairfield School District","=""0510011""","All Other Expenditures","$0"
"Fairfield School District","=""0510011""","Total","$59,542,152"
"Farmington School District","=""0520011""","Teacher Salaries","$4,680,623"
"Farmington School District","=""0520011""","Instructional Aide Salaries","$2,365,745"
"Farmington School District","=""0520011""","Other Salaries","$1,452,784"
"Farmington School District","=""0520011""","Employee Benefits","$1,880,967"
"Farmington School District","=""0520011""","Purchased Services Other Than Transportation","$911,495"
"Farmington School District","=""0520011""","Special Education Tuition","$3,254,602"
"Farmington School District","=""0520011""","Supplies","$61,679"
"Farmington School District","=""0520011""","Property Services","$1,667"
"Farmington School District","=""0520011""","Purchased Services For Transportation","$1,241,657"
"Farmington School District","=""0520011""","Equipment","$21,535"
"Farmington School District","=""0520011""","All Other Expenditures","$720"
"Farmington School District","=""0520011""","Total","$15,873,474"
"Franklin School District","=""0530011""","Teacher Salaries","$257,473"
"Franklin School District","=""0530011""","Instructional Aide Salaries","$140,526"
"Franklin School District","=""0530011""","Other Salaries","$0"
"Franklin School District","=""0530011""","Employee Benefits","$63,543"
"Franklin School District","=""0530011""","Purchased Services Other Than Transportation","$100,322"
"Franklin School District","=""0530011""","Special Education Tuition","$530,014"
"Franklin School District","=""0530011""","Supplies","$3,976"
"Franklin School District","=""0530011""","Property Services","$0"
"Franklin School District","=""0530011""","Purchased Services For Transportation","$81,048"
"Franklin School District","=""0530011""","Equipment","$3,635"
"Franklin School District","=""0530011""","All Other Expenditures","$0"
"Franklin School District","=""0530011""","Total","$1,180,538"
"Glastonbury School District","=""0540011""","Teacher Salaries","$7,883,325"
"Glastonbury School District","=""0540011""","Instructional Aide Salaries","$2,691,886"
"Glastonbury School District","=""0540011""","Other Salaries","$4,744,497"
"Glastonbury School District","=""0540011""","Employee Benefits","$2,003,702"
"Glastonbury School District","=""0540011""","Purchased Services Other Than Transportation","$336,868"
"Glastonbury School District","=""0540011""","Special Education Tuition","$4,007,667"
"Glastonbury School District","=""0540011""","Supplies","$92,027"
"Glastonbury School District","=""0540011""","Property Services","$170,765"
"Glastonbury School District","=""0540011""","Purchased Services For Transportation","$231,717"
"Glastonbury School District","=""0540011""","Equipment","$13,351"
"Glastonbury School District","=""0540011""","All Other Expenditures","$1,490"
"Glastonbury School District","=""0540011""","Total","$22,177,295"
"Goodwin University Educational Services (GUES)","=""2310018""","Teacher Salaries","$497,873"
"Goodwin University Educational Services (GUES)","=""2310018""","Instructional Aide Salaries","$137,729"
"Goodwin University Educational Services (GUES)","=""2310018""","Other Salaries","$0"
"Goodwin University Educational Services (GUES)","=""2310018""","Employee Benefits","$143,247"
"Goodwin University Educational Services (GUES)","=""2310018""","Purchased Services Other Than Transportation","$0"
"Goodwin University Educational Services (GUES)","=""2310018""","Special Education Tuition","$0"
"Goodwin University Educational Services (GUES)","=""2310018""","Supplies","$0"
"Goodwin University Educational Services (GUES)","=""2310018""","Property Services","$0"
"Goodwin University Educational Services (GUES)","=""2310018""","Purchased Services For Transportation","$0"
"Goodwin University Educational Services (GUES)","=""2310018""","Equipment","$0"
"Goodwin University Educational Services (GUES)","=""2310018""","All Other Expenditures","$0"
"Goodwin University Educational Services (GUES)","=""2310018""","Total","$778,849"
"Granby School District","=""0560011""","Teacher Salaries","$2,719,250"
"Granby School District","=""0560011""","Instructional Aide Salaries","$1,160,215"
"Granby School District","=""0560011""","Other Salaries","$90,716"
"Granby School District","=""0560011""","Employee Benefits","$987,345"
"Granby School District","=""0560011""","Purchased Services Other Than Transportation","$145,530"
"Granby School District","=""0560011""","Special Education Tuition","$1,980,881"
"Granby School District","=""0560011""","Supplies","$26,865"
"Granby School District","=""0560011""","Property Services","$0"
"Granby School District","=""0560011""","Purchased Services For Transportation","$446,361"
"Granby School District","=""0560011""","Equipment","$21,924"
"Granby School District","=""0560011""","All Other Expenditures","$1,515"
"Granby School District","=""0560011""","Total","$7,580,602"
"Great Oaks Charter School District","=""2940013""","Teacher Salaries","$254,845"
"Great Oaks Charter School District","=""2940013""","Instructional Aide Salaries","$0"
"Great Oaks Charter School District","=""2940013""","Other Salaries","$39,239"
"Great Oaks Charter School District","=""2940013""","Employee Benefits","$44,651"
"Great Oaks Charter School District","=""2940013""","Purchased Services Other Than Transportation","$0"
"Great Oaks Charter School District","=""2940013""","Special Education Tuition","$0"
"Great Oaks Charter School District","=""2940013""","Supplies","$0"
"Great Oaks Charter School District","=""2940013""","Property Services","$0"
"Great Oaks Charter School District","=""2940013""","Purchased Services For Transportation","$0"
"Great Oaks Charter School District","=""2940013""","Equipment","$0"
"Great Oaks Charter School District","=""2940013""","All Other Expenditures","$0"
"Great Oaks Charter School District","=""2940013""","Total","$338,735"
"Greenwich School District","=""0570011""","Teacher Salaries","$17,275,464"
"Greenwich School District","=""0570011""","Instructional Aide Salaries","$3,559,675"
"Greenwich School District","=""0570011""","Other Salaries","$9,765,674"
"Greenwich School District","=""0570011""","Employee Benefits","$8,139,575"
"Greenwich School District","=""0570011""","Purchased Services Other Than Transportation","$2,853,708"
"Greenwich School District","=""0570011""","Special Education Tuition","$8,985,007"
"Greenwich School District","=""0570011""","Supplies","$434,628"
"Greenwich School District","=""0570011""","Property Services","$12,481"
"Greenwich School District","=""0570011""","Purchased Services For Transportation","$3,035,080"
"Greenwich School District","=""0570011""","Equipment","$470"
"Greenwich School District","=""0570011""","All Other Expenditures","$0"
"Greenwich School District","=""0570011""","Total","$54,061,761"
"Griswold School District","=""0580011""","Teacher Salaries","$3,348,083"
"Griswold School District","=""0580011""","Instructional Aide Salaries","$1,237,895"
"Griswold School District","=""0580011""","Other Salaries","$502,696"
"Griswold School District","=""0580011""","Employee Benefits","$1,276,887"
"Griswold School District","=""0580011""","Purchased Services Other Than Transportation","$626,105"
"Griswold School District","=""0580011""","Special Education Tuition","$1,296,638"
"Griswold School District","=""0580011""","Supplies","$20,505"
"Griswold School District","=""0580011""","Property Services","$0"
"Griswold School District","=""0580011""","Purchased Services For Transportation","$1,121,149"
"Griswold School District","=""0580011""","Equipment","$11,403"
"Griswold School District","=""0580011""","All Other Expenditures","$0"
"Griswold School District","=""0580011""","Total","$9,441,361"
"Groton School District","=""0590011""","Teacher Salaries","$8,511,158"
"Groton School District","=""0590011""","Instructional Aide Salaries","$3,087,479"
"Groton School District","=""0590011""","Other Salaries","$1,219,572"
"Groton School District","=""0590011""","Employee Benefits","$1,859,248"
"Groton School District","=""0590011""","Purchased Services Other Than Transportation","$1,434,158"
"Groton School District","=""0590011""","Special Education Tuition","$3,828,143"
"Groton School District","=""0590011""","Supplies","$296,488"
"Groton School District","=""0590011""","Property Services","$1,097"
"Groton School District","=""0590011""","Purchased Services For Transportation","$2,197,372"
"Groton School District","=""0590011""","Equipment","$41,098"
"Groton School District","=""0590011""","All Other Expenditures","$1,700"
"Groton School District","=""0590011""","Total","$22,477,514"
"Guilford School District","=""0600011""","Teacher Salaries","$5,686,777"
"Guilford School District","=""0600011""","Instructional Aide Salaries","$1,856,222"
"Guilford School District","=""0600011""","Other Salaries","$96,683"
"Guilford School District","=""0600011""","Employee Benefits","$2,735,070"
"Guilford School District","=""0600011""","Purchased Services Other Than Transportation","$1,195,954"
"Guilford School District","=""0600011""","Special Education Tuition","$3,411,679"
"Guilford School District","=""0600011""","Supplies","$36,612"
"Guilford School District","=""0600011""","Property Services","$0"
"Guilford School District","=""0600011""","Purchased Services For Transportation","$1,755,965"
"Guilford School District","=""0600011""","Equipment","$1,361"
"Guilford School District","=""0600011""","All Other Expenditures","$0"
"Guilford School District","=""0600011""","Total","$16,776,323"
"Hamden School District","=""0620011""","Teacher Salaries","$11,854,219"
"Hamden School District","=""0620011""","Instructional Aide Salaries","$3,308,335"
"Hamden School District","=""0620011""","Other Salaries","$1,476,496"
"Hamden School District","=""0620011""","Employee Benefits","$7,510,205"
"Hamden School District","=""0620011""","Purchased Services Other Than Transportation","$1,068,588"
"Hamden School District","=""0620011""","Special Education Tuition","$16,378,157"
"Hamden School District","=""0620011""","Supplies","$177,950"
"Hamden School District","=""0620011""","Property Services","$1,586"
"Hamden School District","=""0620011""","Purchased Services For Transportation","$4,107,031"
"Hamden School District","=""0620011""","Equipment","$4,576"
"Hamden School District","=""0620011""","All Other Expenditures","$0"
"Hamden School District","=""0620011""","Total","$45,887,143"
"Hampton School District","=""0630011""","Teacher Salaries","$170,955"
"Hampton School District","=""0630011""","Instructional Aide Salaries","$168,192"
"Hampton School District","=""0630011""","Other Salaries","$15,989"
"Hampton School District","=""0630011""","Employee Benefits","$88,589"
"Hampton School District","=""0630011""","Purchased Services Other Than Transportation","$45,340"
"Hampton School District","=""0630011""","Special Education Tuition","$78,802"
"Hampton School District","=""0630011""","Supplies","$2,576"
"Hampton School District","=""0630011""","Property Services","$0"
"Hampton School District","=""0630011""","Purchased Services For Transportation","$9,178"
"Hampton School District","=""0630011""","Equipment","$0"
"Hampton School District","=""0630011""","All Other Expenditures","$0"
"Hampton School District","=""0630011""","Total","$579,621"
"Hartford School District","=""0640011""","Teacher Salaries","$20,752,227"
"Hartford School District","=""0640011""","Instructional Aide Salaries","$9,138,723"
"Hartford School District","=""0640011""","Other Salaries","$5,749,542"
"Hartford School District","=""0640011""","Employee Benefits","$9,642,726"
"Hartford School District","=""0640011""","Purchased Services Other Than Transportation","$2,597,909"
"Hartford School District","=""0640011""","Special Education Tuition","$71,042,758"
"Hartford School District","=""0640011""","Supplies","$368,109"
"Hartford School District","=""0640011""","Property Services","$971"
"Hartford School District","=""0640011""","Purchased Services For Transportation","$19,912,833"
"Hartford School District","=""0640011""","Equipment","$47,341"
"Hartford School District","=""0640011""","All Other Expenditures","$3,300"
"Hartford School District","=""0640011""","Total","$139,256,440"
"Hartland School District","=""0650011""","Teacher Salaries","$0"
"Hartland School District","=""0650011""","Instructional Aide Salaries","$21,193"
"Hartland School District","=""0650011""","Other Salaries","$0"
"Hartland School District","=""0650011""","Employee Benefits","$1,620"
"Hartland School District","=""0650011""","Purchased Services Other Than Transportation","$507,230"
"Hartland School District","=""0650011""","Special Education Tuition","$386,684"
"Hartland School District","=""0650011""","Supplies","$2,436"
"Hartland School District","=""0650011""","Property Services","$0"
"Hartland School District","=""0650011""","Purchased Services For Transportation","$22,600"
"Hartland School District","=""0650011""","Equipment","$0"
"Hartland School District","=""0650011""","All Other Expenditures","$0"
"Hartland School District","=""0650011""","Total","$941,763"
"Hebron School District","=""0670011""","Teacher Salaries","$942,000"
"Hebron School District","=""0670011""","Instructional Aide Salaries","$628,535"
"Hebron School District","=""0670011""","Other Salaries","$270,783"
"Hebron School District","=""0670011""","Employee Benefits","$543,347"
"Hebron School District","=""0670011""","Purchased Services Other Than Transportation","$205,513"
"Hebron School District","=""0670011""","Special Education Tuition","$150,988"
"Hebron School District","=""0670011""","Supplies","$43,306"
"Hebron School District","=""0670011""","Property Services","$0"
"Hebron School District","=""0670011""","Purchased Services For Transportation","$72,550"
"Hebron School District","=""0670011""","Equipment","$9,665"
"Hebron School District","=""0670011""","All Other Expenditures","$0"
"Hebron School District","=""0670011""","Total","$2,866,688"
"Highville Charter School District","=""2860013""","Teacher Salaries","$42,141"
"Highville Charter School District","=""2860013""","Instructional Aide Salaries","$0"
"Highville Charter School District","=""2860013""","Other Salaries","$0"
"Highville Charter School District","=""2860013""","Employee Benefits","$7,655"
"Highville Charter School District","=""2860013""","Purchased Services Other Than Transportation","$37,200"
"Highville Charter School District","=""2860013""","Special Education Tuition","$0"
"Highville Charter School District","=""2860013""","Supplies","$0"
"Highville Charter School District","=""2860013""","Property Services","$0"
"Highville Charter School District","=""2860013""","Purchased Services For Transportation","$0"
"Highville Charter School District","=""2860013""","Equipment","$0"
"Highville Charter School District","=""2860013""","All Other Expenditures","$0"
"Highville Charter School District","=""2860013""","Total","$86,996"
"Integrated Day Charter School District","=""2640013""","Teacher Salaries","$114,531"
"Integrated Day Charter School District","=""2640013""","Instructional Aide Salaries","$85,174"
"Integrated Day Charter School District","=""2640013""","Other Salaries","$63,660"
"Integrated Day Charter School District","=""2640013""","Employee Benefits","$85,397"
"Integrated Day Charter School District","=""2640013""","Purchased Services Other Than Transportation","$0"
"Integrated Day Charter School District","=""2640013""","Special Education Tuition","$0"
"Integrated Day Charter School District","=""2640013""","Supplies","$0"
"Integrated Day Charter School District","=""2640013""","Property Services","$0"
"Integrated Day Charter School District","=""2640013""","Purchased Services For Transportation","$0"
"Integrated Day Charter School District","=""2640013""","Equipment","$0"
"Integrated Day Charter School District","=""2640013""","All Other Expenditures","$0"
"Integrated Day Charter School District","=""2640013""","Total","$348,762"
"Interdistrict School for Arts and Comm District","=""2650013""","Teacher Salaries","$455,111"
"Interdistrict School for Arts and Comm District","=""2650013""","Instructional Aide Salaries","$36,662"
"Interdistrict School for Arts and Comm District","=""2650013""","Other Salaries","$155,284"
"Interdistrict School for Arts and Comm District","=""2650013""","Employee Benefits","$106,980"
"Interdistrict School for Arts and Comm District","=""2650013""","Purchased Services Other Than Transportation","$43,090"
"Interdistrict School for Arts and Comm District","=""2650013""","Special Education Tuition","$0"
"Interdistrict School for Arts and Comm District","=""2650013""","Supplies","$3,296"
"Interdistrict School for Arts and Comm District","=""2650013""","Property Services","$62,901"
"Interdistrict School for Arts and Comm District","=""2650013""","Purchased Services For Transportation","$0"
"Interdistrict School for Arts and Comm District","=""2650013""","Equipment","$90"
"Interdistrict School for Arts and Comm District","=""2650013""","All Other Expenditures","$0"
"Interdistrict School for Arts and Comm District","=""2650013""","Total","$863,414"
"Jumoke Academy District","=""2610013""","Teacher Salaries","$343,308"
"Jumoke Academy District","=""2610013""","Instructional Aide Salaries","$0"
"Jumoke Academy District","=""2610013""","Other Salaries","$0"
"Jumoke Academy District","=""2610013""","Employee Benefits","$90,348"
"Jumoke Academy District","=""2610013""","Purchased Services Other Than Transportation","$217,352"
"Jumoke Academy District","=""2610013""","Special Education Tuition","$0"
"Jumoke Academy District","=""2610013""","Supplies","$4,231"
"Jumoke Academy District","=""2610013""","Property Services","$226"
"Jumoke Academy District","=""2610013""","Purchased Services For Transportation","$0"
"Jumoke Academy District","=""2610013""","Equipment","$0"
"Jumoke Academy District","=""2610013""","All Other Expenditures","$0"
"Jumoke Academy District","=""2610013""","Total","$655,465"
"Kent School District","=""0680011""","Teacher Salaries","$480,770"
"Kent School District","=""0680011""","Instructional Aide Salaries","$127,953"
"Kent School District","=""0680011""","Other Salaries","$99,433"
"Kent School District","=""0680011""","Employee Benefits","$211,338"
"Kent School District","=""0680011""","Purchased Services Other Than Transportation","$80,811"
"Kent School District","=""0680011""","Special Education Tuition","$26,546"
"Kent School District","=""0680011""","Supplies","$4,923"
"Kent School District","=""0680011""","Property Services","$0"
"Kent School District","=""0680011""","Purchased Services For Transportation","$78,572"
"Kent School District","=""0680011""","Equipment","$2,150"
"Kent School District","=""0680011""","All Other Expenditures","$0"
"Kent School District","=""0680011""","Total","$1,112,495"
"Killingly School District","=""0690011""","Teacher Salaries","$3,193,512"
"Killingly School District","=""0690011""","Instructional Aide Salaries","$1,476,022"
"Killingly School District","=""0690011""","Other Salaries","$1,061,262"
"Killingly School District","=""0690011""","Employee Benefits","$1,506,951"
"Killingly School District","=""0690011""","Purchased Services Other Than Transportation","$1,076,389"
"Killingly School District","=""0690011""","Special Education Tuition","$3,378,972"
"Killingly School District","=""0690011""","Supplies","$80,540"
"Killingly School District","=""0690011""","Property Services","$29,559"
"Killingly School District","=""0690011""","Purchased Services For Transportation","$381,511"
"Killingly School District","=""0690011""","Equipment","$12,546"
"Killingly School District","=""0690011""","All Other Expenditures","$479"
"Killingly School District","=""0690011""","Total","$12,197,743"
"Learn","=""2450014""","Teacher Salaries","$3,779,032"
"Learn","=""2450014""","Instructional Aide Salaries","$2,261,108"
"Learn","=""2450014""","Other Salaries","$2,547,539"
"Learn","=""2450014""","Employee Benefits","$2,374,804"
"Learn","=""2450014""","Purchased Services Other Than Transportation","$1,986,718"
"Learn","=""2450014""","Special Education Tuition","$0"
"Learn","=""2450014""","Supplies","$52,284"
"Learn","=""2450014""","Property Services","$386,889"
"Learn","=""2450014""","Purchased Services For Transportation","$0"
"Learn","=""2450014""","Equipment","$87,276"
"Learn","=""2450014""","All Other Expenditures","$257,744"
"Learn","=""2450014""","Total","$13,733,393"
"Lebanon School District","=""0710011""","Teacher Salaries","$1,057,440"
"Lebanon School District","=""0710011""","Instructional Aide Salaries","$869,464"
"Lebanon School District","=""0710011""","Other Salaries","$506,787"
"Lebanon School District","=""0710011""","Employee Benefits","$654,929"
"Lebanon School District","=""0710011""","Purchased Services Other Than Transportation","$318,883"
"Lebanon School District","=""0710011""","Special Education Tuition","$1,282,599"
"Lebanon School District","=""0710011""","Supplies","$32,009"
"Lebanon School District","=""0710011""","Property Services","$3,241"
"Lebanon School District","=""0710011""","Purchased Services For Transportation","$404,406"
"Lebanon School District","=""0710011""","Equipment","$5,523"
"Lebanon School District","=""0710011""","All Other Expenditures","$550"
"Lebanon School District","=""0710011""","Total","$5,135,833"
"Ledyard School District","=""0720011""","Teacher Salaries","$4,396,705"
"Ledyard School District","=""0720011""","Instructional Aide Salaries","$988,371"
"Ledyard School District","=""0720011""","Other Salaries","$619,256"
"Ledyard School District","=""0720011""","Employee Benefits","$916,714"
"Ledyard School District","=""0720011""","Purchased Services Other Than Transportation","$1,218,371"
"Ledyard School District","=""0720011""","Special Education Tuition","$2,012,029"
"Ledyard School District","=""0720011""","Supplies","$154,871"
"Ledyard School District","=""0720011""","Property Services","$23,702"
"Ledyard School District","=""0720011""","Purchased Services For Transportation","$814,115"
